region,RRm_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
05119_Oberhausen,0.15489349,RRm,year,precipitation,mm day-1,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.18309247,RRm,year,precipitation,mm day-1,7
05120_Remscheid,0.17420003,RRm,year,precipitation,mm day-1,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.1897695,RRm,year,precipitation,mm day-1,7
05122_Solingen,0.20176794,RRm,year,precipitation,mm day-1,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.1722464,RRm,year,precipitation,mm day-1,7
05124_Wuppertal,0.16884665,RRm,year,precipitation,mm day-1,7
05154_Kleve,0.1318143,RRm,year,precipitation,mm day-1,7
05158_Mettmann,0.18635312,RRm,year,precipitation,mm day-1,7
05162_Rhein-Kreis Neuss,0.16154669,RRm,year,precipitation,mm day-1,7
05166_Viersen,0.13686298,RRm,year,precipitation,mm day-1,7
05170_Wesel,0.14110208,RRm,year,precipitation,mm day-1,7
05314_05382_Region_um_Bonn,0.18768229,RRm,year,precipitation,mm day-1,7
05314_Bonn,0.18992475,RRm,year,precipitation,mm day-1,7
05315_Köln,0.19603138,RRm,year,precipitation,mm day-1,7
05316_05315_05378_05158_Region_um_Leverkusen,0.19573118,RRm,year,precipitation,mm day-1,7
05316_Leverkusen,0.21366437,RRm,year,precipitation,mm day-1,7
05334_Städteregion Aachen,0.10104952,RRm,year,precipitation,mm day-1,7
05358_Düren,0.12702017,RRm,year,precipitation,mm day-1,7
05362_Rhein-Erft-Kreis,0.15535602,RRm,year,precipitation,mm day-1,7
05366_Euskirchen,0.11055783,RRm,year,precipitation,mm day-1,7
05370_Heinsberg,0.12945773,RRm,year,precipitation,mm day-1,7
05374_Oberbergischer Kreis,0.17586668,RRm,year,precipitation,mm day-1,7
05378_Rheinisch-Bergischer Kreis,0.20106222,RRm,year,precipitation,mm day-1,7
05382_Rhein-Sieg-Kreis,0.18740119,RRm,year,precipitation,mm day-1,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.14429677,RRm,year,precipitation,mm day-1,7
05512_Bottrop,0.152424,RRm,year,precipitation,mm day-1,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.14720996,RRm,year,precipitation,mm day-1,7
05513_Gelsenkirchen,0.15515454,RRm,year,precipitation,mm day-1,7
05515_05566_05558_05570_Region_um_Münster,0.1356931,RRm,year,precipitation,mm day-1,7
05515_Münster,0.1319684,RRm,year,precipitation,mm day-1,7
05554_Borken,0.13935782,RRm,year,precipitation,mm day-1,7
05558_Coesfeld,0.13046461,RRm,year,precipitation,mm day-1,7
05562_Recklinghausen,0.14211303,RRm,year,precipitation,mm day-1,7
05566_Steinfurt,0.13466796,RRm,year,precipitation,mm day-1,7
05570_Warendorf,0.14234507,RRm,year,precipitation,mm day-1,7
05711_05754_05758_05766_Region_um_Bielefeld,0.14504415,RRm,year,precipitation,mm day-1,7
05711_Bielefeld,0.14856844,RRm,year,precipitation,mm day-1,7
05754_Gütersloh,0.15603845,RRm,year,precipitation,mm day-1,7
05758_Herford,0.13963264,RRm,year,precipitation,mm day-1,7
05762_Höxter,0.1451363,RRm,year,precipitation,mm day-1,7
05766_Lippe,0.13777317,RRm,year,precipitation,mm day-1,7
05770_Minden-Lübbecke,0.14046629,RRm,year,precipitation,mm day-1,7
05774_Paderborn,0.14612302,RRm,year,precipitation,mm day-1,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.14677604,RRm,year,precipitation,mm day-1,7
05911_Bochum,0.15016238,RRm,year,precipitation,mm day-1,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.14458321,RRm,year,precipitation,mm day-1,7
05913_Dortmund,0.15033323,RRm,year,precipitation,mm day-1,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.13874726,RRm,year,precipitation,mm day-1,7
05914_Hagen,0.13803601,RRm,year,precipitation,mm day-1,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.1392292,RRm,year,precipitation,mm day-1,7
05915_Hamm,0.14273444,RRm,year,precipitation,mm day-1,7
05916_05513_05562_05911_Region_um_Herne,0.14515978,RRm,year,precipitation,mm day-1,7
05916_Herne,0.15568778,RRm,year,precipitation,mm day-1,7
05954_Ennepe-Ruhr-Kreis,0.14432904,RRm,year,precipitation,mm day-1,7
05958_Hochsauerlandkreis,0.11840321,RRm,year,precipitation,mm day-1,7
05962_Märkischer Kreis,0.13074091,RRm,year,precipitation,mm day-1,7
05966_Olpe,0.13610116,RRm,year,precipitation,mm day-1,7
05970_Siegen-Wittgenstein,0.13360657,RRm,year,precipitation,mm day-1,7
05974_Soest,0.14058366,RRm,year,precipitation,mm day-1,7
05978_Unna,0.14476484,RRm,year,precipitation,mm day-1,7
06411_06432_06438_Region_um_Darmstadt,0.18272603,RRm,year,precipitation,mm day-1,7
06411_Darmstadt,0.18509257,RRm,year,precipitation,mm day-1,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.18278849,RRm,year,precipitation,mm day-1,7
06412_Frankfurt am Main,0.17864022,RRm,year,precipitation,mm day-1,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.18263118,RRm,year,precipitation,mm day-1,7
06413_Offenbach am Main,0.180307,RRm,year,precipitation,mm day-1,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.17008866,RRm,year,precipitation,mm day-1,7
06414_Wiesbaden,0.18537894,RRm,year,precipitation,mm day-1,7
06431_Bergstraße,0.20621572,RRm,year,precipitation,mm day-1,7
06432_Darmstadt-Dieburg,0.18171963,RRm,year,precipitation,mm day-1,7
06433_Groß-Gerau,0.18865706,RRm,year,precipitation,mm day-1,7
06434_Hochtaunuskreis,0.15661237,RRm,year,precipitation,mm day-1,7
06435_Main-Kinzig-Kreis,0.18312413,RRm,year,precipitation,mm day-1,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.1699224,RRm,year,precipitation,mm day-1,7
06436_Main-Taunus-Kreis,0.17890579,RRm,year,precipitation,mm day-1,7
06437_Odenwaldkreis,0.17439833,RRm,year,precipitation,mm day-1,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.18299352,RRm,year,precipitation,mm day-1,7
06438_Offenbach,0.18381427,RRm,year,precipitation,mm day-1,7
06439_Rheingau-Taunus-Kreis,0.15853287,RRm,year,precipitation,mm day-1,7
06440_Wetteraukreis,0.19302677,RRm,year,precipitation,mm day-1,7
06531_Gießen,0.17833264,RRm,year,precipitation,mm day-1,7
06532_Lahn-Dill-Kreis,0.14630502,RRm,year,precipitation,mm day-1,7
06533_Limburg-Weilburg,0.1674291,RRm,year,precipitation,mm day-1,7
06534_Marburg-Biedenkopf,0.1409926,RRm,year,precipitation,mm day-1,7
06535_Vogelsbergkreis,0.15693197,RRm,year,precipitation,mm day-1,7
06611_06633_03159_Region_um_Kassel,0.16529667,RRm,year,precipitation,mm day-1,7
06611_Kassel,0.16403724,RRm,year,precipitation,mm day-1,7
06631_Fulda,0.15943913,RRm,year,precipitation,mm day-1,7
06632_Hersfeld-Rotenburg,0.15199922,RRm,year,precipitation,mm day-1,7
06633_Kassel,0.15570989,RRm,year,precipitation,mm day-1,7
06634_Schwalm-Eder-Kreis,0.15471701,RRm,year,precipitation,mm day-1,7
06635_Waldeck-Frankenberg,0.12666656,RRm,year,precipitation,mm day-1,7
06636_Werra-Meißner-Kreis,0.14961047,RRm,year,precipitation,mm day-1,7
07111_07137_07141_07143_Region_um_Koblenz,0.15828246,RRm,year,precipitation,mm day-1,7
07111_Koblenz,0.17954333,RRm,year,precipitation,mm day-1,7
07131_Ahrweiler,0.12849878,RRm,year,precipitation,mm day-1,7
07132_Altenkirchen (Westerwald),0.1721365,RRm,year,precipitation,mm day-1,7
07133_Bad Kreuznach,0.13227147,RRm,year,precipitation,mm day-1,7
07134_Birkenfeld,0.11405422,RRm,year,precipitation,mm day-1,7
07135_Cochem-Zell,0.12280375,RRm,year,precipitation,mm day-1,7
07137_Mayen-Koblenz,0.14812641,RRm,year,precipitation,mm day-1,7
07138_Neuwied,0.18197268,RRm,year,precipitation,mm day-1,7
07140_Rhein-Hunsrück-Kreis,0.12643503,RRm,year,precipitation,mm day-1,7
07141_Rhein-Lahn-Kreis,0.16065499,RRm,year,precipitation,mm day-1,7
07143_Westerwaldkreis,0.16231431,RRm,year,precipitation,mm day-1,7
07211_07235_Region_um_Trier,0.11819859,RRm,year,precipitation,mm day-1,7
07211_Trier,0.12251198,RRm,year,precipitation,mm day-1,7
07231_Bernkastel-Wittlich,0.11194252,RRm,year,precipitation,mm day-1,7
07232_Eifelkreis Bitburg-Prüm,0.09980583,RRm,year,precipitation,mm day-1,7
07233_Vulkaneifel,0.09884626,RRm,year,precipitation,mm day-1,7
07235_Trier-Saarburg,0.11771125,RRm,year,precipitation,mm day-1,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.19769873,RRm,year,precipitation,mm day-1,7
07311_Frankenthal (Pfalz),0.18925105,RRm,year,precipitation,mm day-1,7
07312_07335_07332_Region_um_Kaiserslautern,0.14170642,RRm,year,precipitation,mm day-1,7
07312_Kaiserslautern,0.13552089,RRm,year,precipitation,mm day-1,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.14847998,RRm,year,precipitation,mm day-1,7
07313_Landau in der Pfalz,0.14724465,RRm,year,precipitation,mm day-1,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.19809777,RRm,year,precipitation,mm day-1,7
07314_Ludwigshafen am Rhein,0.19647418,RRm,year,precipitation,mm day-1,7
07315_07339_06414_06433_Region_um_Mainz,0.17565316,RRm,year,precipitation,mm day-1,7
07315_Mainz,0.17420143,RRm,year,precipitation,mm day-1,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.14970246,RRm,year,precipitation,mm day-1,7
07316_Neustadt an der Weinstraße,0.15715891,RRm,year,precipitation,mm day-1,7
07317_07340_Region_um_Pirmasens,0.1451687,RRm,year,precipitation,mm day-1,7
07317_Pirmasens,0.14505771,RRm,year,precipitation,mm day-1,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.18857962,RRm,year,precipitation,mm day-1,7
07318_Speyer,0.19189335,RRm,year,precipitation,mm day-1,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.17796727,RRm,year,precipitation,mm day-1,7
07319_Worms,0.18467967,RRm,year,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.14392741,RRm,year,precipitation,mm day-1,7
07320_Zweibrücken,0.14467663,RRm,year,precipitation,mm day-1,7
07331_Alzey-Worms,0.16079113,RRm,year,precipitation,mm day-1,7
07332_Bad Dürkheim,0.14980066,RRm,year,precipitation,mm day-1,7
07333_Donnersbergkreis,0.13263582,RRm,year,precipitation,mm day-1,7
07334_Germersheim,0.1649334,RRm,year,precipitation,mm day-1,7
07335_Kaiserslautern,0.13535184,RRm,year,precipitation,mm day-1,7
07336_Kusel,0.12677199,RRm,year,precipitation,mm day-1,7
07337_Südliche Weinstraße,0.14865687,RRm,year,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.17673793,RRm,year,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,0.18982239,RRm,year,precipitation,mm day-1,7
07339_Mainz-Bingen,0.16284129,RRm,year,precipitation,mm day-1,7
07340_Südwestpfalz,0.1451764,RRm,year,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.19120571,RRm,year,precipitation,mm day-1,7
08111_Stuttgart,0.18746711,RRm,year,precipitation,mm day-1,7
08115_Böblingen,0.16803044,RRm,year,precipitation,mm day-1,7
08116_Esslingen,0.19474727,RRm,year,precipitation,mm day-1,7
08117_Göppingen,0.20208265,RRm,year,precipitation,mm day-1,7
08118_Ludwigsburg,0.19025418,RRm,year,precipitation,mm day-1,7
08119_Rems-Murr-Kreis,0.20680605,RRm,year,precipitation,mm day-1,7
08121_08125_Region_um_Heilbronn,0.19056748,RRm,year,precipitation,mm day-1,7
08121_Heilbronn,0.20027384,RRm,year,precipitation,mm day-1,7
08125_Heilbronn,0.18961972,RRm,year,precipitation,mm day-1,7
08126_Hohenlohekreis,0.1814633,RRm,year,precipitation,mm day-1,7
08127_Schwäbisch Hall,0.17796963,RRm,year,precipitation,mm day-1,7
08128_Main-Tauber-Kreis,0.1593687,RRm,year,precipitation,mm day-1,7
08135_Heidenheim,0.19004357,RRm,year,precipitation,mm day-1,7
08136_Ostalbkreis,0.18147482,RRm,year,precipitation,mm day-1,7
08211_08216_Region_um_Baden-Baden,0.16655387,RRm,year,precipitation,mm day-1,7
08211_Baden-Baden,0.17566821,RRm,year,precipitation,mm day-1,7
08212_08215_07334_Region_um_Karlsruhe,0.17103949,RRm,year,precipitation,mm day-1,7
08212_Karlsruhe,0.16618319,RRm,year,precipitation,mm day-1,7
08215_Karlsruhe,0.1744182,RRm,year,precipitation,mm day-1,7
08216_Rastatt,0.16485013,RRm,year,precipitation,mm day-1,7
08221_08226_08222_Region_um_Heidelberg,0.20836751,RRm,year,precipitation,mm day-1,7
08221_Heidelberg,0.21751074,RRm,year,precipitation,mm day-1,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.20448384,RRm,year,precipitation,mm day-1,7
08222_Mannheim,0.21889998,RRm,year,precipitation,mm day-1,7
08225_Neckar-Odenwald-Kreis,0.17308737,RRm,year,precipitation,mm day-1,7
08226_Rhein-Neckar-Kreis,0.20594567,RRm,year,precipitation,mm day-1,7
08231_08236_08235_Region_um_Pforzheim,0.15322658,RRm,year,precipitation,mm day-1,7
08231_Pforzheim,0.1573542,RRm,year,precipitation,mm day-1,7
08235_Calw,0.14800811,RRm,year,precipitation,mm day-1,7
08236_Enzkreis,0.15972497,RRm,year,precipitation,mm day-1,7
08237_Freudenstadt,0.16871828,RRm,year,precipitation,mm day-1,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.1963562,RRm,year,precipitation,mm day-1,7
08311_Freiburg im Breisgau,0.21121839,RRm,year,precipitation,mm day-1,7
08315_Breisgau-Hochschwarzwald,0.19359729,RRm,year,precipitation,mm day-1,7
08316_Emmendingen,0.19845366,RRm,year,precipitation,mm day-1,7
08317_Ortenaukreis,0.21013683,RRm,year,precipitation,mm day-1,7
08325_Rottweil,0.16558997,RRm,year,precipitation,mm day-1,7
08326_Schwarzwald-Baar-Kreis,0.17766045,RRm,year,precipitation,mm day-1,7
08327_Tuttlingen,0.19734013,RRm,year,precipitation,mm day-1,7
08335_Konstanz,0.22141084,RRm,year,precipitation,mm day-1,7
08336_Lörrach,0.19286391,RRm,year,precipitation,mm day-1,7
08337_Waldshut,0.21345288,RRm,year,precipitation,mm day-1,7
08415_Reutlingen,0.18492053,RRm,year,precipitation,mm day-1,7
08416_Tübingen,0.17063724,RRm,year,precipitation,mm day-1,7
08417_Zollernalbkreis,0.16881981,RRm,year,precipitation,mm day-1,7
08421_08425_09775_Region_um_Ulm,0.2044266,RRm,year,precipitation,mm day-1,7
08421_Ulm,0.20722955,RRm,year,precipitation,mm day-1,7
08425_Alb-Donau-Kreis,0.2033729,RRm,year,precipitation,mm day-1,7
08426_Biberach,0.20683901,RRm,year,precipitation,mm day-1,7
08435_Bodenseekreis,0.35392934,RRm,year,precipitation,mm day-1,7
08436_Ravensburg,0.24415946,RRm,year,precipitation,mm day-1,7
08437_Sigmaringen,0.20345719,RRm,year,precipitation,mm day-1,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.19420578,RRm,year,precipitation,mm day-1,7
09161_Ingolstadt,0.19761537,RRm,year,precipitation,mm day-1,7
09162_09184_09179_09174_Region_um_München,0.21756932,RRm,year,precipitation,mm day-1,7
09162_München,0.224089,RRm,year,precipitation,mm day-1,7
09163_09187_Region_um_Rosenheim,0.26835257,RRm,year,precipitation,mm day-1,7
09163_Rosenheim,0.2866467,RRm,year,precipitation,mm day-1,7
09171_Altötting,0.21883051,RRm,year,precipitation,mm day-1,7
09172_Berchtesgadener Land,0.29606855,RRm,year,precipitation,mm day-1,7
09173_Bad Tölz-Wolfratshausen,0.25193995,RRm,year,precipitation,mm day-1,7
09174_Dachau,0.20149826,RRm,year,precipitation,mm day-1,7
09175_Ebersberg,0.22935124,RRm,year,precipitation,mm day-1,7
09176_Eichstätt,0.18974094,RRm,year,precipitation,mm day-1,7
09177_Erding,0.21255931,RRm,year,precipitation,mm day-1,7
09178_Freising,0.2041683,RRm,year,precipitation,mm day-1,7
09179_Fürstenfeldbruck,0.22356072,RRm,year,precipitation,mm day-1,7
09180_Garmisch-Partenkirchen,0.27160493,RRm,year,precipitation,mm day-1,7
09181_Landsberg am Lech,0.21741699,RRm,year,precipitation,mm day-1,7
09182_Miesbach,0.2611454,RRm,year,precipitation,mm day-1,7
09183_Mühldorf a. Inn,0.21384272,RRm,year,precipitation,mm day-1,7
09184_München,0.22463624,RRm,year,precipitation,mm day-1,7
09185_Neuburg-Schrobenhausen,0.19344279,RRm,year,precipitation,mm day-1,7
09186_Pfaffenhofen a.d. Ilm,0.20142657,RRm,year,precipitation,mm day-1,7
09187_Rosenheim,0.26784545,RRm,year,precipitation,mm day-1,7
09188_Starnberg,0.27028167,RRm,year,precipitation,mm day-1,7
09189_Traunstein,0.27323893,RRm,year,precipitation,mm day-1,7
09190_Weilheim-Schongau,0.23683172,RRm,year,precipitation,mm day-1,7
09261_09274_Region_um_Landshut,0.20106982,RRm,year,precipitation,mm day-1,7
09261_Landshut,0.19572611,RRm,year,precipitation,mm day-1,7
09262_09275_Region_um_Passau,0.21814214,RRm,year,precipitation,mm day-1,7
09262_Passau,0.22286816,RRm,year,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,0.2101555,RRm,year,precipitation,mm day-1,7
09263_Straubing,0.21213433,RRm,year,precipitation,mm day-1,7
09271_Deggendorf,0.22177787,RRm,year,precipitation,mm day-1,7
09272_Freyung-Grafenau,0.22866295,RRm,year,precipitation,mm day-1,7
09273_Kelheim,0.19108081,RRm,year,precipitation,mm day-1,7
09274_Landshut,0.20135584,RRm,year,precipitation,mm day-1,7
09275_Passau,0.21792305,RRm,year,precipitation,mm day-1,7
09276_Regen,0.2355523,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,0.20679514,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,0.21003859,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,0.20410892,RRm,year,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,0.17351428,RRm,year,precipitation,mm day-1,7
09361_Amberg,0.17116433,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,0.19392635,RRm,year,precipitation,mm day-1,7
09362_Regensburg,0.19928838,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.1768892,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,0.18664433,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,0.17361233,RRm,year,precipitation,mm day-1,7
09372_Cham,0.19575648,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.18099253,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,0.17639278,RRm,year,precipitation,mm day-1,7
09375_Regensburg,0.19358917,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,0.18895651,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,0.16600007,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,0.17256916,RRm,year,precipitation,mm day-1,7
09461_Bamberg,0.18583044,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,0.17382963,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,0.183766,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,0.18017177,RRm,year,precipitation,mm day-1,7
09463_Coburg,0.1770404,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,0.16197185,RRm,year,precipitation,mm day-1,7
09464_Hof,0.1662341,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.17191482,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.17327988,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.18040289,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.18751745,RRm,year,precipitation,mm day-1,7
09475_Hof,0.16169867,RRm,year,precipitation,mm day-1,7
