region,RRm_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09476_Kronach,0.18723509,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.19209808,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.1645767,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.17440094,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.15702517,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.15370834,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.19044803,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.19963935,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.18301366,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.18709445,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.18205017,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.2015627,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.18203218,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.18930334,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.15720508,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.18608825,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.16919377,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.16694349,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.18278486,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.15892012,RRm,year,precipitation,mm day-1,7
09576_Roth,0.17778808,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.17182718,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.18520479,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.21734476,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.17839408,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.17862283,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.16483709,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.1633637,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.1889191,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.17237796,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.17405626,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.1685804,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.17886601,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.17866492,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.16533928,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.17838416,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.16498707,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.19301227,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.19653626,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.14980322,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.15856113,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),0.15645522,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.16216443,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.18720193,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.18125118,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.19437724,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.1915398,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.19360726,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.19418904,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.19270776,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.20035952,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),0.20762365,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.14953226,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.17676458,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.18884605,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,0.15620464,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.1599818,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.1519758,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.15641944,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.16943806,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.16266996,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.15746866,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.16171783,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.18316004,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.17025235,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.1691314,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.17887813,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.17890532,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.1836225,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.18854308,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.17258926,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.17927736,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.17085582,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.17545837,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.17221457,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.17264888,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.18260603,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.17318577,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.17467292,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.18426116,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.17003894,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.16875093,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.17355265,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.17887531,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.17366849,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.17648196,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.17601463,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.21530853,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.16668466,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.1624698,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.17391586,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.17397977,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.22451496,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.16935517,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.17402652,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.165606,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.15685433,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.1600609,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.14276999,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.16170938,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.15236507,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.1727249,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.18498217,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.2077002,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.18683223,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.19728081,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.18037865,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.18175904,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.17361464,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.18255074,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.1773115,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.16933721,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.17904264,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.18745224,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.16868457,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.1726123,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.16410409,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.16499355,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.15422548,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.18273968,RRm,year,precipitation,mm day-1,7
15083_Börde,0.15244429,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.15997012,RRm,year,precipitation,mm day-1,7
15085_Harz,0.14580218,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.17331417,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.16086575,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.16829933,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.17301886,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.16441041,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.17521292,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.14848012,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.15999787,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.15772335,RRm,year,precipitation,mm day-1,7
16052_Gera,0.16448031,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.15117131,RRm,year,precipitation,mm day-1,7
16053_Jena,0.15725297,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.17269257,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.15535194,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.14907974,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.14681484,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.14295928,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.13837695,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.14729685,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.17906441,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.14139049,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.14508349,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.15232295,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.16785645,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.12818724,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.16140532,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.19737157,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.15472203,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.14933927,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.17310412,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.15853769,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.15255223,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.15120865,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.15771842,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.17625286,RRm,year,precipitation,mm day-1,7
