region,RRm_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09361_09371_Region_um_Amberg,0.1361372470855713,RRm,year,precipitation,mm day-1,7
09361_Amberg,0.13519692420959473,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,0.13818788528442383,RRm,year,precipitation,mm day-1,7
09362_Regensburg,0.15037274360656738,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.13093113899230957,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,0.13100981712341309,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,0.13538694381713867,RRm,year,precipitation,mm day-1,7
09372_Cham,0.14796733856201172,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.13912951946258545,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,0.1300339698791504,RRm,year,precipitation,mm day-1,7
09375_Regensburg,0.13700652122497559,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,0.1329338550567627,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,0.12243270874023438,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,0.14070749282836914,RRm,year,precipitation,mm day-1,7
09461_Bamberg,0.14990830421447754,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,0.13792920112609863,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,0.137800931930542,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,0.131819486618042,RRm,year,precipitation,mm day-1,7
09463_Coburg,0.13291120529174805,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,0.12170600891113281,RRm,year,precipitation,mm day-1,7
09464_Hof,0.1234440803527832,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.14086556434631348,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.13804149627685547,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.13173818588256836,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.16399884223937988,RRm,year,precipitation,mm day-1,7
09475_Hof,0.12229681015014648,RRm,year,precipitation,mm day-1,7
09476_Kronach,0.14822125434875488,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.15030407905578613,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.1386256217956543,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.12134027481079102,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.13893568515777588,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.13718247413635254,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.1567702293395996,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.16124796867370605,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.15228676795959473,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.1518096923828125,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.14905118942260742,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.16488265991210938,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.15761470794677734,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.1583714485168457,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.13938534259796143,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.150407075881958,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.13472342491149902,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.13935303688049316,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.14574098587036133,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.13290119171142578,RRm,year,precipitation,mm day-1,7
09576_Roth,0.15934205055236816,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.14468693733215332,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.1194303035736084,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.13721776008605957,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.12214469909667969,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.11997449398040771,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.12061929702758789,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.12205290794372559,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.12172675132751465,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.12180519104003906,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.12691998481750488,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.11636590957641602,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.1356189250946045,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.12749385833740234,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.11411142349243164,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.12184786796569824,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.12027883529663086,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.17189574241638184,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.17833733558654785,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.22951984405517578,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.20118927955627441,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),0.2782115936279297,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.2299973964691162,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.19815564155578613,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.1957082748413086,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.17209625244140625,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.17464852333068848,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.1662747859954834,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.17503023147583008,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.17197942733764648,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.24141454696655273,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),0.2908616065979004,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.2310504913330078,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.18754053115844727,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.16002273559570312,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,0.28046226501464844,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.1097402572631836,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.10733199119567871,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.11125993728637695,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.10467743873596191,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.12331628799438477,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.12525153160095215,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.11439704895019531,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.12718844413757324,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.1248626708984375,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.12523341178894043,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.12267661094665527,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.12680935859680176,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.13474726676940918,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.13239693641662598,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.12505972385406494,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.12452840805053711,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.12891912460327148,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.12178421020507812,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.12784647941589355,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.12162947654724121,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.1280151605606079,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.12201976776123047,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.13631153106689453,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.1387956142425537,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.13289165496826172,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.12119054794311523,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.12122237682342529,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.12225461006164551,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.12221527099609375,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.12583136558532715,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.12670612335205078,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.15759265422821045,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.1183546781539917,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.10951018333435059,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.13694381713867188,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.12675940990447998,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.14991974830627441,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.11900246143341064,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.1303267478942871,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.11500513553619385,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.1634683609008789,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.17836713790893555,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.15577411651611328,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.16630196571350098,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.1467757225036621,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.18429350852966309,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.1480879783630371,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.1627340316772461,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.14877796173095703,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.13905620574951172,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.1369647979736328,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.16335535049438477,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.13428235054016113,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.1398707628250122,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.14392566680908203,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.1341080665588379,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.14208126068115234,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.14234936237335205,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.12387657165527344,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.13566374778747559,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.12467992305755615,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.1158057451248169,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.12648415565490723,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.13782715797424316,RRm,year,precipitation,mm day-1,7
15083_Börde,0.12291836738586426,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.13058507442474365,RRm,year,precipitation,mm day-1,7
15085_Harz,0.12861764430999756,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.1325850486755371,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.13651752471923828,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.1230466365814209,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.13042795658111572,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.13202142715454102,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.1293870210647583,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.13455843925476074,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.13376307487487793,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.1335444450378418,RRm,year,precipitation,mm day-1,7
16052_Gera,0.1365811824798584,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.13643908500671387,RRm,year,precipitation,mm day-1,7
16053_Jena,0.1382579803466797,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.13516807556152344,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.13752532005310059,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.1300201416015625,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.13011515140533447,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.12703418731689453,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.1289348602294922,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.12090897560119629,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.1406574249267578,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.13313674926757812,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.11669111251831055,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.12408530712127686,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.13571906089782715,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.12441062927246094,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.12092411518096924,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.1399402618408203,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.12286853790283203,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.12960171699523926,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.15288209915161133,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.12774324417114258,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.13936185836791992,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.13448894023895264,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.14421725273132324,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.1529613733291626,RRm,year,precipitation,mm day-1,7
