region,RRm_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09262_09275_Region_um_Passau,-0.15520143508911133,RRm,year,precipitation,mm day-1,7
09262_Passau,-0.15834331512451172,RRm,year,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,-0.14571213722229004,RRm,year,precipitation,mm day-1,7
09263_Straubing,-0.14629077911376953,RRm,year,precipitation,mm day-1,7
09271_Deggendorf,-0.16503357887268066,RRm,year,precipitation,mm day-1,7
09272_Freyung-Grafenau,-0.20542192459106445,RRm,year,precipitation,mm day-1,7
09273_Kelheim,-0.11713266372680664,RRm,year,precipitation,mm day-1,7
09274_Landshut,-0.12720584869384766,RRm,year,precipitation,mm day-1,7
09275_Passau,-0.1552572250366211,RRm,year,precipitation,mm day-1,7
09276_Regen,-0.22454404830932617,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,-0.11520624160766602,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,-0.14567804336547852,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,-0.13872194290161133,RRm,year,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,-0.15165472030639648,RRm,year,precipitation,mm day-1,7
09361_Amberg,-0.13283300399780273,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,-0.11473846435546875,RRm,year,precipitation,mm day-1,7
09362_Regensburg,-0.10305666923522949,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.17970538139343262,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,-0.18106985092163086,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,-0.15243983268737793,RRm,year,precipitation,mm day-1,7
09372_Cham,-0.13259053230285645,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,-0.15636062622070312,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,-0.17963528633117676,RRm,year,precipitation,mm day-1,7
09375_Regensburg,-0.11591076850891113,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,-0.1334071159362793,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,-0.17657995223999023,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,-0.17118024826049805,RRm,year,precipitation,mm day-1,7
09461_Bamberg,-0.16798174381256104,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,-0.20326948165893555,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,-0.20212101936340332,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,-0.2006080150604248,RRm,year,precipitation,mm day-1,7
09463_Coburg,-0.18147635459899902,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,-0.24688982963562012,RRm,year,precipitation,mm day-1,7
09464_Hof,-0.23949170112609863,RRm,year,precipitation,mm day-1,7
09471_Bamberg,-0.17133808135986328,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,-0.20408296585083008,RRm,year,precipitation,mm day-1,7
09473_Coburg,-0.20202016830444336,RRm,year,precipitation,mm day-1,7
09474_Forchheim,-0.22165942192077637,RRm,year,precipitation,mm day-1,7
09475_Hof,-0.24736452102661133,RRm,year,precipitation,mm day-1,7
09476_Kronach,-0.26346540451049805,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,-0.20953869819641113,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,-0.1752777099609375,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,-0.20884346961975098,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,-0.11545801162719727,RRm,year,precipitation,mm day-1,7
09561_Ansbach,-0.14188814163208008,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,-0.15114951133728027,RRm,year,precipitation,mm day-1,7
09562_Erlangen,-0.17087793350219727,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,-0.14756369590759277,RRm,year,precipitation,mm day-1,7
09563_Fürth,-0.14922666549682617,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.16390228271484375,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,-0.16104507446289062,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,-0.1389169692993164,RRm,year,precipitation,mm day-1,7
09565_Schwabach,-0.14240574836730957,RRm,year,precipitation,mm day-1,7
09571_Ansbach,-0.11402583122253418,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,-0.15348553657531738,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.14012384414672852,RRm,year,precipitation,mm day-1,7
09573_Fürth,-0.13323259353637695,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,-0.22426342964172363,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.13951945304870605,RRm,year,precipitation,mm day-1,7
09576_Roth,-0.13433575630187988,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,-0.13545680046081543,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,-0.20551466941833496,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,-0.1898343563079834,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,-0.16122031211853027,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,-0.16330170631408691,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,-0.13765501976013184,RRm,year,precipitation,mm day-1,7
09663_Würzburg,-0.14018476009368896,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,-0.26788926124572754,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,-0.1699814796447754,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,-0.16396284103393555,RRm,year,precipitation,mm day-1,7
09674_Haßberge,-0.15884637832641602,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,-0.16085553169250488,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,-0.19195842742919922,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,-0.17932629585266113,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,-0.16113066673278809,RRm,year,precipitation,mm day-1,7
09679_Würzburg,-0.13739752769470215,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,-0.12714219093322754,RRm,year,precipitation,mm day-1,7
09761_Augsburg,-0.1344592571258545,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,-0.18556427955627441,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,-0.15012454986572266,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),-0.26663875579833984,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),-0.22779250144958496,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,-0.16802263259887695,RRm,year,precipitation,mm day-1,7
09764_Memmingen,-0.16139721870422363,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,-0.13808774948120117,RRm,year,precipitation,mm day-1,7
09772_Augsburg,-0.11825084686279297,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,-0.0796823501586914,RRm,year,precipitation,mm day-1,7
09774_Günzburg,-0.12412881851196289,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,-0.11870479583740234,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.21453094482421875,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),-0.3389010429382324,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,-0.1868577003479004,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,-0.13489151000976562,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,-0.10375428199768066,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,-0.27149057388305664,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,-0.1926124095916748,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,-0.33045291900634766,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.18341064453125,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,-0.20590615272521973,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,-0.19280266761779785,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,-0.2024977207183838,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,-0.2723872661590576,RRm,year,precipitation,mm day-1,7
11000_Berlin,-0.09469187259674072,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.10783576965332031,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,-0.13287568092346191,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,-0.06491029262542725,RRm,year,precipitation,mm day-1,7
12052_Cottbus,-0.06832230091094971,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.04481792449951172,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),-0.043702125549316406,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.10574102401733398,RRm,year,precipitation,mm day-1,7
12054_Potsdam,-0.10704493522644043,RRm,year,precipitation,mm day-1,7
12060_Barnim,-0.08760261535644531,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,-0.07624399662017822,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,-0.0845329761505127,RRm,year,precipitation,mm day-1,7
12063_Havelland,-0.12057983875274658,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,-0.05939018726348877,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,-0.09193801879882812,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,-0.07571744918823242,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,-0.054552674293518066,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,-0.10696065425872803,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,-0.12605690956115723,RRm,year,precipitation,mm day-1,7
12070_Prignitz,-0.0789409875869751,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,-0.06456172466278076,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,-0.10158348083496094,RRm,year,precipitation,mm day-1,7
12073_Uckermark,-0.0678778886795044,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,-0.07675600051879883,RRm,year,precipitation,mm day-1,7
13003_Rostock,-0.0982203483581543,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,-0.0880575180053711,RRm,year,precipitation,mm day-1,7
13004_Schwerin,-0.09608936309814453,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,-0.062071800231933594,RRm,year,precipitation,mm day-1,7
13072_Rostock,-0.07564473152160645,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,-0.06179237365722656,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,-0.09497058391571045,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,-0.05437731742858887,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,-0.08474981784820557,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.15089750289916992,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,-0.16228437423706055,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,-0.14469051361083984,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,-0.15076923370361328,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,-0.20558452606201172,RRm,year,precipitation,mm day-1,7
14524_Zwickau,-0.16451716423034668,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,-0.1073615550994873,RRm,year,precipitation,mm day-1,7
14612_Dresden,-0.11903905868530273,RRm,year,precipitation,mm day-1,7
14625_Bautzen,-0.10802888870239258,RRm,year,precipitation,mm day-1,7
14626_Görlitz,-0.11813640594482422,RRm,year,precipitation,mm day-1,7
14627_Meißen,-0.11353194713592529,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,-0.11126995086669922,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,-0.12681972980499268,RRm,year,precipitation,mm day-1,7
14713_Leipzig,-0.12824082374572754,RRm,year,precipitation,mm day-1,7
14729_Leipzig,-0.1511174440383911,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,-0.10907161235809326,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.12321233749389648,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,-0.13560032844543457,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),-0.1369173526763916,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),-0.1431255340576172,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.12000441551208496,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,-0.12764370441436768,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,-0.11056780815124512,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,-0.13547205924987793,RRm,year,precipitation,mm day-1,7
15083_Börde,-0.12508153915405273,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,-0.138993501663208,RRm,year,precipitation,mm day-1,7
15085_Harz,-0.17494237422943115,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,-0.1411912441253662,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,-0.15298008918762207,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,-0.1363081932067871,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,-0.12130963802337646,RRm,year,precipitation,mm day-1,7
15090_Stendal,-0.10284936428070068,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,-0.11249423027038574,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.2002887725830078,RRm,year,precipitation,mm day-1,7
16051_Erfurt,-0.19201040267944336,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,-0.1735701560974121,RRm,year,precipitation,mm day-1,7
16052_Gera,-0.20142364501953125,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,-0.19440627098083496,RRm,year,precipitation,mm day-1,7
16053_Jena,-0.18932247161865234,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,-0.2427065372467041,RRm,year,precipitation,mm day-1,7
16054_Suhl,-0.353090763092041,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,-0.1910872459411621,RRm,year,precipitation,mm day-1,7
16055_Weimar,-0.19537091255187988,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,-0.14508068561553955,RRm,year,precipitation,mm day-1,7
16056_Eisenach,-0.14266252517700195,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,-0.16229259967803955,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,-0.167657732963562,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,-0.13870739936828613,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,-0.14156246185302734,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,-0.13145005702972412,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,-0.22383832931518555,RRm,year,precipitation,mm day-1,7
16067_Gotha,-0.21318745613098145,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,-0.15561676025390625,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,-0.24968814849853516,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,-0.24322891235351562,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,-0.1905961036682129,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,-0.2876467704772949,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,-0.2203197479248047,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,-0.1987743377685547,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,-0.22185516357421875,RRm,year,precipitation,mm day-1,7
16076_Greiz,-0.20117664337158203,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,-0.15884947776794434,RRm,year,precipitation,mm day-1,7
