region,RRm_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09276_Regen,0.2997322082519531,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,0.249068021774292,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,0.2616689205169678,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,0.26229023933410645,RRm,year,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,0.2445697784423828,RRm,year,precipitation,mm day-1,7
09361_Amberg,0.24255943298339844,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,0.28216731548309326,RRm,year,precipitation,mm day-1,7
09362_Regensburg,0.28525614738464355,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.2820158004760742,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,0.27313661575317383,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,0.24541640281677246,RRm,year,precipitation,mm day-1,7
09372_Cham,0.2697117328643799,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.2561304569244385,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,0.2824678421020508,RRm,year,precipitation,mm day-1,7
09375_Regensburg,0.2819732427597046,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,0.2552074193954468,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,0.31856369972229004,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,0.2869222164154053,RRm,year,precipitation,mm day-1,7
09461_Bamberg,0.2856462001800537,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,0.3350555896759033,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,0.30509257316589355,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,0.32268691062927246,RRm,year,precipitation,mm day-1,7
09463_Coburg,0.32156920433044434,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,0.3865020275115967,RRm,year,precipitation,mm day-1,7
09464_Hof,0.3716316223144531,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.2873539924621582,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.3367130756378174,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.3227694034576416,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.3005225658416748,RRm,year,precipitation,mm day-1,7
09475_Hof,0.38745546340942383,RRm,year,precipitation,mm day-1,7
09476_Kronach,0.38014936447143555,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.33947014808654785,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.33242177963256836,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.3586263656616211,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.230072021484375,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.2222614288330078,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.26548171043395996,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.26279497146606445,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.2671372890472412,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.27216148376464844,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.24875378608703613,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.27207398414611816,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.24023127555847168,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.24822711944580078,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.23049592971801758,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.2630770206451416,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.23572266101837158,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.26437175273895264,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.2803068161010742,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.2442258596420288,RRm,year,precipitation,mm day-1,7
09576_Roth,0.24275851249694824,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.2817366123199463,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.31388258934020996,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.36187219619750977,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.2561401128768921,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.2560889720916748,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.25471484661102295,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.26740944385528564,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.34270763397216797,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.28244876861572266,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.2960371971130371,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.2913649082183838,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.2788964509963989,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.2819046974182129,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.24738144874572754,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.2561424970626831,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.2534226179122925,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.35765695571899414,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.35931825637817383,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.46294450759887695,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.4675447940826416,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),0.5181736946105957,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.4805936813354492,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.46397900581359863,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.4832160472869873,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.3237879276275635,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.38178420066833496,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.3186533451080322,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.38486671447753906,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.38858985900878906,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.46823787689208984,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),0.6927413940429688,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.462801456451416,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.48427343368530273,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.30788350105285645,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,0.5198211669921875,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.3044414520263672,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.3149738311767578,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.28217077255249023,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.3231358528137207,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.29938578605651855,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.29051685333251953,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.3187403678894043,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.26928281784057617,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.24047422409057617,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.2578824758529663,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.2539055347442627,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.27152371406555176,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.25530552864074707,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.27618515491485596,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.24518418312072754,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.24570155143737793,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.2410290241241455,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.2718479633331299,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.24705052375793457,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.24706697463989258,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.24530839920043945,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.26473212242126465,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.2600681781768799,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.2634282112121582,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.2412104606628418,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.23525071144104004,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.28903913497924805,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.2521069049835205,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.2599456310272217,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.27001476287841797,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.28213047981262207,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.3043174743652344,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.28081727027893066,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.28511714935302734,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.2577993869781494,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.2818484306335449,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.3129770755767822,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.2807016372680664,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.2780587673187256,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.28437089920043945,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.28361034393310547,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.29498839378356934,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.306549072265625,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.2668297290802002,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.3766939640045166,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.3170325756072998,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.25041234493255615,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.2784755229949951,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.2768070697784424,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.2929469347000122,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.2695188522338867,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.27649903297424316,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.2346329689025879,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.2658193111419678,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.2500174045562744,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.21770405769348145,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.24821257591247559,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.2704368829727173,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.24375224113464355,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.24587464332580566,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.28638172149658203,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.2960033416748047,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.31931185722351074,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.27060067653656006,RRm,year,precipitation,mm day-1,7
15083_Börde,0.2883310317993164,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.2587789297103882,RRm,year,precipitation,mm day-1,7
15085_Harz,0.2999229431152344,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.29122138023376465,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.26718342304229736,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.24455559253692627,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.27656853199005127,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.2546546459197998,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.250262975692749,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.31119799613952637,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.27984440326690674,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.2816406488418579,RRm,year,precipitation,mm day-1,7
16052_Gera,0.27137553691864014,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.3031158447265625,RRm,year,precipitation,mm day-1,7
16053_Jena,0.29652583599090576,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.3546609878540039,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.42192554473876953,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.3090449571609497,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.30959129333496094,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.3076286315917969,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.2802455425262451,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.30852437019348145,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.26453232765197754,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.304063081741333,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.27522754669189453,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.266524076461792,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.34639620780944824,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.3291141986846924,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.2639862298965454,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.35713768005371094,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.35204553604125977,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.30898213386535645,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.41754746437072754,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.3544902801513672,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.2976285219192505,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.3616311550140381,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.3059241771697998,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.25512588024139404,RRm,year,precipitation,mm day-1,7
