region,RRm_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03157_Peine,-0.06175637245178223,RRm,year,precipitation,mm day-1,7
03158_Wolfenbüttel,-0.08097267150878906,RRm,year,precipitation,mm day-1,7
03159_Göttingen,-0.03708529472351074,RRm,year,precipitation,mm day-1,7
03241_Region Hannover,-0.07324671745300293,RRm,year,precipitation,mm day-1,7
03251_Diepholz,-0.10470366477966309,RRm,year,precipitation,mm day-1,7
03252_Hameln-Pyrmont,-0.08188223838806152,RRm,year,precipitation,mm day-1,7
03254_Hildesheim,-0.020344018936157227,RRm,year,precipitation,mm day-1,7
03255_Holzminden,-0.09182882308959961,RRm,year,precipitation,mm day-1,7
03256_Nienburg (Weser),-0.08994650840759277,RRm,year,precipitation,mm day-1,7
03257_Schaumburg,-0.10323905944824219,RRm,year,precipitation,mm day-1,7
03351_Celle,-0.0796198844909668,RRm,year,precipitation,mm day-1,7
03352_Cuxhaven,-0.16819047927856445,RRm,year,precipitation,mm day-1,7
03353_Harburg,-0.1524510383605957,RRm,year,precipitation,mm day-1,7
03354_Lüchow-Dannenberg,-0.035240888595581055,RRm,year,precipitation,mm day-1,7
03355_Lüneburg,-0.08029055595397949,RRm,year,precipitation,mm day-1,7
03356_Osterholz,-0.1526026725769043,RRm,year,precipitation,mm day-1,7
03357_Rotenburg (Wümme),-0.13936376571655273,RRm,year,precipitation,mm day-1,7
03358_Heidekreis,-0.10685396194458008,RRm,year,precipitation,mm day-1,7
03359_Stade,-0.13345074653625488,RRm,year,precipitation,mm day-1,7
03360_Uelzen,-0.040145039558410645,RRm,year,precipitation,mm day-1,7
03361_Verden,-0.11767435073852539,RRm,year,precipitation,mm day-1,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.11807715892791748,RRm,year,precipitation,mm day-1,7
03401_Delmenhorst,-0.1232602596282959,RRm,year,precipitation,mm day-1,7
03402_03452_03457_Region_um_Emden,-0.19735240936279297,RRm,year,precipitation,mm day-1,7
03402_Emden,-0.210479736328125,RRm,year,precipitation,mm day-1,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.1789548397064209,RRm,year,precipitation,mm day-1,7
03403_Oldenburg (Oldb),-0.18989920616149902,RRm,year,precipitation,mm day-1,7
03404_03459_05566_Region_um_Osnabrück,-0.09645962715148926,RRm,year,precipitation,mm day-1,7
03404_Osnabrück,-0.11121010780334473,RRm,year,precipitation,mm day-1,7
03405_03455_Region_um_Wilhelmshaven,-0.23612427711486816,RRm,year,precipitation,mm day-1,7
03405_Wilhelmshaven,-0.22998404502868652,RRm,year,precipitation,mm day-1,7
03451_Ammerland,-0.22758233547210693,RRm,year,precipitation,mm day-1,7
03452_Aurich,-0.19824862480163574,RRm,year,precipitation,mm day-1,7
03453_Cloppenburg,-0.1250990629196167,RRm,year,precipitation,mm day-1,7
03454_Emsland,-0.10440635681152344,RRm,year,precipitation,mm day-1,7
03455_Friesland,-0.23720598220825195,RRm,year,precipitation,mm day-1,7
03456_Grafschaft Bentheim,-0.08468055725097656,RRm,year,precipitation,mm day-1,7
03457_Leer,-0.19487833976745605,RRm,year,precipitation,mm day-1,7
03458_Oldenburg,-0.12722492218017578,RRm,year,precipitation,mm day-1,7
03459_Osnabrück,-0.09721112251281738,RRm,year,precipitation,mm day-1,7
03460_Vechta,-0.07696294784545898,RRm,year,precipitation,mm day-1,7
03461_Wesermarsch,-0.20003771781921387,RRm,year,precipitation,mm day-1,7
03462_Wittmund,-0.23275470733642578,RRm,year,precipitation,mm day-1,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.1334381103515625,RRm,year,precipitation,mm day-1,7
04011_Bremen,-0.12636423110961914,RRm,year,precipitation,mm day-1,7
04012_03352_03461_Region_um_Bremerhaven,-0.17787480354309082,RRm,year,precipitation,mm day-1,7
04012_Bremerhaven,-0.20074009895324707,RRm,year,precipitation,mm day-1,7
05111_05162_05158_05112_Region_um_Düsseldorf,-0.048842668533325195,RRm,year,precipitation,mm day-1,7
05111_Düsseldorf,-0.050567626953125,RRm,year,precipitation,mm day-1,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.06424283981323242,RRm,year,precipitation,mm day-1,7
05112_Duisburg,-0.07909464836120605,RRm,year,precipitation,mm day-1,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.09638309478759766,RRm,year,precipitation,mm day-1,7
05113_Essen,-0.11847829818725586,RRm,year,precipitation,mm day-1,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.05080986022949219,RRm,year,precipitation,mm day-1,7
05114_Krefeld,-0.050843000411987305,RRm,year,precipitation,mm day-1,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-0.03911566734313965,RRm,year,precipitation,mm day-1,7
05116_Mönchengladbach,-0.03225088119506836,RRm,year,precipitation,mm day-1,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-0.10849380493164062,RRm,year,precipitation,mm day-1,7
05117_Mülheim an der Ruhr,-0.09382820129394531,RRm,year,precipitation,mm day-1,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-0.06720089912414551,RRm,year,precipitation,mm day-1,7
05119_Oberhausen,-0.0870664119720459,RRm,year,precipitation,mm day-1,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-0.20784711837768555,RRm,year,precipitation,mm day-1,7
05120_Remscheid,-0.32956695556640625,RRm,year,precipitation,mm day-1,7
05122_05158_05124_05378_05120_Region_um_Solingen,-0.21071743965148926,RRm,year,precipitation,mm day-1,7
05122_Solingen,-0.267087459564209,RRm,year,precipitation,mm day-1,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.17891335487365723,RRm,year,precipitation,mm day-1,7
05124_Wuppertal,-0.26529884338378906,RRm,year,precipitation,mm day-1,7
05154_Kleve,-0.07009601593017578,RRm,year,precipitation,mm day-1,7
05158_Mettmann,-0.1536715030670166,RRm,year,precipitation,mm day-1,7
05162_Rhein-Kreis Neuss,-0.03766989707946777,RRm,year,precipitation,mm day-1,7
05166_Viersen,-0.0426020622253418,RRm,year,precipitation,mm day-1,7
05170_Wesel,-0.06599235534667969,RRm,year,precipitation,mm day-1,7
05314_05382_Region_um_Bonn,-0.046236276626586914,RRm,year,precipitation,mm day-1,7
05314_Bonn,-0.06985044479370117,RRm,year,precipitation,mm day-1,7
05315_Köln,-0.00844264030456543,RRm,year,precipitation,mm day-1,7
05316_05315_05378_05158_Region_um_Leverkusen,-0.12599420547485352,RRm,year,precipitation,mm day-1,7
05316_Leverkusen,-0.12625813484191895,RRm,year,precipitation,mm day-1,7
05334_Städteregion Aachen,-0.10757923126220703,RRm,year,precipitation,mm day-1,7
05358_Düren,-0.07444310188293457,RRm,year,precipitation,mm day-1,7
05362_Rhein-Erft-Kreis,-0.010133028030395508,RRm,year,precipitation,mm day-1,7
05366_Euskirchen,-0.09834957122802734,RRm,year,precipitation,mm day-1,7
05370_Heinsberg,-0.05344033241271973,RRm,year,precipitation,mm day-1,7
05374_Oberbergischer Kreis,-0.22667217254638672,RRm,year,precipitation,mm day-1,7
05378_Rheinisch-Bergischer Kreis,-0.21187162399291992,RRm,year,precipitation,mm day-1,7
05382_Rhein-Sieg-Kreis,-0.04327797889709473,RRm,year,precipitation,mm day-1,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.08119010925292969,RRm,year,precipitation,mm day-1,7
05512_Bottrop,-0.09346485137939453,RRm,year,precipitation,mm day-1,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-0.093719482421875,RRm,year,precipitation,mm day-1,7
05513_Gelsenkirchen,-0.08696866035461426,RRm,year,precipitation,mm day-1,7
05515_05566_05558_05570_Region_um_Münster,-0.0916595458984375,RRm,year,precipitation,mm day-1,7
05515_Münster,-0.10379219055175781,RRm,year,precipitation,mm day-1,7
05554_Borken,-0.07434868812561035,RRm,year,precipitation,mm day-1,7
05558_Coesfeld,-0.0970144271850586,RRm,year,precipitation,mm day-1,7
05562_Recklinghausen,-0.10492229461669922,RRm,year,precipitation,mm day-1,7
05566_Steinfurt,-0.09457612037658691,RRm,year,precipitation,mm day-1,7
05570_Warendorf,-0.08037662506103516,RRm,year,precipitation,mm day-1,7
05711_05754_05758_05766_Region_um_Bielefeld,-0.1153573989868164,RRm,year,precipitation,mm day-1,7
05711_Bielefeld,-0.12100481986999512,RRm,year,precipitation,mm day-1,7
05754_Gütersloh,-0.09257030487060547,RRm,year,precipitation,mm day-1,7
05758_Herford,-0.08828616142272949,RRm,year,precipitation,mm day-1,7
05762_Höxter,-0.08324873447418213,RRm,year,precipitation,mm day-1,7
05766_Lippe,-0.14186954498291016,RRm,year,precipitation,mm day-1,7
05770_Minden-Lübbecke,-0.0823056697845459,RRm,year,precipitation,mm day-1,7
05774_Paderborn,-0.08530092239379883,RRm,year,precipitation,mm day-1,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-0.09787225723266602,RRm,year,precipitation,mm day-1,7
05911_Bochum,-0.0891273021697998,RRm,year,precipitation,mm day-1,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-0.09817242622375488,RRm,year,precipitation,mm day-1,7
05913_Dortmund,-0.08888387680053711,RRm,year,precipitation,mm day-1,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.10857653617858887,RRm,year,precipitation,mm day-1,7
05914_Hagen,-0.12047839164733887,RRm,year,precipitation,mm day-1,7
05915_05978_05974_05570_05558_Region_um_Hamm,-0.0722346305847168,RRm,year,precipitation,mm day-1,7
05915_Hamm,-0.06510329246520996,RRm,year,precipitation,mm day-1,7
05916_05513_05562_05911_Region_um_Herne,-0.09920978546142578,RRm,year,precipitation,mm day-1,7
05916_Herne,-0.10846567153930664,RRm,year,precipitation,mm day-1,7
05954_Ennepe-Ruhr-Kreis,-0.11417388916015625,RRm,year,precipitation,mm day-1,7
05958_Hochsauerlandkreis,-0.16128897666931152,RRm,year,precipitation,mm day-1,7
05962_Märkischer Kreis,-0.15331339836120605,RRm,year,precipitation,mm day-1,7
05966_Olpe,-0.20050430297851562,RRm,year,precipitation,mm day-1,7
05970_Siegen-Wittgenstein,-0.15297770500183105,RRm,year,precipitation,mm day-1,7
05974_Soest,-0.1012563705444336,RRm,year,precipitation,mm day-1,7
05978_Unna,-0.08108806610107422,RRm,year,precipitation,mm day-1,7
06411_06432_06438_Region_um_Darmstadt,-0.03430652618408203,RRm,year,precipitation,mm day-1,7
06411_Darmstadt,-0.061387062072753906,RRm,year,precipitation,mm day-1,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-0.003889799118041992,RRm,year,precipitation,mm day-1,7
06412_Frankfurt am Main,-0.010405540466308594,RRm,year,precipitation,mm day-1,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-0.02709174156188965,RRm,year,precipitation,mm day-1,7
06413_Offenbach am Main,-0.027464628219604492,RRm,year,precipitation,mm day-1,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-0.018197059631347656,RRm,year,precipitation,mm day-1,7
06414_Wiesbaden,-0.004845142364501953,RRm,year,precipitation,mm day-1,7
06431_Bergstraße,-0.1477217674255371,RRm,year,precipitation,mm day-1,7
06432_Darmstadt-Dieburg,-0.038083791732788086,RRm,year,precipitation,mm day-1,7
06433_Groß-Gerau,-0.029743671417236328,RRm,year,precipitation,mm day-1,7
06434_Hochtaunuskreis,-0.01669001579284668,RRm,year,precipitation,mm day-1,7
06435_Main-Kinzig-Kreis,-0.059094905853271484,RRm,year,precipitation,mm day-1,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.015134572982788086,RRm,year,precipitation,mm day-1,7
06436_Main-Taunus-Kreis,-0.0018203258514404297,RRm,year,precipitation,mm day-1,7
06437_Odenwaldkreis,-0.14584136009216309,RRm,year,precipitation,mm day-1,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.02215123176574707,RRm,year,precipitation,mm day-1,7
06438_Offenbach,-0.017154455184936523,RRm,year,precipitation,mm day-1,7
06439_Rheingau-Taunus-Kreis,-0.0376276969909668,RRm,year,precipitation,mm day-1,7
06440_Wetteraukreis,-0.00016951560974121094,RRm,year,precipitation,mm day-1,7
06531_Gießen,-0.019622802734375,RRm,year,precipitation,mm day-1,7
06532_Lahn-Dill-Kreis,-0.07625746726989746,RRm,year,precipitation,mm day-1,7
06533_Limburg-Weilburg,-0.038443565368652344,RRm,year,precipitation,mm day-1,7
06534_Marburg-Biedenkopf,-0.09431564807891846,RRm,year,precipitation,mm day-1,7
06535_Vogelsbergkreis,-0.05735468864440918,RRm,year,precipitation,mm day-1,7
06611_06633_03159_Region_um_Kassel,-0.05428946018218994,RRm,year,precipitation,mm day-1,7
06611_Kassel,-0.07930874824523926,RRm,year,precipitation,mm day-1,7
06631_Fulda,-0.054994821548461914,RRm,year,precipitation,mm day-1,7
06632_Hersfeld-Rotenburg,-0.0873938798904419,RRm,year,precipitation,mm day-1,7
06633_Kassel,-0.07588660717010498,RRm,year,precipitation,mm day-1,7
06634_Schwalm-Eder-Kreis,-0.06692886352539062,RRm,year,precipitation,mm day-1,7
06635_Waldeck-Frankenberg,-0.14800500869750977,RRm,year,precipitation,mm day-1,7
06636_Werra-Meißner-Kreis,-0.0501939058303833,RRm,year,precipitation,mm day-1,7
07111_07137_07141_07143_Region_um_Koblenz,-0.05214095115661621,RRm,year,precipitation,mm day-1,7
07111_Koblenz,-0.07846236228942871,RRm,year,precipitation,mm day-1,7
07131_Ahrweiler,-0.10566377639770508,RRm,year,precipitation,mm day-1,7
07132_Altenkirchen (Westerwald),-0.08857560157775879,RRm,year,precipitation,mm day-1,7
07133_Bad Kreuznach,-0.0540924072265625,RRm,year,precipitation,mm day-1,7
07134_Birkenfeld,-0.07301855087280273,RRm,year,precipitation,mm day-1,7
07135_Cochem-Zell,-0.0878748893737793,RRm,year,precipitation,mm day-1,7
07137_Mayen-Koblenz,-0.08701038360595703,RRm,year,precipitation,mm day-1,7
07138_Neuwied,-0.03298759460449219,RRm,year,precipitation,mm day-1,7
07140_Rhein-Hunsrück-Kreis,-0.06728196144104004,RRm,year,precipitation,mm day-1,7
07141_Rhein-Lahn-Kreis,-0.04482865333557129,RRm,year,precipitation,mm day-1,7
07143_Westerwaldkreis,-0.07474303245544434,RRm,year,precipitation,mm day-1,7
07211_07235_Region_um_Trier,-0.12665152549743652,RRm,year,precipitation,mm day-1,7
07211_Trier,-0.10392189025878906,RRm,year,precipitation,mm day-1,7
07231_Bernkastel-Wittlich,-0.08053374290466309,RRm,year,precipitation,mm day-1,7
07232_Eifelkreis Bitburg-Prüm,-0.12795662879943848,RRm,year,precipitation,mm day-1,7
07233_Vulkaneifel,-0.10585594177246094,RRm,year,precipitation,mm day-1,7
07235_Trier-Saarburg,-0.13840675354003906,RRm,year,precipitation,mm day-1,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.1292107105255127,RRm,year,precipitation,mm day-1,7
07311_Frankenthal (Pfalz),-0.12179780006408691,RRm,year,precipitation,mm day-1,7
07312_07335_07332_Region_um_Kaiserslautern,-0.08000814914703369,RRm,year,precipitation,mm day-1,7
07312_Kaiserslautern,-0.09065413475036621,RRm,year,precipitation,mm day-1,7
07313_07337_Region_um_Landau_in_der_Pfalz,-0.05845308303833008,RRm,year,precipitation,mm day-1,7
07313_Landau in der Pfalz,-0.06274795532226562,RRm,year,precipitation,mm day-1,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.1287689208984375,RRm,year,precipitation,mm day-1,7
07314_Ludwigshafen am Rhein,-0.1276857852935791,RRm,year,precipitation,mm day-1,7
07315_07339_06414_06433_Region_um_Mainz,-0.014805078506469727,RRm,year,precipitation,mm day-1,7
07315_Mainz,-0.007929325103759766,RRm,year,precipitation,mm day-1,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.06290650367736816,RRm,year,precipitation,mm day-1,7
07316_Neustadt an der Weinstraße,-0.06832683086395264,RRm,year,precipitation,mm day-1,7
07317_07340_Region_um_Pirmasens,-0.05497932434082031,RRm,year,precipitation,mm day-1,7
07317_Pirmasens,-0.05447983741760254,RRm,year,precipitation,mm day-1,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.09657502174377441,RRm,year,precipitation,mm day-1,7
07318_Speyer,-0.1356370449066162,RRm,year,precipitation,mm day-1,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.05998659133911133,RRm,year,precipitation,mm day-1,7
07319_Worms,-0.05959606170654297,RRm,year,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.05081009864807129,RRm,year,precipitation,mm day-1,7
07320_Zweibrücken,-0.0554814338684082,RRm,year,precipitation,mm day-1,7
07331_Alzey-Worms,-0.02069878578186035,RRm,year,precipitation,mm day-1,7
07332_Bad Dürkheim,-0.06896770000457764,RRm,year,precipitation,mm day-1,7
07333_Donnersbergkreis,-0.045569539070129395,RRm,year,precipitation,mm day-1,7
07334_Germersheim,-0.10032105445861816,RRm,year,precipitation,mm day-1,7
07335_Kaiserslautern,-0.08816170692443848,RRm,year,precipitation,mm day-1,7
07336_Kusel,-0.08156919479370117,RRm,year,precipitation,mm day-1,7
07337_Südliche Weinstraße,-0.05945706367492676,RRm,year,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.08240151405334473,RRm,year,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,-0.1265866756439209,RRm,year,precipitation,mm day-1,7
07339_Mainz-Bingen,-0.025160789489746094,RRm,year,precipitation,mm day-1,7
07340_Südwestpfalz,-0.05524301528930664,RRm,year,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.14492321014404297,RRm,year,precipitation,mm day-1,7
08111_Stuttgart,-0.14905595779418945,RRm,year,precipitation,mm day-1,7
08115_Böblingen,-0.0881204605102539,RRm,year,precipitation,mm day-1,7
08116_Esslingen,-0.1685328483581543,RRm,year,precipitation,mm day-1,7
08117_Göppingen,-0.07774496078491211,RRm,year,precipitation,mm day-1,7
08118_Ludwigsburg,-0.1139214038848877,RRm,year,precipitation,mm day-1,7
08119_Rems-Murr-Kreis,-0.19177484512329102,RRm,year,precipitation,mm day-1,7
08121_08125_Region_um_Heilbronn,-0.055283308029174805,RRm,year,precipitation,mm day-1,7
08121_Heilbronn,-0.056036949157714844,RRm,year,precipitation,mm day-1,7
08125_Heilbronn,-0.05520939826965332,RRm,year,precipitation,mm day-1,7
08126_Hohenlohekreis,-0.05787396430969238,RRm,year,precipitation,mm day-1,7
08127_Schwäbisch Hall,-0.057399749755859375,RRm,year,precipitation,mm day-1,7
08128_Main-Tauber-Kreis,-0.03617715835571289,RRm,year,precipitation,mm day-1,7
08135_Heidenheim,-0.012239456176757812,RRm,year,precipitation,mm day-1,7
08136_Ostalbkreis,-0.023253917694091797,RRm,year,precipitation,mm day-1,7
08211_08216_Region_um_Baden-Baden,-0.23952388763427734,RRm,year,precipitation,mm day-1,7
08211_Baden-Baden,-0.2701394557952881,RRm,year,precipitation,mm day-1,7
08212_08215_07334_Region_um_Karlsruhe,-0.11928629875183105,RRm,year,precipitation,mm day-1,7
08212_Karlsruhe,-0.19293761253356934,RRm,year,precipitation,mm day-1,7
08215_Karlsruhe,-0.12042737007141113,RRm,year,precipitation,mm day-1,7
08216_Rastatt,-0.24841737747192383,RRm,year,precipitation,mm day-1,7
08221_08226_08222_Region_um_Heidelberg,-0.09984493255615234,RRm,year,precipitation,mm day-1,7
08221_Heidelberg,-0.17470145225524902,RRm,year,precipitation,mm day-1,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.0899510383605957,RRm,year,precipitation,mm day-1,7
08222_Mannheim,-0.1360011100769043,RRm,year,precipitation,mm day-1,7
08225_Neckar-Odenwald-Kreis,-0.061621665954589844,RRm,year,precipitation,mm day-1,7
08226_Rhein-Neckar-Kreis,-0.10534453392028809,RRm,year,precipitation,mm day-1,7
08231_08236_08235_Region_um_Pforzheim,-0.05666351318359375,RRm,year,precipitation,mm day-1,7
08231_Pforzheim,-0.042383670806884766,RRm,year,precipitation,mm day-1,7
08235_Calw,-0.096099853515625,RRm,year,precipitation,mm day-1,7
08236_Enzkreis,-0.053998470306396484,RRm,year,precipitation,mm day-1,7
08237_Freudenstadt,-0.15221738815307617,RRm,year,precipitation,mm day-1,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.13846135139465332,RRm,year,precipitation,mm day-1,7
08311_Freiburg im Breisgau,-0.2676882743835449,RRm,year,precipitation,mm day-1,7
08315_Breisgau-Hochschwarzwald,-0.11074614524841309,RRm,year,precipitation,mm day-1,7
08316_Emmendingen,-0.16455888748168945,RRm,year,precipitation,mm day-1,7
08317_Ortenaukreis,-0.17871785163879395,RRm,year,precipitation,mm day-1,7
08325_Rottweil,-0.11136150360107422,RRm,year,precipitation,mm day-1,7
08326_Schwarzwald-Baar-Kreis,-0.09131240844726562,RRm,year,precipitation,mm day-1,7
08327_Tuttlingen,-0.12590980529785156,RRm,year,precipitation,mm day-1,7
08335_Konstanz,-0.14074397087097168,RRm,year,precipitation,mm day-1,7
08336_Lörrach,-0.24752473831176758,RRm,year,precipitation,mm day-1,7
08337_Waldshut,-0.0184171199798584,RRm,year,precipitation,mm day-1,7
08415_Reutlingen,-0.07070302963256836,RRm,year,precipitation,mm day-1,7
08416_Tübingen,-0.10518074035644531,RRm,year,precipitation,mm day-1,7
08417_Zollernalbkreis,-0.13959431648254395,RRm,year,precipitation,mm day-1,7
08421_08425_09775_Region_um_Ulm,-0.04014158248901367,RRm,year,precipitation,mm day-1,7
08421_Ulm,-0.04143381118774414,RRm,year,precipitation,mm day-1,7
08425_Alb-Donau-Kreis,-0.02672266960144043,RRm,year,precipitation,mm day-1,7
08426_Biberach,-0.11875391006469727,RRm,year,precipitation,mm day-1,7
08435_Bodenseekreis,-0.13050460815429688,RRm,year,precipitation,mm day-1,7
08436_Ravensburg,-0.11955714225769043,RRm,year,precipitation,mm day-1,7
08437_Sigmaringen,-0.10538172721862793,RRm,year,precipitation,mm day-1,7
09161_09176_09185_09186_Region_um_Ingolstadt,-0.031983137130737305,RRm,year,precipitation,mm day-1,7
09161_Ingolstadt,-0.053653717041015625,RRm,year,precipitation,mm day-1,7
09162_09184_09179_09174_Region_um_München,-0.07854866981506348,RRm,year,precipitation,mm day-1,7
09162_München,-0.08706808090209961,RRm,year,precipitation,mm day-1,7
09163_09187_Region_um_Rosenheim,-0.12632513046264648,RRm,year,precipitation,mm day-1,7
09163_Rosenheim,-0.11798906326293945,RRm,year,precipitation,mm day-1,7
09171_Altötting,-0.07189059257507324,RRm,year,precipitation,mm day-1,7
09172_Berchtesgadener Land,-0.2568325996398926,RRm,year,precipitation,mm day-1,7
09173_Bad Tölz-Wolfratshausen,-0.25196218490600586,RRm,year,precipitation,mm day-1,7
09174_Dachau,-0.04241037368774414,RRm,year,precipitation,mm day-1,7
09175_Ebersberg,-0.07225275039672852,RRm,year,precipitation,mm day-1,7
09176_Eichstätt,-0.01837921142578125,RRm,year,precipitation,mm day-1,7
09177_Erding,-0.018351316452026367,RRm,year,precipitation,mm day-1,7
09178_Freising,-0.0395205020904541,RRm,year,precipitation,mm day-1,7
09179_Fürstenfeldbruck,-0.08405804634094238,RRm,year,precipitation,mm day-1,7
09180_Garmisch-Partenkirchen,-0.32391834259033203,RRm,year,precipitation,mm day-1,7
09181_Landsberg am Lech,-0.16726040840148926,RRm,year,precipitation,mm day-1,7
09182_Miesbach,-0.2044658660888672,RRm,year,precipitation,mm day-1,7
09183_Mühldorf a. Inn,-0.0255587100982666,RRm,year,precipitation,mm day-1,7
09184_München,-0.10272407531738281,RRm,year,precipitation,mm day-1,7
09185_Neuburg-Schrobenhausen,-0.041220903396606445,RRm,year,precipitation,mm day-1,7
09186_Pfaffenhofen a.d. Ilm,-0.054869890213012695,RRm,year,precipitation,mm day-1,7
09187_Rosenheim,-0.126556396484375,RRm,year,precipitation,mm day-1,7
09188_Starnberg,-0.10768675804138184,RRm,year,precipitation,mm day-1,7
09189_Traunstein,-0.1287827491760254,RRm,year,precipitation,mm day-1,7
09190_Weilheim-Schongau,-0.26987504959106445,RRm,year,precipitation,mm day-1,7
09261_09274_Region_um_Landshut,-0.0369410514831543,RRm,year,precipitation,mm day-1,7
09261_Landshut,-0.048906564712524414,RRm,year,precipitation,mm day-1,7
09262_09275_Region_um_Passau,-0.028026819229125977,RRm,year,precipitation,mm day-1,7
09262_Passau,-0.029135942459106445,RRm,year,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,-0.054656028747558594,RRm,year,precipitation,mm day-1,7
09263_Straubing,-0.042287588119506836,RRm,year,precipitation,mm day-1,7
09271_Deggendorf,-0.0333554744720459,RRm,year,precipitation,mm day-1,7
