region,RRm_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09361_09371_Region_um_Amberg,0.5980064868927002,RRm,year,precipitation,mm day-1,7
09361_Amberg,0.5652639865875244,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,0.5882081985473633,RRm,year,precipitation,mm day-1,7
09362_Regensburg,0.6754701137542725,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.6885268688201904,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,0.7493343353271484,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,0.5993728637695312,RRm,year,precipitation,mm day-1,7
09372_Cham,0.6637394428253174,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.6576135158538818,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,0.685431957244873,RRm,year,precipitation,mm day-1,7
09375_Regensburg,0.5827217102050781,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,0.6777102947235107,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,0.6468596458435059,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,0.7187192440032959,RRm,year,precipitation,mm day-1,7
09461_Bamberg,0.7729568481445312,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,0.7454283237457275,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,0.8118221759796143,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,0.8060030937194824,RRm,year,precipitation,mm day-1,7
09463_Coburg,0.799790620803833,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,0.6896665096282959,RRm,year,precipitation,mm day-1,7
09464_Hof,0.6230299472808838,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.71604323387146,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.7417545318603516,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.8064615726470947,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.8441386222839355,RRm,year,precipitation,mm day-1,7
09475_Hof,0.6939380168914795,RRm,year,precipitation,mm day-1,7
09476_Kronach,0.854663610458374,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.8216941356658936,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.7276639938354492,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.6348159313201904,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.5331699848175049,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.49580836296081543,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.7160224914550781,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.7371985912322998,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.6431312561035156,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.6572592258453369,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.6934370994567871,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.8112945556640625,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.6568574905395508,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.7242538928985596,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.5351955890655518,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.6900465488433838,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.6157383918762207,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.5170831680297852,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.8130171298980713,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.5683307647705078,RRm,year,precipitation,mm day-1,7
09576_Roth,0.6228237152099609,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.5495824813842773,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.78200364112854,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.9279818534851074,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.677405834197998,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.6833477020263672,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.5735547542572021,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.5404167175292969,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.8775908946990967,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.6974871158599854,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.6409242153167725,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.6249954700469971,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.694918155670166,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.6791346073150635,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.6357467174530029,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.6771500110626221,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.576927661895752,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.7015471458435059,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.734410285949707,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.786283016204834,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.7124762535095215,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),1.2789039611816406,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.9672069549560547,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.958198070526123,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.8459315299987793,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.7057116031646729,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.6939749717712402,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.6570768356323242,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.7064287662506104,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.7083580493927002,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),1.2410078048706055,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),1.8765931129455566,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.7885661125183105,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.779916524887085,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.6198134422302246,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,1.2925786972045898,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.658358097076416,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.6680889129638672,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.6117713451385498,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.6707057952880859,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.6417486667633057,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.6287882328033447,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.6613943576812744,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.5264132022857666,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.4787158966064453,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.497952938079834,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.49986934661865234,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.5043618679046631,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.4669055938720703,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.47587573528289795,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.4867265224456787,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.4936269521713257,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.43312907218933105,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.46526026725769043,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.5074807405471802,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.48116230964660645,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.4656122922897339,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.45702195167541504,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.4781911373138428,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.46753549575805664,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.4655115604400635,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.4771028757095337,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.47842955589294434,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.49941158294677734,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.48217546939849854,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.42696142196655273,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.4243049621582031,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.5869910717010498,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.4495391845703125,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.4532194137573242,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.41026413440704346,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.4199303388595581,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.47928762435913086,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.43782663345336914,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.40524113178253174,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.45494842529296875,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.6485428810119629,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.7182114124298096,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.6465287208557129,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.6064972877502441,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.6537740230560303,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.7560718059539795,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.5643105506896973,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.7745747566223145,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.5401515960693359,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.5423674583435059,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.581550121307373,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.5864386558532715,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.6183276176452637,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.7453594207763672,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.6787357330322266,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.5511900186538696,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.5866236686706543,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.6652262210845947,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.6486711502075195,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.7085726261138916,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.55794358253479,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.5590656995773315,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.5002617835998535,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.6729109287261963,RRm,year,precipitation,mm day-1,7
15083_Börde,0.4999566078186035,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.5802640914916992,RRm,year,precipitation,mm day-1,7
15085_Harz,0.5257875919342041,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.5692967176437378,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.5130921602249146,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.6427966356277466,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.6405363082885742,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.4997900724411011,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.5252737998962402,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.5682528018951416,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.6669483184814453,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.5775666236877441,RRm,year,precipitation,mm day-1,7
16052_Gera,0.5310907363891602,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.5825822353363037,RRm,year,precipitation,mm day-1,7
16053_Jena,0.6093049049377441,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.7106592655181885,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.7883667945861816,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.5704188346862793,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.5464723110198975,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.5609829425811768,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.5777292251586914,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.549058198928833,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.5390543937683105,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.5704050064086914,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.4725019931793213,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.49491214752197266,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.6698522567749023,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.5374910831451416,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.6430442333221436,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.8066775798797607,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.6477351188659668,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.5731632709503174,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.8493177890777588,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.6152291297912598,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.5918881893157959,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.5924043655395508,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.5680677890777588,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.6707806587219238,RRm,year,precipitation,mm day-1,7
