region,RRm_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09361_09371_Region_um_Amberg,0.3681316375732422,RRm,year,precipitation,mm day-1,7
09361_Amberg,0.36502647399902344,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,0.35602235794067383,RRm,year,precipitation,mm day-1,7
09362_Regensburg,0.35009098052978516,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.35080766677856445,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,0.3313877582550049,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,0.36826086044311523,RRm,year,precipitation,mm day-1,7
09372_Cham,0.3982727527618408,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.3931763172149658,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,0.35179638862609863,RRm,year,precipitation,mm day-1,7
09375_Regensburg,0.3563954830169678,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,0.38117432594299316,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,0.36719608306884766,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,0.34168267250061035,RRm,year,precipitation,mm day-1,7
09461_Bamberg,0.3674297332763672,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,0.3775506019592285,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,0.3602712154388428,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,0.37244486808776855,RRm,year,precipitation,mm day-1,7
09463_Coburg,0.357712984085083,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,0.3818681240081787,RRm,year,precipitation,mm day-1,7
09464_Hof,0.37184906005859375,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.34041261672973633,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.3785068988800049,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.3735318183898926,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.3821876049041748,RRm,year,precipitation,mm day-1,7
09475_Hof,0.3833317756652832,RRm,year,precipitation,mm day-1,7
09476_Kronach,0.4296610355377197,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.38057851791381836,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.35985326766967773,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.398653507232666,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.2958641052246094,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.29052114486694336,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.32581090927124023,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.33473825454711914,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.29644107818603516,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.299149751663208,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.327495813369751,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.34633541107177734,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.3131871223449707,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.31035494804382324,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.2967681884765625,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.3223884105682373,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.29906249046325684,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.2805393934249878,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.38820910453796387,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.2829914093017578,RRm,year,precipitation,mm day-1,7
09576_Roth,0.31842613220214844,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.36127710342407227,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.3779778480529785,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.4215559959411621,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.34908246994018555,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.3467109203338623,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.31556129455566406,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.2973203659057617,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.4223620891571045,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.3899507522583008,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.3450765609741211,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.32473325729370117,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.3601987361907959,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.33156681060791016,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.35422682762145996,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.3491847515106201,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.31741786003112793,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.40390896797180176,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.4029502868652344,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.5947432518005371,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.5718438625335693,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),0.7204241752624512,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.6391735076904297,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.5151875019073486,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.5391857624053955,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.3778684139251709,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.42781758308410645,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.3703329563140869,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.42773866653442383,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.4170842170715332,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.5724587440490723,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),0.868126392364502,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.5954504013061523,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.5351920127868652,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.36363792419433594,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,0.7241463661193848,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.3017747402191162,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.331878662109375,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.3087038993835449,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.31478023529052734,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.31276941299438477,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.3215622901916504,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.33782434463500977,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.26537418365478516,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.25878703594207764,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.27837419509887695,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.30489349365234375,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.3125263452529907,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.25557196140289307,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.2599276304244995,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.2579176425933838,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.2830098867416382,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.260469913482666,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.2720644474029541,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.2652798891067505,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.2668941020965576,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.25447797775268555,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.26865410804748535,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.27105093002319336,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.2667090892791748,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.27300119400024414,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.2545682191848755,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.2899017333984375,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.30411410331726074,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.25202441215515137,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.2911865711212158,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.29515111446380615,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.3803219795227051,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.2670196294784546,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.279565691947937,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.26176464557647705,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.29201674461364746,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.36162734031677246,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.2868795394897461,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.2926807403564453,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.2681843042373657,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.4152038097381592,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.40566372871398926,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.447887659072876,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.42235279083251953,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.387958288192749,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.3792147636413574,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.3636026382446289,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.34360575675964355,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.35054540634155273,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.3590381145477295,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.3125724792480469,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.4311504364013672,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.27530765533447266,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.31032395362854004,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.30632591247558594,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.25731730461120605,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.27131080627441406,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.2947196960449219,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.2832767963409424,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.31734681129455566,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.28563547134399414,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.2853212356567383,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.28563833236694336,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.29079556465148926,RRm,year,precipitation,mm day-1,7
15083_Börde,0.31339943408966064,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.26775550842285156,RRm,year,precipitation,mm day-1,7
15085_Harz,0.2969704866409302,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.29189205169677734,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.256985068321228,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.279935359954834,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.2775733470916748,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.28548693656921387,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.2559990882873535,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.3116800785064697,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.3214857578277588,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.28631699085235596,RRm,year,precipitation,mm day-1,7
16052_Gera,0.3133354187011719,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.29932641983032227,RRm,year,precipitation,mm day-1,7
16053_Jena,0.2985924482345581,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.36249279975891113,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.4291849136352539,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.29989826679229736,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.30290985107421875,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.3004617691040039,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.310549259185791,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.2891991138458252,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.29700958728790283,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.3230905532836914,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.2826075553894043,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.28183960914611816,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.36157679557800293,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.3284766674041748,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.29727721214294434,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.3945333957672119,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.3521254062652588,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.29955315589904785,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.43094444274902344,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.34960436820983887,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.29881179332733154,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.34198689460754395,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.31180691719055176,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.317096471786499,RRm,year,precipitation,mm day-1,7
