region,RRm_year_4C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09279_Dingolfing-Landau,0.21651339530944824,RRm,year,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,0.19344627857208252,RRm,year,precipitation,mm day-1,7
09361_Amberg,0.19994843006134033,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,0.21698874235153198,RRm,year,precipitation,mm day-1,7
09362_Regensburg,0.23002547025680542,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.1939551830291748,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,0.20173633098602295,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,0.1929020881652832,RRm,year,precipitation,mm day-1,7
09372_Cham,0.21266984939575195,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.1885979175567627,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,0.19338476657867432,RRm,year,precipitation,mm day-1,7
09375_Regensburg,0.21656948328018188,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,0.21435141563415527,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,0.16717517375946045,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,0.1737842559814453,RRm,year,precipitation,mm day-1,7
09461_Bamberg,0.19803273677825928,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,0.17201685905456543,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,0.1851794719696045,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,0.18837511539459229,RRm,year,precipitation,mm day-1,7
09463_Coburg,0.18423104286193848,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,0.16742479801177979,RRm,year,precipitation,mm day-1,7
09464_Hof,0.15343356132507324,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.17140638828277588,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.17016315460205078,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.1883307695388794,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.18370497226715088,RRm,year,precipitation,mm day-1,7
09475_Hof,0.16796767711639404,RRm,year,precipitation,mm day-1,7
09476_Kronach,0.1958458423614502,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.19886434078216553,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.16929340362548828,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.19059085845947266,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.18256843090057373,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.17848843336105347,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.1867842674255371,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.19330215454101562,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.17224884033203125,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.17284619808197021,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.19453072547912598,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.19387054443359375,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.18848443031311035,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.19462871551513672,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.1819128394126892,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.17905712127685547,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.1799842119216919,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.1568971872329712,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.19370877742767334,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.16038072109222412,RRm,year,precipitation,mm day-1,7
09576_Roth,0.17978298664093018,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.17161530256271362,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.1715834140777588,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.19435358047485352,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.16705608367919922,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.1744239330291748,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.15774452686309814,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.15594929456710815,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.17770564556121826,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.16809296607971191,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.1647433042526245,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.1570202112197876,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.17318576574325562,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.16669237613677979,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.15772002935409546,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.16708290576934814,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.15853500366210938,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.16839981079101562,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.17383313179016113,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.11687374114990234,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.1334437131881714,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),0.1274094581604004,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.15260803699493408,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.17586004734039307,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.20342838764190674,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.1838747262954712,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.1722203493118286,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.19959962368011475,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.20259571075439453,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.21044468879699707,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.1570221185684204,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),0.1531132459640503,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.11661362648010254,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.17636549472808838,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.19333016872406006,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,0.12579655647277832,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.19456541538238525,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.18453454971313477,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.18025743961334229,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.18677854537963867,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.18424129486083984,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.18087708950042725,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.2015526294708252,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.18880367279052734,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.1527864933013916,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.14101755619049072,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.15650320053100586,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.16761940717697144,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.16566163301467896,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.17615759372711182,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.15870225429534912,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.1621895432472229,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.16404438018798828,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.15157347917556763,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.1571219563484192,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.1720583438873291,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.1684666872024536,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.1667657494544983,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.15423262119293213,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.16242778301239014,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.16516560316085815,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.15476465225219727,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.1640859842300415,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.15536856651306152,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.15359681844711304,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.1736932396888733,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.16872245073318481,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.18638277053833008,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.15912342071533203,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.1563684344291687,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.1641717553138733,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.16650491952896118,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.20091712474822998,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.16962671279907227,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.17575335502624512,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.1502622365951538,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.12083852291107178,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.13481009006500244,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.10120558738708496,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.13408422470092773,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.1218101978302002,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.163934588432312,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.16570818424224854,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.1860358715057373,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.1612510085105896,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.17260795831680298,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.16031718254089355,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.1753290891647339,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.1468125581741333,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.16152095794677734,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.147038996219635,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.1492052674293518,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.14815819263458252,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.15811747312545776,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.1507914662361145,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.15969353914260864,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.14652442932128906,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.14154326915740967,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.14936286211013794,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.15091842412948608,RRm,year,precipitation,mm day-1,7
15083_Börde,0.1377827525138855,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.1395995020866394,RRm,year,precipitation,mm day-1,7
15085_Harz,0.1589009165763855,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.1469888687133789,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.15289711952209473,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.14921993017196655,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.1634615659713745,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.15654444694519043,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.15599113702774048,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.13627564907073975,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.14014112949371338,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.1384296417236328,RRm,year,precipitation,mm day-1,7
16052_Gera,0.16272962093353271,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.1308610439300537,RRm,year,precipitation,mm day-1,7
16053_Jena,0.14887070655822754,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.1606905460357666,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.17307007312774658,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.12183380126953125,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.11918860673904419,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.12156498432159424,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.09289658069610596,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.12723714113235474,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.15660923719406128,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.12059104442596436,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.11495977640151978,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.1407819390296936,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.15676164627075195,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.11181479692459106,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.1451818346977234,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.19246900081634521,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.14232808351516724,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.12213689088821411,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.19878780841827393,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.1455289125442505,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.13504791259765625,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.1383536458015442,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.14187514781951904,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.16186261177062988,RRm,year,precipitation,mm day-1,7
