region,RRm_year_4C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09261_Landshut,-0.07216894626617432,RRm,year,precipitation,mm day-1,7
09262_09275_Region_um_Passau,-0.1703498363494873,RRm,year,precipitation,mm day-1,7
09262_Passau,-0.23826289176940918,RRm,year,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,-0.10996198654174805,RRm,year,precipitation,mm day-1,7
09263_Straubing,-0.0777813196182251,RRm,year,precipitation,mm day-1,7
09271_Deggendorf,-0.1607835292816162,RRm,year,precipitation,mm day-1,7
09272_Freyung-Grafenau,-0.2268986701965332,RRm,year,precipitation,mm day-1,7
09273_Kelheim,-0.04953491687774658,RRm,year,precipitation,mm day-1,7
09274_Landshut,-0.059860944747924805,RRm,year,precipitation,mm day-1,7
09275_Passau,-0.16720175743103027,RRm,year,precipitation,mm day-1,7
09276_Regen,-0.25496530532836914,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,-0.07685494422912598,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,-0.11186385154724121,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,-0.04425704479217529,RRm,year,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,-0.10297060012817383,RRm,year,precipitation,mm day-1,7
09361_Amberg,-0.09097695350646973,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,-0.03416764736175537,RRm,year,precipitation,mm day-1,7
09362_Regensburg,-0.02967047691345215,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.12259507179260254,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,-0.18175840377807617,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,-0.10347127914428711,RRm,year,precipitation,mm day-1,7
09372_Cham,-0.17673254013061523,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,-0.11942672729492188,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,-0.11958432197570801,RRm,year,precipitation,mm day-1,7
09375_Regensburg,-0.034684062004089355,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,-0.11182951927185059,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,-0.1373748779296875,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,-0.1773543357849121,RRm,year,precipitation,mm day-1,7
09461_Bamberg,-0.16248846054077148,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,-0.27715373039245605,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,-0.22530555725097656,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,-0.19516324996948242,RRm,year,precipitation,mm day-1,7
09463_Coburg,-0.18880128860473633,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,-0.20351171493530273,RRm,year,precipitation,mm day-1,7
09464_Hof,-0.16823816299438477,RRm,year,precipitation,mm day-1,7
09471_Bamberg,-0.17819976806640625,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,-0.2863047122955322,RRm,year,precipitation,mm day-1,7
09473_Coburg,-0.1956324577331543,RRm,year,precipitation,mm day-1,7
09474_Forchheim,-0.2570688724517822,RRm,year,precipitation,mm day-1,7
09475_Hof,-0.20679569244384766,RRm,year,precipitation,mm day-1,7
09476_Kronach,-0.2655911445617676,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,-0.24369096755981445,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,-0.19366216659545898,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,-0.17424941062927246,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,-0.12374138832092285,RRm,year,precipitation,mm day-1,7
09561_Ansbach,-0.11628735065460205,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,-0.12232470512390137,RRm,year,precipitation,mm day-1,7
09562_Erlangen,-0.13425731658935547,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,-0.0912466049194336,RRm,year,precipitation,mm day-1,7
09563_Fürth,-0.09383463859558105,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.1042780876159668,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,-0.134505033493042,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,-0.08650660514831543,RRm,year,precipitation,mm day-1,7
09565_Schwabach,-0.11516642570495605,RRm,year,precipitation,mm day-1,7
09571_Ansbach,-0.12414515018463135,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,-0.12799489498138428,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.11440050601959229,RRm,year,precipitation,mm day-1,7
09573_Fürth,-0.08066034317016602,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,-0.28069067001342773,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.14025747776031494,RRm,year,precipitation,mm day-1,7
09576_Roth,-0.07555961608886719,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,-0.07898211479187012,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,-0.22642064094543457,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,-0.20089077949523926,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,-0.15688657760620117,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,-0.16536390781402588,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,-0.14166629314422607,RRm,year,precipitation,mm day-1,7
09663_Würzburg,-0.14038681983947754,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,-0.27610111236572266,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,-0.23471355438232422,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,-0.19173383712768555,RRm,year,precipitation,mm day-1,7
09674_Haßberge,-0.16646099090576172,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,-0.14411449432373047,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,-0.21447372436523438,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,-0.21126091480255127,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,-0.15652132034301758,RRm,year,precipitation,mm day-1,7
09679_Würzburg,-0.14179658889770508,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,-0.165802001953125,RRm,year,precipitation,mm day-1,7
09761_Augsburg,-0.18619465827941895,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,-0.47687482833862305,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,-0.41098594665527344,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),-0.4361572265625,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),-0.49059009552001953,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,-0.28360891342163086,RRm,year,precipitation,mm day-1,7
09764_Memmingen,-0.29373955726623535,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,-0.14588665962219238,RRm,year,precipitation,mm day-1,7
09772_Augsburg,-0.17728519439697266,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,-0.11870980262756348,RRm,year,precipitation,mm day-1,7
09774_Günzburg,-0.2014622688293457,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,-0.22188305854797363,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.3465895652770996,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),-0.5869040489196777,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,-0.4789128303527832,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,-0.2911345958709717,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,-0.06282460689544678,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,-0.43376874923706055,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,-0.2097311019897461,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,-0.27819132804870605,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.17925524711608887,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,-0.18360185623168945,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,-0.1862776279449463,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,-0.2035815715789795,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,-0.23210811614990234,RRm,year,precipitation,mm day-1,7
11000_Berlin,-0.10974812507629395,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.10892558097839355,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,-0.10896873474121094,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,-0.09460389614105225,RRm,year,precipitation,mm day-1,7
12052_Cottbus,-0.09689056873321533,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.0814199447631836,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),-0.08960390090942383,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.10924184322357178,RRm,year,precipitation,mm day-1,7
12054_Potsdam,-0.11443829536437988,RRm,year,precipitation,mm day-1,7
12060_Barnim,-0.08632028102874756,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,-0.0717383623123169,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,-0.10647523403167725,RRm,year,precipitation,mm day-1,7
12063_Havelland,-0.09061729907989502,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,-0.0772773027420044,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,-0.07488763332366943,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,-0.09869205951690674,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,-0.084816575050354,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,-0.08552086353302002,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,-0.12118589878082275,RRm,year,precipitation,mm day-1,7
12070_Prignitz,-0.08786678314208984,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,-0.09437060356140137,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,-0.09866321086883545,RRm,year,precipitation,mm day-1,7
12073_Uckermark,-0.09731590747833252,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,-0.10590994358062744,RRm,year,precipitation,mm day-1,7
13003_Rostock,-0.10498809814453125,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,-0.10564982891082764,RRm,year,precipitation,mm day-1,7
13004_Schwerin,-0.11661481857299805,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,-0.0851738452911377,RRm,year,precipitation,mm day-1,7
13072_Rostock,-0.10595762729644775,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,-0.07912349700927734,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,-0.1144338846206665,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,-0.10099971294403076,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,-0.1014261245727539,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.19340038299560547,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,-0.19892144203186035,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,-0.22040987014770508,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,-0.18544769287109375,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,-0.13502144813537598,RRm,year,precipitation,mm day-1,7
14524_Zwickau,-0.1572577953338623,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,-0.16478776931762695,RRm,year,precipitation,mm day-1,7
14612_Dresden,-0.16756272315979004,RRm,year,precipitation,mm day-1,7
14625_Bautzen,-0.1589449644088745,RRm,year,precipitation,mm day-1,7
14626_Görlitz,-0.10629475116729736,RRm,year,precipitation,mm day-1,7
14627_Meißen,-0.1520169973373413,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,-0.18386447429656982,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,-0.1382429599761963,RRm,year,precipitation,mm day-1,7
14713_Leipzig,-0.14267432689666748,RRm,year,precipitation,mm day-1,7
14729_Leipzig,-0.12805867195129395,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,-0.145807147026062,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.1343700885772705,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,-0.14805543422698975,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),-0.11948633193969727,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),-0.12475442886352539,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.12079071998596191,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,-0.11062932014465332,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,-0.10622167587280273,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,-0.1357818841934204,RRm,year,precipitation,mm day-1,7
15083_Börde,-0.12694227695465088,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,-0.1345430612564087,RRm,year,precipitation,mm day-1,7
15085_Harz,-0.16979002952575684,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,-0.11814534664154053,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,-0.11788153648376465,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,-0.11897003650665283,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,-0.1149665117263794,RRm,year,precipitation,mm day-1,7
15090_Stendal,-0.10608553886413574,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,-0.1315692663192749,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.18448686599731445,RRm,year,precipitation,mm day-1,7
16051_Erfurt,-0.16107702255249023,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,-0.13561737537384033,RRm,year,precipitation,mm day-1,7
16052_Gera,-0.14896011352539062,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,-0.1555706262588501,RRm,year,precipitation,mm day-1,7
16053_Jena,-0.1616424322128296,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,-0.2176966667175293,RRm,year,precipitation,mm day-1,7
16054_Suhl,-0.5473260879516602,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,-0.16323232650756836,RRm,year,precipitation,mm day-1,7
16055_Weimar,-0.17752504348754883,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,-0.21915984153747559,RRm,year,precipitation,mm day-1,7
16056_Eisenach,-0.21011197566986084,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,-0.25540077686309814,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,-0.20022547245025635,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,-0.21063458919525146,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,-0.19652128219604492,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,-0.14769434928894043,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,-0.2006373405456543,RRm,year,precipitation,mm day-1,7
16067_Gotha,-0.2105158567428589,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,-0.13950467109680176,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,-0.2813296318054199,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,-0.2308340072631836,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,-0.16159451007843018,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,-0.45989513397216797,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,-0.17660009860992432,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,-0.146325945854187,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,-0.1499168872833252,RRm,year,precipitation,mm day-1,7
16076_Greiz,-0.12459564208984375,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,-0.12094724178314209,RRm,year,precipitation,mm day-1,7
