region,RRm_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09464_09475_Region_um_Hof,0.13209645,RRm,year,precipitation,mm day-1,7
09464_Hof,0.1323706,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.14735612,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.14496575,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.14315368,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.1620369,RRm,year,precipitation,mm day-1,7
09475_Hof,0.13207889,RRm,year,precipitation,mm day-1,7
09476_Kronach,0.14145389,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.15202135,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.13691813,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.13739024,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.13899651,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.13529037,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.15807845,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.161938,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.15467526,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.15715617,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.1556975,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.16867065,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.15524794,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.16169462,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.1391975,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.15434583,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.1466803,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.14405479,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.16100466,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.13809095,RRm,year,precipitation,mm day-1,7
09576_Roth,0.15226184,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.14756955,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.14427784,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.16068842,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.13278282,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.13137802,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.12980855,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.1281262,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.14909282,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.12501271,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.12721017,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.13074347,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.1435423,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.13815379,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.12645705,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.1328433,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.12997979,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.17717291,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.18387824,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.22762723,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.20548673,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),0.29433575,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.2443236,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.21504372,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.19887124,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.17375173,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.17869952,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.16374011,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.17383164,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.17311327,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.27348018,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),0.32361147,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.228312,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.19373086,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.1560315,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,0.29652968,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.12568581,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.1198139,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.11802167,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.12292325,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.12456725,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.12326935,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.11508144,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.13468537,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.12776466,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.12762088,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.13226008,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.13075638,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.1312973,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.13337274,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.12897941,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.13147657,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.12634684,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.12846747,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.13196327,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.129502,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.12935153,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.12754323,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.13469851,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.13301115,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.124264896,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.12661411,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.12393331,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.13241357,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.12774742,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.12599301,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.13271591,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.16018936,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.12465415,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.12212228,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.12906986,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.1312932,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.1628629,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.12954438,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.13079375,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.122537926,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.15741916,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.16251679,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.1567256,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.1535644,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.15244387,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.1662037,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.15150814,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.16626312,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.14996392,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.15090518,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.14746381,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.15431896,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.13711192,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.1428105,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.14293961,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.13158731,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.13410713,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.13740374,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.12806731,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.1328376,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.1276537,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.12572604,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.12114547,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.1377267,RRm,year,precipitation,mm day-1,7
15083_Börde,0.123416334,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.12611765,RRm,year,precipitation,mm day-1,7
15085_Harz,0.1257104,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.12889835,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.12495282,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.12759946,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.13350539,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.12286964,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.13098864,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.12552018,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.13108958,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.13180627,RRm,year,precipitation,mm day-1,7
16052_Gera,0.13825825,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.13041486,RRm,year,precipitation,mm day-1,7
16053_Jena,0.13315226,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.1348938,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.13749838,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.1291373,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.12635458,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.12992823,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.12432692,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.13254379,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.13683955,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.12972203,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.12528887,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.12506603,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.13487923,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.11796435,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.12919854,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.14319873,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.12478236,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.12945619,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.13939153,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.12659319,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.13140267,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.13335918,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.14037079,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.14958927,RRm,year,precipitation,mm day-1,7
