region,HSf3_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09188_Starnberg,-0.03333333507180214,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,-0.01419141422957182,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,-0.016327587887644768,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,0.02166784182190895,HSf3,year,hot_spell_frequency,,7
09261_Landshut,0.0,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,-0.006883084774017334,HSf3,year,hot_spell_frequency,,7
09262_Passau,-0.023070402443408966,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,0.004459850024431944,HSf3,year,hot_spell_frequency,,7
09263_Straubing,0.0004943798994645476,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,0.0012284629046916962,HSf3,year,hot_spell_frequency,,7
09272_Freyung-Grafenau,-0.0023864158429205418,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,0.0016687065362930298,HSf3,year,hot_spell_frequency,,7
09274_Landshut,0.019574223086237907,HSf3,year,hot_spell_frequency,,7
09275_Passau,-0.006132699549198151,HSf3,year,hot_spell_frequency,,7
09276_Regen,-0.004016289487481117,HSf3,year,hot_spell_frequency,,7
09277_Rottal-Inn,-0.004869552329182625,HSf3,year,hot_spell_frequency,,7
09278_Straubing-Bogen,0.004694209899753332,HSf3,year,hot_spell_frequency,,7
09279_Dingolfing-Landau,-0.00044964998960494995,HSf3,year,hot_spell_frequency,,7
09361_09371_Region_um_Amberg,0.0003610221901908517,HSf3,year,hot_spell_frequency,,7
09361_Amberg,0.0,HSf3,year,hot_spell_frequency,,7
09362_09375_Region_um_Regensburg,0.003243418177589774,HSf3,year,hot_spell_frequency,,7
09362_Regensburg,0.0,HSf3,year,hot_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-5.1623210310935974e-05,HSf3,year,hot_spell_frequency,,7
09363_Weiden i.d. OPf.,-0.035667240619659424,HSf3,year,hot_spell_frequency,,7
09371_Amberg-Sulzbach,0.0003760874387808144,HSf3,year,hot_spell_frequency,,7
09372_Cham,-0.01390530914068222,HSf3,year,hot_spell_frequency,,7
09373_Neumarkt i.d. OPf.,0.002812970895320177,HSf3,year,hot_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,-5.425070412456989e-05,HSf3,year,hot_spell_frequency,,7
09375_Regensburg,0.003447347553446889,HSf3,year,hot_spell_frequency,,7
09376_Schwandorf,-0.02723151072859764,HSf3,year,hot_spell_frequency,,7
09377_Tirschenreuth,-0.015449613332748413,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,-0.026710689067840576,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,-0.036218106746673584,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,0.0031330471392720938,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,0.0,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,-0.015584215521812439,HSf3,year,hot_spell_frequency,,7
09463_Coburg,-0.005602672696113586,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,-0.08012229204177856,HSf3,year,hot_spell_frequency,,7
09464_Hof,-0.05418753623962402,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,-0.02624151110649109,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,0.0024340501986443996,HSf3,year,hot_spell_frequency,,7
09473_Coburg,-0.016320928931236267,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,0.019203677773475647,HSf3,year,hot_spell_frequency,,7
09475_Hof,-0.08178487420082092,HSf3,year,hot_spell_frequency,,7
09476_Kronach,-0.04449570178985596,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,-0.008618324995040894,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,-0.011955223977565765,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,-0.0771506130695343,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,0.02211856096982956,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,0.005774766206741333,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,-0.013790398836135864,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,-0.016683876514434814,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,-0.007956773042678833,HSf3,year,hot_spell_frequency,,7
09563_Fürth,-0.03333330154418945,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.0023071616888046265,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,-0.01268574595451355,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,-0.002484545111656189,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,-0.007348582148551941,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,0.022249631583690643,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,-0.012055367231369019,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.016293451189994812,HSf3,year,hot_spell_frequency,,7
09573_Fürth,0.0014847368001937866,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,0.017274560406804085,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.0146542489528656,HSf3,year,hot_spell_frequency,,7
09576_Roth,-0.000216752290725708,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,0.0131393913179636,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,0.001148998737335205,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,-0.06512819230556488,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,-0.018873482942581177,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,-0.03858524560928345,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,0.009919464588165283,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,0.005616247653961182,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,0.006609484553337097,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,0.01917228475213051,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,0.013576877303421497,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,-0.05092921853065491,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,0.007498979568481445,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,0.002116769552230835,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,0.024509966373443604,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,-0.019255071878433228,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,0.009560823440551758,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,0.03519270196557045,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,0.01953466236591339,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,-0.0339951366186142,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,-0.06666667759418488,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),-0.03701845183968544,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),-0.04639282822608948,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,-0.017238512635231018,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,-0.07827995717525482,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,0.04161284491419792,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,0.027902701869606972,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,0.00932428240776062,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,-0.001216307282447815,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,-0.013224739581346512,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.001828029751777649,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),-0.009286250919103622,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,-0.03298457711935043,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,-0.023165911436080933,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,-0.01228177547454834,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,-0.03692726045846939,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,-0.09842607378959656,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,-0.0239640474319458,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.056026607751846313,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,-0.07292887568473816,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,-0.07808578014373779,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,-0.07737275958061218,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,-0.006347730755805969,HSf3,year,hot_spell_frequency,,7
11000_Berlin,-0.4711971879005432,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.4454667270183563,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,-0.45817017555236816,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,-0.6577844619750977,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,-0.6913063526153564,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.580062210559845,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),-0.6103725433349609,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.4531906545162201,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,-0.5538709163665771,HSf3,year,hot_spell_frequency,,7
12060_Barnim,-0.46152767539024353,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,-0.5930522084236145,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,-0.4428757131099701,HSf3,year,hot_spell_frequency,,7
12063_Havelland,-0.4839022755622864,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,-0.5547670722007751,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,-0.4597160220146179,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,-0.5739999413490295,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,-0.6021196246147156,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,-0.4562439024448395,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,-0.41854220628738403,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,-0.33368635177612305,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,-0.6543624997138977,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,-0.5129538774490356,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,-0.48758646845817566,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,-0.089718759059906,HSf3,year,hot_spell_frequency,,7
13003_Rostock,-0.06666667014360428,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,-0.14284268021583557,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,-0.11876846849918365,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,-0.30947744846343994,HSf3,year,hot_spell_frequency,,7
13072_Rostock,-0.09187770634889603,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,-0.054756153374910355,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,-0.09282499551773071,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,-0.26880401372909546,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,-0.1937355101108551,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.04456630349159241,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,-0.032172366976737976,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,-0.0389024019241333,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,-0.05981603264808655,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,-0.09423807263374329,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,-0.08868563175201416,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,-0.2249157726764679,HSf3,year,hot_spell_frequency,,7
14612_Dresden,-0.09467285871505737,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,-0.3381209969520569,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,-0.4589308202266693,HSf3,year,hot_spell_frequency,,7
14627_Meißen,-0.17109668254852295,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,-0.13389942049980164,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,-0.17504364252090454,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,-0.175016388297081,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,-0.06766963005065918,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,-0.2724759876728058,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.3441038727760315,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,-0.27353808283805847,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),-0.26484549045562744,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),-0.30588021874427795,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.3211818039417267,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,-0.31657764315605164,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,-0.3734862208366394,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,-0.31344932317733765,HSf3,year,hot_spell_frequency,,7
15083_Börde,-0.3014944791793823,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,-0.09768329560756683,HSf3,year,hot_spell_frequency,,7
15085_Harz,-0.10711528360843658,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,-0.36797094345092773,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,-0.13739393651485443,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,-0.26082101464271545,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,-0.3027728796005249,HSf3,year,hot_spell_frequency,,7
15090_Stendal,-0.4572131931781769,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,-0.37596386671066284,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.022551536560058594,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,-0.011839523911476135,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,-0.07444530725479126,HSf3,year,hot_spell_frequency,,7
16052_Gera,-0.219496488571167,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,-0.21240335702896118,HSf3,year,hot_spell_frequency,,7
16053_Jena,-0.14102137088775635,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,-0.013384461402893066,HSf3,year,hot_spell_frequency,,7
16054_Suhl,-0.028681013733148575,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,-0.19757509231567383,HSf3,year,hot_spell_frequency,,7
16055_Weimar,-0.2527744174003601,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,-0.06702589988708496,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,-0.059787631034851074,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,-0.013936296105384827,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,-0.039595723152160645,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,-0.06968063116073608,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,-0.0376209020614624,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,-0.025157883763313293,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,1.9719949762020406e-07,HSf3,year,hot_spell_frequency,,7
16067_Gotha,-0.07506000995635986,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,-0.014345407485961914,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,0.004667168017476797,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,-0.11346995830535889,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,-0.19124966859817505,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,-0.0276532843708992,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,-0.15118500590324402,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,-0.23910033702850342,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,-0.17809438705444336,HSf3,year,hot_spell_frequency,,7
16076_Greiz,-0.17662441730499268,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,-0.07911554723978043,HSf3,year,hot_spell_frequency,,7
