region,HSf3_year_4C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03354_Lüchow-Dannenberg,0.24784675240516663,HSf3,year,hot_spell_frequency,,7
03355_Lüneburg,0.21893101930618286,HSf3,year,hot_spell_frequency,,7
03356_Osterholz,0.18626344203948975,HSf3,year,hot_spell_frequency,,7
03357_Rotenburg (Wümme),0.23428644239902496,HSf3,year,hot_spell_frequency,,7
03358_Heidekreis,0.213035449385643,HSf3,year,hot_spell_frequency,,7
03359_Stade,0.1764865666627884,HSf3,year,hot_spell_frequency,,7
03360_Uelzen,0.2055496722459793,HSf3,year,hot_spell_frequency,,7
03361_Verden,0.22841057181358337,HSf3,year,hot_spell_frequency,,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.23103129863739014,HSf3,year,hot_spell_frequency,,7
03401_Delmenhorst,0.20037785172462463,HSf3,year,hot_spell_frequency,,7
03402_03452_03457_Region_um_Emden,0.09351927787065506,HSf3,year,hot_spell_frequency,,7
03402_Emden,0.08055226504802704,HSf3,year,hot_spell_frequency,,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.17386794090270996,HSf3,year,hot_spell_frequency,,7
03403_Oldenburg (Oldb),0.20179080963134766,HSf3,year,hot_spell_frequency,,7
03404_03459_05566_Region_um_Osnabrück,0.1656550168991089,HSf3,year,hot_spell_frequency,,7
03404_Osnabrück,0.15933822095394135,HSf3,year,hot_spell_frequency,,7
03405_03455_Region_um_Wilhelmshaven,0.07943910360336304,HSf3,year,hot_spell_frequency,,7
03405_Wilhelmshaven,0.03333333507180214,HSf3,year,hot_spell_frequency,,7
03451_Ammerland,0.1342889368534088,HSf3,year,hot_spell_frequency,,7
03452_Aurich,0.07887771725654602,HSf3,year,hot_spell_frequency,,7
03453_Cloppenburg,0.17926748096942902,HSf3,year,hot_spell_frequency,,7
03454_Emsland,0.19334988296031952,HSf3,year,hot_spell_frequency,,7
03455_Friesland,0.08738239854574203,HSf3,year,hot_spell_frequency,,7
03456_Grafschaft Bentheim,0.15745729207992554,HSf3,year,hot_spell_frequency,,7
03457_Leer,0.08380836993455887,HSf3,year,hot_spell_frequency,,7
03458_Oldenburg,0.19062604010105133,HSf3,year,hot_spell_frequency,,7
03459_Osnabrück,0.19121898710727692,HSf3,year,hot_spell_frequency,,7
03460_Vechta,0.2314751148223877,HSf3,year,hot_spell_frequency,,7
03461_Wesermarsch,0.1413370966911316,HSf3,year,hot_spell_frequency,,7
03462_Wittmund,0.05359366536140442,HSf3,year,hot_spell_frequency,,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.19562563300132751,HSf3,year,hot_spell_frequency,,7
04011_Bremen,0.20919060707092285,HSf3,year,hot_spell_frequency,,7
04012_03352_03461_Region_um_Bremerhaven,0.10841774195432663,HSf3,year,hot_spell_frequency,,7
04012_Bremerhaven,0.09444748610258102,HSf3,year,hot_spell_frequency,,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.4988452196121216,HSf3,year,hot_spell_frequency,,7
05111_Düsseldorf,0.5202105045318604,HSf3,year,hot_spell_frequency,,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.38670241832733154,HSf3,year,hot_spell_frequency,,7
05112_Duisburg,0.38871097564697266,HSf3,year,hot_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.3824630379676819,HSf3,year,hot_spell_frequency,,7
05113_Essen,0.44348084926605225,HSf3,year,hot_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.40424472093582153,HSf3,year,hot_spell_frequency,,7
05114_Krefeld,0.4036337733268738,HSf3,year,hot_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.44618332386016846,HSf3,year,hot_spell_frequency,,7
05116_Mönchengladbach,0.4415038228034973,HSf3,year,hot_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.4429163932800293,HSf3,year,hot_spell_frequency,,7
05117_Mülheim an der Ruhr,0.4335933029651642,HSf3,year,hot_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.35527360439300537,HSf3,year,hot_spell_frequency,,7
05119_Oberhausen,0.421356737613678,HSf3,year,hot_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.22656811773777008,HSf3,year,hot_spell_frequency,,7
05120_Remscheid,0.17170214653015137,HSf3,year,hot_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.43856412172317505,HSf3,year,hot_spell_frequency,,7
05122_Solingen,0.3520217537879944,HSf3,year,hot_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.24665051698684692,HSf3,year,hot_spell_frequency,,7
05124_Wuppertal,0.24839401245117188,HSf3,year,hot_spell_frequency,,7
05154_Kleve,0.3535733222961426,HSf3,year,hot_spell_frequency,,7
05158_Mettmann,0.4798068404197693,HSf3,year,hot_spell_frequency,,7
05162_Rhein-Kreis Neuss,0.5495296716690063,HSf3,year,hot_spell_frequency,,7
05166_Viersen,0.4328319728374481,HSf3,year,hot_spell_frequency,,7
05170_Wesel,0.3126026391983032,HSf3,year,hot_spell_frequency,,7
05314_05382_Region_um_Bonn,0.5230388045310974,HSf3,year,hot_spell_frequency,,7
05314_Bonn,0.5456389784812927,HSf3,year,hot_spell_frequency,,7
05315_Köln,0.6451331377029419,HSf3,year,hot_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,0.5381056070327759,HSf3,year,hot_spell_frequency,,7
05316_Leverkusen,0.541618287563324,HSf3,year,hot_spell_frequency,,7
05334_Städteregion Aachen,0.19525933265686035,HSf3,year,hot_spell_frequency,,7
05358_Düren,0.3685688376426697,HSf3,year,hot_spell_frequency,,7
05362_Rhein-Erft-Kreis,0.5262352228164673,HSf3,year,hot_spell_frequency,,7
05366_Euskirchen,0.18628394603729248,HSf3,year,hot_spell_frequency,,7
05370_Heinsberg,0.3655029535293579,HSf3,year,hot_spell_frequency,,7
05374_Oberbergischer Kreis,0.11035270988941193,HSf3,year,hot_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,0.4271645247936249,HSf3,year,hot_spell_frequency,,7
05382_Rhein-Sieg-Kreis,0.5202072858810425,HSf3,year,hot_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.3420318365097046,HSf3,year,hot_spell_frequency,,7
05512_Bottrop,0.41384321451187134,HSf3,year,hot_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.3646180033683777,HSf3,year,hot_spell_frequency,,7
05513_Gelsenkirchen,0.4153611660003662,HSf3,year,hot_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,0.18041199445724487,HSf3,year,hot_spell_frequency,,7
05515_Münster,0.14445902407169342,HSf3,year,hot_spell_frequency,,7
05554_Borken,0.20925049483776093,HSf3,year,hot_spell_frequency,,7
05558_Coesfeld,0.20136000216007233,HSf3,year,hot_spell_frequency,,7
05562_Recklinghausen,0.32719743251800537,HSf3,year,hot_spell_frequency,,7
05566_Steinfurt,0.13603079319000244,HSf3,year,hot_spell_frequency,,7
05570_Warendorf,0.2314351499080658,HSf3,year,hot_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,0.2289225459098816,HSf3,year,hot_spell_frequency,,7
05711_Bielefeld,0.23840954899787903,HSf3,year,hot_spell_frequency,,7
05754_Gütersloh,0.2670653462409973,HSf3,year,hot_spell_frequency,,7
05758_Herford,0.25627169013023376,HSf3,year,hot_spell_frequency,,7
05762_Höxter,0.12367625534534454,HSf3,year,hot_spell_frequency,,7
05766_Lippe,0.1540776640176773,HSf3,year,hot_spell_frequency,,7
05770_Minden-Lübbecke,0.3488360047340393,HSf3,year,hot_spell_frequency,,7
05774_Paderborn,0.17514806985855103,HSf3,year,hot_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.35732728242874146,HSf3,year,hot_spell_frequency,,7
05911_Bochum,0.3367763161659241,HSf3,year,hot_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.33571815490722656,HSf3,year,hot_spell_frequency,,7
05913_Dortmund,0.38415202498435974,HSf3,year,hot_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.2034464329481125,HSf3,year,hot_spell_frequency,,7
05914_Hagen,0.11906477808952332,HSf3,year,hot_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.2598588764667511,HSf3,year,hot_spell_frequency,,7
05915_Hamm,0.37799564003944397,HSf3,year,hot_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,0.34435582160949707,HSf3,year,hot_spell_frequency,,7
05916_Herne,0.36666667461395264,HSf3,year,hot_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,0.18636645376682281,HSf3,year,hot_spell_frequency,,7
05958_Hochsauerlandkreis,0.024972617626190186,HSf3,year,hot_spell_frequency,,7
05962_Märkischer Kreis,0.059689607471227646,HSf3,year,hot_spell_frequency,,7
05966_Olpe,0.05595529451966286,HSf3,year,hot_spell_frequency,,7
05970_Siegen-Wittgenstein,0.04610320180654526,HSf3,year,hot_spell_frequency,,7
05974_Soest,0.24888354539871216,HSf3,year,hot_spell_frequency,,7
05978_Unna,0.4007801413536072,HSf3,year,hot_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,0.7159853577613831,HSf3,year,hot_spell_frequency,,7
06411_Darmstadt,0.7322667241096497,HSf3,year,hot_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.57945317029953,HSf3,year,hot_spell_frequency,,7
06412_Frankfurt am Main,0.762498676776886,HSf3,year,hot_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.5578671097755432,HSf3,year,hot_spell_frequency,,7
06413_Offenbach am Main,0.8066326975822449,HSf3,year,hot_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.5746474862098694,HSf3,year,hot_spell_frequency,,7
06414_Wiesbaden,0.59873366355896,HSf3,year,hot_spell_frequency,,7
06431_Bergstraße,0.6696643233299255,HSf3,year,hot_spell_frequency,,7
06432_Darmstadt-Dieburg,0.6825123429298401,HSf3,year,hot_spell_frequency,,7
06433_Groß-Gerau,0.8642597198486328,HSf3,year,hot_spell_frequency,,7
06434_Hochtaunuskreis,0.31856217980384827,HSf3,year,hot_spell_frequency,,7
06435_Main-Kinzig-Kreis,0.45963600277900696,HSf3,year,hot_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.5174630284309387,HSf3,year,hot_spell_frequency,,7
06436_Main-Taunus-Kreis,0.6114740371704102,HSf3,year,hot_spell_frequency,,7
06437_Odenwaldkreis,0.39187830686569214,HSf3,year,hot_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.6165341138839722,HSf3,year,hot_spell_frequency,,7
06438_Offenbach,0.7748591303825378,HSf3,year,hot_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,0.2725302577018738,HSf3,year,hot_spell_frequency,,7
06440_Wetteraukreis,0.5726136565208435,HSf3,year,hot_spell_frequency,,7
06531_Gießen,0.44130051136016846,HSf3,year,hot_spell_frequency,,7
06532_Lahn-Dill-Kreis,0.20145364105701447,HSf3,year,hot_spell_frequency,,7
06533_Limburg-Weilburg,0.36474478244781494,HSf3,year,hot_spell_frequency,,7
06534_Marburg-Biedenkopf,0.21352072060108185,HSf3,year,hot_spell_frequency,,7
06535_Vogelsbergkreis,0.1817379742860794,HSf3,year,hot_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,0.13796940445899963,HSf3,year,hot_spell_frequency,,7
06611_Kassel,0.10946442186832428,HSf3,year,hot_spell_frequency,,7
06631_Fulda,0.16317997872829437,HSf3,year,hot_spell_frequency,,7
06632_Hersfeld-Rotenburg,0.16703055799007416,HSf3,year,hot_spell_frequency,,7
06633_Kassel,0.13131549954414368,HSf3,year,hot_spell_frequency,,7
06634_Schwalm-Eder-Kreis,0.1805410534143448,HSf3,year,hot_spell_frequency,,7
06635_Waldeck-Frankenberg,0.1001775935292244,HSf3,year,hot_spell_frequency,,7
06636_Werra-Meißner-Kreis,0.1715221107006073,HSf3,year,hot_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,0.30970242619514465,HSf3,year,hot_spell_frequency,,7
07111_Koblenz,0.5404411554336548,HSf3,year,hot_spell_frequency,,7
07131_Ahrweiler,0.24999572336673737,HSf3,year,hot_spell_frequency,,7
07132_Altenkirchen (Westerwald),0.16227507591247559,HSf3,year,hot_spell_frequency,,7
07133_Bad Kreuznach,0.37829071283340454,HSf3,year,hot_spell_frequency,,7
07134_Birkenfeld,0.15780216455459595,HSf3,year,hot_spell_frequency,,7
07135_Cochem-Zell,0.23783813416957855,HSf3,year,hot_spell_frequency,,7
07137_Mayen-Koblenz,0.34616073966026306,HSf3,year,hot_spell_frequency,,7
07138_Neuwied,0.4134214222431183,HSf3,year,hot_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,0.19434528052806854,HSf3,year,hot_spell_frequency,,7
07141_Rhein-Lahn-Kreis,0.3379771113395691,HSf3,year,hot_spell_frequency,,7
07143_Westerwaldkreis,0.16949181258678436,HSf3,year,hot_spell_frequency,,7
07211_07235_Region_um_Trier,0.3141004145145416,HSf3,year,hot_spell_frequency,,7
07211_Trier,0.42922136187553406,HSf3,year,hot_spell_frequency,,7
07231_Bernkastel-Wittlich,0.24737463891506195,HSf3,year,hot_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,0.16179190576076508,HSf3,year,hot_spell_frequency,,7
07233_Vulkaneifel,0.08611536026000977,HSf3,year,hot_spell_frequency,,7
07235_Trier-Saarburg,0.2989684045314789,HSf3,year,hot_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.8517241477966309,HSf3,year,hot_spell_frequency,,7
07311_Frankenthal (Pfalz),0.8710892200469971,HSf3,year,hot_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,0.45429372787475586,HSf3,year,hot_spell_frequency,,7
07312_Kaiserslautern,0.3679673373699188,HSf3,year,hot_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.6497170925140381,HSf3,year,hot_spell_frequency,,7
07313_Landau in der Pfalz,0.6497440934181213,HSf3,year,hot_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.8529586791992188,HSf3,year,hot_spell_frequency,,7
07314_Ludwigshafen am Rhein,0.8571536540985107,HSf3,year,hot_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,0.7503976821899414,HSf3,year,hot_spell_frequency,,7
07315_Mainz,0.7565236687660217,HSf3,year,hot_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.6155850887298584,HSf3,year,hot_spell_frequency,,7
07316_Neustadt an der Weinstraße,0.6822434663772583,HSf3,year,hot_spell_frequency,,7
07317_07340_Region_um_Pirmasens,0.3561043441295624,HSf3,year,hot_spell_frequency,,7
07317_Pirmasens,0.30903440713882446,HSf3,year,hot_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.8833190202713013,HSf3,year,hot_spell_frequency,,7
07318_Speyer,0.8337562084197998,HSf3,year,hot_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.7256899476051331,HSf3,year,hot_spell_frequency,,7
07319_Worms,0.9486123919487,HSf3,year,hot_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.3692895472049713,HSf3,year,hot_spell_frequency,,7
07320_Zweibrücken,0.4243718385696411,HSf3,year,hot_spell_frequency,,7
07331_Alzey-Worms,0.6891906261444092,HSf3,year,hot_spell_frequency,,7
07332_Bad Dürkheim,0.5629141330718994,HSf3,year,hot_spell_frequency,,7
07333_Donnersbergkreis,0.3803262710571289,HSf3,year,hot_spell_frequency,,7
07334_Germersheim,1.0346744060516357,HSf3,year,hot_spell_frequency,,7
07335_Kaiserslautern,0.36979052424430847,HSf3,year,hot_spell_frequency,,7
07336_Kusel,0.3159864544868469,HSf3,year,hot_spell_frequency,,7
07337_Südliche Weinstraße,0.6497132182121277,HSf3,year,hot_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.8209892511367798,HSf3,year,hot_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,0.8313901424407959,HSf3,year,hot_spell_frequency,,7
07339_Mainz-Bingen,0.6469425559043884,HSf3,year,hot_spell_frequency,,7
07340_Südwestpfalz,0.35937121510505676,HSf3,year,hot_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.6570977568626404,HSf3,year,hot_spell_frequency,,7
08111_Stuttgart,0.76795494556427,HSf3,year,hot_spell_frequency,,7
08115_Böblingen,0.46519795060157776,HSf3,year,hot_spell_frequency,,7
08116_Esslingen,0.6825836896896362,HSf3,year,hot_spell_frequency,,7
08117_Göppingen,0.3458845913410187,HSf3,year,hot_spell_frequency,,7
08118_Ludwigsburg,0.8270617723464966,HSf3,year,hot_spell_frequency,,7
08119_Rems-Murr-Kreis,0.611936092376709,HSf3,year,hot_spell_frequency,,7
08121_08125_Region_um_Heilbronn,0.795429527759552,HSf3,year,hot_spell_frequency,,7
08121_Heilbronn,0.9302904605865479,HSf3,year,hot_spell_frequency,,7
08125_Heilbronn,0.7822608947753906,HSf3,year,hot_spell_frequency,,7
08126_Hohenlohekreis,0.4932740330696106,HSf3,year,hot_spell_frequency,,7
08127_Schwäbisch Hall,0.35016685724258423,HSf3,year,hot_spell_frequency,,7
08128_Main-Tauber-Kreis,0.43030568957328796,HSf3,year,hot_spell_frequency,,7
08135_Heidenheim,0.2675737738609314,HSf3,year,hot_spell_frequency,,7
08136_Ostalbkreis,0.2806462049484253,HSf3,year,hot_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,0.6088420748710632,HSf3,year,hot_spell_frequency,,7
08211_Baden-Baden,0.5549629926681519,HSf3,year,hot_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,0.9650549292564392,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,0.95707768201828,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,0.9224762320518494,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,0.6156900525093079,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,0.776827871799469,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,0.6174412965774536,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.7907759547233582,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,0.8902244567871094,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,0.42549559473991394,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,0.7560476660728455,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,0.3766443431377411,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,0.4546567499637604,HSf3,year,hot_spell_frequency,,7
08235_Calw,0.20568262040615082,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,0.5930203795433044,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,0.1486751139163971,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.4994719624519348,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,0.6859753727912903,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,0.40441304445266724,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,0.6139234900474548,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,0.6483997106552124,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,0.19041131436824799,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,0.07031619548797607,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,0.11927636712789536,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,0.6440951228141785,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,0.5468851327896118,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,0.3466333746910095,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,0.1464943140745163,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,0.5718429684638977,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,0.19105392694473267,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,0.3239039480686188,HSf3,year,hot_spell_frequency,,7
08421_Ulm,0.37530118227005005,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,0.2645498812198639,HSf3,year,hot_spell_frequency,,7
08426_Biberach,0.2567118704319,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,0.11937746405601501,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,0.18301847577095032,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,0.18204477429389954,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.4817201495170593,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,0.6674507856369019,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,0.44607752561569214,HSf3,year,hot_spell_frequency,,7
09162_München,0.4335136413574219,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,0.28724655508995056,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,0.31983792781829834,HSf3,year,hot_spell_frequency,,7
09171_Altötting,0.462372362613678,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,0.1246463879942894,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,0.12340052425861359,HSf3,year,hot_spell_frequency,,7
09174_Dachau,0.4552721083164215,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,0.39907458424568176,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,0.3529329299926758,HSf3,year,hot_spell_frequency,,7
09177_Erding,0.48400574922561646,HSf3,year,hot_spell_frequency,,7
09178_Freising,0.47833749651908875,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,0.43749648332595825,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,0.041322991251945496,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,0.18619997799396515,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,0.11358487606048584,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,0.46018919348716736,HSf3,year,hot_spell_frequency,,7
09184_München,0.42903223633766174,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,0.5766801238059998,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,0.5570733547210693,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,0.28488197922706604,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,0.25365233421325684,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,0.2132079005241394,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,0.1614510715007782,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,0.46640223264694214,HSf3,year,hot_spell_frequency,,7
09261_Landshut,0.4555925130844116,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,0.44557297229766846,HSf3,year,hot_spell_frequency,,7
09262_Passau,0.4199720025062561,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,0.4637170433998108,HSf3,year,hot_spell_frequency,,7
09263_Straubing,0.5749803185462952,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,0.4714220464229584,HSf3,year,hot_spell_frequency,,7
