region,HSf3_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
05915_05978_05974_05570_05558_Region_um_Hamm,0.35729360580444336,HSf3,year,hot_spell_frequency,,7
05915_Hamm,0.3735067844390869,HSf3,year,hot_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,0.3926081359386444,HSf3,year,hot_spell_frequency,,7
05916_Herne,0.4911692142486572,HSf3,year,hot_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,0.3019646406173706,HSf3,year,hot_spell_frequency,,7
05958_Hochsauerlandkreis,0.1466420739889145,HSf3,year,hot_spell_frequency,,7
05962_Märkischer Kreis,0.20183199644088745,HSf3,year,hot_spell_frequency,,7
05966_Olpe,0.212998628616333,HSf3,year,hot_spell_frequency,,7
05970_Siegen-Wittgenstein,0.2078317254781723,HSf3,year,hot_spell_frequency,,7
05974_Soest,0.26789426803588867,HSf3,year,hot_spell_frequency,,7
05978_Unna,0.3950381278991699,HSf3,year,hot_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,0.55315762758255,HSf3,year,hot_spell_frequency,,7
06411_Darmstadt,0.5995657444000244,HSf3,year,hot_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.4966433644294739,HSf3,year,hot_spell_frequency,,7
06412_Frankfurt am Main,0.6227836608886719,HSf3,year,hot_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.5127919316291809,HSf3,year,hot_spell_frequency,,7
06413_Offenbach am Main,0.706636905670166,HSf3,year,hot_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.4737481474876404,HSf3,year,hot_spell_frequency,,7
06414_Wiesbaden,0.44229909777641296,HSf3,year,hot_spell_frequency,,7
06431_Bergstraße,0.5478763580322266,HSf3,year,hot_spell_frequency,,7
06432_Darmstadt-Dieburg,0.5485475659370422,HSf3,year,hot_spell_frequency,,7
06433_Groß-Gerau,0.6422761678695679,HSf3,year,hot_spell_frequency,,7
06434_Hochtaunuskreis,0.4038476347923279,HSf3,year,hot_spell_frequency,,7
06435_Main-Kinzig-Kreis,0.46005624532699585,HSf3,year,hot_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.49921083450317383,HSf3,year,hot_spell_frequency,,7
06436_Main-Taunus-Kreis,0.5713725090026855,HSf3,year,hot_spell_frequency,,7
06437_Odenwaldkreis,0.4351648688316345,HSf3,year,hot_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.4961482286453247,HSf3,year,hot_spell_frequency,,7
06438_Offenbach,0.6173406839370728,HSf3,year,hot_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,0.4156929850578308,HSf3,year,hot_spell_frequency,,7
06440_Wetteraukreis,0.502102255821228,HSf3,year,hot_spell_frequency,,7
06531_Gießen,0.37940776348114014,HSf3,year,hot_spell_frequency,,7
06532_Lahn-Dill-Kreis,0.38430359959602356,HSf3,year,hot_spell_frequency,,7
06533_Limburg-Weilburg,0.3968758285045624,HSf3,year,hot_spell_frequency,,7
06534_Marburg-Biedenkopf,0.3630087971687317,HSf3,year,hot_spell_frequency,,7
06535_Vogelsbergkreis,0.2860511839389801,HSf3,year,hot_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,0.24549177289009094,HSf3,year,hot_spell_frequency,,7
06611_Kassel,0.24561476707458496,HSf3,year,hot_spell_frequency,,7
06631_Fulda,0.2396744191646576,HSf3,year,hot_spell_frequency,,7
06632_Hersfeld-Rotenburg,0.27811065316200256,HSf3,year,hot_spell_frequency,,7
06633_Kassel,0.23614513874053955,HSf3,year,hot_spell_frequency,,7
06634_Schwalm-Eder-Kreis,0.29114580154418945,HSf3,year,hot_spell_frequency,,7
06635_Waldeck-Frankenberg,0.2318320870399475,HSf3,year,hot_spell_frequency,,7
06636_Werra-Meißner-Kreis,0.27002114057540894,HSf3,year,hot_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,0.31007808446884155,HSf3,year,hot_spell_frequency,,7
07111_Koblenz,0.4093291461467743,HSf3,year,hot_spell_frequency,,7
07131_Ahrweiler,0.24188198149204254,HSf3,year,hot_spell_frequency,,7
07132_Altenkirchen (Westerwald),0.2792609632015228,HSf3,year,hot_spell_frequency,,7
07133_Bad Kreuznach,0.3917806148529053,HSf3,year,hot_spell_frequency,,7
07134_Birkenfeld,0.2903972268104553,HSf3,year,hot_spell_frequency,,7
07135_Cochem-Zell,0.3382733166217804,HSf3,year,hot_spell_frequency,,7
07137_Mayen-Koblenz,0.3223991394042969,HSf3,year,hot_spell_frequency,,7
07138_Neuwied,0.3924107551574707,HSf3,year,hot_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,0.2821107506752014,HSf3,year,hot_spell_frequency,,7
07141_Rhein-Lahn-Kreis,0.3089248239994049,HSf3,year,hot_spell_frequency,,7
07143_Westerwaldkreis,0.30028384923934937,HSf3,year,hot_spell_frequency,,7
07211_07235_Region_um_Trier,0.3218482732772827,HSf3,year,hot_spell_frequency,,7
07211_Trier,0.36567699909210205,HSf3,year,hot_spell_frequency,,7
07231_Bernkastel-Wittlich,0.34845390915870667,HSf3,year,hot_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,0.2771798074245453,HSf3,year,hot_spell_frequency,,7
07233_Vulkaneifel,0.2342808097600937,HSf3,year,hot_spell_frequency,,7
07235_Trier-Saarburg,0.31609827280044556,HSf3,year,hot_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.7609217166900635,HSf3,year,hot_spell_frequency,,7
07311_Frankenthal (Pfalz),0.8248531818389893,HSf3,year,hot_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,0.5080615282058716,HSf3,year,hot_spell_frequency,,7
07312_Kaiserslautern,0.46488121151924133,HSf3,year,hot_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.5619069337844849,HSf3,year,hot_spell_frequency,,7
07313_Landau in der Pfalz,0.5516499280929565,HSf3,year,hot_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.7645959258079529,HSf3,year,hot_spell_frequency,,7
07314_Ludwigshafen am Rhein,0.7721972465515137,HSf3,year,hot_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,0.5669744610786438,HSf3,year,hot_spell_frequency,,7
07315_Mainz,0.6065590977668762,HSf3,year,hot_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.5397212505340576,HSf3,year,hot_spell_frequency,,7
07316_Neustadt an der Weinstraße,0.6032416820526123,HSf3,year,hot_spell_frequency,,7
07317_07340_Region_um_Pirmasens,0.4781472682952881,HSf3,year,hot_spell_frequency,,7
07317_Pirmasens,0.4607424736022949,HSf3,year,hot_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.5704202651977539,HSf3,year,hot_spell_frequency,,7
07318_Speyer,0.7106122970581055,HSf3,year,hot_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.5322824120521545,HSf3,year,hot_spell_frequency,,7
07319_Worms,0.6906496286392212,HSf3,year,hot_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.4187653362751007,HSf3,year,hot_spell_frequency,,7
07320_Zweibrücken,0.38206154108047485,HSf3,year,hot_spell_frequency,,7
07331_Alzey-Worms,0.5573725700378418,HSf3,year,hot_spell_frequency,,7
07332_Bad Dürkheim,0.5775494575500488,HSf3,year,hot_spell_frequency,,7
07333_Donnersbergkreis,0.4943520724773407,HSf3,year,hot_spell_frequency,,7
07334_Germersheim,0.7226154208183289,HSf3,year,hot_spell_frequency,,7
07335_Kaiserslautern,0.4496568739414215,HSf3,year,hot_spell_frequency,,7
07336_Kusel,0.42880547046661377,HSf3,year,hot_spell_frequency,,7
07337_Südliche Weinstraße,0.5581537485122681,HSf3,year,hot_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.5705501437187195,HSf3,year,hot_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,0.7282130718231201,HSf3,year,hot_spell_frequency,,7
07339_Mainz-Bingen,0.5476200580596924,HSf3,year,hot_spell_frequency,,7
07340_Südwestpfalz,0.47935497760772705,HSf3,year,hot_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.4965810775756836,HSf3,year,hot_spell_frequency,,7
08111_Stuttgart,0.5292021036148071,HSf3,year,hot_spell_frequency,,7
08115_Böblingen,0.5059347748756409,HSf3,year,hot_spell_frequency,,7
08116_Esslingen,0.5290630459785461,HSf3,year,hot_spell_frequency,,7
08117_Göppingen,0.37598422169685364,HSf3,year,hot_spell_frequency,,7
08118_Ludwigsburg,0.5386231541633606,HSf3,year,hot_spell_frequency,,7
08119_Rems-Murr-Kreis,0.49675261974334717,HSf3,year,hot_spell_frequency,,7
08121_08125_Region_um_Heilbronn,0.567512035369873,HSf3,year,hot_spell_frequency,,7
08121_Heilbronn,0.6141613721847534,HSf3,year,hot_spell_frequency,,7
08125_Heilbronn,0.5611505508422852,HSf3,year,hot_spell_frequency,,7
08126_Hohenlohekreis,0.4512859582901001,HSf3,year,hot_spell_frequency,,7
08127_Schwäbisch Hall,0.40468519926071167,HSf3,year,hot_spell_frequency,,7
08128_Main-Tauber-Kreis,0.420952171087265,HSf3,year,hot_spell_frequency,,7
08135_Heidenheim,0.3584730923175812,HSf3,year,hot_spell_frequency,,7
08136_Ostalbkreis,0.36058464646339417,HSf3,year,hot_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,0.410764217376709,HSf3,year,hot_spell_frequency,,7
08211_Baden-Baden,0.3910423219203949,HSf3,year,hot_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,0.6432821154594421,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,0.7060487270355225,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,0.5975589752197266,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,0.4232194721698761,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,0.5687040090560913,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,0.6326891183853149,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.6179912090301514,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,0.7203797101974487,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,0.5348812937736511,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,0.5283892154693604,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,0.3728336691856384,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,0.43518030643463135,HSf3,year,hot_spell_frequency,,7
08235_Calw,0.31975802779197693,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,0.46524912118911743,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,0.27053749561309814,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.3861696720123291,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,0.45004117488861084,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,0.3284289836883545,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,0.48650574684143066,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,0.48736196756362915,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,0.28040578961372375,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,0.1734357625246048,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,0.24038493633270264,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,0.5075569748878479,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,0.4814463257789612,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,0.37665146589279175,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,0.2553797960281372,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,0.4589740037918091,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,0.2606288492679596,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,0.34903019666671753,HSf3,year,hot_spell_frequency,,7
08421_Ulm,0.44239911437034607,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,0.2919403612613678,HSf3,year,hot_spell_frequency,,7
08426_Biberach,0.36711540818214417,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,0.3448481559753418,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,0.3105499744415283,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,0.2979905605316162,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.5721385478973389,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,0.6727920174598694,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,0.5326321721076965,HSf3,year,hot_spell_frequency,,7
09162_München,0.6342589855194092,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,0.45142024755477905,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,0.5189268589019775,HSf3,year,hot_spell_frequency,,7
09171_Altötting,0.7157317996025085,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,0.17619597911834717,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,0.16236098110675812,HSf3,year,hot_spell_frequency,,7
09174_Dachau,0.6010399460792542,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,0.5278483629226685,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,0.5131238698959351,HSf3,year,hot_spell_frequency,,7
09177_Erding,0.6247338056564331,HSf3,year,hot_spell_frequency,,7
09178_Freising,0.607701301574707,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,0.47879457473754883,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,0.057142242789268494,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,0.301220178604126,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,0.11141437292098999,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,0.64454585313797,HSf3,year,hot_spell_frequency,,7
09184_München,0.5042646527290344,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,0.6141913533210754,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,0.5934706926345825,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,0.4459635019302368,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,0.32418856024742126,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,0.3694131374359131,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,0.2592630088329315,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,0.6470515131950378,HSf3,year,hot_spell_frequency,,7
09261_Landshut,0.568191647529602,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,0.7654587030410767,HSf3,year,hot_spell_frequency,,7
09262_Passau,0.7261824607849121,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,0.6717162728309631,HSf3,year,hot_spell_frequency,,7
09263_Straubing,0.7228813767433167,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,0.7350206971168518,HSf3,year,hot_spell_frequency,,7
