region,HSf3_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03103_03154_03151_Region_um_Wolfsburg,3.836806297302246,HSf3,year,hot_spell_frequency,,7
03103_Wolfsburg,3.8005638122558594,HSf3,year,hot_spell_frequency,,7
03151_Gifhorn,3.8123745918273926,HSf3,year,hot_spell_frequency,,7
03153_Goslar,2.760775327682495,HSf3,year,hot_spell_frequency,,7
03154_Helmstedt,3.905031204223633,HSf3,year,hot_spell_frequency,,7
03155_Northeim,3.8856053352355957,HSf3,year,hot_spell_frequency,,7
03157_Peine,4.112866401672363,HSf3,year,hot_spell_frequency,,7
03158_Wolfenbüttel,4.139913082122803,HSf3,year,hot_spell_frequency,,7
03159_Göttingen,3.8066132068634033,HSf3,year,hot_spell_frequency,,7
03241_Region Hannover,3.9384045600891113,HSf3,year,hot_spell_frequency,,7
03251_Diepholz,3.697484016418457,HSf3,year,hot_spell_frequency,,7
03252_Hameln-Pyrmont,3.588559865951538,HSf3,year,hot_spell_frequency,,7
03254_Hildesheim,3.839827060699463,HSf3,year,hot_spell_frequency,,7
03255_Holzminden,3.5561437606811523,HSf3,year,hot_spell_frequency,,7
03256_Nienburg (Weser),3.8535263538360596,HSf3,year,hot_spell_frequency,,7
03257_Schaumburg,3.675344944000244,HSf3,year,hot_spell_frequency,,7
03351_Celle,3.7545690536499023,HSf3,year,hot_spell_frequency,,7
03352_Cuxhaven,2.9576282501220703,HSf3,year,hot_spell_frequency,,7
03353_Harburg,3.234966278076172,HSf3,year,hot_spell_frequency,,7
03354_Lüchow-Dannenberg,3.884829044342041,HSf3,year,hot_spell_frequency,,7
03355_Lüneburg,3.474043130874634,HSf3,year,hot_spell_frequency,,7
03356_Osterholz,3.4483790397644043,HSf3,year,hot_spell_frequency,,7
03357_Rotenburg (Wümme),3.4005253314971924,HSf3,year,hot_spell_frequency,,7
03358_Heidekreis,3.4618985652923584,HSf3,year,hot_spell_frequency,,7
03359_Stade,3.079775810241699,HSf3,year,hot_spell_frequency,,7
03360_Uelzen,3.5886106491088867,HSf3,year,hot_spell_frequency,,7
03361_Verden,3.4761390686035156,HSf3,year,hot_spell_frequency,,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,3.5272254943847656,HSf3,year,hot_spell_frequency,,7
03401_Delmenhorst,3.4999923706054688,HSf3,year,hot_spell_frequency,,7
03402_03452_03457_Region_um_Emden,2.582709312438965,HSf3,year,hot_spell_frequency,,7
03402_Emden,2.053476095199585,HSf3,year,hot_spell_frequency,,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),3.3722448348999023,HSf3,year,hot_spell_frequency,,7
03403_Oldenburg (Oldb),3.471147060394287,HSf3,year,hot_spell_frequency,,7
03404_03459_05566_Region_um_Osnabrück,3.827697992324829,HSf3,year,hot_spell_frequency,,7
03404_Osnabrück,3.719930648803711,HSf3,year,hot_spell_frequency,,7
03405_03455_Region_um_Wilhelmshaven,2.231956958770752,HSf3,year,hot_spell_frequency,,7
03405_Wilhelmshaven,1.6457949876785278,HSf3,year,hot_spell_frequency,,7
03451_Ammerland,3.3693466186523438,HSf3,year,hot_spell_frequency,,7
03452_Aurich,2.180544137954712,HSf3,year,hot_spell_frequency,,7
03453_Cloppenburg,3.579789638519287,HSf3,year,hot_spell_frequency,,7
03454_Emsland,3.8307204246520996,HSf3,year,hot_spell_frequency,,7
03455_Friesland,2.335217237472534,HSf3,year,hot_spell_frequency,,7
03456_Grafschaft Bentheim,3.9716217517852783,HSf3,year,hot_spell_frequency,,7
03457_Leer,3.1309778690338135,HSf3,year,hot_spell_frequency,,7
03458_Oldenburg,3.526730537414551,HSf3,year,hot_spell_frequency,,7
03459_Osnabrück,3.696119785308838,HSf3,year,hot_spell_frequency,,7
03460_Vechta,3.810580253601074,HSf3,year,hot_spell_frequency,,7
03461_Wesermarsch,3.1680409908294678,HSf3,year,hot_spell_frequency,,7
03462_Wittmund,2.1763217449188232,HSf3,year,hot_spell_frequency,,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,3.3358895778656006,HSf3,year,hot_spell_frequency,,7
04011_Bremen,3.4103195667266846,HSf3,year,hot_spell_frequency,,7
04012_03352_03461_Region_um_Bremerhaven,3.019108772277832,HSf3,year,hot_spell_frequency,,7
04012_Bremerhaven,3.0686845779418945,HSf3,year,hot_spell_frequency,,7
05111_05162_05158_05112_Region_um_Düsseldorf,4.791317462921143,HSf3,year,hot_spell_frequency,,7
05111_Düsseldorf,4.916607856750488,HSf3,year,hot_spell_frequency,,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,4.741960525512695,HSf3,year,hot_spell_frequency,,7
05112_Duisburg,4.7954511642456055,HSf3,year,hot_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,4.2888102531433105,HSf3,year,hot_spell_frequency,,7
05113_Essen,4.281289577484131,HSf3,year,hot_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,4.81718635559082,HSf3,year,hot_spell_frequency,,7
05114_Krefeld,4.787327766418457,HSf3,year,hot_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,4.77771520614624,HSf3,year,hot_spell_frequency,,7
05116_Mönchengladbach,4.852926254272461,HSf3,year,hot_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,4.571262359619141,HSf3,year,hot_spell_frequency,,7
05117_Mülheim an der Ruhr,4.736977577209473,HSf3,year,hot_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,4.716188907623291,HSf3,year,hot_spell_frequency,,7
05119_Oberhausen,4.733033180236816,HSf3,year,hot_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,3.97462797164917,HSf3,year,hot_spell_frequency,,7
05120_Remscheid,3.6933748722076416,HSf3,year,hot_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,4.3184661865234375,HSf3,year,hot_spell_frequency,,7
05122_Solingen,4.438492298126221,HSf3,year,hot_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,3.8265609741210938,HSf3,year,hot_spell_frequency,,7
05124_Wuppertal,3.815467357635498,HSf3,year,hot_spell_frequency,,7
05154_Kleve,4.82452392578125,HSf3,year,hot_spell_frequency,,7
05158_Mettmann,4.521409511566162,HSf3,year,hot_spell_frequency,,7
05162_Rhein-Kreis Neuss,5.000903606414795,HSf3,year,hot_spell_frequency,,7
05166_Viersen,4.797908782958984,HSf3,year,hot_spell_frequency,,7
05170_Wesel,4.794577598571777,HSf3,year,hot_spell_frequency,,7
05314_05382_Region_um_Bonn,4.729568958282471,HSf3,year,hot_spell_frequency,,7
05314_Bonn,4.876400470733643,HSf3,year,hot_spell_frequency,,7
05315_Köln,5.214446067810059,HSf3,year,hot_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,4.668259620666504,HSf3,year,hot_spell_frequency,,7
05316_Leverkusen,4.772747993469238,HSf3,year,hot_spell_frequency,,7
05334_Städteregion Aachen,3.293437957763672,HSf3,year,hot_spell_frequency,,7
05358_Düren,4.273475170135498,HSf3,year,hot_spell_frequency,,7
05362_Rhein-Erft-Kreis,5.094293594360352,HSf3,year,hot_spell_frequency,,7
05366_Euskirchen,3.3224596977233887,HSf3,year,hot_spell_frequency,,7
05370_Heinsberg,4.646310329437256,HSf3,year,hot_spell_frequency,,7
05374_Oberbergischer Kreis,3.7731268405914307,HSf3,year,hot_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,4.403027534484863,HSf3,year,hot_spell_frequency,,7
05382_Rhein-Sieg-Kreis,4.711173057556152,HSf3,year,hot_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,4.630270004272461,HSf3,year,hot_spell_frequency,,7
05512_Bottrop,4.5842390060424805,HSf3,year,hot_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,4.399497032165527,HSf3,year,hot_spell_frequency,,7
05513_Gelsenkirchen,4.518740177154541,HSf3,year,hot_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,4.166672229766846,HSf3,year,hot_spell_frequency,,7
05515_Münster,4.421537399291992,HSf3,year,hot_spell_frequency,,7
05554_Borken,4.283485412597656,HSf3,year,hot_spell_frequency,,7
05558_Coesfeld,4.363546371459961,HSf3,year,hot_spell_frequency,,7
05562_Recklinghausen,4.540517807006836,HSf3,year,hot_spell_frequency,,7
05566_Steinfurt,4.05057430267334,HSf3,year,hot_spell_frequency,,7
05570_Warendorf,4.3409743309021,HSf3,year,hot_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,3.766035556793213,HSf3,year,hot_spell_frequency,,7
05711_Bielefeld,3.7352001667022705,HSf3,year,hot_spell_frequency,,7
05754_Gütersloh,4.211636066436768,HSf3,year,hot_spell_frequency,,7
05758_Herford,3.7066590785980225,HSf3,year,hot_spell_frequency,,7
05762_Höxter,3.745509386062622,HSf3,year,hot_spell_frequency,,7
05766_Lippe,3.448467493057251,HSf3,year,hot_spell_frequency,,7
05770_Minden-Lübbecke,3.945312261581421,HSf3,year,hot_spell_frequency,,7
05774_Paderborn,3.5429396629333496,HSf3,year,hot_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,4.196407318115234,HSf3,year,hot_spell_frequency,,7
05911_Bochum,4.110222339630127,HSf3,year,hot_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,4.1697258949279785,HSf3,year,hot_spell_frequency,,7
05913_Dortmund,4.201999664306641,HSf3,year,hot_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,3.6490015983581543,HSf3,year,hot_spell_frequency,,7
05914_Hagen,3.564833641052246,HSf3,year,hot_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,4.121246814727783,HSf3,year,hot_spell_frequency,,7
05915_Hamm,4.616476535797119,HSf3,year,hot_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,4.4195709228515625,HSf3,year,hot_spell_frequency,,7
05916_Herne,4.4852752685546875,HSf3,year,hot_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,3.588378667831421,HSf3,year,hot_spell_frequency,,7
05958_Hochsauerlandkreis,2.86034893989563,HSf3,year,hot_spell_frequency,,7
05962_Märkischer Kreis,3.286459445953369,HSf3,year,hot_spell_frequency,,7
05966_Olpe,3.3818836212158203,HSf3,year,hot_spell_frequency,,7
05970_Siegen-Wittgenstein,3.4205374717712402,HSf3,year,hot_spell_frequency,,7
05974_Soest,3.6806752681732178,HSf3,year,hot_spell_frequency,,7
05978_Unna,4.347905158996582,HSf3,year,hot_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,5.155012607574463,HSf3,year,hot_spell_frequency,,7
06411_Darmstadt,5.246027946472168,HSf3,year,hot_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,4.9267048835754395,HSf3,year,hot_spell_frequency,,7
06412_Frankfurt am Main,5.127140998840332,HSf3,year,hot_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,4.910257339477539,HSf3,year,hot_spell_frequency,,7
06413_Offenbach am Main,5.186707496643066,HSf3,year,hot_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,4.887320041656494,HSf3,year,hot_spell_frequency,,7
06414_Wiesbaden,4.927192687988281,HSf3,year,hot_spell_frequency,,7
06431_Bergstraße,4.90312385559082,HSf3,year,hot_spell_frequency,,7
06432_Darmstadt-Dieburg,5.136165142059326,HSf3,year,hot_spell_frequency,,7
06433_Groß-Gerau,5.134774208068848,HSf3,year,hot_spell_frequency,,7
06434_Hochtaunuskreis,4.779845237731934,HSf3,year,hot_spell_frequency,,7
06435_Main-Kinzig-Kreis,4.874180316925049,HSf3,year,hot_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,4.877708435058594,HSf3,year,hot_spell_frequency,,7
06436_Main-Taunus-Kreis,4.8970184326171875,HSf3,year,hot_spell_frequency,,7
06437_Odenwaldkreis,4.892909049987793,HSf3,year,hot_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,4.917795181274414,HSf3,year,hot_spell_frequency,,7
06438_Offenbach,5.158421993255615,HSf3,year,hot_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,4.813599109649658,HSf3,year,hot_spell_frequency,,7
06440_Wetteraukreis,5.019125938415527,HSf3,year,hot_spell_frequency,,7
06531_Gießen,5.034782409667969,HSf3,year,hot_spell_frequency,,7
06532_Lahn-Dill-Kreis,4.444885730743408,HSf3,year,hot_spell_frequency,,7
06533_Limburg-Weilburg,4.799015998840332,HSf3,year,hot_spell_frequency,,7
06534_Marburg-Biedenkopf,4.8358025550842285,HSf3,year,hot_spell_frequency,,7
06535_Vogelsbergkreis,4.598148822784424,HSf3,year,hot_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,3.998898506164551,HSf3,year,hot_spell_frequency,,7
06611_Kassel,4.340457439422607,HSf3,year,hot_spell_frequency,,7
06631_Fulda,4.444279193878174,HSf3,year,hot_spell_frequency,,7
06632_Hersfeld-Rotenburg,4.642259120941162,HSf3,year,hot_spell_frequency,,7
06633_Kassel,4.234781265258789,HSf3,year,hot_spell_frequency,,7
06634_Schwalm-Eder-Kreis,4.576777458190918,HSf3,year,hot_spell_frequency,,7
06635_Waldeck-Frankenberg,3.7464559078216553,HSf3,year,hot_spell_frequency,,7
06636_Werra-Meißner-Kreis,4.276427268981934,HSf3,year,hot_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,4.588151454925537,HSf3,year,hot_spell_frequency,,7
07111_Koblenz,5.094094276428223,HSf3,year,hot_spell_frequency,,7
07131_Ahrweiler,3.8880670070648193,HSf3,year,hot_spell_frequency,,7
07132_Altenkirchen (Westerwald),4.0702900886535645,HSf3,year,hot_spell_frequency,,7
07133_Bad Kreuznach,4.8856916427612305,HSf3,year,hot_spell_frequency,,7
07134_Birkenfeld,4.29852819442749,HSf3,year,hot_spell_frequency,,7
07135_Cochem-Zell,4.495024681091309,HSf3,year,hot_spell_frequency,,7
07137_Mayen-Koblenz,4.710000514984131,HSf3,year,hot_spell_frequency,,7
07138_Neuwied,4.618016242980957,HSf3,year,hot_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,4.500694274902344,HSf3,year,hot_spell_frequency,,7
07141_Rhein-Lahn-Kreis,4.882600784301758,HSf3,year,hot_spell_frequency,,7
07143_Westerwaldkreis,4.198319435119629,HSf3,year,hot_spell_frequency,,7
07211_07235_Region_um_Trier,4.692100524902344,HSf3,year,hot_spell_frequency,,7
07211_Trier,4.942076683044434,HSf3,year,hot_spell_frequency,,7
07231_Bernkastel-Wittlich,4.5248637199401855,HSf3,year,hot_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,4.199209690093994,HSf3,year,hot_spell_frequency,,7
07233_Vulkaneifel,3.6827499866485596,HSf3,year,hot_spell_frequency,,7
07235_Trier-Saarburg,4.663853645324707,HSf3,year,hot_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),5.062954902648926,HSf3,year,hot_spell_frequency,,7
07311_Frankenthal (Pfalz),5.017187595367432,HSf3,year,hot_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,4.835443496704102,HSf3,year,hot_spell_frequency,,7
07312_Kaiserslautern,4.865265369415283,HSf3,year,hot_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,4.969013214111328,HSf3,year,hot_spell_frequency,,7
07313_Landau in der Pfalz,4.916374206542969,HSf3,year,hot_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,5.054871559143066,HSf3,year,hot_spell_frequency,,7
07314_Ludwigshafen am Rhein,5.020321369171143,HSf3,year,hot_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,5.005174160003662,HSf3,year,hot_spell_frequency,,7
07315_Mainz,5.236825942993164,HSf3,year,hot_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,4.936317443847656,HSf3,year,hot_spell_frequency,,7
07316_Neustadt an der Weinstraße,5.060699939727783,HSf3,year,hot_spell_frequency,,7
07317_07340_Region_um_Pirmasens,4.785481929779053,HSf3,year,hot_spell_frequency,,7
07317_Pirmasens,4.759389400482178,HSf3,year,hot_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,5.156639575958252,HSf3,year,hot_spell_frequency,,7
07318_Speyer,5.180567741394043,HSf3,year,hot_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,5.002810001373291,HSf3,year,hot_spell_frequency,,7
07319_Worms,5.164115905761719,HSf3,year,hot_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,4.810694694519043,HSf3,year,hot_spell_frequency,,7
07320_Zweibrücken,4.866666793823242,HSf3,year,hot_spell_frequency,,7
07331_Alzey-Worms,5.20897912979126,HSf3,year,hot_spell_frequency,,7
07332_Bad Dürkheim,4.874865531921387,HSf3,year,hot_spell_frequency,,7
07333_Donnersbergkreis,4.83350944519043,HSf3,year,hot_spell_frequency,,7
07334_Germersheim,5.4327826499938965,HSf3,year,hot_spell_frequency,,7
07335_Kaiserslautern,4.8554816246032715,HSf3,year,hot_spell_frequency,,7
07336_Kusel,4.828746795654297,HSf3,year,hot_spell_frequency,,7
07337_Südliche Weinstraße,4.9765496253967285,HSf3,year,hot_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,5.116503715515137,HSf3,year,hot_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,5.101990222930908,HSf3,year,hot_spell_frequency,,7
07339_Mainz-Bingen,4.976247310638428,HSf3,year,hot_spell_frequency,,7
07340_Südwestpfalz,4.78729248046875,HSf3,year,hot_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,4.947789669036865,HSf3,year,hot_spell_frequency,,7
08111_Stuttgart,5.145464897155762,HSf3,year,hot_spell_frequency,,7
08115_Böblingen,5.100368976593018,HSf3,year,hot_spell_frequency,,7
08116_Esslingen,4.932804584503174,HSf3,year,hot_spell_frequency,,7
08117_Göppingen,4.928983688354492,HSf3,year,hot_spell_frequency,,7
08118_Ludwigsburg,5.320713996887207,HSf3,year,hot_spell_frequency,,7
08119_Rems-Murr-Kreis,4.840370178222656,HSf3,year,hot_spell_frequency,,7
08121_08125_Region_um_Heilbronn,5.0879950523376465,HSf3,year,hot_spell_frequency,,7
08121_Heilbronn,5.216311931610107,HSf3,year,hot_spell_frequency,,7
08125_Heilbronn,5.075465202331543,HSf3,year,hot_spell_frequency,,7
08126_Hohenlohekreis,4.786023139953613,HSf3,year,hot_spell_frequency,,7
08127_Schwäbisch Hall,5.038780212402344,HSf3,year,hot_spell_frequency,,7
08128_Main-Tauber-Kreis,4.880835056304932,HSf3,year,hot_spell_frequency,,7
08135_Heidenheim,4.899863243103027,HSf3,year,hot_spell_frequency,,7
08136_Ostalbkreis,5.06719970703125,HSf3,year,hot_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,4.807392120361328,HSf3,year,hot_spell_frequency,,7
08211_Baden-Baden,4.849542617797852,HSf3,year,hot_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,5.311453819274902,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,5.488075256347656,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,5.231194972991943,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,4.799513339996338,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,5.064826965332031,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,5.269996166229248,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,5.01028299331665,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,4.98703670501709,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,4.847733497619629,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,5.0544819831848145,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,4.67772912979126,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,5.124107360839844,HSf3,year,hot_spell_frequency,,7
08235_Calw,4.4922871589660645,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,4.853561878204346,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,4.36027717590332,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,4.306144714355469,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,4.757053375244141,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,4.067409992218018,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,4.763147354125977,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,4.91745662689209,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,4.682837963104248,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,3.979109287261963,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,4.384031772613525,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,4.853076457977295,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,4.558601379394531,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,4.858885765075684,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,4.405858039855957,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,5.145851135253906,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,4.507364749908447,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,4.759354114532471,HSf3,year,hot_spell_frequency,,7
08421_Ulm,4.947681903839111,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,4.699155330657959,HSf3,year,hot_spell_frequency,,7
08426_Biberach,4.699470520019531,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,4.647602081298828,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,4.474789619445801,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,4.539332389831543,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,4.95161247253418,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,5.157691955566406,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,4.7996978759765625,HSf3,year,hot_spell_frequency,,7
09162_München,4.949918270111084,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,4.476958751678467,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,4.933333396911621,HSf3,year,hot_spell_frequency,,7
09171_Altötting,5.124031066894531,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,3.538895606994629,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,3.5929932594299316,HSf3,year,hot_spell_frequency,,7
09174_Dachau,4.887672424316406,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,4.895518779754639,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,5.013844966888428,HSf3,year,hot_spell_frequency,,7
09177_Erding,5.022170066833496,HSf3,year,hot_spell_frequency,,7
09178_Freising,4.938642501831055,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,4.713962078094482,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,2.7123591899871826,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,4.331991195678711,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,3.4076597690582275,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,5.10439395904541,HSf3,year,hot_spell_frequency,,7
09184_München,4.704865455627441,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,4.946465492248535,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,4.956221580505371,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,4.474584579467773,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,4.3278326988220215,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,4.4476318359375,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,3.9678657054901123,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,5.039520263671875,HSf3,year,hot_spell_frequency,,7
09261_Landshut,4.912799835205078,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,5.144088268280029,HSf3,year,hot_spell_frequency,,7
09262_Passau,5.1978440284729,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,5.180086135864258,HSf3,year,hot_spell_frequency,,7
09263_Straubing,5.250532627105713,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,5.440830707550049,HSf3,year,hot_spell_frequency,,7
09272_Freyung-Grafenau,4.125492095947266,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,5.159430027008057,HSf3,year,hot_spell_frequency,,7
09274_Landshut,5.046304702758789,HSf3,year,hot_spell_frequency,,7
09275_Passau,5.145855903625488,HSf3,year,hot_spell_frequency,,7
09276_Regen,4.100063800811768,HSf3,year,hot_spell_frequency,,7
09277_Rottal-Inn,5.174313068389893,HSf3,year,hot_spell_frequency,,7
