region,HSf3_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,1.8188472,HSf3,year,hot_spell_frequency,,7
05113_Essen,1.8609276,HSf3,year,hot_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,1.9406123,HSf3,year,hot_spell_frequency,,7
05114_Krefeld,2.0126996,HSf3,year,hot_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,1.988811,HSf3,year,hot_spell_frequency,,7
05116_Mönchengladbach,1.963444,HSf3,year,hot_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,1.9330134,HSf3,year,hot_spell_frequency,,7
05117_Mülheim an der Ruhr,1.9497528,HSf3,year,hot_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,1.8738534,HSf3,year,hot_spell_frequency,,7
05119_Oberhausen,1.9808087,HSf3,year,hot_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,1.6164082,HSf3,year,hot_spell_frequency,,7
05120_Remscheid,1.4603982,HSf3,year,hot_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,1.8019384,HSf3,year,hot_spell_frequency,,7
05122_Solingen,1.8010504,HSf3,year,hot_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,1.5969896,HSf3,year,hot_spell_frequency,,7
05124_Wuppertal,1.5615721,HSf3,year,hot_spell_frequency,,7
05154_Kleve,1.7814825,HSf3,year,hot_spell_frequency,,7
05158_Mettmann,1.9049352,HSf3,year,hot_spell_frequency,,7
05162_Rhein-Kreis Neuss,2.0703297,HSf3,year,hot_spell_frequency,,7
05166_Viersen,1.975704,HSf3,year,hot_spell_frequency,,7
05170_Wesel,1.8224763,HSf3,year,hot_spell_frequency,,7
05314_05382_Region_um_Bonn,1.9484869,HSf3,year,hot_spell_frequency,,7
05314_Bonn,2.050949,HSf3,year,hot_spell_frequency,,7
05315_Köln,2.223097,HSf3,year,hot_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,1.9946513,HSf3,year,hot_spell_frequency,,7
05316_Leverkusen,2.0868382,HSf3,year,hot_spell_frequency,,7
05334_Städteregion Aachen,1.3646022,HSf3,year,hot_spell_frequency,,7
05358_Düren,1.7264309,HSf3,year,hot_spell_frequency,,7
05362_Rhein-Erft-Kreis,2.081294,HSf3,year,hot_spell_frequency,,7
05366_Euskirchen,1.321198,HSf3,year,hot_spell_frequency,,7
05370_Heinsberg,1.9331758,HSf3,year,hot_spell_frequency,,7
05374_Oberbergischer Kreis,1.50475,HSf3,year,hot_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,1.8550816,HSf3,year,hot_spell_frequency,,7
05382_Rhein-Sieg-Kreis,1.9356499,HSf3,year,hot_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,1.8568053,HSf3,year,hot_spell_frequency,,7
05512_Bottrop,1.9309268,HSf3,year,hot_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,1.8719316,HSf3,year,hot_spell_frequency,,7
05513_Gelsenkirchen,1.9474947,HSf3,year,hot_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,1.6271336,HSf3,year,hot_spell_frequency,,7
05515_Münster,1.6894631,HSf3,year,hot_spell_frequency,,7
05554_Borken,1.6062338,HSf3,year,hot_spell_frequency,,7
05558_Coesfeld,1.6830357,HSf3,year,hot_spell_frequency,,7
05562_Recklinghausen,1.8682128,HSf3,year,hot_spell_frequency,,7
05566_Steinfurt,1.5276359,HSf3,year,hot_spell_frequency,,7
05570_Warendorf,1.7007258,HSf3,year,hot_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,1.5067793,HSf3,year,hot_spell_frequency,,7
05711_Bielefeld,1.5712153,HSf3,year,hot_spell_frequency,,7
05754_Gütersloh,1.6574702,HSf3,year,hot_spell_frequency,,7
05758_Herford,1.486313,HSf3,year,hot_spell_frequency,,7
05762_Höxter,1.4260381,HSf3,year,hot_spell_frequency,,7
05766_Lippe,1.3839278,HSf3,year,hot_spell_frequency,,7
05770_Minden-Lübbecke,1.514391,HSf3,year,hot_spell_frequency,,7
05774_Paderborn,1.3838943,HSf3,year,hot_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,1.7806947,HSf3,year,hot_spell_frequency,,7
05911_Bochum,1.7892832,HSf3,year,hot_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,1.7400591,HSf3,year,hot_spell_frequency,,7
05913_Dortmund,1.8098577,HSf3,year,hot_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,1.4910587,HSf3,year,hot_spell_frequency,,7
05914_Hagen,1.4019713,HSf3,year,hot_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,1.643021,HSf3,year,hot_spell_frequency,,7
05915_Hamm,1.8001322,HSf3,year,hot_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,1.8683845,HSf3,year,hot_spell_frequency,,7
05916_Herne,1.9211428,HSf3,year,hot_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,1.4884663,HSf3,year,hot_spell_frequency,,7
05958_Hochsauerlandkreis,1.0536904,HSf3,year,hot_spell_frequency,,7
05962_Märkischer Kreis,1.2764198,HSf3,year,hot_spell_frequency,,7
05966_Olpe,1.2373213,HSf3,year,hot_spell_frequency,,7
05970_Siegen-Wittgenstein,1.2378945,HSf3,year,hot_spell_frequency,,7
05974_Soest,1.46839,HSf3,year,hot_spell_frequency,,7
05978_Unna,1.7833377,HSf3,year,hot_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,2.52575,HSf3,year,hot_spell_frequency,,7
06411_Darmstadt,2.5795128,HSf3,year,hot_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,2.2922685,HSf3,year,hot_spell_frequency,,7
06412_Frankfurt am Main,2.6287708,HSf3,year,hot_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,2.2738297,HSf3,year,hot_spell_frequency,,7
06413_Offenbach am Main,2.6883094,HSf3,year,hot_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,2.3353252,HSf3,year,hot_spell_frequency,,7
06414_Wiesbaden,2.359251,HSf3,year,hot_spell_frequency,,7
06431_Bergstraße,2.4973612,HSf3,year,hot_spell_frequency,,7
06432_Darmstadt-Dieburg,2.4696214,HSf3,year,hot_spell_frequency,,7
06433_Groß-Gerau,2.6741517,HSf3,year,hot_spell_frequency,,7
06434_Hochtaunuskreis,2.048997,HSf3,year,hot_spell_frequency,,7
06435_Main-Kinzig-Kreis,2.112751,HSf3,year,hot_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,2.26974,HSf3,year,hot_spell_frequency,,7
06436_Main-Taunus-Kreis,2.3902185,HSf3,year,hot_spell_frequency,,7
06437_Odenwaldkreis,2.1617708,HSf3,year,hot_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,2.3529794,HSf3,year,hot_spell_frequency,,7
06438_Offenbach,2.6148555,HSf3,year,hot_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,2.0142472,HSf3,year,hot_spell_frequency,,7
06440_Wetteraukreis,2.2575247,HSf3,year,hot_spell_frequency,,7
06531_Gießen,2.093272,HSf3,year,hot_spell_frequency,,7
06532_Lahn-Dill-Kreis,1.767684,HSf3,year,hot_spell_frequency,,7
06533_Limburg-Weilburg,1.9477859,HSf3,year,hot_spell_frequency,,7
06534_Marburg-Biedenkopf,1.8109635,HSf3,year,hot_spell_frequency,,7
06535_Vogelsbergkreis,1.6815068,HSf3,year,hot_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,1.4802405,HSf3,year,hot_spell_frequency,,7
06611_Kassel,1.5866247,HSf3,year,hot_spell_frequency,,7
06631_Fulda,1.5662949,HSf3,year,hot_spell_frequency,,7
06632_Hersfeld-Rotenburg,1.7310107,HSf3,year,hot_spell_frequency,,7
06633_Kassel,1.5303718,HSf3,year,hot_spell_frequency,,7
06634_Schwalm-Eder-Kreis,1.6924878,HSf3,year,hot_spell_frequency,,7
06635_Waldeck-Frankenberg,1.3993165,HSf3,year,hot_spell_frequency,,7
06636_Werra-Meißner-Kreis,1.5792179,HSf3,year,hot_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,1.8225942,HSf3,year,hot_spell_frequency,,7
07111_Koblenz,2.062554,HSf3,year,hot_spell_frequency,,7
07131_Ahrweiler,1.5402467,HSf3,year,hot_spell_frequency,,7
07132_Altenkirchen (Westerwald),1.5806551,HSf3,year,hot_spell_frequency,,7
07133_Bad Kreuznach,2.1672947,HSf3,year,hot_spell_frequency,,7
07134_Birkenfeld,1.7346973,HSf3,year,hot_spell_frequency,,7
07135_Cochem-Zell,1.806436,HSf3,year,hot_spell_frequency,,7
07137_Mayen-Koblenz,1.8798422,HSf3,year,hot_spell_frequency,,7
07138_Neuwied,1.9158009,HSf3,year,hot_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,1.7621591,HSf3,year,hot_spell_frequency,,7
07141_Rhein-Lahn-Kreis,1.9339123,HSf3,year,hot_spell_frequency,,7
07143_Westerwaldkreis,1.660599,HSf3,year,hot_spell_frequency,,7
07211_07235_Region_um_Trier,1.9297562,HSf3,year,hot_spell_frequency,,7
07211_Trier,2.016321,HSf3,year,hot_spell_frequency,,7
07231_Bernkastel-Wittlich,1.8131294,HSf3,year,hot_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,1.584208,HSf3,year,hot_spell_frequency,,7
07233_Vulkaneifel,1.3440313,HSf3,year,hot_spell_frequency,,7
07235_Trier-Saarburg,1.9199742,HSf3,year,hot_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),2.804059,HSf3,year,hot_spell_frequency,,7
07311_Frankenthal (Pfalz),2.8047922,HSf3,year,hot_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,2.3201737,HSf3,year,hot_spell_frequency,,7
07312_Kaiserslautern,2.2081954,HSf3,year,hot_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,2.574185,HSf3,year,hot_spell_frequency,,7
07313_Landau in der Pfalz,2.5486383,HSf3,year,hot_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,2.8030622,HSf3,year,hot_spell_frequency,,7
07314_Ludwigshafen am Rhein,2.8013034,HSf3,year,hot_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,2.5196428,HSf3,year,hot_spell_frequency,,7
07315_Mainz,2.5624952,HSf3,year,hot_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,2.5277262,HSf3,year,hot_spell_frequency,,7
07316_Neustadt an der Weinstraße,2.6018524,HSf3,year,hot_spell_frequency,,7
07317_07340_Region_um_Pirmasens,2.2778604,HSf3,year,hot_spell_frequency,,7
07317_Pirmasens,2.2407637,HSf3,year,hot_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,2.652108,HSf3,year,hot_spell_frequency,,7
07318_Speyer,2.818558,HSf3,year,hot_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,2.5633664,HSf3,year,hot_spell_frequency,,7
07319_Worms,2.7450824,HSf3,year,hot_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,2.2727063,HSf3,year,hot_spell_frequency,,7
07320_Zweibrücken,2.2636893,HSf3,year,hot_spell_frequency,,7
07331_Alzey-Worms,2.5208402,HSf3,year,hot_spell_frequency,,7
07332_Bad Dürkheim,2.4590504,HSf3,year,hot_spell_frequency,,7
07333_Donnersbergkreis,2.280011,HSf3,year,hot_spell_frequency,,7
07334_Germersheim,2.8137739,HSf3,year,hot_spell_frequency,,7
07335_Kaiserslautern,2.2125044,HSf3,year,hot_spell_frequency,,7
07336_Kusel,2.1686301,HSf3,year,hot_spell_frequency,,7
07337_Südliche Weinstraße,2.5778425,HSf3,year,hot_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,2.636344,HSf3,year,hot_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,2.8111868,HSf3,year,hot_spell_frequency,,7
07339_Mainz-Bingen,2.4530785,HSf3,year,hot_spell_frequency,,7
07340_Südwestpfalz,2.280435,HSf3,year,hot_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,2.4977934,HSf3,year,hot_spell_frequency,,7
08111_Stuttgart,2.6186657,HSf3,year,hot_spell_frequency,,7
08115_Böblingen,2.4285133,HSf3,year,hot_spell_frequency,,7
08116_Esslingen,2.4263265,HSf3,year,hot_spell_frequency,,7
08117_Göppingen,2.0594833,HSf3,year,hot_spell_frequency,,7
08118_Ludwigsburg,2.6370418,HSf3,year,hot_spell_frequency,,7
08119_Rems-Murr-Kreis,2.459201,HSf3,year,hot_spell_frequency,,7
08121_08125_Region_um_Heilbronn,2.5729787,HSf3,year,hot_spell_frequency,,7
08121_Heilbronn,2.6339426,HSf3,year,hot_spell_frequency,,7
08125_Heilbronn,2.5670257,HSf3,year,hot_spell_frequency,,7
08126_Hohenlohekreis,2.3317494,HSf3,year,hot_spell_frequency,,7
08127_Schwäbisch Hall,2.2153194,HSf3,year,hot_spell_frequency,,7
08128_Main-Tauber-Kreis,2.2610707,HSf3,year,hot_spell_frequency,,7
08135_Heidenheim,2.0951946,HSf3,year,hot_spell_frequency,,7
08136_Ostalbkreis,2.1137497,HSf3,year,hot_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,2.260911,HSf3,year,hot_spell_frequency,,7
08211_Baden-Baden,2.2363381,HSf3,year,hot_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,2.7034051,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,2.7527857,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,2.6486216,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,2.2655046,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,2.5959444,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,2.6098747,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,2.6077719,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,2.7865765,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,2.2979977,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,2.567799,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,2.130107,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,2.28293,HSf3,year,hot_spell_frequency,,7
08235_Calw,1.9362357,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,2.3716211,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,1.8505933,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,2.0983727,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,2.4173393,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,1.9314418,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,2.3645968,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,2.4251606,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,1.9993625,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,1.6975514,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,1.8857313,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,2.4858894,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,2.3136516,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,2.2207658,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,1.8198187,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,2.4549243,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,1.8394023,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,2.1289277,HSf3,year,hot_spell_frequency,,7
08421_Ulm,2.2724266,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,2.0483358,HSf3,year,hot_spell_frequency,,7
08426_Biberach,2.1445284,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,2.2082489,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,2.0467002,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,1.9800649,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,2.440778,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,2.6019964,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,2.3454957,HSf3,year,hot_spell_frequency,,7
09162_München,2.5183868,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,2.0978556,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,2.3479924,HSf3,year,hot_spell_frequency,,7
09171_Altötting,2.5915823,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,1.240516,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,1.4194372,HSf3,year,hot_spell_frequency,,7
09174_Dachau,2.3983653,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,2.3791065,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,2.3749912,HSf3,year,hot_spell_frequency,,7
09177_Erding,2.4190388,HSf3,year,hot_spell_frequency,,7
09178_Freising,2.4675543,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,2.2127934,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,0.8778379,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,1.991385,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,1.2818158,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,2.5002975,HSf3,year,hot_spell_frequency,,7
09184_München,2.301722,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,2.4990132,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,2.4603837,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,2.0909212,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,2.0503647,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,1.9226775,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,1.7587429,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,2.4588656,HSf3,year,hot_spell_frequency,,7
09261_Landshut,2.4696417,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,2.5364707,HSf3,year,hot_spell_frequency,,7
09262_Passau,2.6567755,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,2.5191815,HSf3,year,hot_spell_frequency,,7
09263_Straubing,2.6801445,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,2.5558846,HSf3,year,hot_spell_frequency,,7
09272_Freyung-Grafenau,1.6700635,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,2.4512186,HSf3,year,hot_spell_frequency,,7
09274_Landshut,2.458289,HSf3,year,hot_spell_frequency,,7
09275_Passau,2.5308936,HSf3,year,hot_spell_frequency,,7
09276_Regen,1.6320386,HSf3,year,hot_spell_frequency,,7
09277_Rottal-Inn,2.5494485,HSf3,year,hot_spell_frequency,,7
09278_Straubing-Bogen,2.5096688,HSf3,year,hot_spell_frequency,,7
09279_Dingolfing-Landau,2.5761418,HSf3,year,hot_spell_frequency,,7
09361_09371_Region_um_Amberg,2.1632247,HSf3,year,hot_spell_frequency,,7
09361_Amberg,2.2290874,HSf3,year,hot_spell_frequency,,7
09362_09375_Region_um_Regensburg,2.478516,HSf3,year,hot_spell_frequency,,7
09362_Regensburg,2.5928714,HSf3,year,hot_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,1.9540092,HSf3,year,hot_spell_frequency,,7
09363_Weiden i.d. OPf.,2.0561233,HSf3,year,hot_spell_frequency,,7
09371_Amberg-Sulzbach,2.1604764,HSf3,year,hot_spell_frequency,,7
09372_Cham,2.0266595,HSf3,year,hot_spell_frequency,,7
09373_Neumarkt i.d. OPf.,2.1734762,HSf3,year,hot_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,1.9488122,HSf3,year,hot_spell_frequency,,7
09375_Regensburg,2.4713259,HSf3,year,hot_spell_frequency,,7
09376_Schwandorf,2.2249181,HSf3,year,hot_spell_frequency,,7
09377_Tirschenreuth,1.6603758,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,2.2526371,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,2.3464723,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,1.8552556,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,1.9327329,HSf3,year,hot_spell_frequency,,7
