region,HSf3_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09262_Passau,0.03475560247898102,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,0.038777533918619156,HSf3,year,hot_spell_frequency,,7
09263_Straubing,0.05254979059100151,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,0.02388560026884079,HSf3,year,hot_spell_frequency,,7
09272_Freyung-Grafenau,-0.031623389571905136,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,0.02094930410385132,HSf3,year,hot_spell_frequency,,7
09274_Landshut,0.05054154247045517,HSf3,year,hot_spell_frequency,,7
09275_Passau,0.04698758199810982,HSf3,year,hot_spell_frequency,,7
09276_Regen,-0.04452487826347351,HSf3,year,hot_spell_frequency,,7
09277_Rottal-Inn,-0.00499996542930603,HSf3,year,hot_spell_frequency,,7
09278_Straubing-Bogen,0.03796359524130821,HSf3,year,hot_spell_frequency,,7
09279_Dingolfing-Landau,0.02150488644838333,HSf3,year,hot_spell_frequency,,7
09361_09371_Region_um_Amberg,-0.03437735512852669,HSf3,year,hot_spell_frequency,,7
09361_Amberg,-0.03333333507180214,HSf3,year,hot_spell_frequency,,7
09362_09375_Region_um_Regensburg,0.010645076632499695,HSf3,year,hot_spell_frequency,,7
09362_Regensburg,0.02964063361287117,HSf3,year,hot_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.051102250814437866,HSf3,year,hot_spell_frequency,,7
09363_Weiden i.d. OPf.,-0.047133445739746094,HSf3,year,hot_spell_frequency,,7
09371_Amberg-Sulzbach,-0.0344209261238575,HSf3,year,hot_spell_frequency,,7
09372_Cham,-0.03208034485578537,HSf3,year,hot_spell_frequency,,7
09373_Neumarkt i.d. OPf.,0.004921168088912964,HSf3,year,hot_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,-0.05130423605442047,HSf3,year,hot_spell_frequency,,7
09375_Regensburg,0.00945073738694191,HSf3,year,hot_spell_frequency,,7
09376_Schwandorf,-0.0363912358880043,HSf3,year,hot_spell_frequency,,7
09377_Tirschenreuth,-0.058254655450582504,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,0.09132444113492966,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,0.039357852190732956,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,-0.032170847058296204,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,-0.028401009738445282,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,0.020697161555290222,HSf3,year,hot_spell_frequency,,7
09463_Coburg,-0.0028073489665985107,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,-0.04115205630660057,HSf3,year,hot_spell_frequency,,7
09464_Hof,-0.056239571422338486,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,0.09388872981071472,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,-0.03237942233681679,HSf3,year,hot_spell_frequency,,7
09473_Coburg,0.02243196964263916,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,0.01437801867723465,HSf3,year,hot_spell_frequency,,7
09475_Hof,-0.040184829384088516,HSf3,year,hot_spell_frequency,,7
09476_Kronach,-0.04024288058280945,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,-0.034374505281448364,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,0.07904639840126038,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,-0.04606489837169647,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,0.12244071066379547,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,0.13155321776866913,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,0.11976884305477142,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,0.09882929176092148,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,0.0925719141960144,HSf3,year,hot_spell_frequency,,7
09563_Fürth,0.10232092440128326,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.07273140549659729,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,0.09819108247756958,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,0.061500534415245056,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,0.09669490158557892,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,0.12194661796092987,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,0.13137732446193695,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.11252987384796143,HSf3,year,hot_spell_frequency,,7
09573_Fürth,0.08557239174842834,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,0.03642897307872772,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.14062973856925964,HSf3,year,hot_spell_frequency,,7
09576_Roth,0.052496641874313354,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,0.07225827872753143,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,0.01830163598060608,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,0.10293181240558624,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,0.13267455995082855,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,0.10367818176746368,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,0.0873049646615982,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,0.07158501446247101,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,0.03222988545894623,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,-0.00897807627916336,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,0.025952965021133423,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,0.10392402112483978,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,0.18582113087177277,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,-0.016324752941727638,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,0.0077949464321136475,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,0.13392335176467896,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,0.08890534937381744,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,0.03770698979496956,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,0.06067525967955589,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,-0.06014222651720047,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,-0.09348282217979431,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),-0.025126785039901733,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),-0.01305948942899704,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,0.010384732857346535,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,-0.05655990540981293,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,0.0581313781440258,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,0.019818391650915146,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,0.01873175799846649,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,0.022182978689670563,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,0.03187150880694389,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.001547686755657196,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),0.019038798287510872,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,-0.059110961854457855,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,-0.014464884996414185,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,0.0976686105132103,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,-0.02565622329711914,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,0.04410494118928909,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,0.015072289854288101,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.02038586512207985,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,-0.010973259806632996,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,0.055504750460386276,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,-0.012294616550207138,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,-0.02526894025504589,HSf3,year,hot_spell_frequency,,7
11000_Berlin,-0.5055567622184753,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.4389322102069855,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,-0.4547199606895447,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,-0.7846860885620117,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,-0.7293868064880371,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.6802565455436707,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),-0.780828595161438,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.4538021981716156,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,-0.5683250427246094,HSf3,year,hot_spell_frequency,,7
12060_Barnim,-0.4886842966079712,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,-0.6589113473892212,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,-0.5270535945892334,HSf3,year,hot_spell_frequency,,7
12063_Havelland,-0.42689424753189087,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,-0.6373093724250793,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,-0.43088868260383606,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,-0.6548851132392883,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,-0.7144229412078857,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,-0.3736840486526489,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,-0.44553253054618835,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,-0.22676244378089905,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,-0.7903308868408203,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,-0.5479387044906616,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,-0.42879393696784973,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,-0.04981115460395813,HSf3,year,hot_spell_frequency,,7
13003_Rostock,-0.042718932032585144,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,-0.1118924468755722,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,-0.08652304112911224,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,-0.20773257315158844,HSf3,year,hot_spell_frequency,,7
13072_Rostock,-0.05017842352390289,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,-0.06639464944601059,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,-0.044482842087745667,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,-0.1548084169626236,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,-0.1427043229341507,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.05290835350751877,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,-0.06298767030239105,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,-0.05620754510164261,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,-0.06340168416500092,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,-0.030559824779629707,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,-0.020748838782310486,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,-0.2894349694252014,HSf3,year,hot_spell_frequency,,7
14612_Dresden,-0.12889929115772247,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,-0.4525871276855469,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,-0.5646992921829224,HSf3,year,hot_spell_frequency,,7
14627_Meißen,-0.2183302938938141,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,-0.14716055989265442,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,-0.17875930666923523,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,-0.12752127647399902,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,-0.0671294629573822,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,-0.27617141604423523,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.3532187342643738,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,-0.280539870262146,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),-0.23975825309753418,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),-0.2575128972530365,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.29023829102516174,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,-0.24466189742088318,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,-0.25900113582611084,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,-0.3004132807254791,HSf3,year,hot_spell_frequency,,7
15083_Börde,-0.2429225891828537,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,-0.09251749515533447,HSf3,year,hot_spell_frequency,,7
15085_Harz,-0.11199161410331726,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,-0.33529940247535706,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,-0.1789770871400833,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,-0.23801696300506592,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,-0.32462823390960693,HSf3,year,hot_spell_frequency,,7
15090_Stendal,-0.35070765018463135,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,-0.40185534954071045,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.049781978130340576,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,-0.03364019840955734,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,-0.06761941313743591,HSf3,year,hot_spell_frequency,,7
16052_Gera,-0.06602697819471359,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,-0.041367121040821075,HSf3,year,hot_spell_frequency,,7
16053_Jena,-0.014945775270462036,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,-0.020961888134479523,HSf3,year,hot_spell_frequency,,7
16054_Suhl,-0.033430710434913635,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,-0.042830951511859894,HSf3,year,hot_spell_frequency,,7
16055_Weimar,-0.04195977747440338,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,-0.0040440186858177185,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,-0.0002880766987800598,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,-0.012051239609718323,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,-0.05751349776983261,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,-0.006160922348499298,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,0.012978099286556244,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,-0.10834446549415588,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,-0.02675000950694084,HSf3,year,hot_spell_frequency,,7
16067_Gotha,-0.02726370468735695,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,-0.11672110110521317,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,-0.0104229636490345,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,-0.02193712443113327,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,-0.04293078929185867,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,-0.033277057111263275,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,-0.02587011456489563,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,-0.04367329925298691,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,-0.015587899833917618,HSf3,year,hot_spell_frequency,,7
16076_Greiz,-0.04984976351261139,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,0.02232220768928528,HSf3,year,hot_spell_frequency,,7
