region,HSf3_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09462_09472_Region_um_Bayreuth,1.0923958,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,1.1522402,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,1.2776916,HSf3,year,hot_spell_frequency,,7
09463_Coburg,1.3247925,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,0.78616536,HSf3,year,hot_spell_frequency,,7
09464_Hof,0.81650054,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,1.373762,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,1.0890849,HSf3,year,hot_spell_frequency,,7
09473_Coburg,1.2742153,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,1.3471605,HSf3,year,hot_spell_frequency,,7
09475_Hof,0.78422064,HSf3,year,hot_spell_frequency,,7
09476_Kronach,0.9615636,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,1.1055021,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,1.2743717,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,0.841364,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,1.3094522,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,1.3054345,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,1.5532938,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,1.5857046,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,1.537396,HSf3,year,hot_spell_frequency,,7
09563_Fürth,1.5893195,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,1.4387606,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,1.6165009,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,1.4485692,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,1.5513489,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,1.30967,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,1.5250123,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,1.3871579,HSf3,year,hot_spell_frequency,,7
09573_Fürth,1.467402,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,1.325278,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,1.3928599,HSf3,year,hot_spell_frequency,,7
09576_Roth,1.4101497,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,1.3050635,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,1.3521663,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,1.4985476,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,1.4406484,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,1.4419311,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,1.4449532,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,1.4817029,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,1.3611743,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,1.2163949,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,1.1320091,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,1.3855959,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,1.4678755,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,1.3299266,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,1.3513672,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,1.4405931,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,1.4412119,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,1.3899441,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,1.411611,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,0.65796936,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,0.8488049,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.42454287,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),0.74875087,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,1.0868684,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,1.042892,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,1.4314146,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,1.3570997,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,1.4239492,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,1.3408693,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,1.3258042,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.8653314,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),1.0072998,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,0.65206647,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,1.0477054,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,1.3954785,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,0.4103185,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,1.4024495,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,1.2105645,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,1.3038012,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,1.336345,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,1.3633242,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,1.3529435,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,1.1211071,HSf3,year,hot_spell_frequency,,7
11000_Berlin,1.3668191,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,1.238182,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,1.2505018,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,1.4255825,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,1.4312476,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),1.3037331,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),1.3357152,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,1.2588695,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,1.25138,HSf3,year,hot_spell_frequency,,7
12060_Barnim,1.171679,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,1.4059765,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,1.4259826,HSf3,year,hot_spell_frequency,,7
12063_Havelland,1.2138311,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,1.2653203,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,1.1383445,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,1.4232614,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,1.338169,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,1.0596426,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,1.2533519,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,1.0036461,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,1.4250041,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,1.3463445,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,1.0364245,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,0.6525218,HSf3,year,hot_spell_frequency,,7
13003_Rostock,0.52340955,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,0.7835781,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,0.75324035,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,0.8090906,HSf3,year,hot_spell_frequency,,7
13072_Rostock,0.6592077,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,0.4062938,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,0.6116029,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,0.7334468,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,0.8612491,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,0.8852475,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,1.0062122,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,0.6433783,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,1.0096089,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,0.8189773,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,1.0511918,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,1.2430543,HSf3,year,hot_spell_frequency,,7
14612_Dresden,1.3868335,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,1.2841599,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,1.2821444,HSf3,year,hot_spell_frequency,,7
14627_Meißen,1.3912159,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,1.0250934,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,1.3757967,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,1.4435205,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,1.3516004,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,1.3854609,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,1.3489213,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,1.3646798,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),1.3781898,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),1.4450153,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,1.2150333,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,1.2909402,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,1.0907307,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,1.3486756,HSf3,year,hot_spell_frequency,,7
15083_Börde,1.1506264,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,1.2890491,HSf3,year,hot_spell_frequency,,7
15085_Harz,0.86814594,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,1.246708,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,1.1015174,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,1.3716362,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,1.2757512,HSf3,year,hot_spell_frequency,,7
15090_Stendal,1.1649877,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,1.3470907,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,1.0569361,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,1.1941258,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,1.1913998,HSf3,year,hot_spell_frequency,,7
16052_Gera,1.2006549,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,1.1551472,HSf3,year,hot_spell_frequency,,7
16053_Jena,1.1951108,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,0.91920465,HSf3,year,hot_spell_frequency,,7
16054_Suhl,0.71719164,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,1.1490214,HSf3,year,hot_spell_frequency,,7
16055_Weimar,1.1271493,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,0.9833577,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,1.0586623,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,0.8712811,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,0.9415516,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,0.9902467,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,1.0718818,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,1.160126,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,0.919553,HSf3,year,hot_spell_frequency,,7
16067_Gotha,0.9443342,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,1.2747488,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,1.0359087,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,0.8206573,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,1.1515276,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,0.8605641,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,0.9002099,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,1.1559218,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,0.873901,HSf3,year,hot_spell_frequency,,7
16076_Greiz,1.0626289,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,1.2552221,HSf3,year,hot_spell_frequency,,7
