region,ci_name,ci_frequency,standard_name,units,mid_month,HSf3_year_2C_rcp85_ensemble-robustness
09576_Roth,HSf3,year,hot_spell_frequency,,7,2
09577_Weißenburg-Gunzenhausen,HSf3,year,hot_spell_frequency,,7,2
09661_09671_09676_Region_um_Aschaffenburg,HSf3,year,hot_spell_frequency,,7,2
09661_Aschaffenburg,HSf3,year,hot_spell_frequency,,7,2
09662_09678_Region_um_Schweinfurt,HSf3,year,hot_spell_frequency,,7,2
09662_Schweinfurt,HSf3,year,hot_spell_frequency,,7,1
09663_09679_Region_um_Würzburg,HSf3,year,hot_spell_frequency,,7,2
09663_Würzburg,HSf3,year,hot_spell_frequency,,7,2
09671_Aschaffenburg,HSf3,year,hot_spell_frequency,,7,2
09672_Bad Kissingen,HSf3,year,hot_spell_frequency,,7,2
09673_Rhön-Grabfeld,HSf3,year,hot_spell_frequency,,7,2
09674_Haßberge,HSf3,year,hot_spell_frequency,,7,2
09675_Kitzingen,HSf3,year,hot_spell_frequency,,7,2
09676_Miltenberg,HSf3,year,hot_spell_frequency,,7,2
09677_Main-Spessart,HSf3,year,hot_spell_frequency,,7,2
09678_Schweinfurt,HSf3,year,hot_spell_frequency,,7,2
09679_Würzburg,HSf3,year,hot_spell_frequency,,7,2
09761_09772_09771_Region_um_Augsburg,HSf3,year,hot_spell_frequency,,7,2
09761_Augsburg,HSf3,year,hot_spell_frequency,,7,2
09762_09777_Region_um_Kaufbeuren,HSf3,year,hot_spell_frequency,,7,2
09762_Kaufbeuren,HSf3,year,hot_spell_frequency,,7,2
09763_09780_Region_um_Kempten_(Allgäu),HSf3,year,hot_spell_frequency,,7,2
09763_Kempten (Allgäu),HSf3,year,hot_spell_frequency,,7,2
09764_09778_08436_Region_um_Memmingen,HSf3,year,hot_spell_frequency,,7,2
09764_Memmingen,HSf3,year,hot_spell_frequency,,7,2
09771_Aichach-Friedberg,HSf3,year,hot_spell_frequency,,7,2
09772_Augsburg,HSf3,year,hot_spell_frequency,,7,2
09773_Dillingen a.d. Donau,HSf3,year,hot_spell_frequency,,7,2
09774_Günzburg,HSf3,year,hot_spell_frequency,,7,2
09775_Neu-Ulm,HSf3,year,hot_spell_frequency,,7,2
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),HSf3,year,hot_spell_frequency,,7,2
09776_Lindau (Bodensee),HSf3,year,hot_spell_frequency,,7,2
09777_Ostallgäu,HSf3,year,hot_spell_frequency,,7,2
09778_Unterallgäu,HSf3,year,hot_spell_frequency,,7,2
09779_Donau-Ries,HSf3,year,hot_spell_frequency,,7,2
09780_Oberallgäu,HSf3,year,hot_spell_frequency,,7,2
10041_Regionalverband Saarbrücken,HSf3,year,hot_spell_frequency,,7,2
10042_Merzig-Wadern,HSf3,year,hot_spell_frequency,,7,2
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,HSf3,year,hot_spell_frequency,,7,2
10043_Neunkirchen,HSf3,year,hot_spell_frequency,,7,2
10044_Saarlouis,HSf3,year,hot_spell_frequency,,7,2
10045_Saarpfalz-Kreis,HSf3,year,hot_spell_frequency,,7,2
10046_St. Wendel,HSf3,year,hot_spell_frequency,,7,2
11000_Berlin,HSf3,year,hot_spell_frequency,,7,2
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,HSf3,year,hot_spell_frequency,,7,2
12051_Brandenburg an der Havel,HSf3,year,hot_spell_frequency,,7,1
12052_12071_Region_um_Cottbus,HSf3,year,hot_spell_frequency,,7,2
12052_Cottbus,HSf3,year,hot_spell_frequency,,7,2
12053_12067_12064_Region_um_Frankfurt_(Oder),HSf3,year,hot_spell_frequency,,7,2
12053_Frankfurt (Oder),HSf3,year,hot_spell_frequency,,7,2
12054_12063_12069_11000_12051_Region_um_Potsdam,HSf3,year,hot_spell_frequency,,7,2
12054_Potsdam,HSf3,year,hot_spell_frequency,,7,1
12060_Barnim,HSf3,year,hot_spell_frequency,,7,2
12061_Dahme-Spreewald,HSf3,year,hot_spell_frequency,,7,2
12062_Elbe-Elster,HSf3,year,hot_spell_frequency,,7,2
12063_Havelland,HSf3,year,hot_spell_frequency,,7,1
12064_Märkisch-Oderland,HSf3,year,hot_spell_frequency,,7,1
12065_Oberhavel,HSf3,year,hot_spell_frequency,,7,2
12066_Oberspreewald-Lausitz,HSf3,year,hot_spell_frequency,,7,2
12067_Oder-Spree,HSf3,year,hot_spell_frequency,,7,2
12068_Ostprignitz-Ruppin,HSf3,year,hot_spell_frequency,,7,1
12069_Potsdam-Mittelmark,HSf3,year,hot_spell_frequency,,7,2
12070_Prignitz,HSf3,year,hot_spell_frequency,,7,2
12071_Spree-Neiße,HSf3,year,hot_spell_frequency,,7,2
12072_Teltow-Fläming,HSf3,year,hot_spell_frequency,,7,2
12073_Uckermark,HSf3,year,hot_spell_frequency,,7,1
13003_13072_Region_um_Rostock,HSf3,year,hot_spell_frequency,,7,1
13003_Rostock,HSf3,year,hot_spell_frequency,,7,1
13004_13076_13074_Region_um_Schwerin,HSf3,year,hot_spell_frequency,,7,1
13004_Schwerin,HSf3,year,hot_spell_frequency,,7,1
13071_Mecklenburgische Seenplatte,HSf3,year,hot_spell_frequency,,7,1
13072_Rostock,HSf3,year,hot_spell_frequency,,7,1
13073_Vorpommern-Rügen,HSf3,year,hot_spell_frequency,,7,1
13074_Nordwestmecklenburg,HSf3,year,hot_spell_frequency,,7,1
13075_Vorpommern-Greifswald,HSf3,year,hot_spell_frequency,,7,2
13076_Ludwigslust-Parchim,HSf3,year,hot_spell_frequency,,7,1
14511_14524_14521_14522_Region_um_Chemnitz,HSf3,year,hot_spell_frequency,,7,2
14511_Chemnitz,HSf3,year,hot_spell_frequency,,7,1
14521_Erzgebirgskreis,HSf3,year,hot_spell_frequency,,7,1
14522_Mittelsachsen,HSf3,year,hot_spell_frequency,,7,2
14523_Vogtlandkreis,HSf3,year,hot_spell_frequency,,7,1
14524_Zwickau,HSf3,year,hot_spell_frequency,,7,2
14612_14627_14625_14628_Region_um_Dresden,HSf3,year,hot_spell_frequency,,7,2
14612_Dresden,HSf3,year,hot_spell_frequency,,7,2
14625_Bautzen,HSf3,year,hot_spell_frequency,,7,2
14626_Görlitz,HSf3,year,hot_spell_frequency,,7,2
14627_Meißen,HSf3,year,hot_spell_frequency,,7,2
14628_Sächsische Schweiz-Osterzgebirge,HSf3,year,hot_spell_frequency,,7,2
14713_14729_14730_Region_um_Leipzig,HSf3,year,hot_spell_frequency,,7,2
14713_Leipzig,HSf3,year,hot_spell_frequency,,7,2
14729_Leipzig,HSf3,year,hot_spell_frequency,,7,2
14730_Nordsachsen,HSf3,year,hot_spell_frequency,,7,2
15001_15091_15082_Region_um_Dessau-Rolau,HSf3,year,hot_spell_frequency,,7,1
15001_Dessau-Roßlau,HSf3,year,hot_spell_frequency,,7,1
15002_15088_Region_um_Halle_(Saale),HSf3,year,hot_spell_frequency,,7,2
15002_Halle (Saale),HSf3,year,hot_spell_frequency,,7,2
15003_15083_15089_15086_Region_um_Magdeburg,HSf3,year,hot_spell_frequency,,7,2
15003_Magdeburg,HSf3,year,hot_spell_frequency,,7,2
15081_Altmarkkreis Salzwedel,HSf3,year,hot_spell_frequency,,7,2
15082_Anhalt-Bitterfeld,HSf3,year,hot_spell_frequency,,7,2
15083_Börde,HSf3,year,hot_spell_frequency,,7,1
15084_Burgenlandkreis,HSf3,year,hot_spell_frequency,,7,2
15085_Harz,HSf3,year,hot_spell_frequency,,7,2
15086_Jerichower Land,HSf3,year,hot_spell_frequency,,7,1
15087_Mansfeld-Südharz,HSf3,year,hot_spell_frequency,,7,2
15088_Saalekreis,HSf3,year,hot_spell_frequency,,7,2
15089_Salzlandkreis,HSf3,year,hot_spell_frequency,,7,2
15090_Stendal,HSf3,year,hot_spell_frequency,,7,2
15091_Wittenberg,HSf3,year,hot_spell_frequency,,7,1
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,HSf3,year,hot_spell_frequency,,7,2
16051_Erfurt,HSf3,year,hot_spell_frequency,,7,2
16052_16076_15084_16074_Region_um_Gera,HSf3,year,hot_spell_frequency,,7,2
16052_Gera,HSf3,year,hot_spell_frequency,,7,2
16053_16074_16071_16055_Region_um_Jena,HSf3,year,hot_spell_frequency,,7,2
16053_Jena,HSf3,year,hot_spell_frequency,,7,2
16054_16066_16069_16070_Region_um_Suhl,HSf3,year,hot_spell_frequency,,7,2
16054_Suhl,HSf3,year,hot_spell_frequency,,7,1
16055_16071_Region_um_Weimar,HSf3,year,hot_spell_frequency,,7,2
16055_Weimar,HSf3,year,hot_spell_frequency,,7,2
16056_16063_06636_Region_um_Eisenach,HSf3,year,hot_spell_frequency,,7,1
16056_Eisenach,HSf3,year,hot_spell_frequency,,7,1
16061_Eichsfeld,HSf3,year,hot_spell_frequency,,7,1
16062_Nordhausen,HSf3,year,hot_spell_frequency,,7,1
16063_Wartburgkreis,HSf3,year,hot_spell_frequency,,7,1
16064_Unstrut-Hainich-Kreis,HSf3,year,hot_spell_frequency,,7,2
16065_Kyffhäuserkreis,HSf3,year,hot_spell_frequency,,7,1
16066_Schmalkalden-Meiningen,HSf3,year,hot_spell_frequency,,7,2
16067_Gotha,HSf3,year,hot_spell_frequency,,7,1
16068_Sömmerda,HSf3,year,hot_spell_frequency,,7,2
16069_Hildburghausen,HSf3,year,hot_spell_frequency,,7,2
16070_Ilm-Kreis,HSf3,year,hot_spell_frequency,,7,2
16071_Weimarer Land,HSf3,year,hot_spell_frequency,,7,2
16072_Sonneberg,HSf3,year,hot_spell_frequency,,7,2
16073_Saalfeld-Rudolstadt,HSf3,year,hot_spell_frequency,,7,2
16074_Saale-Holzland-Kreis,HSf3,year,hot_spell_frequency,,7,2
16075_Saale-Orla-Kreis,HSf3,year,hot_spell_frequency,,7,2
16076_Greiz,HSf3,year,hot_spell_frequency,,7,2
16077_Altenburger Land,HSf3,year,hot_spell_frequency,,7,2
