region,HSf3_year_3C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09272_Freyung-Grafenau,0.7170324921607971,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,1.3208353519439697,HSf3,year,hot_spell_frequency,,7
09274_Landshut,1.2913987636566162,HSf3,year,hot_spell_frequency,,7
09275_Passau,1.4136708974838257,HSf3,year,hot_spell_frequency,,7
09276_Regen,0.6880053281784058,HSf3,year,hot_spell_frequency,,7
09277_Rottal-Inn,1.3903121948242188,HSf3,year,hot_spell_frequency,,7
09278_Straubing-Bogen,1.4207276105880737,HSf3,year,hot_spell_frequency,,7
09279_Dingolfing-Landau,1.4007710218429565,HSf3,year,hot_spell_frequency,,7
09361_09371_Region_um_Amberg,1.0990768671035767,HSf3,year,hot_spell_frequency,,7
09361_Amberg,1.1790306568145752,HSf3,year,hot_spell_frequency,,7
09362_09375_Region_um_Regensburg,1.382194995880127,HSf3,year,hot_spell_frequency,,7
09362_Regensburg,1.4482544660568237,HSf3,year,hot_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,1.0101757049560547,HSf3,year,hot_spell_frequency,,7
09363_Weiden i.d. OPf.,1.1117124557495117,HSf3,year,hot_spell_frequency,,7
09371_Amberg-Sulzbach,1.0982153415679932,HSf3,year,hot_spell_frequency,,7
09372_Cham,1.0648908615112305,HSf3,year,hot_spell_frequency,,7
09373_Neumarkt i.d. OPf.,1.0356664657592773,HSf3,year,hot_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,1.0025031566619873,HSf3,year,hot_spell_frequency,,7
09375_Regensburg,1.3756248950958252,HSf3,year,hot_spell_frequency,,7
09376_Schwandorf,1.1962952613830566,HSf3,year,hot_spell_frequency,,7
09377_Tirschenreuth,0.8440244793891907,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,1.1724094152450562,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,1.2027454376220703,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,0.9026535749435425,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,0.9861552119255066,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,1.0386290550231934,HSf3,year,hot_spell_frequency,,7
09463_Coburg,1.0694739818572998,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,0.5860283374786377,HSf3,year,hot_spell_frequency,,7
09464_Hof,0.6019856333732605,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,1.1579020023345947,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,0.89702969789505,HSf3,year,hot_spell_frequency,,7
09473_Coburg,1.0291788578033447,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,1.149940848350525,HSf3,year,hot_spell_frequency,,7
09475_Hof,0.5850053429603577,HSf3,year,hot_spell_frequency,,7
09476_Kronach,0.6833190321922302,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,0.8988878130912781,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,1.0276895761489868,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,0.6465622782707214,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,1.0516033172607422,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,1.0335936546325684,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,1.3747388124465942,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,1.4026401042938232,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,1.3363381624221802,HSf3,year,hot_spell_frequency,,7
09563_Fürth,1.3286073207855225,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,1.2501033544540405,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,1.4239141941070557,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,1.1958489418029785,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,1.4076082706451416,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,1.052579641342163,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,1.3344753980636597,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,1.1426994800567627,HSf3,year,hot_spell_frequency,,7
09573_Fürth,1.255178689956665,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,1.1436203718185425,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,1.0924795866012573,HSf3,year,hot_spell_frequency,,7
09576_Roth,1.1654846668243408,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,1.016911506652832,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,1.1118757724761963,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,1.4408109188079834,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,1.169867753982544,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,1.1933386325836182,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,1.15365731716156,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,1.1572742462158203,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,1.1118226051330566,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,0.9306827187538147,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,0.8425257802009583,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,1.0865676403045654,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,1.2074856758117676,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,1.1249160766601562,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,1.067268967628479,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,1.1688570976257324,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,1.1532889604568481,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,1.1979668140411377,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,1.2321364879608154,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,0.44657161831855774,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,0.6018282771110535,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.2875058352947235,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),0.48909449577331543,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,0.8656532764434814,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,0.7908781170845032,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,1.2731013298034668,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,1.1244986057281494,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,1.2300405502319336,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,1.157806396484375,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,1.1887725591659546,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.7059742212295532,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),0.8176624178886414,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,0.4440895617008209,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,0.8224446177482605,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,1.1371097564697266,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,0.2725893557071686,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,1.205075979232788,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,0.9597442150115967,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,1.1274179220199585,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,1.1361761093139648,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,1.1547085046768188,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,1.1617414951324463,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,0.8753544688224792,HSf3,year,hot_spell_frequency,,7
11000_Berlin,1.0841360092163086,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.9051976203918457,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,0.9341186881065369,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,1.1928857564926147,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,1.212486982345581,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),1.0952574014663696,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),1.1797243356704712,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.9482633471488953,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,0.8947082757949829,HSf3,year,hot_spell_frequency,,7
12060_Barnim,0.8895998001098633,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,1.178184151649475,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,1.0619359016418457,HSf3,year,hot_spell_frequency,,7
12063_Havelland,0.8645156025886536,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,1.0379608869552612,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,0.8345871567726135,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,1.1661639213562012,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,1.1451499462127686,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,0.7303698062896729,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,0.874797523021698,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,0.7038443088531494,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,1.1945966482162476,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,0.9660779237747192,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,0.776515007019043,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,0.4549974799156189,HSf3,year,hot_spell_frequency,,7
13003_Rostock,0.37284016609191895,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,0.5382132530212402,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,0.5438164472579956,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,0.5210185050964355,HSf3,year,hot_spell_frequency,,7
13072_Rostock,0.45739850401878357,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,0.2394966185092926,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,0.42536360025405884,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,0.49828463792800903,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,0.5765862464904785,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,0.6486660838127136,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,0.7639079689979553,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,0.41912388801574707,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,0.7382999658584595,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,0.5915016531944275,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,0.8186896443367004,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,0.9226891994476318,HSf3,year,hot_spell_frequency,,7
14612_Dresden,1.1400998830795288,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,0.9857203960418701,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,1.0029261112213135,HSf3,year,hot_spell_frequency,,7
14627_Meißen,1.0740537643432617,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,0.7422741651535034,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,1.0612645149230957,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,1.1843661069869995,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,1.0722520351409912,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,1.0548515319824219,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,1.0281105041503906,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,1.0011978149414062,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),1.0371780395507812,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),1.1022918224334717,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,0.8702428340911865,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,0.9142321348190308,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,0.7891948223114014,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,1.0164587497711182,HSf3,year,hot_spell_frequency,,7
15083_Börde,0.8402014970779419,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,1.0402830839157104,HSf3,year,hot_spell_frequency,,7
15085_Harz,0.6524631977081299,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,0.8897795677185059,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,0.8048113584518433,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,1.0357662439346313,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,0.8887826204299927,HSf3,year,hot_spell_frequency,,7
15090_Stendal,0.825028121471405,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,1.0126315355300903,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.8106027841567993,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,0.9606184363365173,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,0.9321137070655823,HSf3,year,hot_spell_frequency,,7
16052_Gera,0.9590699672698975,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,0.8987354040145874,HSf3,year,hot_spell_frequency,,7
16053_Jena,0.9115361571311951,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,0.751369833946228,HSf3,year,hot_spell_frequency,,7
16054_Suhl,0.4861913323402405,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,0.9257874488830566,HSf3,year,hot_spell_frequency,,7
16055_Weimar,0.8001075983047485,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,0.7952921986579895,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,0.8333942294120789,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,0.5823802947998047,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,0.662110447883606,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,0.8276026248931885,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,0.8086846470832825,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,0.8683562278747559,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,0.7663251161575317,HSf3,year,hot_spell_frequency,,7
16067_Gotha,0.6780087947845459,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,1.029133915901184,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,0.7737936973571777,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,0.5858756899833679,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,0.9332771897315979,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,0.674557089805603,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,0.6823803782463074,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,0.8679755330085754,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,0.552952766418457,HSf3,year,hot_spell_frequency,,7
16076_Greiz,0.824299693107605,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,0.9635934829711914,HSf3,year,hot_spell_frequency,,7
