region,HSf3_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09377_Tirschenreuth,0.35251054,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,0.54806304,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,0.5858282,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,0.40497264,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,0.44643795,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,0.49790147,HSf3,year,hot_spell_frequency,,7
09463_Coburg,0.52395016,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,0.26210216,HSf3,year,hot_spell_frequency,,7
09464_Hof,0.2814539,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,0.54619956,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,0.40267846,HSf3,year,hot_spell_frequency,,7
09473_Coburg,0.49597886,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,0.5261313,HSf3,year,hot_spell_frequency,,7
09475_Hof,0.2608616,HSf3,year,hot_spell_frequency,,7
09476_Kronach,0.33753958,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,0.41069123,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,0.51109064,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,0.28630725,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,0.52084684,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,0.5234457,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,0.63773066,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,0.65133494,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,0.63431746,HSf3,year,hot_spell_frequency,,7
09563_Fürth,0.6571292,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.58079004,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,0.6846744,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,0.58801615,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,0.64554995,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,0.52070594,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,0.6190122,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.5576563,HSf3,year,hot_spell_frequency,,7
09573_Fürth,0.5955229,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,0.5243684,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.56342185,HSf3,year,hot_spell_frequency,,7
09576_Roth,0.56598043,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,0.5024976,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,0.54687005,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,0.6364011,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,0.57527703,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,0.57616967,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,0.5891515,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,0.60692304,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,0.5481523,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,0.463885,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,0.42190364,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,0.5537898,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,0.59304106,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,0.537301,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,0.52515614,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,0.5752385,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,0.58734226,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,0.51681787,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,0.531266,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,0.16029069,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,0.2298059,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.08222907,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),0.1794661,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,0.33923727,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,0.3155178,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,0.5370394,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,0.5002619,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,0.54679805,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,0.4975068,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,0.48007002,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.25215715,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),0.30215052,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,0.15814047,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,0.32921278,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,0.5392195,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,0.07796287,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,0.5568068,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,0.46162713,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.5148043,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,0.5236878,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,0.55732256,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,0.5224044,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,0.42304853,HSf3,year,hot_spell_frequency,,7
11000_Berlin,0.56277007,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.5018134,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,0.5158291,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,0.6019295,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,0.6013902,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.5251243,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),0.53535295,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.51121944,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,0.49635658,HSf3,year,hot_spell_frequency,,7
12060_Barnim,0.4617095,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,0.5827802,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,0.5974107,HSf3,year,hot_spell_frequency,,7
12063_Havelland,0.48819545,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,0.5028638,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,0.44859716,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,0.5874791,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,0.5456353,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,0.39405388,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,0.5096364,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,0.36712286,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,0.6019845,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,0.5491627,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,0.39367947,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,0.22306219,HSf3,year,hot_spell_frequency,,7
13003_Rostock,0.16610879,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,0.27238092,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,0.25702688,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,0.28063118,HSf3,year,hot_spell_frequency,,7
13072_Rostock,0.22601144,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,0.13842243,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,0.20373067,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,0.25726044,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,0.30347446,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,0.31041804,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,0.3540535,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,0.19163145,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,0.37547517,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,0.27683493,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,0.38665232,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,0.4997289,HSf3,year,hot_spell_frequency,,7
14612_Dresden,0.57497853,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,0.52319485,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,0.5204808,HSf3,year,hot_spell_frequency,,7
14627_Meißen,0.5775429,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,0.38258642,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,0.57363504,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,0.61308265,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,0.55779576,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,0.58067113,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,0.5579216,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,0.5605829,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),0.5843778,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),0.62659615,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,0.48292544,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,0.5199485,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,0.40142795,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,0.56187797,HSf3,year,hot_spell_frequency,,7
15083_Börde,0.43922415,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,0.53771526,HSf3,year,hot_spell_frequency,,7
15085_Harz,0.3192229,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,0.5065273,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,0.42495233,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,0.5802374,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,0.5237663,HSf3,year,hot_spell_frequency,,7
15090_Stendal,0.44600308,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,0.5546334,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.40072092,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,0.48178267,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,0.47376436,HSf3,year,hot_spell_frequency,,7
16052_Gera,0.47628978,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,0.44967708,HSf3,year,hot_spell_frequency,,7
16053_Jena,0.46960843,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,0.31275347,HSf3,year,hot_spell_frequency,,7
16054_Suhl,0.22490476,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,0.44740117,HSf3,year,hot_spell_frequency,,7
16055_Weimar,0.43273363,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,0.3506261,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,0.3761275,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,0.30867994,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,0.33516702,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,0.34643167,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,0.3972429,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,0.44504952,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,0.30943626,HSf3,year,hot_spell_frequency,,7
16067_Gotha,0.33324578,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,0.5307705,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,0.3685109,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,0.26944467,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,0.449082,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,0.2927069,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,0.31145918,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,0.4492141,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,0.2983839,HSf3,year,hot_spell_frequency,,7
16076_Greiz,0.39135942,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,0.50363576,HSf3,year,hot_spell_frequency,,7
