region,HSf3_year_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09188_Starnberg,0.2548291087150574,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,0.28967100381851196,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,0.1987963616847992,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,0.5273293852806091,HSf3,year,hot_spell_frequency,,7
09261_Landshut,0.5715423822402954,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,0.5559657216072083,HSf3,year,hot_spell_frequency,,7
09262_Passau,0.6098226308822632,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,0.528876543045044,HSf3,year,hot_spell_frequency,,7
09263_Straubing,0.6178111433982849,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,0.5602597594261169,HSf3,year,hot_spell_frequency,,7
09272_Freyung-Grafenau,0.19102124869823456,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,0.4832099676132202,HSf3,year,hot_spell_frequency,,7
09274_Landshut,0.5245895981788635,HSf3,year,hot_spell_frequency,,7
09275_Passau,0.5575835704803467,HSf3,year,hot_spell_frequency,,7
09276_Regen,0.17446762323379517,HSf3,year,hot_spell_frequency,,7
09277_Rottal-Inn,0.5554394721984863,HSf3,year,hot_spell_frequency,,7
09278_Straubing-Bogen,0.5267078876495361,HSf3,year,hot_spell_frequency,,7
09279_Dingolfing-Landau,0.6063097715377808,HSf3,year,hot_spell_frequency,,7
09361_09371_Region_um_Amberg,0.34342166781425476,HSf3,year,hot_spell_frequency,,7
09361_Amberg,0.4284713566303253,HSf3,year,hot_spell_frequency,,7
09362_09375_Region_um_Regensburg,0.47552812099456787,HSf3,year,hot_spell_frequency,,7
09362_Regensburg,0.5878312587738037,HSf3,year,hot_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.27127060294151306,HSf3,year,hot_spell_frequency,,7
09363_Weiden i.d. OPf.,0.32185718417167664,HSf3,year,hot_spell_frequency,,7
09371_Amberg-Sulzbach,0.3398726284503937,HSf3,year,hot_spell_frequency,,7
09372_Cham,0.32099753618240356,HSf3,year,hot_spell_frequency,,7
09373_Neumarkt i.d. OPf.,0.3323551118373871,HSf3,year,hot_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,0.26910626888275146,HSf3,year,hot_spell_frequency,,7
09375_Regensburg,0.4689476490020752,HSf3,year,hot_spell_frequency,,7
09376_Schwandorf,0.38319510221481323,HSf3,year,hot_spell_frequency,,7
09377_Tirschenreuth,0.2157243937253952,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,0.3694452941417694,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,0.35515403747558594,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,0.2583451271057129,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,0.2982003390789032,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,0.32414790987968445,HSf3,year,hot_spell_frequency,,7
09463_Coburg,0.36946797370910645,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,0.13916358351707458,HSf3,year,hot_spell_frequency,,7
09464_Hof,0.15829192101955414,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,0.36889028549194336,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,0.24985533952713013,HSf3,year,hot_spell_frequency,,7
09473_Coburg,0.3191710412502289,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,0.35426652431488037,HSf3,year,hot_spell_frequency,,7
09475_Hof,0.1402072310447693,HSf3,year,hot_spell_frequency,,7
09476_Kronach,0.1950027048587799,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,0.2550189793109894,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,0.32186347246170044,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,0.1673814058303833,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,0.3727250397205353,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,0.34040528535842896,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,0.4481627941131592,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,0.5619392395019531,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,0.5019998550415039,HSf3,year,hot_spell_frequency,,7
09563_Fürth,0.5039350986480713,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.4181162714958191,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,0.5014274716377258,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,0.39668628573417664,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,0.5123235583305359,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,0.37225931882858276,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,0.4330209493637085,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.384686142206192,HSf3,year,hot_spell_frequency,,7
09573_Fürth,0.43377256393432617,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,0.3561529815196991,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.40424489974975586,HSf3,year,hot_spell_frequency,,7
09576_Roth,0.3674671947956085,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,0.3669484555721283,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,0.369975745677948,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,0.48121774196624756,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,0.3127177655696869,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,0.3057290315628052,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,0.3155860900878906,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,0.350313663482666,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,0.3435835838317871,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,0.27689099311828613,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,0.25007733702659607,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,0.35826432704925537,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,0.329046368598938,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,0.3390369713306427,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,0.3212118148803711,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,0.3149357736110687,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,0.31205081939697266,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,0.40759003162384033,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,0.4096240997314453,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,0.09786020219326019,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,0.17325115203857422,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.05628906935453415,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),0.1072688177227974,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,0.25361210107803345,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,0.2534728944301605,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,0.4215349853038788,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,0.38642531633377075,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,0.4338228106498718,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,0.36319196224212646,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,0.3776369094848633,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.212305948138237,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),0.24078957736492157,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,0.09779401123523712,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,0.2319028228521347,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,0.39966100454330444,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,0.05046332627534866,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,0.3955484926700592,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,0.30040091276168823,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.33078980445861816,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,0.39070969820022583,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,0.39703696966171265,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,0.3079908490180969,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,0.2579241693019867,HSf3,year,hot_spell_frequency,,7
11000_Berlin,0.4091253876686096,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.3478820323944092,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,0.35629746317863464,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,0.39780378341674805,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,0.3661653399467468,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.38554954528808594,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),0.41547691822052,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.3647735118865967,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,0.32432061433792114,HSf3,year,hot_spell_frequency,,7
12060_Barnim,0.31324100494384766,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,0.3810044527053833,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,0.359639048576355,HSf3,year,hot_spell_frequency,,7
12063_Havelland,0.3228020668029785,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,0.3573703169822693,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,0.30624011158943176,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,0.3587460517883301,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,0.3881434202194214,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,0.24883699417114258,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,0.3757583200931549,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,0.24840712547302246,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,0.3946414589881897,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,0.39553308486938477,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,0.247337207198143,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,0.11951637268066406,HSf3,year,hot_spell_frequency,,7
13003_Rostock,0.09077112376689911,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,0.14802323281764984,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,0.1206713318824768,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,0.147971972823143,HSf3,year,hot_spell_frequency,,7
13072_Rostock,0.11868882179260254,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,0.07556132972240448,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,0.07930819690227509,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,0.15396441519260406,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,0.17062130570411682,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,0.16593441367149353,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,0.18720881640911102,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,0.09408698976039886,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,0.21129611134529114,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,0.1479266732931137,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,0.22698862850666046,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,0.31703507900238037,HSf3,year,hot_spell_frequency,,7
14612_Dresden,0.3416447043418884,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,0.3095940053462982,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,0.3569239675998688,HSf3,year,hot_spell_frequency,,7
14627_Meißen,0.3808724880218506,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,0.24713510274887085,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,0.36164039373397827,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,0.45098626613616943,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,0.34348058700561523,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,0.39993929862976074,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,0.4027092754840851,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,0.3859204649925232,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),0.3614165186882019,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),0.409273624420166,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,0.322170615196228,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,0.32780253887176514,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,0.2705702781677246,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,0.36297205090522766,HSf3,year,hot_spell_frequency,,7
15083_Börde,0.254707932472229,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,0.3223761320114136,HSf3,year,hot_spell_frequency,,7
15085_Harz,0.17459098994731903,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,0.34730109572410583,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,0.22879478335380554,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,0.3613368272781372,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,0.3241615295410156,HSf3,year,hot_spell_frequency,,7
15090_Stendal,0.30044350028038025,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,0.4086359739303589,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.21254022419452667,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,0.25773996114730835,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,0.29189783334732056,HSf3,year,hot_spell_frequency,,7
16052_Gera,0.30117732286453247,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,0.26648086309432983,HSf3,year,hot_spell_frequency,,7
16053_Jena,0.27809566259384155,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,0.17462265491485596,HSf3,year,hot_spell_frequency,,7
16054_Suhl,0.11598987877368927,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,0.25659477710723877,HSf3,year,hot_spell_frequency,,7
16055_Weimar,0.2536652386188507,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,0.20815159380435944,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,0.23601344227790833,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,0.17054414749145508,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,0.20850154757499695,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,0.19550058245658875,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,0.23557716608047485,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,0.2351517379283905,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,0.17431633174419403,HSf3,year,hot_spell_frequency,,7
16067_Gotha,0.1775466948747635,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,0.3001343905925751,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,0.1979934722185135,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,0.13891971111297607,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,0.2632399797439575,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,0.12290540337562561,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,0.16926977038383484,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,0.2656039297580719,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,0.1483834683895111,HSf3,year,hot_spell_frequency,,7
16076_Greiz,0.2455691248178482,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,0.31161245703697205,HSf3,year,hot_spell_frequency,,7
