region,DD_year_4C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09663_Würzburg,-13.480072021484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09671_Aschaffenburg,-16.911392211914062,DD,year,days_with_precipitation_amount_below_threshold,days,7
09672_Bad Kissingen,-15.116134643554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09673_Rhön-Grabfeld,-12.137359619140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09674_Haßberge,-16.219940185546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09675_Kitzingen,-16.330795288085938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09676_Miltenberg,-14.25677490234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09677_Main-Spessart,-14.24969482421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09678_Schweinfurt,-16.81402587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09679_Würzburg,-13.431167602539062,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_Augsburg,-9.896133422851562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_Kaufbeuren,-6.34521484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_Kempten (Allgäu),-9.114547729492188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_Memmingen,-9.080123901367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09771_Aichach-Friedberg,-10.505767822265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,-10.8092041015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,-11.414642333984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,-12.651336669921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,-12.3319091796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),-13.447341918945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,-7.323692321777344,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,-9.2188720703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,-11.627960205078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,-12.062187194824219,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,-10.11468505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,-10.004257202148438,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,-9.350494384765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,-10.913665771484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,-9.173370361328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,-8.845291137695312,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-16.527740478515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-15.980499267578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-18.493576049804688,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-14.165359497070312,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-16.038314819335938,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,-14.082046508789062,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-16.11724853515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-16.100250244140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-15.915023803710938,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-14.34564208984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,-16.438568115234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-15.501998901367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-15.229400634765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-15.595306396484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-14.2769775390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,-15.179733276367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-17.402389526367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-15.244461059570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-13.250778198242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-16.43487548828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,-11.846969604492188,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-13.554977416992188,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,-13.645309448242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-12.9022216796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-13.954437255859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,-14.507095336914062,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-12.4222412109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,-16.28753662109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-15.174530029296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,-12.684402465820312,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,-10.742919921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-17.573196411132812,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-16.92083740234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-15.714202880859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-15.646652221679688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-18.068023681640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-13.343673706054688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-19.86419677734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-19.664718627929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-16.096954345703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-17.914596557617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-18.7171630859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-14.356826782226562,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-22.239837646484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-16.298370361328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-19.3609619140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-12.855545043945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-15.981369018554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,-9.691787719726562,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-17.488677978515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-13.004104614257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-14.94671630859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-17.914520263671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-12.775390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-17.659011840820312,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-17.069198608398438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-16.401016235351562,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,-12.755599975585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-14.15777587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,-15.299728393554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,-13.777862548828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,-12.2091064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,-14.347274780273438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-12.871658325195312,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-13.433380126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,-13.138168334960938,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,-10.663818359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-18.011810302734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,-15.672027587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,-11.337265014648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-15.262451171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,-13.640472412109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-11.50677490234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-15.870712280273438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,-12.792648315429688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-16.087448120117188,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-19.98944091796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,-11.313858032226562,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-12.780807495117188,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-13.699951171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-12.661285400390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-13.807601928710938,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-13.794906616210938,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-12.707138061523438,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-17.852218627929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-21.068710327148438,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-18.318862915039062,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-16.489547729492188,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-19.369964599609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-18.547927856445312,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-19.453414916992188,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-17.306167602539062,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-18.066665649414062,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-16.772186279296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-17.333038330078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-15.690185546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-17.653976440429688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-18.2572021484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-14.192825317382812,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-16.467849731445312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-13.491470336914062,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,-18.492019653320312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-17.872711181640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-18.140487670898438,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-17.679122924804688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-16.618759155273438,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-17.359146118164062,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-16.434463500976562,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-15.973968505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-12.273330688476562,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-16.447265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-17.768402099609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-16.940536499023438,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-15.13641357421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-16.969268798828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-14.112884521484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-12.861602783203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-16.955917358398438,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-16.398391723632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-12.836471557617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,-10.779556274414062,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-19.246795654296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-8.702239990234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-9.543563842773438,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-19.242584228515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-15.640701293945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-8.805557250976562,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-8.439865112304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-15.466873168945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-13.96331787109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-8.630950927734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-13.17657470703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-11.68231201171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-12.668243408203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-11.9769287109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-14.899169921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-15.896194458007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-16.297119140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-4.0644378662109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-10.929237365722656,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-8.780197143554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-11.6666259765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-11.189178466796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-11.078903198242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,-11.474700927734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,-14.138214111328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,-12.88067626953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,-8.70343017578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,-10.728912353515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-11.884246826171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,-15.3544921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-12.577178955078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,-17.2950439453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,-12.402511596679688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,-9.773086547851562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-15.011917114257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-13.371505737304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-13.67596435546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-13.348251342773438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-11.834884643554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-15.69390869140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-16.832687377929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,-13.435684204101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-10.617034912109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-7.294342041015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-11.938278198242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-9.291290283203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-11.407295227050781,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-9.404098510742188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-14.9891357421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-17.503463745117188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-14.777374267578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-14.958663940429688,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-13.696762084960938,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-13.869171142578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-14.069061279296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-15.6661376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-17.851119995117188,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-16.289718627929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-19.618072509765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-15.645675659179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-13.210281372070312,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-16.172683715820312,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-15.554153442382812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-13.4134521484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-15.148880004882812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-13.3555908203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
