region,DD_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09775_Neu-Ulm,0.07124034,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),1.1461087,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,0.78691286,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,0.5365223,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,0.34938878,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,1.0049573,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,2.3454554,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,2.82322,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,2.498491,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,2.3505774,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,2.48412,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,2.755315,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-0.8527749,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-0.97504145,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-1.1588354,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-1.204661,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-0.98981756,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,-0.6509076,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-1.0090184,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-0.9630882,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-0.7925886,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-1.1072433,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,-0.57942253,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-0.8997332,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-1.0206671,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-0.37334135,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-0.84284544,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,-0.35923418,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-1.014109,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-0.89801776,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-0.78595185,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-1.2585899,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,-0.17033762,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-0.6936338,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,-0.366435,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-0.68406194,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-1.154391,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,-0.43041217,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-0.7742992,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,-0.27617177,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-0.43936932,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,0.12482145,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,0.19234212,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-0.45536965,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-0.78080803,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-0.8962713,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-0.7009419,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-0.96168864,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-0.44029155,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-1.1592517,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-1.0729357,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-1.0505859,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-1.2129905,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-1.2060392,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-0.90982914,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-1.5484512,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-1.1963394,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-1.3924868,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-1.0750406,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-1.2585337,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,-0.53790766,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-0.98823225,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-0.934396,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-0.7534498,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-1.641862,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-0.75711673,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-0.9243678,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-0.8742957,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-1.0281147,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,2.0206697,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-0.5993347,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,0.6439996,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,0.31296098,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,-0.17759463,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,0.49869603,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-0.32919714,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-0.76102996,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,1.1706958,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,0.23646787,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-1.2120961,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,1.4082623,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,0.5183266,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-0.7766483,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,1.8529773,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,0.2975089,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-0.7030573,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,0.121646814,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-0.48014778,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-1.0457095,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,0.25074527,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-0.13388035,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-0.30212563,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-0.0932826,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.6293303,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-0.24706014,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-0.5059102,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.46767464,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,0.3256959,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.61615956,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,1.0643977,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,0.42886835,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.241885,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,0.10986649,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,1.5767287,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,1.5611329,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,1.6046667,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,1.4698904,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,1.4980041,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,1.7260063,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,1.4914684,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,2.2138913,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,2.0359309,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,2.1521099,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,1.3803478,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,1.6975532,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,1.4094849,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,1.4084066,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,1.1587348,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,0.9095095,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,1.5114031,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,1.427286,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,1.7308553,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,1.1363704,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,1.3474271,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,0.7895668,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,1.092632,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,1.2884551,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.6723403,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.9145122,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,1.1041819,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,0.34761423,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,1.4937454,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,2.6520052,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.35337535,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,1.2276788,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,1.3051444,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.3439307,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,0.24549678,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.9634137,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,2.2007585,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,1.1156346,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.57238126,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,2.290622,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,1.0027457,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.95507544,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,1.2283248,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,2.1677346,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,1.0172304,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,1.3837044,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,1.1655201,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,1.4106488,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,1.8844179,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,0.26192194,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.19020349,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,0.45136327,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,0.6760904,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,0.34090784,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,0.81508434,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,0.5554917,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,0.65948915,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,0.15585381,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.93986297,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,0.74652207,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,1.0607364,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,1.058968,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,1.0407522,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,0.5677485,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.3577977,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,0.1924583,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.5025019,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,0.2985077,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.5162375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,1.3743196,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,0.73874515,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,0.5724608,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,0.27458245,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,0.7830599,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.9981107,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,0.7728842,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.88537145,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,2.2889054,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.83069193,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-1.0275081,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-1.0675898,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.83956534,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-0.72144574,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-0.38220295,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.20788682,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-0.69618654,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-1.0679091,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-1.048365,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-1.4064269,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-1.1435426,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.34154123,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-0.8671053,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-0.75147396,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,1.1146672,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-0.75841993,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,0.48478135,DD,year,days_with_precipitation_amount_below_threshold,days,7
