region,DD_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09780_Oberallgäu,9.174317,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,8.49836,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,9.275148,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,8.328727,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,8.130208,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,8.512604,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,8.902242,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,0.5811047,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,1.0306096,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,0.7710885,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),0.6059935,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,0.6862123,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,1.242315,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,0.89323467,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,1.2428987,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,1.0593452,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,0.63768554,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,1.1416855,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,1.3477728,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,0.87490845,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,1.6466157,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,1.2072046,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,1.8550669,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,1.1079763,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,0.97969055,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,1.0120828,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,0.18718465,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,2.2493525,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,1.3354708,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,1.9262941,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,1.371348,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,0.22499721,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,1.9812655,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,1.3202443,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,2.8849208,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,2.800607,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,4.129842,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,4.4821234,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,2.7027156,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,1.5035117,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,1.7370703,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,2.2102046,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,1.5500857,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,2.8102324,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,0.92237896,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,1.3204359,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,1.3211522,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,0.6806446,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,0.80370116,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,1.1813393,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),0.12186898,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,1.673876,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,0.5770141,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,1.7312728,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,0.9599669,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,3.1604195,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,1.047087,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,2.0125859,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,1.5729798,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,0.76036876,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,2.2209485,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,1.9471084,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,2.1131008,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,2.6968417,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,7.868131,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,3.0339763,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,4.8895893,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,4.41877,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,3.0459328,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,5.043313,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,3.3173206,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,2.299427,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,5.981862,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,4.8997087,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,1.3511688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,5.845786,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,5.01314,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,2.8360705,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,7.2751126,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,4.3622093,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,2.772146,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,4.167355,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,3.005475,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,1.6040319,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,2.4421208,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,2.294103,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,2.1556168,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,2.3632457,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,2.7394109,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,3.3825254,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,2.9738948,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,3.832779,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,3.4053426,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),3.9038832,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,4.9181952,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,3.1190312,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,3.26571,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,2.6549695,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,6.4171047,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,6.248102,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,6.17631,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,6.296797,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,6.6435304,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,6.39956,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,6.1114473,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,7.6626554,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,7.163027,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,7.444943,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,6.4107623,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,6.6704845,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,5.9146466,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,5.766329,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,5.0535283,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,4.8868127,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,5.965877,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,5.792857,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,6.724959,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,5.0158224,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,5.6597958,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,4.6772695,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,5.1735463,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,5.4272976,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,4.6754856,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,5.2784476,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,5.20047,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,3.989385,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,6.3831882,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,8.942547,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),3.442815,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,5.994435,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,5.9100585,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,3.4238904,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,3.572065,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,5.418335,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,8.089825,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,5.580257,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,4.509811,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,8.219775,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,5.3630085,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,6.6577187,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,6.3406105,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,9.076603,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,5.578651,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,5.959858,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,5.4450393,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,7.8558283,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,9.867865,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,5.7751102,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,4.43779,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,6.2561445,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,7.2849708,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,4.3371596,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,4.3532305,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,3.830331,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,4.672218,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,3.5780742,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,4.7321115,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,5.349784,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,5.8253813,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,4.8388557,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,5.4376006,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,5.5659204,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,4.483343,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,4.3579416,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,4.985272,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,4.690588,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,5.1887946,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,6.0496426,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,4.8273454,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,4.728964,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,5.615468,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,8.353348,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),9.154351,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,7.8842535,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),8.504498,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,8.033354,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,1.141722,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,1.0767759,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.7541313,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,1.0380723,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,1.2789345,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,1.948925,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,3.3917096,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,2.1765301,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,1.2911695,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,0.9969351,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),0.5363549,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,1.3791804,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,3.4457033,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,2.323956,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,2.8082187,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,5.7826304,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,2.8564174,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,5.039686,DD,year,days_with_precipitation_amount_below_threshold,days,7
