region,DD_year_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09662_Schweinfurt,1.1688995361328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_Würzburg,0.6094207763671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09671_Aschaffenburg,1.61920166015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09672_Bad Kissingen,1.7718048095703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09673_Rhön-Grabfeld,1.4571685791015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09674_Haßberge,1.3508148193359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09675_Kitzingen,0.7520294189453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09676_Miltenberg,1.185577392578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09677_Main-Spessart,1.1070709228515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09678_Schweinfurt,1.280792236328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09679_Würzburg,0.60693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_Augsburg,0.4848175048828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_Kaufbeuren,0.6055908203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_Kempten (Allgäu),0.8892059326171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_Memmingen,1.0014495849609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09771_Aichach-Friedberg,0.806671142578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,0.765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,0.28271484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,0.002716064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,0.0223541259765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),1.1220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,0.5557708740234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,0.7525787353515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,0.833984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,1.0283203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,2.53424072265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,2.77716064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,2.81488037109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,2.74713134765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,2.33905029296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,2.7092742919921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-0.619842529296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-0.719024658203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-1.510528564453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-0.6996917724609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-0.2740020751953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,0.2808837890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-0.7150115966796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-1.108978271484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-0.2220001220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-1.020843505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,0.4761962890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-1.08465576171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-0.877166748046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-0.204010009765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-0.5822296142578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,0.0606536865234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-0.9259185791015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-0.527862548828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-0.924835205078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-1.44854736328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,0.1569061279296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-0.4381866455078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,-0.15252685546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-0.123779296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-0.663421630859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,-0.5221405029296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-0.81317138671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,0.137603759765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-0.297943115234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,0.1693878173828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,0.39459228515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-0.08392333984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-0.9652099609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-0.8066864013671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-0.8607177734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-1.23333740234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-0.3924407958984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-1.35223388671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-1.0417938232421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-1.3376312255859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-1.4581298828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-1.2675628662109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-0.745635986328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-2.385040283203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-1.1478271484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-1.77264404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-0.84906005859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-1.467620849609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,-0.508697509765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-0.90338134765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-0.916656494140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-0.168701171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-1.71234130859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,0.1267242431640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-1.414154052734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-1.3316497802734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-1.414947509765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,2.30194091796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-0.6041717529296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,0.90850830078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,0.3784942626953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,-0.321502685546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,0.3625335693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-0.319976806640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-0.78924560546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,0.926055908203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,0.285675048828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-1.7478485107421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,1.1741485595703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,0.210052490234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-1.012939453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,1.9811248779296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-0.396697998046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-0.7005157470703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,-0.3904876708984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-0.589141845703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-0.95758056640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,0.2143096923828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-0.084228515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-0.1202392578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,0.424835205078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.3084869384765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.291351318359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-0.3290557861328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.998199462890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,0.4829559326171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.9621429443359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,1.1069793701171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,0.600860595703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.5949554443359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,0.16070556640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,1.724853515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,1.7376251220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,1.7796478271484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,1.5575408935546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,2.0254058837890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,1.8996734619140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,1.883056640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,2.36279296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,2.326995849609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,2.2805633544921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,1.5633392333984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,1.8439178466796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,1.4314727783203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,1.360382080078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,1.4985809326171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,1.25054931640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,1.6654052734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,1.54022216796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,1.668060302734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,1.2740936279296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,1.28155517578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,0.6310272216796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.7897491455078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,1.057952880859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.3905181884765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,1.08929443359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.7220916748046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-0.117950439453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,1.435455322265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,2.72216796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.71392822265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,1.4645233154296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,1.301788330078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.7801361083984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,0.0003509521484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,1.046142578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,2.41162109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,1.0157318115234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.546539306640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,2.313262939453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,1.28302001953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,1.3725128173828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,1.2335662841796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,2.4474639892578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,0.753204345703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,1.7840576171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,1.5048828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,1.0735931396484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,1.9250640869140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,0.63079833984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.2541656494140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,0.684112548828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,1.122589111328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,0.3944244384765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,1.07525634765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,0.52655029296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,0.8261871337890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,0.03424072265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,1.2416839599609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,1.1378631591796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,1.320220947265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,1.874420166015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,1.0429840087890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,0.50164794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.6194610595703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,0.1595916748046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.8491058349609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,0.688446044921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.823822021484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,1.92889404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,1.2792205810546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,0.5890960693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,0.6333160400390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,0.558990478515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.95843505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,1.1685638427734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),1.1321868896484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,2.255859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.4859466552734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-0.9256591796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-1.0692291259765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.45166015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-0.465667724609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-0.21466064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.2712860107421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-0.8561859130859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-1.1086578369140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-1.0674591064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-1.8818206787109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-1.1495208740234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.6294097900390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-0.855255126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-1.0114593505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,0.858062744140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-0.9434967041015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,0.504364013671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
