region,DD_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09663_Würzburg,10.6522216796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09671_Aschaffenburg,12.46649169921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09672_Bad Kissingen,10.684158325195312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09673_Rhön-Grabfeld,9.946670532226562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09674_Haßberge,9.522796630859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09675_Kitzingen,11.164993286132812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09676_Miltenberg,12.865020751953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09677_Main-Spessart,11.034378051757812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09678_Schweinfurt,9.288009643554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09679_Würzburg,11.379501342773438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_Augsburg,15.150543212890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_Kaufbeuren,16.462020874023438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_Kempten (Allgäu),16.453628540039062,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_Memmingen,15.772323608398438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09771_Aichach-Friedberg,13.783935546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,13.84625244140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,11.948318481445312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,13.33721923828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,12.900711059570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),15.45947265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,16.763839721679688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,15.547225952148438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,10.415542602539062,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,15.963470458984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,15.117141723632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,17.000350952148438,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,16.15863037109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,16.015411376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,16.212722778320312,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,17.178176879882812,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,10.687973022460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,9.962005615234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,8.061920166015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),8.815277099609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,9.05426025390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,9.689346313476562,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,8.36431884765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,8.078659057617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,10.070556640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,9.953369140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,9.636581420898438,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,8.22528076171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,9.093841552734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,10.038986206054688,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,10.5048828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,9.744491577148438,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,7.90118408203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,9.348953247070312,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,7.78021240234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,8.340988159179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,8.450531005859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,7.68975830078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,9.09521484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,8.8638916015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,7.302276611328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,8.561431884765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,7.902099609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,13.937835693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,12.454925537109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,13.7772216796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,13.231796264648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,13.154006958007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,10.808349609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,8.07891845703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,10.189559936523438,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,10.180831909179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,11.463638305664062,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,10.220672607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,10.064773559570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,9.731918334960938,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,9.447418212890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,9.581192016601562,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,9.779800415039062,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),10.436248779296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,11.19622802734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,10.567779541015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,11.954116821289062,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,9.297607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,13.410598754882812,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,10.392181396484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,10.669387817382812,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,9.904678344726562,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,9.737548828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,10.430877685546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,12.01019287109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,10.927505493164062,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,12.126571655273438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,12.471145629882812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,11.7564697265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,14.929306030273438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,13.309463500976562,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,12.798126220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,14.99530029296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,12.085113525390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,11.943084716796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,13.028823852539062,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,13.945785522460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,11.886428833007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,11.301925659179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,13.862228393554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,11.922866821289062,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,12.939132690429688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,13.126220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,11.721405029296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,13.621749877929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,13.039382934570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,10.377517700195312,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,7.3994293212890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,7.4120330810546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,7.8359832763671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,7.5152130126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,12.209457397460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,13.870162963867188,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,11.5098876953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,12.511520385742188,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,12.470321655273438,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),12.49945068359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,12.814865112304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,13.2060546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,12.795883178710938,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,12.765228271484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,13.757949829101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,12.85784912109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,14.222488403320312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,12.637649536132812,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,13.080825805664062,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,13.810470581054688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,12.633132934570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,13.772293090820312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,14.190505981445312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,14.25164794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,13.308502197265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,13.707489013671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,13.000732421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,14.049636840820312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,13.0091552734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,13.917861938476562,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,14.5030517578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,14.623580932617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,14.825439453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,14.120620727539062,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,14.02484130859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,11.938995361328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,11.30718994140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,11.558135986328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,11.474700927734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,11.161376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,11.771453857421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,13.849472045898438,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,13.871826171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,17.664947509765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),11.843841552734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,14.436782836914062,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,13.901214599609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,11.802093505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,11.474624633789062,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,13.433792114257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,15.08685302734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,13.984664916992188,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,12.463577270507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,15.46075439453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,13.712387084960938,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,14.070358276367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,14.671493530273438,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,16.84674072265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,14.816940307617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,13.441116333007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,12.872467041015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,15.512130737304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,17.445114135742188,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,13.023727416992188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,10.846817016601562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,14.748764038085938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,15.943756103515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,11.675979614257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,13.514358520507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,10.225021362304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,9.39990234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,9.1124267578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,10.732131958007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,9.764251708984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,10.360382080078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,11.08282470703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,14.01629638671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,12.244277954101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,10.863418579101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,12.035385131835938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,10.770858764648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,11.358688354492188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,11.5584716796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,12.662567138671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,9.270355224609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,11.31231689453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,13.919876098632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,16.754776000976562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),15.984100341796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,14.8912353515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),14.839004516601562,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,16.246856689453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,10.311279296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,7.916107177734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),9.489944458007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,10.327911376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,7.7218170166015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,8.921524047851562,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,12.9268798828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,10.584075927734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,9.90576171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,9.678085327148438,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),10.556015014648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,10.302536010742188,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,12.848739624023438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,11.800979614257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,11.837936401367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,12.700942993164062,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,11.905776977539062,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,14.387680053710938,DD,year,days_with_precipitation_amount_below_threshold,days,7
