region,DD_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09575_Neustadt a.d. Aisch-Bad Windsheim,-8.42095947265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09576_Roth,-7.31549072265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-6.0550994873046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_Aschaffenburg,-9.639450073242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_Schweinfurt,-6.7290802001953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_Würzburg,-6.755767822265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09671_Aschaffenburg,-8.51629638671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09672_Bad Kissingen,-6.6372528076171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09673_Rhön-Grabfeld,-6.1734161376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09674_Haßberge,-7.9761810302734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09675_Kitzingen,-7.5625457763671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09676_Miltenberg,-8.242706298828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09677_Main-Spessart,-6.73980712890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09678_Schweinfurt,-6.932525634765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09679_Würzburg,-5.989776611328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_Augsburg,-8.727127075195312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_Kaufbeuren,-7.5852508544921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_Kempten (Allgäu),-7.656646728515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_Memmingen,-8.966659545898438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09771_Aichach-Friedberg,-8.105209350585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,-8.357650756835938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,-8.097503662109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,-7.9665069580078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,-7.7306671142578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),-9.17230224609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,-6.9352874755859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,-7.66546630859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,-7.757232666015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,-6.500885009765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,-7.3627166748046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,-7.3669586181640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,-7.4928131103515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,-7.859832763671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,-7.8437652587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,-6.6881866455078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-9.649093627929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-13.449371337890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-11.392105102539062,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-9.739242553710938,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-10.752090454101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,-8.928955078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-9.790786743164062,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-9.939773559570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-11.582107543945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-9.047805786132812,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,-10.03729248046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-8.985305786132812,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-9.607666015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-9.987777709960938,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-11.091690063476562,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,-9.383834838867188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-10.135787963867188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-10.153518676757812,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-9.989044189453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-11.5972900390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,-7.759979248046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-8.829879760742188,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,-7.8216552734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-10.014602661132812,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-10.919662475585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,-8.27978515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-10.897003173828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,-9.405075073242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-7.57958984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,-8.143341064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,-7.7725067138671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-10.308563232421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-9.263992309570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-9.505218505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-8.270187377929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-9.15032958984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-7.270782470703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-9.854827880859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-9.883758544921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-9.4013671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-12.130966186523438,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-11.084518432617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-9.81317138671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-10.15838623046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-8.397171020507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-9.1298828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-8.38275146484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-12.559066772460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,-9.254791259765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-12.051651000976562,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-10.713134765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-10.854812622070312,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-10.928634643554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-10.0633544921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-9.578292846679688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-8.420883178710938,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-8.93572998046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,-6.3966064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-9.323593139648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,-8.208343505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,-9.203094482421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,-8.419509887695312,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,-7.4962615966796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-7.838287353515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-7.90533447265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,-6.7883148193359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,-8.275054931640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-9.205764770507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,-6.0362548828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,-8.5894775390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-9.236358642578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,-6.2246551513671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-8.905654907226562,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-8.469161987304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,-6.882537841796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-7.8385467529296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-8.197494506835938,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,-7.59527587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-8.494522094726562,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-8.013259887695312,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-8.331985473632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-10.911056518554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-10.989181518554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-10.519424438476562,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-9.963333129882812,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-9.71783447265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-10.356063842773438,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-7.303558349609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-10.117660522460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-10.077239990234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-10.542984008789062,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-6.389984130859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-6.9833221435546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-7.126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-7.0598907470703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-6.957855224609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-6.513427734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-7.419891357421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-6.7543487548828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-6.5072784423828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-6.37872314453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,-7.5930633544921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-6.5410003662109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-7.7990570068359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-7.869415283203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-6.553924560546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-8.178634643554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-7.357879638671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-6.8550567626953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-6.17852783203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-6.3016204833984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-7.9935150146484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-7.7299957275390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-7.111297607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-7.230255126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-6.5535888671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-6.4217529296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-7.594268798828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-9.044937133789062,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-6.244110107421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,-8.207977294921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-8.591140747070312,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-6.9092254638671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-6.94757080078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-8.609588623046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-7.8074188232421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-7.179473876953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-6.9007110595703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-8.327606201171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-8.167022705078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-7.19927978515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-8.096481323242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-7.36798095703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-7.5658111572265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-7.2323150634765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-8.626327514648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-8.272323608398438,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-8.39544677734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-7.402740478515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-7.3168792724609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-7.25823974609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-6.65167236328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-6.1454925537109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-6.54071044921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,-6.10693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,-5.8966827392578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,-6.5411834716796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,-6.881011962890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,-6.3489990234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-7.1514739990234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,-8.114395141601562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-7.814361572265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,-6.2968902587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,-7.7484283447265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,-5.8731536865234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-9.48675537109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-8.388153076171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-7.8918609619140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-7.626434326171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-7.3372039794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-8.433807373046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-6.9241485595703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,-5.9665985107421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-8.287673950195312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-6.9342193603515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-6.549468994140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-7.5040435791015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-7.543243408203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-7.2450714111328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-11.402084350585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-10.252151489257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-9.347946166992188,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-11.104202270507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-8.966110229492188,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-7.87091064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-8.231002807617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-8.072540283203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-9.6343994140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-10.477142333984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-9.221755981445312,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-11.212356567382812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-8.7911376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-8.200912475585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-8.325912475585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-7.0077362060546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-9.245315551757812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-8.318649291992188,DD,year,days_with_precipitation_amount_below_threshold,days,7
