region,DD_year_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09661_Aschaffenburg,-12.107696533203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_Schweinfurt,-11.442596435546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_Würzburg,-9.156326293945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09671_Aschaffenburg,-11.26141357421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09672_Bad Kissingen,-10.339263916015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09673_Rhön-Grabfeld,-9.3572998046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09674_Haßberge,-9.714828491210938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09675_Kitzingen,-9.500091552734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09676_Miltenberg,-9.351806640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09677_Main-Spessart,-10.017486572265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09678_Schweinfurt,-11.093475341796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09679_Würzburg,-9.575607299804688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_Augsburg,-10.629547119140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_Kaufbeuren,-9.366668701171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_Kempten (Allgäu),-10.830841064453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_Memmingen,-13.574691772460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09771_Aichach-Friedberg,-10.1571044921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,-10.667098999023438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,-9.0367431640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,-11.2506103515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,-11.176620483398438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),-13.44482421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,-9.713790893554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,-11.416473388671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,-8.531112670898438,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,-9.886550903320312,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,-7.2486419677734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,-8.895111083984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,-7.8662261962890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,-8.536392211914062,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,-7.9843292236328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,-8.291763305664062,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-11.4208984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-12.615447998046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-11.486099243164062,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-11.150115966796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-11.371719360351562,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,-11.516189575195312,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-10.278030395507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-11.808578491210938,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-12.046249389648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-10.956817626953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,-12.189559936523438,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-11.116180419921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-10.436492919921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-11.478591918945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-10.494964599609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,-10.399200439453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-11.162567138671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-10.686492919921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-12.488418579101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-13.359100341796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,-10.185012817382812,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-11.389358520507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,-10.677474975585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-12.109298706054688,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-12.097610473632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,-10.957427978515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-11.9169921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,-13.011856079101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-13.794830322265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,-12.44110107421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,-14.660842895507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-12.575241088867188,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-12.538055419921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-12.982192993164062,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-13.438507080078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-11.897628784179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-13.61236572265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-12.33099365234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-12.063156127929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-12.770767211914062,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-11.34014892578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-11.525146484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-11.515396118164062,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-12.827850341796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-11.102249145507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-11.068618774414062,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-11.800521850585938,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-11.851394653320312,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,-11.19268798828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-11.968460083007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-10.417800903320312,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-10.799774169921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-11.67279052734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-11.048995971679688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-10.993515014648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-12.639816284179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-11.965316772460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,-9.1392822265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-11.796585083007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,-12.254806518554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,-12.092636108398438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,-12.196090698242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,-11.0380859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-10.980484008789062,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-10.4815673828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,-10.158355712890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,-10.58099365234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-10.807876586914062,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,-9.923126220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,-10.151092529296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-11.504104614257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,-10.654678344726562,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-10.804168701171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-12.113845825195312,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,-12.299423217773438,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-12.39404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-12.621719360351562,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,-12.849456787109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-14.26922607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-11.472305297851562,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-13.472244262695312,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-10.963394165039062,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-11.195449829101562,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-10.68798828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-10.360458374023438,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-10.69854736328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-10.592330932617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-9.4375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-10.701934814453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-10.910369873046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-11.50506591796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-9.732696533203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-9.757965087890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-9.323410034179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-9.495819091796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-8.836349487304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-9.819793701171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-9.719467163085938,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-7.8834075927734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-8.993606567382812,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-7.998992919921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,-10.074371337890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-10.060501098632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-9.666824340820312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-9.571640014648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-9.75616455078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-9.413238525390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-9.385894775390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-9.305099487304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-10.319412231445312,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-9.210128784179688,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-9.647079467773438,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-10.945724487304688,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-10.371170043945312,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-11.258712768554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-10.300155639648438,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-10.041061401367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-11.281036376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-11.82086181640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-10.561325073242188,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,-8.500106811523438,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-10.998275756835938,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-10.570266723632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-9.241836547851562,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-11.024093627929688,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-10.377639770507812,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-9.718704223632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-9.045852661132812,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-10.374313354492188,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-9.4957275390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-8.736679077148438,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-9.649658203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-9.903106689453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-9.6507568359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-9.310745239257812,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-10.534317016601562,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-9.880508422851562,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-10.1417236328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-9.473648071289062,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-9.046417236328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-8.693893432617188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-8.995803833007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-9.482940673828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-11.84564208984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,-9.28350830078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,-9.416336059570312,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,-10.167037963867188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,-12.211578369140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,-11.296417236328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-11.669281005859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,-10.6583251953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-11.576614379882812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,-10.462982177734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,-10.628448486328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,-9.274551391601562,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-10.544876098632812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-10.1773681640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-10.883071899414062,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-10.446258544921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-10.09906005859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-10.367233276367188,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-11.107894897460938,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,-9.536834716796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-10.203094482421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-9.698928833007812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-9.926223754882812,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-11.53729248046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-11.07135009765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-8.2301025390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-10.73211669921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-11.1019287109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-10.660324096679688,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-10.62890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-11.48638916015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-10.670822143554688,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-13.84808349609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-12.647369384765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-12.445770263671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-11.41851806640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-11.16192626953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-10.9376220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-10.564117431640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-11.774139404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-11.821731567382812,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-9.617568969726562,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-11.5341796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-11.323944091796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
