region,DD_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09776_Lindau (Bodensee),3.071442,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,2.0083406,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,1.3705838,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,0.114933215,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,2.6865792,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,4.3256717,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,4.854444,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,4.402099,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,4.250783,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,4.3109026,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,4.810901,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-1.2635134,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-1.0923427,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-1.6866698,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-1.3617219,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-1.2928742,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,-0.56403524,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-1.2608391,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-1.4442192,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-0.90941447,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-1.2025166,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,-0.6044737,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-1.3789718,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-1.0991385,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-0.22848216,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-0.92969716,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,-0.010172794,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-1.4229726,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-1.2239292,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-0.7651252,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-1.6730103,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,0.6323732,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-0.46503782,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,0.24403809,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-0.45379344,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-1.5644069,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,0.26099864,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-0.5275306,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,-1.0749961,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-0.9515619,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,-0.28286716,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,0.23056379,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-1.4223049,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-1.9331352,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-1.563256,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-1.148139,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-1.6102527,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-0.8867731,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-2.1019144,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-1.8761773,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-1.5232825,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-1.6414094,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-1.6739986,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-1.0953808,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-2.6302867,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-1.6863704,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-2.1263196,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-1.0352355,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-1.4573517,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,0.013772797,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-1.141291,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-0.63905627,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-0.50499254,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-1.8065944,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-0.1793237,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-1.757457,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-1.7340249,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-1.2371992,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,3.2631202,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-0.6613922,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,1.1809226,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,0.81073964,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,0.16615911,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,1.0519891,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-0.1956763,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-0.83084184,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,1.8406059,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,0.82746863,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-2.0254803,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,1.7693928,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,0.9826869,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-0.982878,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,2.7828286,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,0.26885104,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-1.1767099,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,-0.017654954,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-1.1726203,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-1.999447,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,0.69313264,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,0.52804136,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,0.42167208,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,0.62485355,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-0.102158666,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.20787424,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,0.19202998,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,1.1796142,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,0.8221307,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),1.356527,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,2.0266857,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,0.8629319,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.66970235,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,0.21633965,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,2.4368281,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,2.5421438,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,2.6398792,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,2.439214,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,2.44725,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,2.721588,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,2.5504434,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,3.3179913,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,3.0484169,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,3.2724006,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,1.8381281,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,2.4960365,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,2.4755611,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,2.443511,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,1.9493314,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,1.6927761,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.4934275,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.2501616,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,2.7268984,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,1.626914,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,2.3449142,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,1.0262772,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,1.4793704,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,1.680739,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,1.1475729,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,1.5555577,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,1.4768015,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,0.51995206,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,2.2939208,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,4.7342706,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.103187695,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,2.3762684,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,2.1490545,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.08530868,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,0.41377473,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,1.786279,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,3.8325832,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,1.4886959,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.91259766,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,3.98102,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,1.4743315,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,1.5103487,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,1.6814452,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,3.766974,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,1.5110774,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,1.7167548,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,1.3939067,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,2.8567142,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,4.1935,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,0.5946016,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-0.26831403,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,0.49676862,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,0.94543856,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,-0.4410079,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,-0.25668657,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,-0.4905085,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,0.5010293,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,-0.6513645,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.75315213,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,0.95074785,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,1.4523058,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,1.0775987,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,1.2711908,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,0.84478146,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.13145019,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-0.016669825,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.39677,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,0.034722846,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.5710645,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,2.0140505,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,0.8843887,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,0.7392803,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,0.14326772,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,1.998779,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),2.6795745,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,1.9500833,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),2.4141982,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,4.1013904,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.9305391,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-1.4473903,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-1.1565889,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.99521625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-0.52451175,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,0.25635675,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.6180567,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-1.2332654,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-1.7121221,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-1.362845,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-2.171337,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-1.1112045,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.37542832,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-1.4245416,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-1.0702049,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,1.6670195,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-0.9498235,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,1.0918839,DD,year,days_with_precipitation_amount_below_threshold,days,7
