region,DD_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09661_Aschaffenburg,-1.796356201171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_Schweinfurt,-1.6921234130859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_Würzburg,-1.6556854248046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09671_Aschaffenburg,-0.69586181640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09672_Bad Kissingen,-1.3755950927734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09673_Rhön-Grabfeld,-1.618377685546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09674_Haßberge,-1.87432861328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09675_Kitzingen,-1.9960784912109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09676_Miltenberg,-0.8477325439453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09677_Main-Spessart,-1.2432098388671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09678_Schweinfurt,-2.074005126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09679_Würzburg,-1.9513092041015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_Augsburg,-2.7496490478515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_Kaufbeuren,-1.6992645263671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_Kempten (Allgäu),-1.08135986328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_Memmingen,-1.1949615478515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09771_Aichach-Friedberg,-2.264556884765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,-2.142669677734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,-2.498382568359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,-2.6900482177734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,-2.3158416748046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),-0.70281982421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,-1.45556640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,-1.5938873291015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,-2.954925537109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,-0.780426025390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,0.0675048828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,1.1472625732421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,0.81231689453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,0.4071044921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,0.1715087890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,1.1297149658203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-3.3397979736328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-3.5347747802734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-3.0407562255859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-3.0107421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-3.4626922607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,-3.2571563720703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-2.8308868408203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-3.34765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-3.1820831298828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-3.1155548095703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,-2.6926727294921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-2.9609527587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-2.75506591796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-2.665130615234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-3.8511505126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,-2.8452911376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-2.88763427734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-3.35400390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-2.9885711669921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-3.313995361328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,-1.745758056640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-2.35125732421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,-2.6381378173828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-2.8665313720703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-3.283172607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,-2.2019500732421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-2.9791107177734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,-3.9936676025390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-3.775665283203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,-3.32769775390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,-3.06842041015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-3.8997802734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-3.9231414794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-3.448272705078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-2.7830047607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-3.1046295166015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-3.453460693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-4.2264404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-4.089813232421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-4.024932861328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-4.0738525390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-3.9884796142578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-3.571533203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-4.5197906494140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-3.7522735595703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-4.2253875732421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-3.3773040771484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-3.1935882568359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,-2.9492340087890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-2.86590576171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-2.8372344970703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-3.3372650146484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-4.062530517578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-3.0658416748046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-4.10992431640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-4.0696563720703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-3.6063690185546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,-0.160614013671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-3.1367645263671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,-1.8681488037109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,-2.2688140869140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,-2.7807769775390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,-2.2375335693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-3.0833740234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-3.4190673828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,-1.7381744384765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,-2.5263519287109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-3.718994140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,-1.795654296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,-2.23626708984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-3.358428955078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,-1.2396240234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-2.917022705078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-3.5406951904296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,-3.046661376953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-3.8562469482421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-4.7049713134765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,-1.748931884765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-2.253082275390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-1.979156494140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-1.68023681640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-3.5765380859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-3.3636322021484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-3.329193115234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-2.829559326171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-2.0275115966796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-2.5842742919921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-1.5958709716796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-2.033294677734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-3.0212554931640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-2.7771148681640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-0.31414794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.412261962890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.9584808349609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.3578643798828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-0.0251312255859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-0.555755615234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-0.62493896484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.52587890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.107574462890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.1740264892578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,-0.266815185546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,0.428955078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.8265838623046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-1.10809326171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-1.4347076416015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-2.4090576171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-0.8985748291015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-1.089141845703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.8773651123046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-1.59515380859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-1.057647705078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-1.3852996826171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-1.032745361328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-1.2657623291015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-1.2775115966796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.9555511474609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-1.0748291015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-2.37353515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-0.7331695556640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,1.2808074951171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-2.6476593017578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-0.864532470703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-1.3358306884765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-2.590118408203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-1.772216796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-1.5921783447265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-0.0477752685546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.8350982666015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-1.700103759765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.3270111083984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.6588897705078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.7021942138671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-0.35479736328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,0.501678466796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-1.1037445068359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-0.8724365234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-1.2730865478515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-0.879119873046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.2569732666015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-2.02313232421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-2.7619476318359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-2.254180908203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-2.3343048095703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,-2.6495513916015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,-1.929290771484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,-2.4887542724609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,-2.7505340576171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,-2.7794189453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-2.1574859619140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,-2.453643798828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-2.4033660888671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,-2.4245758056640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,-2.2571868896484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,-2.7819366455078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-2.7365264892578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-3.117889404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-2.3836517333984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-2.8898773193359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-2.16815185546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-0.4039764404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-2.08349609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,-1.8652191162109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-2.46026611328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-1.4552154541015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-0.782073974609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-0.904876708984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-1.295562744140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.0210113525390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-3.796905517578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-2.86572265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-2.7825164794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-3.6850738525390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-2.3389892578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-2.5982818603515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-3.716644287109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-3.3188934326171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-4.0141448974609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-3.9850616455078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-4.30230712890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-3.1815185546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-3.084381103515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-3.9118499755859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-3.4437103271484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-1.6066131591796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-3.3666229248046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-2.6592254638671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
