region,DSx5_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09371_Amberg-Sulzbach,-0.13977961,DSx5,year,dry_spell_duration,days,7
09372_Cham,-0.15678234,DSx5,year,dry_spell_duration,days,7
09373_Neumarkt i.d. OPf.,-0.09466621,DSx5,year,dry_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,-0.18320808,DSx5,year,dry_spell_duration,days,7
09375_Regensburg,-0.12755696,DSx5,year,dry_spell_duration,days,7
09376_Schwandorf,-0.18181367,DSx5,year,dry_spell_duration,days,7
09377_Tirschenreuth,-0.07291426,DSx5,year,dry_spell_duration,days,7
09461_09471_Region_um_Bamberg,0.028599404,DSx5,year,dry_spell_duration,days,7
09461_Bamberg,0.0019939155,DSx5,year,dry_spell_duration,days,7
09462_09472_Region_um_Bayreuth,-0.088799424,DSx5,year,dry_spell_duration,days,7
09462_Bayreuth,-0.20870471,DSx5,year,dry_spell_duration,days,7
09463_09473_Region_um_Coburg,0.02554554,DSx5,year,dry_spell_duration,days,7
09463_Coburg,-0.024112735,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,-0.047834314,DSx5,year,dry_spell_duration,days,7
09464_Hof,-0.15144616,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,0.029912347,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,-0.082165785,DSx5,year,dry_spell_duration,days,7
09473_Coburg,0.029210592,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,-0.07087378,DSx5,year,dry_spell_duration,days,7
09475_Hof,-0.041192055,DSx5,year,dry_spell_duration,days,7
09476_Kronach,0.04353607,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,-0.10365672,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,-0.032989938,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,0.0072143623,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,0.15160096,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,0.07340047,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.004027283,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,0.031564794,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,0.083744235,DSx5,year,dry_spell_duration,days,7
09563_Fürth,0.06850499,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.033345073,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,0.030541437,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,0.078171045,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,0.019048255,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,0.15584147,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,-0.015364798,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.08448082,DSx5,year,dry_spell_duration,days,7
09573_Fürth,0.13176186,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,-0.034694437,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.09490209,DSx5,year,dry_spell_duration,days,7
09576_Roth,0.0905024,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,0.17641355,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,0.26694387,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,0.27257356,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,0.22675802,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,0.26244578,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,0.14123824,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,0.04195722,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,0.2706184,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,0.3923228,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,0.2924872,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,0.22916259,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,0.075282164,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,0.26291338,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,0.36917028,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,0.22522078,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,0.15134534,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,0.030202849,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,0.024281234,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,-0.14634293,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,-0.072132915,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),-0.20890154,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),-0.20993668,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,-0.08403972,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,-0.11812073,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,0.017211111,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,0.04037166,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,0.20188847,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,0.07151455,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,0.038824666,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.10838343,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),-0.1740413,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,-0.14863819,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,-0.13959874,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,0.16719148,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,-0.20885631,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,0.5777439,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,0.5842409,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.5370705,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,0.52025664,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,0.5589442,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,0.56146085,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,0.5033275,DSx5,year,dry_spell_duration,days,7
11000_Berlin,-0.11499226,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.09187471,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,-0.1996784,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,-0.13377951,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,-0.14094122,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.2564104,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),-0.33270648,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.09634449,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,-0.11643704,DSx5,year,dry_spell_duration,days,7
12060_Barnim,-0.103963286,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,-0.06376096,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,-0.09833293,DSx5,year,dry_spell_duration,days,7
12063_Havelland,-0.117782876,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,-0.26858085,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,-0.14993666,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,-0.123768404,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,-0.23972183,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,-0.117162004,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,-0.06452554,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,-0.086900145,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,-0.13304915,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,-0.08941051,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,-0.144127,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,-0.21829197,DSx5,year,dry_spell_duration,days,7
13003_Rostock,-0.31712836,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,-0.12831867,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,-0.26565588,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,-0.15305178,DSx5,year,dry_spell_duration,days,7
13072_Rostock,-0.2131742,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,-0.3212566,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,-0.119445816,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,-0.07460064,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,-0.12854376,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.15716329,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,-0.22164874,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,-0.11550554,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,-0.172438,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,-0.16891988,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,-0.18943836,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,-0.1594832,DSx5,year,dry_spell_duration,days,7
14612_Dresden,-0.19310957,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,-0.1548868,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,-0.15202253,DSx5,year,dry_spell_duration,days,7
14627_Meißen,-0.2355062,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,-0.09296765,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,-0.14189641,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,-0.043107066,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,-0.1596607,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,-0.14192818,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.038185287,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,-0.032601792,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),-0.11530759,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),-0.14844513,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.04196858,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,-0.0742014,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,0.07718207,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,-0.054472204,DSx5,year,dry_spell_duration,days,7
15083_Börde,0.033177007,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,-0.10997193,DSx5,year,dry_spell_duration,days,7
15085_Harz,0.26207122,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,-0.10867171,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,-0.015916055,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,-0.112057135,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,-0.0877757,DSx5,year,dry_spell_duration,days,7
15090_Stendal,0.017250178,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,-0.026761707,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.01895764,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,-0.11244046,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,-0.11721036,DSx5,year,dry_spell_duration,days,7
16052_Gera,-0.114751026,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,-0.08713476,DSx5,year,dry_spell_duration,days,7
16053_Jena,-0.038737446,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,0.16182114,DSx5,year,dry_spell_duration,days,7
16054_Suhl,0.2829317,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,-0.06514235,DSx5,year,dry_spell_duration,days,7
16055_Weimar,-0.14577642,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,0.104791075,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,0.17194153,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,0.19115178,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,0.29201615,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,0.0506945,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,0.13532738,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,0.11778552,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,0.124565095,DSx5,year,dry_spell_duration,days,7
16067_Gotha,0.11797612,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,-0.09916981,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,0.19374627,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,0.15979922,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,-0.05590283,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,0.15206748,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,0.011127472,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,-0.11824345,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,-0.06073003,DSx5,year,dry_spell_duration,days,7
16076_Greiz,-0.12862383,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,-0.1639852,DSx5,year,dry_spell_duration,days,7
