region,DSx5_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03460_Vechta,3.9584598541259766,DSx5,year,dry_spell_duration,days,7
03461_Wesermarsch,3.898813247680664,DSx5,year,dry_spell_duration,days,7
03462_Wittmund,6.134462356567383,DSx5,year,dry_spell_duration,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,3.8909826278686523,DSx5,year,dry_spell_duration,days,7
04011_Bremen,4.522915840148926,DSx5,year,dry_spell_duration,days,7
04012_03352_03461_Region_um_Bremerhaven,4.642047882080078,DSx5,year,dry_spell_duration,days,7
04012_Bremerhaven,4.322432518005371,DSx5,year,dry_spell_duration,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,5.607440948486328,DSx5,year,dry_spell_duration,days,7
05111_Düsseldorf,5.918508529663086,DSx5,year,dry_spell_duration,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,5.767448425292969,DSx5,year,dry_spell_duration,days,7
05112_Duisburg,6.078651428222656,DSx5,year,dry_spell_duration,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,4.701208114624023,DSx5,year,dry_spell_duration,days,7
05113_Essen,5.387611389160156,DSx5,year,dry_spell_duration,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,6.139312744140625,DSx5,year,dry_spell_duration,days,7
05114_Krefeld,6.251375198364258,DSx5,year,dry_spell_duration,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,5.823263168334961,DSx5,year,dry_spell_duration,days,7
05116_Mönchengladbach,5.636470794677734,DSx5,year,dry_spell_duration,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,5.311601638793945,DSx5,year,dry_spell_duration,days,7
05117_Mülheim an der Ruhr,5.249563217163086,DSx5,year,dry_spell_duration,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,6.064050674438477,DSx5,year,dry_spell_duration,days,7
05119_Oberhausen,6.453596115112305,DSx5,year,dry_spell_duration,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,4.885198593139648,DSx5,year,dry_spell_duration,days,7
05120_Remscheid,4.939441680908203,DSx5,year,dry_spell_duration,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,5.245536804199219,DSx5,year,dry_spell_duration,days,7
05122_Solingen,5.158290863037109,DSx5,year,dry_spell_duration,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,4.988183975219727,DSx5,year,dry_spell_duration,days,7
05124_Wuppertal,5.195068359375,DSx5,year,dry_spell_duration,days,7
05154_Kleve,7.42535400390625,DSx5,year,dry_spell_duration,days,7
05158_Mettmann,5.418397903442383,DSx5,year,dry_spell_duration,days,7
05162_Rhein-Kreis Neuss,5.727842330932617,DSx5,year,dry_spell_duration,days,7
05166_Viersen,6.399003982543945,DSx5,year,dry_spell_duration,days,7
05170_Wesel,6.29582405090332,DSx5,year,dry_spell_duration,days,7
05314_05382_Region_um_Bonn,5.514228820800781,DSx5,year,dry_spell_duration,days,7
05314_Bonn,5.5749359130859375,DSx5,year,dry_spell_duration,days,7
05315_Köln,6.086400985717773,DSx5,year,dry_spell_duration,days,7
05316_05315_05378_05158_Region_um_Leverkusen,5.353839874267578,DSx5,year,dry_spell_duration,days,7
05316_Leverkusen,5.728706359863281,DSx5,year,dry_spell_duration,days,7
05334_Städteregion Aachen,5.248180389404297,DSx5,year,dry_spell_duration,days,7
05358_Düren,5.908473968505859,DSx5,year,dry_spell_duration,days,7
05362_Rhein-Erft-Kreis,5.927074432373047,DSx5,year,dry_spell_duration,days,7
05366_Euskirchen,7.112913131713867,DSx5,year,dry_spell_duration,days,7
05370_Heinsberg,5.564569473266602,DSx5,year,dry_spell_duration,days,7
05374_Oberbergischer Kreis,5.122373580932617,DSx5,year,dry_spell_duration,days,7
05378_Rheinisch-Bergischer Kreis,5.381315231323242,DSx5,year,dry_spell_duration,days,7
05382_Rhein-Sieg-Kreis,5.506628036499023,DSx5,year,dry_spell_duration,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,5.435520172119141,DSx5,year,dry_spell_duration,days,7
05512_Bottrop,5.499382019042969,DSx5,year,dry_spell_duration,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,4.627248764038086,DSx5,year,dry_spell_duration,days,7
05513_Gelsenkirchen,4.956317901611328,DSx5,year,dry_spell_duration,days,7
05515_05566_05558_05570_Region_um_Münster,3.6499900817871094,DSx5,year,dry_spell_duration,days,7
05515_Münster,3.382120132446289,DSx5,year,dry_spell_duration,days,7
05554_Borken,4.620719909667969,DSx5,year,dry_spell_duration,days,7
05558_Coesfeld,3.5836753845214844,DSx5,year,dry_spell_duration,days,7
05562_Recklinghausen,4.2197418212890625,DSx5,year,dry_spell_duration,days,7
05566_Steinfurt,4.177860260009766,DSx5,year,dry_spell_duration,days,7
05570_Warendorf,3.909555435180664,DSx5,year,dry_spell_duration,days,7
05711_05754_05758_05766_Region_um_Bielefeld,4.463235855102539,DSx5,year,dry_spell_duration,days,7
05711_Bielefeld,4.259033203125,DSx5,year,dry_spell_duration,days,7
05754_Gütersloh,4.046287536621094,DSx5,year,dry_spell_duration,days,7
05758_Herford,5.045543670654297,DSx5,year,dry_spell_duration,days,7
05762_Höxter,5.205410003662109,DSx5,year,dry_spell_duration,days,7
05766_Lippe,4.886116027832031,DSx5,year,dry_spell_duration,days,7
05770_Minden-Lübbecke,4.206815719604492,DSx5,year,dry_spell_duration,days,7
05774_Paderborn,5.607994079589844,DSx5,year,dry_spell_duration,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,4.372255325317383,DSx5,year,dry_spell_duration,days,7
05911_Bochum,5.030330657958984,DSx5,year,dry_spell_duration,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,4.083395004272461,DSx5,year,dry_spell_duration,days,7
05913_Dortmund,4.3474273681640625,DSx5,year,dry_spell_duration,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,5.07783317565918,DSx5,year,dry_spell_duration,days,7
05914_Hagen,4.878055572509766,DSx5,year,dry_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,4.194093704223633,DSx5,year,dry_spell_duration,days,7
05915_Hamm,4.416496276855469,DSx5,year,dry_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,4.3934173583984375,DSx5,year,dry_spell_duration,days,7
05916_Herne,4.916547775268555,DSx5,year,dry_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,5.13890266418457,DSx5,year,dry_spell_duration,days,7
05958_Hochsauerlandkreis,6.530384063720703,DSx5,year,dry_spell_duration,days,7
05962_Märkischer Kreis,5.692670822143555,DSx5,year,dry_spell_duration,days,7
05966_Olpe,5.963817596435547,DSx5,year,dry_spell_duration,days,7
05970_Siegen-Wittgenstein,5.864742279052734,DSx5,year,dry_spell_duration,days,7
05974_Soest,5.951314926147461,DSx5,year,dry_spell_duration,days,7
05978_Unna,4.246854782104492,DSx5,year,dry_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,5.054256439208984,DSx5,year,dry_spell_duration,days,7
06411_Darmstadt,4.008609771728516,DSx5,year,dry_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,4.035451889038086,DSx5,year,dry_spell_duration,days,7
06412_Frankfurt am Main,3.876596450805664,DSx5,year,dry_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,3.9445247650146484,DSx5,year,dry_spell_duration,days,7
06413_Offenbach am Main,3.512971878051758,DSx5,year,dry_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,4.619483947753906,DSx5,year,dry_spell_duration,days,7
06414_Wiesbaden,4.935935974121094,DSx5,year,dry_spell_duration,days,7
06431_Bergstraße,5.426706314086914,DSx5,year,dry_spell_duration,days,7
06432_Darmstadt-Dieburg,5.2993316650390625,DSx5,year,dry_spell_duration,days,7
06433_Groß-Gerau,4.171575546264648,DSx5,year,dry_spell_duration,days,7
06434_Hochtaunuskreis,4.492349624633789,DSx5,year,dry_spell_duration,days,7
06435_Main-Kinzig-Kreis,3.911611557006836,DSx5,year,dry_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,4.3707427978515625,DSx5,year,dry_spell_duration,days,7
06436_Main-Taunus-Kreis,4.303428649902344,DSx5,year,dry_spell_duration,days,7
06437_Odenwaldkreis,5.406642913818359,DSx5,year,dry_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,4.3914794921875,DSx5,year,dry_spell_duration,days,7
06438_Offenbach,4.959865570068359,DSx5,year,dry_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,4.769617080688477,DSx5,year,dry_spell_duration,days,7
06440_Wetteraukreis,3.9883365631103516,DSx5,year,dry_spell_duration,days,7
06531_Gießen,4.280040740966797,DSx5,year,dry_spell_duration,days,7
06532_Lahn-Dill-Kreis,5.722352981567383,DSx5,year,dry_spell_duration,days,7
06533_Limburg-Weilburg,4.178953170776367,DSx5,year,dry_spell_duration,days,7
06534_Marburg-Biedenkopf,4.66749382019043,DSx5,year,dry_spell_duration,days,7
06535_Vogelsbergkreis,4.074094772338867,DSx5,year,dry_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,5.829996109008789,DSx5,year,dry_spell_duration,days,7
06611_Kassel,5.933620452880859,DSx5,year,dry_spell_duration,days,7
06631_Fulda,4.069143295288086,DSx5,year,dry_spell_duration,days,7
06632_Hersfeld-Rotenburg,4.918649673461914,DSx5,year,dry_spell_duration,days,7
06633_Kassel,5.762786865234375,DSx5,year,dry_spell_duration,days,7
06634_Schwalm-Eder-Kreis,6.101163864135742,DSx5,year,dry_spell_duration,days,7
06635_Waldeck-Frankenberg,5.801855087280273,DSx5,year,dry_spell_duration,days,7
06636_Werra-Meißner-Kreis,6.568658828735352,DSx5,year,dry_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,5.356945037841797,DSx5,year,dry_spell_duration,days,7
07111_Koblenz,6.489585876464844,DSx5,year,dry_spell_duration,days,7
07131_Ahrweiler,6.693408966064453,DSx5,year,dry_spell_duration,days,7
07132_Altenkirchen (Westerwald),5.009490966796875,DSx5,year,dry_spell_duration,days,7
07133_Bad Kreuznach,5.529584884643555,DSx5,year,dry_spell_duration,days,7
07134_Birkenfeld,5.5613555908203125,DSx5,year,dry_spell_duration,days,7
07135_Cochem-Zell,6.272151947021484,DSx5,year,dry_spell_duration,days,7
07137_Mayen-Koblenz,6.000486373901367,DSx5,year,dry_spell_duration,days,7
07138_Neuwied,5.505620956420898,DSx5,year,dry_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,4.840049743652344,DSx5,year,dry_spell_duration,days,7
07141_Rhein-Lahn-Kreis,5.224611282348633,DSx5,year,dry_spell_duration,days,7
07143_Westerwaldkreis,4.811206817626953,DSx5,year,dry_spell_duration,days,7
07211_07235_Region_um_Trier,5.839902877807617,DSx5,year,dry_spell_duration,days,7
07211_Trier,5.808635711669922,DSx5,year,dry_spell_duration,days,7
07231_Bernkastel-Wittlich,5.479724884033203,DSx5,year,dry_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,5.620859146118164,DSx5,year,dry_spell_duration,days,7
07233_Vulkaneifel,5.947807312011719,DSx5,year,dry_spell_duration,days,7
07235_Trier-Saarburg,5.843439102172852,DSx5,year,dry_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),5.627031326293945,DSx5,year,dry_spell_duration,days,7
07311_Frankenthal (Pfalz),6.365104675292969,DSx5,year,dry_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,5.1334686279296875,DSx5,year,dry_spell_duration,days,7
07312_Kaiserslautern,4.795879364013672,DSx5,year,dry_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,5.968942642211914,DSx5,year,dry_spell_duration,days,7
07313_Landau in der Pfalz,6.087615966796875,DSx5,year,dry_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,5.666042327880859,DSx5,year,dry_spell_duration,days,7
07314_Ludwigshafen am Rhein,6.083370208740234,DSx5,year,dry_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,4.650613784790039,DSx5,year,dry_spell_duration,days,7
07315_Mainz,6.230081558227539,DSx5,year,dry_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,5.165536880493164,DSx5,year,dry_spell_duration,days,7
07316_Neustadt an der Weinstraße,5.349811553955078,DSx5,year,dry_spell_duration,days,7
07317_07340_Region_um_Pirmasens,5.800786972045898,DSx5,year,dry_spell_duration,days,7
07317_Pirmasens,6.788351058959961,DSx5,year,dry_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,4.343524932861328,DSx5,year,dry_spell_duration,days,7
07318_Speyer,5.059419631958008,DSx5,year,dry_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,5.232526779174805,DSx5,year,dry_spell_duration,days,7
07319_Worms,4.513771057128906,DSx5,year,dry_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,5.766956329345703,DSx5,year,dry_spell_duration,days,7
07320_Zweibrücken,6.210161209106445,DSx5,year,dry_spell_duration,days,7
07331_Alzey-Worms,4.923572540283203,DSx5,year,dry_spell_duration,days,7
07332_Bad Dürkheim,5.172189712524414,DSx5,year,dry_spell_duration,days,7
07333_Donnersbergkreis,5.266725540161133,DSx5,year,dry_spell_duration,days,7
07334_Germersheim,5.500123977661133,DSx5,year,dry_spell_duration,days,7
07335_Kaiserslautern,5.174615859985352,DSx5,year,dry_spell_duration,days,7
07336_Kusel,5.905704498291016,DSx5,year,dry_spell_duration,days,7
07337_Südliche Weinstraße,5.95195198059082,DSx5,year,dry_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,4.700206756591797,DSx5,year,dry_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,5.388660430908203,DSx5,year,dry_spell_duration,days,7
07339_Mainz-Bingen,4.955049514770508,DSx5,year,dry_spell_duration,days,7
07340_Südwestpfalz,5.732242584228516,DSx5,year,dry_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,4.114463806152344,DSx5,year,dry_spell_duration,days,7
08111_Stuttgart,5.247249603271484,DSx5,year,dry_spell_duration,days,7
08115_Böblingen,5.763147354125977,DSx5,year,dry_spell_duration,days,7
08116_Esslingen,4.685544967651367,DSx5,year,dry_spell_duration,days,7
08117_Göppingen,5.253387451171875,DSx5,year,dry_spell_duration,days,7
08118_Ludwigsburg,3.1673660278320312,DSx5,year,dry_spell_duration,days,7
08119_Rems-Murr-Kreis,3.060394287109375,DSx5,year,dry_spell_duration,days,7
08121_08125_Region_um_Heilbronn,3.8568191528320312,DSx5,year,dry_spell_duration,days,7
08121_Heilbronn,4.545234680175781,DSx5,year,dry_spell_duration,days,7
08125_Heilbronn,3.813446044921875,DSx5,year,dry_spell_duration,days,7
08126_Hohenlohekreis,3.618288040161133,DSx5,year,dry_spell_duration,days,7
08127_Schwäbisch Hall,3.1904754638671875,DSx5,year,dry_spell_duration,days,7
08128_Main-Tauber-Kreis,3.2646007537841797,DSx5,year,dry_spell_duration,days,7
08135_Heidenheim,5.691816329956055,DSx5,year,dry_spell_duration,days,7
08136_Ostalbkreis,4.926828384399414,DSx5,year,dry_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,6.210723876953125,DSx5,year,dry_spell_duration,days,7
08211_Baden-Baden,6.710338592529297,DSx5,year,dry_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,4.760532379150391,DSx5,year,dry_spell_duration,days,7
08212_Karlsruhe,4.409982681274414,DSx5,year,dry_spell_duration,days,7
08215_Karlsruhe,4.505029678344727,DSx5,year,dry_spell_duration,days,7
08216_Rastatt,6.117330551147461,DSx5,year,dry_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,4.879932403564453,DSx5,year,dry_spell_duration,days,7
08221_Heidelberg,4.865888595581055,DSx5,year,dry_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,5.168718338012695,DSx5,year,dry_spell_duration,days,7
08222_Mannheim,5.804159164428711,DSx5,year,dry_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,4.565317153930664,DSx5,year,dry_spell_duration,days,7
08226_Rhein-Neckar-Kreis,4.751932144165039,DSx5,year,dry_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,4.617010116577148,DSx5,year,dry_spell_duration,days,7
08231_Pforzheim,3.9617843627929688,DSx5,year,dry_spell_duration,days,7
08235_Calw,5.164274215698242,DSx5,year,dry_spell_duration,days,7
08236_Enzkreis,3.976377487182617,DSx5,year,dry_spell_duration,days,7
08237_Freudenstadt,6.263515472412109,DSx5,year,dry_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,6.26426887512207,DSx5,year,dry_spell_duration,days,7
08311_Freiburg im Breisgau,6.06089973449707,DSx5,year,dry_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,6.170766830444336,DSx5,year,dry_spell_duration,days,7
08316_Emmendingen,6.505107879638672,DSx5,year,dry_spell_duration,days,7
08317_Ortenaukreis,7.3194732666015625,DSx5,year,dry_spell_duration,days,7
08325_Rottweil,6.923681259155273,DSx5,year,dry_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,7.305238723754883,DSx5,year,dry_spell_duration,days,7
08327_Tuttlingen,6.507028579711914,DSx5,year,dry_spell_duration,days,7
08335_Konstanz,6.327913284301758,DSx5,year,dry_spell_duration,days,7
08336_Lörrach,7.467187881469727,DSx5,year,dry_spell_duration,days,7
08337_Waldshut,8.509260177612305,DSx5,year,dry_spell_duration,days,7
08415_Reutlingen,5.821680068969727,DSx5,year,dry_spell_duration,days,7
08416_Tübingen,6.936189651489258,DSx5,year,dry_spell_duration,days,7
08417_Zollernalbkreis,6.214513778686523,DSx5,year,dry_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,6.200839996337891,DSx5,year,dry_spell_duration,days,7
08421_Ulm,6.230094909667969,DSx5,year,dry_spell_duration,days,7
08425_Alb-Donau-Kreis,6.048946380615234,DSx5,year,dry_spell_duration,days,7
08426_Biberach,4.913867950439453,DSx5,year,dry_spell_duration,days,7
08435_Bodenseekreis,5.491682052612305,DSx5,year,dry_spell_duration,days,7
08436_Ravensburg,4.517278671264648,DSx5,year,dry_spell_duration,days,7
08437_Sigmaringen,5.0570526123046875,DSx5,year,dry_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,6.478813171386719,DSx5,year,dry_spell_duration,days,7
09161_Ingolstadt,7.51020622253418,DSx5,year,dry_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,4.968650817871094,DSx5,year,dry_spell_duration,days,7
09162_München,4.7620391845703125,DSx5,year,dry_spell_duration,days,7
09163_09187_Region_um_Rosenheim,5.110945701599121,DSx5,year,dry_spell_duration,days,7
09163_Rosenheim,5.136240005493164,DSx5,year,dry_spell_duration,days,7
09171_Altötting,5.932992935180664,DSx5,year,dry_spell_duration,days,7
09172_Berchtesgadener Land,3.121490478515625,DSx5,year,dry_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,3.131399154663086,DSx5,year,dry_spell_duration,days,7
09174_Dachau,4.85590934753418,DSx5,year,dry_spell_duration,days,7
09175_Ebersberg,5.563199996948242,DSx5,year,dry_spell_duration,days,7
09176_Eichstätt,6.42005729675293,DSx5,year,dry_spell_duration,days,7
09177_Erding,4.773439407348633,DSx5,year,dry_spell_duration,days,7
09178_Freising,4.584142684936523,DSx5,year,dry_spell_duration,days,7
09179_Fürstenfeldbruck,5.227024078369141,DSx5,year,dry_spell_duration,days,7
09180_Garmisch-Partenkirchen,3.3940086364746094,DSx5,year,dry_spell_duration,days,7
09181_Landsberg am Lech,3.6088409423828125,DSx5,year,dry_spell_duration,days,7
09182_Miesbach,3.1750049591064453,DSx5,year,dry_spell_duration,days,7
09183_Mühldorf a. Inn,6.060632705688477,DSx5,year,dry_spell_duration,days,7
09184_München,4.998796463012695,DSx5,year,dry_spell_duration,days,7
09185_Neuburg-Schrobenhausen,7.122386932373047,DSx5,year,dry_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,5.767932891845703,DSx5,year,dry_spell_duration,days,7
09187_Rosenheim,5.1102399826049805,DSx5,year,dry_spell_duration,days,7
09188_Starnberg,3.8079891204833984,DSx5,year,dry_spell_duration,days,7
09189_Traunstein,4.999489784240723,DSx5,year,dry_spell_duration,days,7
09190_Weilheim-Schongau,3.1643199920654297,DSx5,year,dry_spell_duration,days,7
09261_09274_Region_um_Landshut,5.45037841796875,DSx5,year,dry_spell_duration,days,7
09261_Landshut,6.1529693603515625,DSx5,year,dry_spell_duration,days,7
09262_09275_Region_um_Passau,5.518604278564453,DSx5,year,dry_spell_duration,days,7
09262_Passau,5.312665939331055,DSx5,year,dry_spell_duration,days,7
09263_09278_Region_um_Straubing,4.723852157592773,DSx5,year,dry_spell_duration,days,7
09263_Straubing,5.361782073974609,DSx5,year,dry_spell_duration,days,7
09271_Deggendorf,4.432016372680664,DSx5,year,dry_spell_duration,days,7
09272_Freyung-Grafenau,4.855436325073242,DSx5,year,dry_spell_duration,days,7
09273_Kelheim,5.676967620849609,DSx5,year,dry_spell_duration,days,7
09274_Landshut,5.41276741027832,DSx5,year,dry_spell_duration,days,7
09275_Passau,5.528144836425781,DSx5,year,dry_spell_duration,days,7
09276_Regen,4.805461883544922,DSx5,year,dry_spell_duration,days,7
09277_Rottal-Inn,5.182577133178711,DSx5,year,dry_spell_duration,days,7
09278_Straubing-Bogen,4.686149597167969,DSx5,year,dry_spell_duration,days,7
