region,DSx5_year_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09262_09275_Region_um_Passau,-3.311086654663086,DSx5,year,dry_spell_duration,days,7
09262_Passau,-3.5010013580322266,DSx5,year,dry_spell_duration,days,7
09263_09278_Region_um_Straubing,-3.0038623809814453,DSx5,year,dry_spell_duration,days,7
09263_Straubing,-3.165515899658203,DSx5,year,dry_spell_duration,days,7
09271_Deggendorf,-3.5089359283447266,DSx5,year,dry_spell_duration,days,7
09272_Freyung-Grafenau,-2.7941150665283203,DSx5,year,dry_spell_duration,days,7
09273_Kelheim,-2.973573684692383,DSx5,year,dry_spell_duration,days,7
09274_Landshut,-3.58951473236084,DSx5,year,dry_spell_duration,days,7
09275_Passau,-3.302278518676758,DSx5,year,dry_spell_duration,days,7
09276_Regen,-2.754910469055176,DSx5,year,dry_spell_duration,days,7
09277_Rottal-Inn,-3.292787551879883,DSx5,year,dry_spell_duration,days,7
09278_Straubing-Bogen,-2.994312286376953,DSx5,year,dry_spell_duration,days,7
09279_Dingolfing-Landau,-3.3068885803222656,DSx5,year,dry_spell_duration,days,7
09361_09371_Region_um_Amberg,-2.925640106201172,DSx5,year,dry_spell_duration,days,7
09361_Amberg,-2.8259286880493164,DSx5,year,dry_spell_duration,days,7
09362_09375_Region_um_Regensburg,-2.809558868408203,DSx5,year,dry_spell_duration,days,7
09362_Regensburg,-2.9152393341064453,DSx5,year,dry_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-2.7936458587646484,DSx5,year,dry_spell_duration,days,7
09363_Weiden i.d. OPf.,-3.2585973739624023,DSx5,year,dry_spell_duration,days,7
09371_Amberg-Sulzbach,-2.9328365325927734,DSx5,year,dry_spell_duration,days,7
09372_Cham,-2.5609865188598633,DSx5,year,dry_spell_duration,days,7
09373_Neumarkt i.d. OPf.,-2.8070602416992188,DSx5,year,dry_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,-2.7952442169189453,DSx5,year,dry_spell_duration,days,7
09375_Regensburg,-2.802915573120117,DSx5,year,dry_spell_duration,days,7
09376_Schwandorf,-2.7449140548706055,DSx5,year,dry_spell_duration,days,7
09377_Tirschenreuth,-2.795802116394043,DSx5,year,dry_spell_duration,days,7
09461_09471_Region_um_Bamberg,-2.8288326263427734,DSx5,year,dry_spell_duration,days,7
09461_Bamberg,-3.069183349609375,DSx5,year,dry_spell_duration,days,7
09462_09472_Region_um_Bayreuth,-2.1638870239257812,DSx5,year,dry_spell_duration,days,7
09462_Bayreuth,-3.3005714416503906,DSx5,year,dry_spell_duration,days,7
09463_09473_Region_um_Coburg,-2.5877609252929688,DSx5,year,dry_spell_duration,days,7
09463_Coburg,-2.592287063598633,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,-3.1348133087158203,DSx5,year,dry_spell_duration,days,7
09464_Hof,-3.0729904174804688,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,-2.8169708251953125,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,-2.163227081298828,DSx5,year,dry_spell_duration,days,7
09473_Coburg,-2.5874271392822266,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,-2.6239852905273438,DSx5,year,dry_spell_duration,days,7
09475_Hof,-3.1387767791748047,DSx5,year,dry_spell_duration,days,7
09476_Kronach,-2.4628677368164062,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,-2.218578338623047,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,-2.936939239501953,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,-2.7009382247924805,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,-2.476487159729004,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,-3.0287084579467773,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,-2.6922969818115234,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,-2.5797061920166016,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,-2.659351348876953,DSx5,year,dry_spell_duration,days,7
09563_Fürth,-2.579011917114258,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-2.8948211669921875,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,-2.469106674194336,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,-2.8781681060791016,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,-2.884756088256836,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,-2.4869327545166016,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,-2.7903289794921875,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-2.5992136001586914,DSx5,year,dry_spell_duration,days,7
09573_Fürth,-2.8086776733398438,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,-3.083150863647461,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-2.9434471130371094,DSx5,year,dry_spell_duration,days,7
09576_Roth,-2.959451675415039,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,-2.614370346069336,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,-2.5625791549682617,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,-2.564459800720215,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,-2.6129837036132812,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,-2.6503219604492188,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,-2.633975028991699,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,-2.595033645629883,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,-2.809615135192871,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,-1.9869575500488281,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,-2.297618865966797,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,-3.016153335571289,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,-2.489102363586426,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,-2.8082923889160156,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,-2.301057815551758,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,-2.6113758087158203,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,-2.637939453125,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,-2.342844009399414,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,-2.114394187927246,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,-2.908580780029297,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,-3.0489683151245117,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),-2.9203290939331055,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),-3.056715965270996,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,-2.386927604675293,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,-2.562440872192383,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,-2.344470977783203,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,-2.399296760559082,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,-2.173110008239746,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,-2.57021427154541,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,-2.7649545669555664,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-2.485165596008301,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),-2.4037256240844727,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,-2.905508041381836,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,-2.3507680892944336,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,-2.025580406188965,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,-2.914341926574707,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,-2.744521141052246,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,-2.1646642684936523,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-2.2449779510498047,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,-2.750520706176758,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,-2.468874931335449,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,-2.8150272369384766,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,-2.2712554931640625,DSx5,year,dry_spell_duration,days,7
11000_Berlin,-3.0955886840820312,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-3.100980758666992,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,-3.6355361938476562,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,-3.560415267944336,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,-3.918699264526367,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-2.5560779571533203,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),-3.21527099609375,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-2.9627532958984375,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,-3.7806663513183594,DSx5,year,dry_spell_duration,days,7
12060_Barnim,-2.836862564086914,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,-3.7947254180908203,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,-5.373210906982422,DSx5,year,dry_spell_duration,days,7
12063_Havelland,-2.6593666076660156,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,-2.5802841186523438,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,-2.893766403198242,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,-4.532371520996094,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,-2.9392337799072266,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,-2.2923946380615234,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,-3.775859832763672,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,-2.18658447265625,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,-3.610931396484375,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,-4.2748870849609375,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,-2.366729736328125,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,-2.8113765716552734,DSx5,year,dry_spell_duration,days,7
13003_Rostock,-2.9738216400146484,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,-2.0756149291992188,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,-2.5421876907348633,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,-3.232583999633789,DSx5,year,dry_spell_duration,days,7
13072_Rostock,-2.852628707885742,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,-3.9281368255615234,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,-2.216218948364258,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,-2.4105348587036133,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,-2.1874313354492188,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-2.9965124130249023,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,-3.4362010955810547,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,-2.5356931686401367,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,-3.3023252487182617,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,-2.5642242431640625,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,-3.1109704971313477,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,-3.727095603942871,DSx5,year,dry_spell_duration,days,7
14612_Dresden,-4.069053649902344,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,-4.174043655395508,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,-3.691460609436035,DSx5,year,dry_spell_duration,days,7
14627_Meißen,-4.515397071838379,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,-3.316648483276367,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,-3.964493751525879,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,-3.0052032470703125,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,-3.6895627975463867,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,-4.325408935546875,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-3.944612503051758,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,-3.695638656616211,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),-2.590121269226074,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),-3.0651016235351562,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-2.881204605102539,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,-3.3459014892578125,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,-2.428842544555664,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,-3.4877185821533203,DSx5,year,dry_spell_duration,days,7
15083_Börde,-2.5521793365478516,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,-2.5904312133789062,DSx5,year,dry_spell_duration,days,7
15085_Harz,-1.846109390258789,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,-3.2988643646240234,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,-2.167865753173828,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,-2.5850753784179688,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,-2.9480037689208984,DSx5,year,dry_spell_duration,days,7
15090_Stendal,-2.670612335205078,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,-4.316905975341797,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-2.379098892211914,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,-2.6008243560791016,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,-2.797618865966797,DSx5,year,dry_spell_duration,days,7
16052_Gera,-2.730846405029297,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,-2.875835418701172,DSx5,year,dry_spell_duration,days,7
16053_Jena,-2.6835708618164062,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,-2.220458984375,DSx5,year,dry_spell_duration,days,7
16054_Suhl,-2.4156274795532227,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,-2.497852325439453,DSx5,year,dry_spell_duration,days,7
16055_Weimar,-2.606292724609375,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,-2.052335739135742,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,-2.7974414825439453,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,-2.7767953872680664,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,-2.2428665161132812,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,-2.1639928817749023,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,-2.599720001220703,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,-2.329374313354492,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,-2.126188278198242,DSx5,year,dry_spell_duration,days,7
16067_Gotha,-2.5400466918945312,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,-2.2001819610595703,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,-2.390191078186035,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,-2.595285415649414,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,-2.4854278564453125,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,-2.6858320236206055,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,-2.8974056243896484,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,-3.3160953521728516,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,-3.279616355895996,DSx5,year,dry_spell_duration,days,7
16076_Greiz,-2.719137191772461,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,-3.2521495819091797,DSx5,year,dry_spell_duration,days,7
