region,DSx5_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09463_09473_Region_um_Coburg,0.7123139,DSx5,year,dry_spell_duration,days,7
09463_Coburg,0.7037609,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,0.78046674,DSx5,year,dry_spell_duration,days,7
09464_Hof,0.7173104,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,0.89243025,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,0.7999274,DSx5,year,dry_spell_duration,days,7
09473_Coburg,0.71294504,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,0.82142735,DSx5,year,dry_spell_duration,days,7
09475_Hof,0.7845154,DSx5,year,dry_spell_duration,days,7
09476_Kronach,0.8450517,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,0.7388899,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,0.79705745,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,0.71675444,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,0.92802864,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,0.8913148,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.8216941,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,0.8638647,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,0.86203456,DSx5,year,dry_spell_duration,days,7
09563_Fürth,0.824854,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.8039296,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,0.7049898,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,0.80416536,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,0.7354636,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,0.9300195,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,0.85186297,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.85857,DSx5,year,dry_spell_duration,days,7
09573_Fürth,0.96147245,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,0.7013258,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.8733816,DSx5,year,dry_spell_duration,days,7
09576_Roth,0.8272374,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,0.84806377,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,1.1851945,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,1.2178888,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,0.9595119,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,0.9428352,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,0.91046965,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,0.8642689,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,1.1528821,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,1.0543162,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,0.92955554,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,1.0151398,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,1.0045688,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,1.212978,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,1.0960182,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,0.9602305,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,0.9151727,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,0.62123275,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,0.5866466,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,0.4186995,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,0.5177685,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.303202,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),0.4040016,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,0.60412097,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,0.5017241,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,0.6552104,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,0.6016128,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,0.82915163,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,0.7116883,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,0.7092316,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.5711815,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),0.58527994,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,0.41563475,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,0.4693135,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,0.78225803,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,0.29877967,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,1.4134783,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,1.4796281,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,1.3998531,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,1.4172316,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,1.415068,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,1.4124438,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,1.4312649,DSx5,year,dry_spell_duration,days,7
11000_Berlin,0.536471,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.64096564,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,0.596472,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,0.6223459,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,0.5743491,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.5362236,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),0.5102925,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.6210676,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,0.5390133,DSx5,year,dry_spell_duration,days,7
12060_Barnim,0.69732654,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,0.60917705,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,0.62039584,DSx5,year,dry_spell_duration,days,7
12063_Havelland,0.66594005,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,0.54962105,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,0.68451506,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,0.6537295,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,0.52520007,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,0.67297584,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,0.62836087,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,0.6571656,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,0.6272449,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,0.51601017,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,0.743323,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,0.72448957,DSx5,year,dry_spell_duration,days,7
13003_Rostock,0.6757703,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,0.7839464,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,0.6275417,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,0.7140173,DSx5,year,dry_spell_duration,days,7
13072_Rostock,0.7270122,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,0.5494885,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,0.86214954,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,0.7489117,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,0.75325996,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,0.53898585,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,0.453491,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,0.572339,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,0.5543663,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,0.5910753,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,0.45929804,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,0.5303976,DSx5,year,dry_spell_duration,days,7
14612_Dresden,0.44315425,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,0.5536301,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,0.5271905,DSx5,year,dry_spell_duration,days,7
14627_Meißen,0.54035825,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,0.50551647,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,0.537781,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,0.62407136,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,0.5312477,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,0.53051287,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,0.57244235,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,0.6112192,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),0.5429128,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),0.43960235,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,0.70301545,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,0.68932015,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,0.7803755,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,0.5628017,DSx5,year,dry_spell_duration,days,7
15083_Börde,0.8333553,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,0.6137682,DSx5,year,dry_spell_duration,days,7
15085_Harz,0.979289,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,0.6378166,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,0.7253369,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,0.55304515,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,0.5624287,DSx5,year,dry_spell_duration,days,7
15090_Stendal,0.69442815,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,0.5746717,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.82974714,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,0.58279854,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,0.55550486,DSx5,year,dry_spell_duration,days,7
16052_Gera,0.45365325,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,0.6326318,DSx5,year,dry_spell_duration,days,7
16053_Jena,0.5925835,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,0.91423523,DSx5,year,dry_spell_duration,days,7
16054_Suhl,1.0281827,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,0.71439207,DSx5,year,dry_spell_duration,days,7
16055_Weimar,0.6836433,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,0.97079515,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,1.0875493,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,0.9806081,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,1.0616119,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,0.94907385,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,1.0363212,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,0.85323614,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,0.920355,DSx5,year,dry_spell_duration,days,7
16067_Gotha,0.98495793,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,0.743274,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,0.86000997,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,0.9465745,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,0.71791524,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,0.85430294,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,0.75204617,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,0.54945767,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,0.6278141,DSx5,year,dry_spell_duration,days,7
16076_Greiz,0.48427856,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,0.46843612,DSx5,year,dry_spell_duration,days,7
