region,DSx5_year_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09189_Traunstein,0.03677558898925781,DSx5,year,dry_spell_duration,days,7
09190_Weilheim-Schongau,-0.023728370666503906,DSx5,year,dry_spell_duration,days,7
09261_09274_Region_um_Landshut,0.1526317596435547,DSx5,year,dry_spell_duration,days,7
09261_Landshut,-0.09883308410644531,DSx5,year,dry_spell_duration,days,7
09262_09275_Region_um_Passau,0.04770469665527344,DSx5,year,dry_spell_duration,days,7
09262_Passau,-0.06560325622558594,DSx5,year,dry_spell_duration,days,7
09263_09278_Region_um_Straubing,0.014326095581054688,DSx5,year,dry_spell_duration,days,7
09263_Straubing,-0.0003662109375,DSx5,year,dry_spell_duration,days,7
09271_Deggendorf,-0.10596275329589844,DSx5,year,dry_spell_duration,days,7
09272_Freyung-Grafenau,0.23631000518798828,DSx5,year,dry_spell_duration,days,7
09273_Kelheim,-0.10733699798583984,DSx5,year,dry_spell_duration,days,7
09274_Landshut,0.16400527954101562,DSx5,year,dry_spell_duration,days,7
09275_Passau,0.05990028381347656,DSx5,year,dry_spell_duration,days,7
09276_Regen,0.25498294830322266,DSx5,year,dry_spell_duration,days,7
09277_Rottal-Inn,0.18651580810546875,DSx5,year,dry_spell_duration,days,7
09278_Straubing-Bogen,0.019380569458007812,DSx5,year,dry_spell_duration,days,7
09279_Dingolfing-Landau,-0.03618812561035156,DSx5,year,dry_spell_duration,days,7
09361_09371_Region_um_Amberg,0.008685111999511719,DSx5,year,dry_spell_duration,days,7
09361_Amberg,-0.06075859069824219,DSx5,year,dry_spell_duration,days,7
09362_09375_Region_um_Regensburg,0.05396080017089844,DSx5,year,dry_spell_duration,days,7
09362_Regensburg,0.201568603515625,DSx5,year,dry_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.26058197021484375,DSx5,year,dry_spell_duration,days,7
09363_Weiden i.d. OPf.,0.2573356628417969,DSx5,year,dry_spell_duration,days,7
09371_Amberg-Sulzbach,0.03419303894042969,DSx5,year,dry_spell_duration,days,7
09372_Cham,0.22661399841308594,DSx5,year,dry_spell_duration,days,7
09373_Neumarkt i.d. OPf.,0.05036735534667969,DSx5,year,dry_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,0.2607460021972656,DSx5,year,dry_spell_duration,days,7
09375_Regensburg,0.07511043548583984,DSx5,year,dry_spell_duration,days,7
09376_Schwandorf,0.1672220230102539,DSx5,year,dry_spell_duration,days,7
09377_Tirschenreuth,0.3393669128417969,DSx5,year,dry_spell_duration,days,7
09461_09471_Region_um_Bamberg,0.1816730499267578,DSx5,year,dry_spell_duration,days,7
09461_Bamberg,0.13137054443359375,DSx5,year,dry_spell_duration,days,7
09462_09472_Region_um_Bayreuth,0.30867767333984375,DSx5,year,dry_spell_duration,days,7
09462_Bayreuth,0.10418510437011719,DSx5,year,dry_spell_duration,days,7
09463_09473_Region_um_Coburg,0.0779571533203125,DSx5,year,dry_spell_duration,days,7
09463_Coburg,0.14657211303710938,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,0.2793617248535156,DSx5,year,dry_spell_duration,days,7
09464_Hof,0.4166984558105469,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,0.1860485076904297,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,0.31481170654296875,DSx5,year,dry_spell_duration,days,7
09473_Coburg,0.08258056640625,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,-0.0351715087890625,DSx5,year,dry_spell_duration,days,7
09475_Hof,0.26909732818603516,DSx5,year,dry_spell_duration,days,7
09476_Kronach,0.1338481903076172,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,0.07065200805664062,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,-0.009285926818847656,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,0.41322803497314453,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,0.04670143127441406,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,0.09221076965332031,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.24027538299560547,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,0.26544666290283203,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,0.15640640258789062,DSx5,year,dry_spell_duration,days,7
09563_Fürth,0.1976795196533203,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.15692996978759766,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,-0.0027828216552734375,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,0.31990718841552734,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,0.11416053771972656,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,0.04855537414550781,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,0.30612850189208984,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.061206817626953125,DSx5,year,dry_spell_duration,days,7
09573_Fürth,0.1278858184814453,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,0.20011520385742188,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.16051864624023438,DSx5,year,dry_spell_duration,days,7
09576_Roth,0.10022163391113281,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,0.13987350463867188,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,-0.03454017639160156,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,-0.03897285461425781,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,0.11182594299316406,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,0.12356948852539062,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,0.140655517578125,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,0.04823017120361328,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,0.10793304443359375,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,0.39960670471191406,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,-0.01971435546875,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,0.23766326904296875,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,0.01139068603515625,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,0.19556617736816406,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,0.05192756652832031,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,0.1062164306640625,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,0.1736621856689453,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,0.08430290222167969,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,0.21158409118652344,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,0.06273365020751953,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,0.11826705932617188,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),-0.08340835571289062,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),-0.0666666030883789,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,-0.028946876525878906,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,0.09321308135986328,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,0.07065010070800781,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,0.053287506103515625,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,0.3129615783691406,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,0.015381813049316406,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,0.25942039489746094,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.007771492004394531,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),-0.061820030212402344,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,0.059632301330566406,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,-0.06359577178955078,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,0.4161863327026367,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,-0.07638931274414062,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,0.30571651458740234,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,0.38010501861572266,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.17798614501953125,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,0.17879295349121094,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,0.1920318603515625,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,0.40841007232666016,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,0.3258390426635742,DSx5,year,dry_spell_duration,days,7
11000_Berlin,-0.062460899353027344,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.13419532775878906,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,-0.30780029296875,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,0.0934295654296875,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,0.17332839965820312,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.3303565979003906,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),-0.22350692749023438,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.18709278106689453,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,-0.18741226196289062,DSx5,year,dry_spell_duration,days,7
12060_Barnim,-0.03426837921142578,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,-0.08492088317871094,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,0.2756977081298828,DSx5,year,dry_spell_duration,days,7
12063_Havelland,-0.2672710418701172,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,-0.3423786163330078,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,-0.4023017883300781,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,0.2343158721923828,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,-0.3146829605102539,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,-0.2903423309326172,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,-0.08513927459716797,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,-0.2089061737060547,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,0.08527183532714844,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,0.04158210754394531,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,-0.2866706848144531,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,-0.13061904907226562,DSx5,year,dry_spell_duration,days,7
13003_Rostock,-0.08013725280761719,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,-0.03629875183105469,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,-0.05549812316894531,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,-0.11594676971435547,DSx5,year,dry_spell_duration,days,7
13072_Rostock,-0.11845588684082031,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,-0.3264617919921875,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,-0.12676429748535156,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,-0.18814468383789062,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,-0.022062301635742188,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,0.23610687255859375,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,0.16555213928222656,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,0.2104501724243164,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,0.30580806732177734,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,0.0916910171508789,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,0.11502838134765625,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,0.49132728576660156,DSx5,year,dry_spell_duration,days,7
14612_Dresden,0.49338531494140625,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,0.38076019287109375,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,0.06465911865234375,DSx5,year,dry_spell_duration,days,7
14627_Meißen,0.44568824768066406,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,0.40694236755371094,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,0.27791595458984375,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,0.2608509063720703,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,0.1006460189819336,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,0.2010059356689453,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,0.22659015655517578,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,-0.2455158233642578,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),0.15879440307617188,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),0.05846977233886719,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.05257987976074219,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,-0.05054283142089844,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,0.2144145965576172,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,-0.0946054458618164,DSx5,year,dry_spell_duration,days,7
15083_Börde,0.06688213348388672,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,0.2334918975830078,DSx5,year,dry_spell_duration,days,7
15085_Harz,0.21699905395507812,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,-0.10399818420410156,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,-0.08211135864257812,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,0.17171859741210938,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,-0.1424560546875,DSx5,year,dry_spell_duration,days,7
15090_Stendal,0.12091541290283203,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,0.10035514831542969,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.24933815002441406,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,0.3160362243652344,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,0.33139801025390625,DSx5,year,dry_spell_duration,days,7
16052_Gera,0.16115951538085938,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,0.043091773986816406,DSx5,year,dry_spell_duration,days,7
16053_Jena,0.16644287109375,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,0.07091712951660156,DSx5,year,dry_spell_duration,days,7
16054_Suhl,0.2766895294189453,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,0.0068454742431640625,DSx5,year,dry_spell_duration,days,7
16055_Weimar,-0.05996513366699219,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,0.09605789184570312,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,0.1993722915649414,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,0.030076980590820312,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,0.09920883178710938,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,0.036960601806640625,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,-0.002193450927734375,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,0.12836837768554688,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,0.20257568359375,DSx5,year,dry_spell_duration,days,7
16067_Gotha,0.37853145599365234,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,0.07213592529296875,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,0.22480201721191406,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,0.2226428985595703,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,0.039473533630371094,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,0.2665414810180664,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,0.2796201705932617,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,0.19054508209228516,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,0.014473915100097656,DSx5,year,dry_spell_duration,days,7
16076_Greiz,0.027090072631835938,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,0.198333740234375,DSx5,year,dry_spell_duration,days,7
