region,DSx5_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09461_Bamberg,0.20472862,DSx5,year,dry_spell_duration,days,7
09462_09472_Region_um_Bayreuth,0.15782394,DSx5,year,dry_spell_duration,days,7
09462_Bayreuth,0.10016549,DSx5,year,dry_spell_duration,days,7
09463_09473_Region_um_Coburg,0.2110277,DSx5,year,dry_spell_duration,days,7
09463_Coburg,0.13988261,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,0.27137542,DSx5,year,dry_spell_duration,days,7
09464_Hof,0.20269054,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,0.19688345,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,0.16101363,DSx5,year,dry_spell_duration,days,7
09473_Coburg,0.216279,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,0.07951499,DSx5,year,dry_spell_duration,days,7
09475_Hof,0.27577838,DSx5,year,dry_spell_duration,days,7
09476_Kronach,0.32861963,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,0.13320558,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,0.22243927,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,0.35099158,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,0.2693106,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,0.21358012,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.25975955,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,0.27743343,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,0.2916407,DSx5,year,dry_spell_duration,days,7
09563_Fürth,0.29383114,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.24665312,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,0.2774722,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,0.26954287,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,0.21915276,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,0.27233213,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,0.24792519,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.26125988,DSx5,year,dry_spell_duration,days,7
09573_Fürth,0.3031785,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,0.18520877,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.28232253,DSx5,year,dry_spell_duration,days,7
09576_Roth,0.27037334,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,0.3423974,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,0.20082226,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,0.16986097,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,0.30398285,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,0.3412094,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,0.19729345,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,0.091181725,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,0.22868614,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,0.40946847,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,0.338052,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,0.28835034,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,0.22516048,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,0.17712201,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,0.3313095,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,0.30237955,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,0.20809597,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,0.31179515,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,0.28298435,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,0.10868429,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,0.20584662,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.02290995,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),-0.0048992424,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,0.09226908,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,0.06628082,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,0.32719514,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,0.30473223,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,0.3963275,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,0.27072695,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,0.2509212,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.05392456,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),0.017868644,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,0.105678625,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,0.097955115,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,0.39869773,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,0.024130203,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,0.395003,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,0.3580717,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.3699337,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,0.3902997,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,0.36448595,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,0.42127627,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,0.33325195,DSx5,year,dry_spell_duration,days,7
11000_Berlin,0.00053820695,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.017376348,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,-0.073432036,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,0.13803098,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,0.12296901,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.12241546,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),-0.14184302,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.013960972,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,-0.005217251,DSx5,year,dry_spell_duration,days,7
12060_Barnim,0.010450346,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,0.14396735,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,0.22010721,DSx5,year,dry_spell_duration,days,7
12063_Havelland,-0.02443051,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,-0.15663782,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,-0.05007173,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,0.26332143,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,-0.08853295,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,-0.035672456,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,0.053799547,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,-0.011022517,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,0.13956808,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,0.1628824,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,-0.031538293,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,-0.22566138,DSx5,year,dry_spell_duration,days,7
13003_Rostock,-0.25424922,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,-0.10401903,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,-0.21174169,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,-0.10838532,DSx5,year,dry_spell_duration,days,7
13072_Rostock,-0.22418137,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,-0.27562904,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,-0.14552632,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,-0.07867488,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,-0.08253937,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,0.23935004,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,0.18474932,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,0.255704,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,0.23678662,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,0.17943278,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,0.22573842,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,0.26263446,DSx5,year,dry_spell_duration,days,7
14612_Dresden,0.27731177,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,0.20734648,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,0.1520339,DSx5,year,dry_spell_duration,days,7
14627_Meißen,0.25034207,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,0.35062015,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,0.16186984,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,0.17801276,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,0.1549036,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,0.1651398,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,0.14230724,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,0.06996524,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),0.054960854,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),0.00841651,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,0.06293998,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,0.040002756,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,0.18350343,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,0.091155216,DSx5,year,dry_spell_duration,days,7
15083_Börde,0.10959354,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,0.11310924,DSx5,year,dry_spell_duration,days,7
15085_Harz,0.2949856,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,0.054131392,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,0.091196395,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,0.059526008,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,-0.00088962755,DSx5,year,dry_spell_duration,days,7
15090_Stendal,0.13272117,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,0.18966907,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.2336102,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,0.1544508,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,0.1466073,DSx5,year,dry_spell_duration,days,7
16052_Gera,0.16216849,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,0.16021828,DSx5,year,dry_spell_duration,days,7
16053_Jena,0.15990362,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,0.30268005,DSx5,year,dry_spell_duration,days,7
16054_Suhl,0.42525128,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,0.17933582,DSx5,year,dry_spell_duration,days,7
16055_Weimar,0.122544676,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,0.20861,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,0.36515096,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,0.21251106,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,0.32166398,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,0.17351806,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,0.21545736,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,0.2239998,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,0.25525153,DSx5,year,dry_spell_duration,days,7
16067_Gotha,0.29226002,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,0.15179285,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,0.31887105,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,0.33439618,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,0.18584359,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,0.36065093,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,0.26137003,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,0.13943377,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,0.20555261,DSx5,year,dry_spell_duration,days,7
16076_Greiz,0.20585915,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,0.21051101,DSx5,year,dry_spell_duration,days,7
