region,DSx5_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09262_09275_Region_um_Passau,-2.286860466003418,DSx5,year,dry_spell_duration,days,7
09262_Passau,-2.0016517639160156,DSx5,year,dry_spell_duration,days,7
09263_09278_Region_um_Straubing,-2.206282615661621,DSx5,year,dry_spell_duration,days,7
09263_Straubing,-2.641900062561035,DSx5,year,dry_spell_duration,days,7
09271_Deggendorf,-2.0126094818115234,DSx5,year,dry_spell_duration,days,7
09272_Freyung-Grafenau,-2.0722579956054688,DSx5,year,dry_spell_duration,days,7
09273_Kelheim,-2.41477108001709,DSx5,year,dry_spell_duration,days,7
09274_Landshut,-2.645777702331543,DSx5,year,dry_spell_duration,days,7
09275_Passau,-2.3069257736206055,DSx5,year,dry_spell_duration,days,7
09276_Regen,-1.8027257919311523,DSx5,year,dry_spell_duration,days,7
09277_Rottal-Inn,-2.948322296142578,DSx5,year,dry_spell_duration,days,7
09278_Straubing-Bogen,-2.1805381774902344,DSx5,year,dry_spell_duration,days,7
09279_Dingolfing-Landau,-2.93990421295166,DSx5,year,dry_spell_duration,days,7
09361_09371_Region_um_Amberg,-2.694063186645508,DSx5,year,dry_spell_duration,days,7
09361_Amberg,-2.669504165649414,DSx5,year,dry_spell_duration,days,7
09362_09375_Region_um_Regensburg,-2.3925724029541016,DSx5,year,dry_spell_duration,days,7
09362_Regensburg,-2.42928409576416,DSx5,year,dry_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-2.0691452026367188,DSx5,year,dry_spell_duration,days,7
09363_Weiden i.d. OPf.,-1.9598674774169922,DSx5,year,dry_spell_duration,days,7
09371_Amberg-Sulzbach,-2.6950883865356445,DSx5,year,dry_spell_duration,days,7
09372_Cham,-2.0037364959716797,DSx5,year,dry_spell_duration,days,7
09373_Neumarkt i.d. OPf.,-2.3105201721191406,DSx5,year,dry_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,-2.0875234603881836,DSx5,year,dry_spell_duration,days,7
09375_Regensburg,-2.397432327270508,DSx5,year,dry_spell_duration,days,7
09376_Schwandorf,-2.116488456726074,DSx5,year,dry_spell_duration,days,7
09377_Tirschenreuth,-2.2580461502075195,DSx5,year,dry_spell_duration,days,7
09461_09471_Region_um_Bamberg,-2.0448007583618164,DSx5,year,dry_spell_duration,days,7
09461_Bamberg,-2.1084556579589844,DSx5,year,dry_spell_duration,days,7
09462_09472_Region_um_Bayreuth,-2.1667842864990234,DSx5,year,dry_spell_duration,days,7
09462_Bayreuth,-1.9922590255737305,DSx5,year,dry_spell_duration,days,7
09463_09473_Region_um_Coburg,-2.3331336975097656,DSx5,year,dry_spell_duration,days,7
09463_Coburg,-2.1971940994262695,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,-2.1046695709228516,DSx5,year,dry_spell_duration,days,7
09464_Hof,-2.3456459045410156,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,-2.050023078918457,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,-2.1766910552978516,DSx5,year,dry_spell_duration,days,7
09473_Coburg,-2.3431644439697266,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,-2.0522079467773438,DSx5,year,dry_spell_duration,days,7
09475_Hof,-2.1291208267211914,DSx5,year,dry_spell_duration,days,7
09476_Kronach,-2.1995697021484375,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,-2.1883106231689453,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,-2.2360286712646484,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,-2.5464601516723633,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,-2.1652345657348633,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,-2.586322784423828,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,-2.0901031494140625,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,-2.092041015625,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,-2.264007568359375,DSx5,year,dry_spell_duration,days,7
09563_Fürth,-2.398379325866699,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-2.2521629333496094,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,-2.2355432510375977,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,-2.1470251083374023,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,-2.299304962158203,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,-2.1424026489257812,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,-2.318166732788086,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-2.1700973510742188,DSx5,year,dry_spell_duration,days,7
09573_Fürth,-2.43685245513916,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,-2.7561254501342773,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-2.002422332763672,DSx5,year,dry_spell_duration,days,7
09576_Roth,-2.31125545501709,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,-2.3232040405273438,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,-2.566523551940918,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,-2.7516422271728516,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,-2.9100542068481445,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,-2.9989051818847656,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,-2.426858901977539,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,-2.419114112854004,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,-2.39980411529541,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,-2.5075531005859375,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,-2.3820571899414062,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,-2.8827075958251953,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,-2.468997001647949,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,-2.7083520889282227,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,-2.5656003952026367,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,-2.90622615814209,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,-2.4276485443115234,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,-2.8317384719848633,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,-2.6151046752929688,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,-3.321409225463867,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,-3.2907752990722656,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),-2.919589042663574,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),-3.2624082565307617,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,-3.3849525451660156,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,-3.4062795639038086,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,-2.7402944564819336,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,-2.966952323913574,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,-2.648935317993164,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,-3.1624765396118164,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,-3.5668764114379883,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-3.159865379333496,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),-2.709686279296875,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,-3.322357177734375,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,-3.2867507934570312,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,-2.328066825866699,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,-2.9045486450195312,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,-2.2587013244628906,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,-2.1649904251098633,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-1.9682464599609375,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,-2.3170156478881836,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,-2.1096839904785156,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,-1.8915205001831055,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,-2.056915283203125,DSx5,year,dry_spell_duration,days,7
11000_Berlin,-3.724498748779297,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-3.323923110961914,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,-3.744643211364746,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,-2.749418258666992,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,-2.636195182800293,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-2.5481395721435547,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),-2.817258834838867,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-3.386991500854492,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,-3.325139045715332,DSx5,year,dry_spell_duration,days,7
12060_Barnim,-2.6483564376831055,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,-2.330693244934082,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,-3.0621070861816406,DSx5,year,dry_spell_duration,days,7
12063_Havelland,-3.5273075103759766,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,-2.7092599868774414,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,-2.719846725463867,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,-2.8133621215820312,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,-2.584543228149414,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,-2.950669288635254,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,-3.1486825942993164,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,-2.619792938232422,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,-2.7633438110351562,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,-2.6576786041259766,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,-2.642780303955078,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,-2.496384620666504,DSx5,year,dry_spell_duration,days,7
13003_Rostock,-2.851466178894043,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,-2.5898447036743164,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,-3.119892120361328,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,-2.5571393966674805,DSx5,year,dry_spell_duration,days,7
13072_Rostock,-2.5240697860717773,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,-3.2816390991210938,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,-2.4886550903320312,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,-2.723198890686035,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,-2.620631217956543,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-2.333362579345703,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,-2.9493370056152344,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,-1.8421974182128906,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,-2.6618919372558594,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,-1.6330432891845703,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,-2.4228572845458984,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,-2.2470617294311523,DSx5,year,dry_spell_duration,days,7
14612_Dresden,-2.0220489501953125,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,-2.880605697631836,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,-2.3656673431396484,DSx5,year,dry_spell_duration,days,7
14627_Meißen,-2.5200042724609375,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,-2.5237350463867188,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,-2.903883934020996,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,-2.106943130493164,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,-2.8409290313720703,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,-3.070376396179199,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-2.92840576171875,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,-2.695284843444824,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),-2.686081886291504,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),-2.108016014099121,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-2.7487430572509766,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,-2.6945676803588867,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,-3.342984199523926,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,-3.0333824157714844,DSx5,year,dry_spell_duration,days,7
15083_Börde,-2.7478151321411133,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,-3.026592254638672,DSx5,year,dry_spell_duration,days,7
15085_Harz,-1.6624088287353516,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,-2.867799758911133,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,-2.453925132751465,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,-2.7427749633789062,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,-2.626908302307129,DSx5,year,dry_spell_duration,days,7
15090_Stendal,-2.663026809692383,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,-2.87996768951416,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-2.365964889526367,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,-2.4643821716308594,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,-2.8422508239746094,DSx5,year,dry_spell_duration,days,7
16052_Gera,-3.1489791870117188,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,-2.4939918518066406,DSx5,year,dry_spell_duration,days,7
16053_Jena,-2.3146209716796875,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,-2.226304054260254,DSx5,year,dry_spell_duration,days,7
16054_Suhl,-2.293130874633789,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,-2.290860176086426,DSx5,year,dry_spell_duration,days,7
16055_Weimar,-2.6952810287475586,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,-1.9899568557739258,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,-2.1735172271728516,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,-2.098285675048828,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,-2.1624221801757812,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,-2.254047393798828,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,-2.158924102783203,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,-2.6709585189819336,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,-2.377753257751465,DSx5,year,dry_spell_duration,days,7
16067_Gotha,-2.0018043518066406,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,-3.0283384323120117,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,-2.365224838256836,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,-2.1759252548217773,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,-2.244516372680664,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,-2.364931106567383,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,-2.004288673400879,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,-2.7418107986450195,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,-1.9029064178466797,DSx5,year,dry_spell_duration,days,7
16076_Greiz,-2.577068328857422,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,-2.615253448486328,DSx5,year,dry_spell_duration,days,7
