region,DSx5_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09273_Kelheim,4.065425872802734,DSx5,year,dry_spell_duration,days,7
09274_Landshut,3.8357200622558594,DSx5,year,dry_spell_duration,days,7
09275_Passau,4.824712753295898,DSx5,year,dry_spell_duration,days,7
09276_Regen,4.940797805786133,DSx5,year,dry_spell_duration,days,7
09277_Rottal-Inn,3.986398696899414,DSx5,year,dry_spell_duration,days,7
09278_Straubing-Bogen,3.5000667572021484,DSx5,year,dry_spell_duration,days,7
09279_Dingolfing-Landau,3.3258934020996094,DSx5,year,dry_spell_duration,days,7
09361_09371_Region_um_Amberg,3.797872543334961,DSx5,year,dry_spell_duration,days,7
09361_Amberg,3.5955066680908203,DSx5,year,dry_spell_duration,days,7
09362_09375_Region_um_Regensburg,3.6037750244140625,DSx5,year,dry_spell_duration,days,7
09362_Regensburg,4.249485015869141,DSx5,year,dry_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,3.7932186126708984,DSx5,year,dry_spell_duration,days,7
09363_Weiden i.d. OPf.,3.648487091064453,DSx5,year,dry_spell_duration,days,7
09371_Amberg-Sulzbach,3.806316375732422,DSx5,year,dry_spell_duration,days,7
09372_Cham,3.793201446533203,DSx5,year,dry_spell_duration,days,7
09373_Neumarkt i.d. OPf.,3.5019912719726562,DSx5,year,dry_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,3.800586700439453,DSx5,year,dry_spell_duration,days,7
09375_Regensburg,3.588451385498047,DSx5,year,dry_spell_duration,days,7
09376_Schwandorf,3.572185516357422,DSx5,year,dry_spell_duration,days,7
09377_Tirschenreuth,4.093391418457031,DSx5,year,dry_spell_duration,days,7
09461_09471_Region_um_Bamberg,3.2873401641845703,DSx5,year,dry_spell_duration,days,7
09461_Bamberg,3.4225997924804688,DSx5,year,dry_spell_duration,days,7
09462_09472_Region_um_Bayreuth,3.5921382904052734,DSx5,year,dry_spell_duration,days,7
09462_Bayreuth,3.92718505859375,DSx5,year,dry_spell_duration,days,7
09463_09473_Region_um_Coburg,4.869890213012695,DSx5,year,dry_spell_duration,days,7
09463_Coburg,4.9333343505859375,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,4.268407821655273,DSx5,year,dry_spell_duration,days,7
09464_Hof,4.324972152709961,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,3.2849197387695312,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,3.5736026763916016,DSx5,year,dry_spell_duration,days,7
09473_Coburg,4.865207672119141,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,2.7731571197509766,DSx5,year,dry_spell_duration,days,7
09475_Hof,4.264778137207031,DSx5,year,dry_spell_duration,days,7
09476_Kronach,4.632659912109375,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,4.103017807006836,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,4.348888397216797,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,4.142095565795898,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,4.948236465454102,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,4.665964126586914,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,4.01579475402832,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,4.088983535766602,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,4.120391845703125,DSx5,year,dry_spell_duration,days,7
09563_Fürth,3.9326419830322266,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,3.679262161254883,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,3.6488513946533203,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,3.1419124603271484,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,2.9328365325927734,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,4.963537216186523,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,4.129446029663086,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,4.359394073486328,DSx5,year,dry_spell_duration,days,7
09573_Fürth,4.444793701171875,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,3.7541160583496094,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,4.992155075073242,DSx5,year,dry_spell_duration,days,7
09576_Roth,3.0507965087890625,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,3.1446895599365234,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,5.456768035888672,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,5.203359603881836,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,4.53083610534668,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,5.114658355712891,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,5.252372741699219,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,5.2258453369140625,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,5.261945724487305,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,4.862461090087891,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,5.238985061645508,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,4.0535125732421875,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,4.248823165893555,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,5.666284561157227,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,5.189043045043945,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,4.505693435668945,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,5.255071640014648,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,4.659114837646484,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,4.592449188232422,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,3.3022336959838867,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,3.7083120346069336,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),2.732889175415039,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),3.1178054809570312,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,3.746440887451172,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,4.480585098266602,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,4.696805953979492,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,4.913663864135742,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,4.465167999267578,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,5.226652145385742,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,4.955211639404297,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),3.22617244720459,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),3.1838884353637695,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,3.289669990539551,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,3.6931943893432617,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,3.9418201446533203,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,2.7160024642944336,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,4.964954376220703,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,6.13482666015625,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,5.653539657592773,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,5.3832244873046875,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,5.478565216064453,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,4.799690246582031,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,6.241964340209961,DSx5,year,dry_spell_duration,days,7
11000_Berlin,8.521045684814453,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,6.520074844360352,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,6.173381805419922,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,5.599887847900391,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,4.52606201171875,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),5.33525276184082,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),4.001976013183594,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,6.859188079833984,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,7.236087799072266,DSx5,year,dry_spell_duration,days,7
12060_Barnim,6.475063323974609,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,6.309457778930664,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,6.7126312255859375,DSx5,year,dry_spell_duration,days,7
12063_Havelland,6.21000862121582,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,5.966730117797852,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,5.736667633056641,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,6.812530517578125,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,4.823148727416992,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,4.766143798828125,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,6.759918212890625,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,3.3039073944091797,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,5.709503173828125,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,6.52873420715332,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,6.027959823608398,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,4.995845794677734,DSx5,year,dry_spell_duration,days,7
13003_Rostock,4.485456466674805,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,3.421236038208008,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,2.429372787475586,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,3.396953582763672,DSx5,year,dry_spell_duration,days,7
13072_Rostock,5.022684097290039,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,3.7142181396484375,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,3.699941635131836,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,4.609916687011719,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,3.3242435455322266,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,6.042083740234375,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,6.03034782409668,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,6.137962341308594,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,5.914388656616211,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,5.36674690246582,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,6.1429595947265625,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,7.566692352294922,DSx5,year,dry_spell_duration,days,7
14612_Dresden,6.885951995849609,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,7.866691589355469,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,7.381547927856445,DSx5,year,dry_spell_duration,days,7
14627_Meißen,6.559289932250977,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,8.148540496826172,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,6.475009918212891,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,6.503900527954102,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,5.902490615844727,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,6.932231903076172,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,6.741338729858398,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,6.480510711669922,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),7.066308975219727,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),7.27911376953125,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,6.1508026123046875,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,5.028078079223633,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,6.27839469909668,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,6.566097259521484,DSx5,year,dry_spell_duration,days,7
15083_Börde,6.353200912475586,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,6.745321273803711,DSx5,year,dry_spell_duration,days,7
15085_Harz,6.214458465576172,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,5.29918098449707,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,6.672590255737305,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,7.045438766479492,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,6.905040740966797,DSx5,year,dry_spell_duration,days,7
15090_Stendal,5.060251235961914,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,6.905248641967773,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,6.532217025756836,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,6.378198623657227,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,6.335899353027344,DSx5,year,dry_spell_duration,days,7
16052_Gera,5.826362609863281,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,6.566680908203125,DSx5,year,dry_spell_duration,days,7
16053_Jena,6.667608261108398,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,5.391180038452148,DSx5,year,dry_spell_duration,days,7
16054_Suhl,5.02021598815918,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,7.162412643432617,DSx5,year,dry_spell_duration,days,7
16055_Weimar,7.446571350097656,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,5.792314529418945,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,5.907264709472656,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,5.887842178344727,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,7.5132293701171875,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,5.378782272338867,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,6.392152786254883,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,6.637044906616211,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,5.370328903198242,DSx5,year,dry_spell_duration,days,7
16067_Gotha,5.886754989624023,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,7.409542083740234,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,5.16242790222168,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,5.758230209350586,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,7.129850387573242,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,4.206914901733398,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,4.5449066162109375,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,5.902652740478516,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,4.510259628295898,DSx5,year,dry_spell_duration,days,7
16076_Greiz,6.172296524047852,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,5.613433837890625,DSx5,year,dry_spell_duration,days,7
