region,FD_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
05370_Heinsberg,-35.13922,FD,year,days_with_air_temperature_below_threshold,days,7
05374_Oberbergischer Kreis,-49.368454,FD,year,days_with_air_temperature_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-42.56149,FD,year,days_with_air_temperature_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-42.694897,FD,year,days_with_air_temperature_below_threshold,days,7
05512_Bottrop,-35.585007,FD,year,days_with_air_temperature_below_threshold,days,7
05513_Gelsenkirchen,-35.051704,FD,year,days_with_air_temperature_below_threshold,days,7
05515_Münster,-40.259483,FD,year,days_with_air_temperature_below_threshold,days,7
05554_Borken,-39.268864,FD,year,days_with_air_temperature_below_threshold,days,7
05558_Coesfeld,-39.810642,FD,year,days_with_air_temperature_below_threshold,days,7
05562_Recklinghausen,-37.339554,FD,year,days_with_air_temperature_below_threshold,days,7
05566_Steinfurt,-41.02238,FD,year,days_with_air_temperature_below_threshold,days,7
05570_Warendorf,-40.142666,FD,year,days_with_air_temperature_below_threshold,days,7
05711_Bielefeld,-43.04305,FD,year,days_with_air_temperature_below_threshold,days,7
05754_Gütersloh,-41.829273,FD,year,days_with_air_temperature_below_threshold,days,7
05758_Herford,-43.182068,FD,year,days_with_air_temperature_below_threshold,days,7
05762_Höxter,-50.37704,FD,year,days_with_air_temperature_below_threshold,days,7
05766_Lippe,-46.969566,FD,year,days_with_air_temperature_below_threshold,days,7
05770_Minden-Lübbecke,-42.675385,FD,year,days_with_air_temperature_below_threshold,days,7
05774_Paderborn,-47.163948,FD,year,days_with_air_temperature_below_threshold,days,7
05911_Bochum,-37.33567,FD,year,days_with_air_temperature_below_threshold,days,7
05913_Dortmund,-37.179462,FD,year,days_with_air_temperature_below_threshold,days,7
05914_Hagen,-45.426952,FD,year,days_with_air_temperature_below_threshold,days,7
05915_Hamm,-38.339302,FD,year,days_with_air_temperature_below_threshold,days,7
05916_Herne,-35.247025,FD,year,days_with_air_temperature_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-43.627922,FD,year,days_with_air_temperature_below_threshold,days,7
05958_Hochsauerlandkreis,-55.89599,FD,year,days_with_air_temperature_below_threshold,days,7
05962_Märkischer Kreis,-50.594162,FD,year,days_with_air_temperature_below_threshold,days,7
05966_Olpe,-55.421227,FD,year,days_with_air_temperature_below_threshold,days,7
05970_Siegen-Wittgenstein,-57.11634,FD,year,days_with_air_temperature_below_threshold,days,7
05974_Soest,-43.711823,FD,year,days_with_air_temperature_below_threshold,days,7
05978_Unna,-38.519024,FD,year,days_with_air_temperature_below_threshold,days,7
06411_Darmstadt,-41.7059,FD,year,days_with_air_temperature_below_threshold,days,7
06412_Frankfurt am Main,-43.178165,FD,year,days_with_air_temperature_below_threshold,days,7
06413_Offenbach am Main,-41.894157,FD,year,days_with_air_temperature_below_threshold,days,7
06414_Wiesbaden,-46.03195,FD,year,days_with_air_temperature_below_threshold,days,7
06431_Bergstraße,-44.18863,FD,year,days_with_air_temperature_below_threshold,days,7
06432_Darmstadt-Dieburg,-43.276638,FD,year,days_with_air_temperature_below_threshold,days,7
06433_Groß-Gerau,-41.61213,FD,year,days_with_air_temperature_below_threshold,days,7
06434_Hochtaunuskreis,-50.118458,FD,year,days_with_air_temperature_below_threshold,days,7
06435_Main-Kinzig-Kreis,-50.423298,FD,year,days_with_air_temperature_below_threshold,days,7
06436_Main-Taunus-Kreis,-45.658863,FD,year,days_with_air_temperature_below_threshold,days,7
06437_Odenwaldkreis,-49.359074,FD,year,days_with_air_temperature_below_threshold,days,7
06438_Offenbach,-41.731133,FD,year,days_with_air_temperature_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-49.513664,FD,year,days_with_air_temperature_below_threshold,days,7
06440_Wetteraukreis,-48.37822,FD,year,days_with_air_temperature_below_threshold,days,7
06531_Gießen,-49.98973,FD,year,days_with_air_temperature_below_threshold,days,7
06532_Lahn-Dill-Kreis,-52.654335,FD,year,days_with_air_temperature_below_threshold,days,7
06533_Limburg-Weilburg,-50.10255,FD,year,days_with_air_temperature_below_threshold,days,7
06534_Marburg-Biedenkopf,-53.046104,FD,year,days_with_air_temperature_below_threshold,days,7
06535_Vogelsbergkreis,-53.84874,FD,year,days_with_air_temperature_below_threshold,days,7
06611_Kassel,-52.311825,FD,year,days_with_air_temperature_below_threshold,days,7
06631_Fulda,-55.700027,FD,year,days_with_air_temperature_below_threshold,days,7
06632_Hersfeld-Rotenburg,-53.372025,FD,year,days_with_air_temperature_below_threshold,days,7
06633_Kassel,-52.39177,FD,year,days_with_air_temperature_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-52.981125,FD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-55.499374,FD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-54.25892,FD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-45.480675,FD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-49.296345,FD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-50.766037,FD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-47.812973,FD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-51.259407,FD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-48.820847,FD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-47.301952,FD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-46.27704,FD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-50.533047,FD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-49.126156,FD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-51.313522,FD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-45.783493,FD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-48.66309,FD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-50.95952,FD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-53.60783,FD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-47.12126,FD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-39.562206,FD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-47.344955,FD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-43.97087,FD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-39.413147,FD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-44.001114,FD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-43.267197,FD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-46.423523,FD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-39.544945,FD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-40.93646,FD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-44.801437,FD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-42.927505,FD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-44.34172,FD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-46.012295,FD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-39.56935,FD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-46.99514,FD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-47.391438,FD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-43.51991,FD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-39.723038,FD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-44.97977,FD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-46.473618,FD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-45.732456,FD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-50.265663,FD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-48.959072,FD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-53.086067,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-45.512043,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-48.67891,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-43.616768,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-45.498966,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-48.893208,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-51.936253,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-49.49606,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-55.761585,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-53.934895,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-45.348686,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-37.76155,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-40.476162,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-45.016754,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-42.145042,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-38.94374,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-49.84523,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-43.638992,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-46.57582,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-53.441986,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-45.5999,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-55.332108,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-45.31355,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-51.468945,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-46.038193,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-45.197586,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-55.909035,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-58.106106,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-58.479404,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-53.93252,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-51.132927,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-56.1326,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-56.082264,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-51.248188,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-56.286865,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-55.62657,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-56.350357,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-55.788498,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-47.61967,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-55.724148,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-57.66061,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-53.530666,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-52.365196,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-53.817856,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-53.948944,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-56.988167,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-57.348152,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-53.34471,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-53.997894,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-55.66074,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-54.040936,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-53.26746,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-53.452763,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-57.94433,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-54.95177,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-57.235615,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-54.2263,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-54.011086,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-53.518246,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-53.364597,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-55.19356,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-54.574463,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-55.26484,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-56.14866,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-53.814957,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-56.9398,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-55.687283,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-57.113308,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-60.2214,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-54.813908,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-54.232788,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-56.731308,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-60.403606,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-54.948135,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-56.14454,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-54.503143,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-57.082134,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-54.88027,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-58.487278,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-57.367905,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-58.397312,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-56.705307,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-58.95411,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-55.97435,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-57.55808,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-60.538994,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-52.229984,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-57.820713,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-54.224186,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-60.305264,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-53.029465,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-58.280193,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-55.229023,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-54.616875,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-60.667202,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-59.201458,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-57.64401,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-54.73715,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-61.453117,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-53.51085,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-50.860386,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-50.09825,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-50.79515,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-52.1784,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-53.43395,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-51.604805,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-51.468277,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-55.48764,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-50.81877,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-54.099228,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-55.473103,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-45.478657,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-50.84043,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-48.39324,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-48.448948,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-54.541634,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-56.375034,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-52.632557,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-49.007133,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-49.606934,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-51.581482,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-50.914165,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-48.785145,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-52.6197,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-56.68665,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-58.05678,FD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-55.666985,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-53.338814,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-53.69468,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-54.5627,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-53.922077,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-54.475418,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-55.61006,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-57.477947,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-55.32315,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-54.86469,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-59.13244,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-42.538223,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-45.96863,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-45.322357,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-43.421032,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-44.35138,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-49.023987,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-49.459423,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-48.653698,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-49.938847,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-51.79377,FD,year,days_with_air_temperature_below_threshold,days,7
