region,ci_name,ci_frequency,standard_name,units,mid_month,FD_year_4C_rcp85_ensemble-robustness
14511_Chemnitz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14522_Mittelsachsen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14523_Vogtlandkreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14521_Erzgebirgskreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14524_Zwickau,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14612_Dresden,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14626_Görlitz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14625_Bautzen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14627_Meißen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14628_Sächsische Schweiz-Osterzgebirge,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14713_Leipzig,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14729_Leipzig,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14730_Nordsachsen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15001_Dessau-Roßlau,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15082_Anhalt-Bitterfeld,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15091_Wittenberg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15002_Halle (Saale),FD,year,days_with_air_temperature_below_threshold,days,7,-2
15084_Burgenlandkreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15088_Saalekreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15087_Mansfeld-Südharz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15003_Magdeburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15085_Harz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15086_Jerichower Land,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15083_Börde,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15090_Stendal,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15089_Salzlandkreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15081_Altmarkkreis Salzwedel,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16051_Erfurt,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16052_Gera,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16053_Jena,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16054_Suhl,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16055_Weimar,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16056_Eisenach,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16061_Eichsfeld,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16062_Nordhausen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16063_Wartburgkreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16064_Unstrut-Hainich-Kreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16065_Kyffhäuserkreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16066_Schmalkalden-Meiningen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16067_Gotha,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16068_Sömmerda,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16069_Hildburghausen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16070_Ilm-Kreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16071_Weimarer Land,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16072_Sonneberg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16073_Saalfeld-Rudolstadt,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16074_Saale-Holzland-Kreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16075_Saale-Orla-Kreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16076_Greiz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16077_Altenburger Land,FD,year,days_with_air_temperature_below_threshold,days,7,-2
01001_01059_Region_um_Flensburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
01002_01057_01058_Region_um_Kiel,FD,year,days_with_air_temperature_below_threshold,days,7,-2
01003_13074_01055_01053_01062_Region_um_Lübeck,FD,year,days_with_air_temperature_below_threshold,days,7,-2
01004_01058_01060_01057_01002_Region_um_Neumünster,FD,year,days_with_air_temperature_below_threshold,days,7,-2
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,FD,year,days_with_air_temperature_below_threshold,days,7,-2
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,FD,year,days_with_air_temperature_below_threshold,days,7,-2
03103_03154_03151_Region_um_Wolfsburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
03401_03458_04011_03251_03461_Region_um_Delmenhorst,FD,year,days_with_air_temperature_below_threshold,days,7,-2
03402_03452_03457_Region_um_Emden,FD,year,days_with_air_temperature_below_threshold,days,7,-2
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),FD,year,days_with_air_temperature_below_threshold,days,7,-2
03404_03459_05566_Region_um_Osnabrück,FD,year,days_with_air_temperature_below_threshold,days,7,-2
03405_03455_Region_um_Wilhelmshaven,FD,year,days_with_air_temperature_below_threshold,days,7,-2
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
04012_03352_03461_Region_um_Bremerhaven,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05111_05162_05158_05112_Region_um_Düsseldorf,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05114_05112_05162_05166_05170_Region_um_Krefeld,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05116_05370_05166_05162_Region_um_Mönchengladbach,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05120_05124_05122_05378_05374_Region_um_Remscheid,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05122_05158_05124_05378_05120_Region_um_Solingen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05314_05382_Region_um_Bonn,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05316_05315_05378_05158_Region_um_Leverkusen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05515_05566_05558_05570_Region_um_Münster,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05711_05754_05758_05766_Region_um_Bielefeld,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05914_05954_05913_05978_05962_Region_um_Hagen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05915_05978_05974_05570_05558_Region_um_Hamm,FD,year,days_with_air_temperature_below_threshold,days,7,-2
05916_05513_05562_05911_Region_um_Herne,FD,year,days_with_air_temperature_below_threshold,days,7,-2
06411_06432_06438_Region_um_Darmstadt,FD,year,days_with_air_temperature_below_threshold,days,7,-2
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,FD,year,days_with_air_temperature_below_threshold,days,7,-2
06413_06438_06435_06412_Region_um_Offenbach_am_Main,FD,year,days_with_air_temperature_below_threshold,days,7,-2
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,FD,year,days_with_air_temperature_below_threshold,days,7,-2
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,FD,year,days_with_air_temperature_below_threshold,days,7,-2
06611_06633_03159_Region_um_Kassel,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07111_07137_07141_07143_Region_um_Koblenz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07211_07235_Region_um_Trier,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),FD,year,days_with_air_temperature_below_threshold,days,7,-2
07312_07335_07332_Region_um_Kaiserslautern,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07313_07337_Region_um_Landau_in_der_Pfalz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07315_07339_06414_06433_Region_um_Mainz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07317_07340_Region_um_Pirmasens,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07320_07340_10045_07317_Region_um_Zweibrücken,FD,year,days_with_air_temperature_below_threshold,days,7,-2
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08111_08115_08116_08118_08119_Region_um_Stuttgart,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08121_08125_Region_um_Heilbronn,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08211_08216_Region_um_Baden-Baden,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08212_08215_07334_Region_um_Karlsruhe,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08221_08226_08222_Region_um_Heidelberg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08231_08236_08235_Region_um_Pforzheim,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08311_08316_08315_Region_um_Freiburg_im_Breisgau,FD,year,days_with_air_temperature_below_threshold,days,7,-2
08421_08425_09775_Region_um_Ulm,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09161_09176_09185_09186_Region_um_Ingolstadt,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09162_09184_09179_09174_Region_um_München,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09163_09187_Region_um_Rosenheim,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09261_09274_Region_um_Landshut,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09262_09275_Region_um_Passau,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09263_09278_Region_um_Straubing,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09361_09371_Region_um_Amberg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09362_09375_Region_um_Regensburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09363_09374_Region_um_Weiden_in_der_Oberpfalz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09461_09471_Region_um_Bamberg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09462_09472_Region_um_Bayreuth,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09463_09473_Region_um_Coburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09464_09475_Region_um_Hof,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09561_09571_Region_um_Ansbach,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09562_09572_09564_09563_Region_um_Erlangen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09563_09573_09562_09564_Region_um_Fürth,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09565_09576_09564_Region_um_Schwabach,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09661_09671_09676_Region_um_Aschaffenburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09662_09678_Region_um_Schweinfurt,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09663_09679_Region_um_Würzburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09761_09772_09771_Region_um_Augsburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09762_09777_Region_um_Kaufbeuren,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09763_09780_Region_um_Kempten_(Allgäu),FD,year,days_with_air_temperature_below_threshold,days,7,-2
09764_09778_08436_Region_um_Memmingen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),FD,year,days_with_air_temperature_below_threshold,days,7,-2
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,FD,year,days_with_air_temperature_below_threshold,days,7,-2
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,FD,year,days_with_air_temperature_below_threshold,days,7,-2
12052_12071_Region_um_Cottbus,FD,year,days_with_air_temperature_below_threshold,days,7,-2
12053_12067_12064_Region_um_Frankfurt_(Oder),FD,year,days_with_air_temperature_below_threshold,days,7,-2
12054_12063_12069_11000_12051_Region_um_Potsdam,FD,year,days_with_air_temperature_below_threshold,days,7,-2
13003_13072_Region_um_Rostock,FD,year,days_with_air_temperature_below_threshold,days,7,-2
13004_13076_13074_Region_um_Schwerin,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14511_14524_14521_14522_Region_um_Chemnitz,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14612_14627_14625_14628_Region_um_Dresden,FD,year,days_with_air_temperature_below_threshold,days,7,-2
14713_14729_14730_Region_um_Leipzig,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15001_15091_15082_Region_um_Dessau-Rolau,FD,year,days_with_air_temperature_below_threshold,days,7,-2
15002_15088_Region_um_Halle_(Saale),FD,year,days_with_air_temperature_below_threshold,days,7,-2
15003_15083_15089_15086_Region_um_Magdeburg,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16052_16076_15084_16074_Region_um_Gera,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16053_16074_16071_16055_Region_um_Jena,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16054_16066_16069_16070_Region_um_Suhl,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16055_16071_Region_um_Weimar,FD,year,days_with_air_temperature_below_threshold,days,7,-2
16056_16063_06636_Region_um_Eisenach,FD,year,days_with_air_temperature_below_threshold,days,7,-2
