region,FD_year_4C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09679_Würzburg,-71.16681671142578,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-68.33209991455078,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-68.397216796875,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-69.22124481201172,FD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-69.4115982055664,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-68.8392333984375,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-68.80096435546875,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-69.99758911132812,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-69.2482681274414,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-69.50569915771484,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-70.94851684570312,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-68.2113037109375,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-69.1309585571289,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-69.42227935791016,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-72.91974639892578,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-68.4759750366211,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-68.01054382324219,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-68.9853515625,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-68.64755249023438,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-69.58740234375,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-67.21611022949219,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-72.25936126708984,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-72.20136260986328,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-69.74713134765625,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-69.46920013427734,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-72.0179672241211,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-69.10069274902344,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-70.15872955322266,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-70.24889373779297,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-72.32417297363281,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-71.0235366821289,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-69.2831802368164,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-69.6775131225586,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-69.19764709472656,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-70.3027114868164,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-71.13960266113281,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-71.92935943603516,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-69.12359619140625,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-70.66973114013672,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-70.47151184082031,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-74.02487182617188,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-72.81755828857422,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-74.5105972290039,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-73.0237045288086,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-71.39242553710938,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-75.49533081054688,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-72.94841766357422,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-72.71105194091797,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-69.60966491699219,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-69.2925033569336,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-71.96393585205078,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-71.30921936035156,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-69.50149536132812,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-69.91570281982422,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-69.44236755371094,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-68.90251922607422,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-70.5614242553711,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-70.04550170898438,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-72.4155044555664,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-72.54181671142578,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-72.32005310058594,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-72.22856903076172,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-72.93702697753906,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-70.97028350830078,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-75.27120208740234,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-72.95459747314453,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-74.32456970214844,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-71.75454711914062,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-75.1015853881836,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-69.82012176513672,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-72.84296417236328,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-73.7414779663086,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-74.00231170654297,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-74.76094055175781,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-74.41155242919922,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-71.3922119140625,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-70.77811431884766,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-71.29547119140625,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-73.92411041259766,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-70.01815795898438,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-71.02850341796875,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-71.01011657714844,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-73.44561767578125,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-71.58573913574219,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-70.60799407958984,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-71.36445617675781,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-73.3277359008789,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-69.87193298339844,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-72.18207550048828,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-72.63170623779297,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-71.1405258178711,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-70.09674835205078,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-73.31888580322266,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-72.58940124511719,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-69.7207260131836,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-72.3599624633789,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-69.89151000976562,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-71.51757049560547,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-74.18541717529297,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-74.34314727783203,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-73.2599868774414,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-74.3150863647461,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-73.65472412109375,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-72.09033203125,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-73.52107238769531,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-73.87435150146484,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-71.87608337402344,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-74.02460479736328,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-74.7591323852539,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-73.02843475341797,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-72.81130981445312,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-71.08671569824219,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-65.34866333007812,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-67.90392303466797,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-66.6846694946289,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-68.54426574707031,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-69.01436614990234,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-65.79962921142578,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-68.05989074707031,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-68.91609191894531,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-69.49034118652344,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-68.8039779663086,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-68.0196533203125,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-66.54476928710938,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-67.8218994140625,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-65.43008422851562,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-73.87786865234375,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-73.39685821533203,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-66.30331420898438,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-67.32240295410156,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-68.4196548461914,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-71.99059295654297,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-65.46595764160156,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-64.00897216796875,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-68.1827392578125,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-67.76948547363281,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-67.76177215576172,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-68.2298812866211,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-66.19685363769531,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-71.90005493164062,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-69.08341979980469,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-67.49431610107422,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-62.20874786376953,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-67.05774688720703,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-66.51315307617188,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-62.23479080200195,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-68.04818725585938,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-66.69815826416016,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-67.0291976928711,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-62.442298889160156,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-65.1594009399414,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-67.82424926757812,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-63.46368408203125,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-67.9486083984375,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-68.2611083984375,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-63.691673278808594,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-62.099822998046875,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-64.1028823852539,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-63.68169403076172,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-65.3320083618164,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-67.31539154052734,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-69.37017059326172,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-69.21862030029297,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-67.98282623291016,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-65.28218078613281,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-68.44380187988281,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-69.4772720336914,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-70.61144256591797,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-70.46212005615234,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-70.07331848144531,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-70.68206024169922,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-70.36203002929688,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-71.3601303100586,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-71.91387176513672,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-72.43083190917969,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-67.66393280029297,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-68.6802978515625,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-68.26487731933594,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-68.76541137695312,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-68.21910858154297,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-68.18588256835938,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-67.47162628173828,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-69.9791488647461,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-71.22557830810547,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-68.73800659179688,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-68.11266326904297,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-72.74515533447266,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-70.3617172241211,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-69.4958724975586,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-68.6148910522461,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-71.64561462402344,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-69.18136596679688,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-70.06773376464844,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-71.75481414794922,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-74.48667907714844,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-72.99705505371094,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-70.07096099853516,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-68.07945251464844,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-72.41875457763672,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-71.838623046875,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-74.40909576416016,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-73.79753875732422,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-69.97305297851562,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-70.75338745117188,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-70.00154113769531,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-72.5869140625,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-70.08390808105469,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-71.95283508300781,FD,year,days_with_air_temperature_below_threshold,days,7
