region,FD_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
10046_St. Wendel,-23.862482,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-24.304281,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-23.818956,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-24.490566,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-25.351925,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-24.131573,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-25.671461,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-24.803774,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-24.478107,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-24.304125,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-25.537237,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-25.57403,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-24.613598,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-25.31654,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-25.41551,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-24.454237,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-24.912664,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-24.830708,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-24.697887,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-26.271347,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-24.577057,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-25.006546,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-25.484556,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-24.890745,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-25.95434,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-24.980955,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-24.770298,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-26.120504,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-25.378658,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-25.287174,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-26.908989,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-26.394829,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-25.10399,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-24.523361,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-25.923622,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-25.257713,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-23.934853,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-26.441263,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-23.476496,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-23.873941,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-23.966831,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-24.246027,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-24.05708,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-24.46982,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-23.383186,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-23.981743,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-23.803885,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-25.478748,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-23.8234,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-25.461174,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-24.199362,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-23.797178,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-23.991663,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-23.708729,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-23.609623,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-24.168219,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-24.522385,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-25.10545,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-27.604609,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-25.080004,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-25.53311,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-26.218456,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-26.54555,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-25.93016,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-25.356363,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-25.229008,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-27.256697,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-25.635145,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-24.234356,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-26.798264,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-26.480013,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-25.0937,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-27.30066,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-26.717604,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-25.216173,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-26.689854,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-25.611467,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-24.21073,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-22.974766,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-23.809923,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-24.112476,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-23.880089,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-22.902311,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-23.713612,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-23.280413,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-21.763655,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-19.738829,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-21.694374,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-21.448822,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-20.877714,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-21.796583,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-21.506388,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-19.143652,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-19.268068,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-19.944794,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-19.015644,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-18.779415,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-19.423944,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-19.15896,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-23.397165,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-21.353416,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-22.848236,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-21.7625,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-20.392601,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-19.30174,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-19.330091,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-20.78213,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-22.493929,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-19.98734,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-20.324003,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-22.71061,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-20.935417,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-19.372402,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-21.35509,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-23.38417,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-23.414606,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-22.869648,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-23.249716,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-22.790594,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-25.836605,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-24.246729,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-22.996698,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-20.371204,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-22.411749,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-21.751068,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-20.368114,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-22.048077,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-21.828749,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-22.7,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-20.914707,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-21.53233,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-22.453045,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-21.08933,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-23.318535,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-22.457159,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-21.765514,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-20.228117,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-21.666487,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-21.54266,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-23.713,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-23.003378,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-25.73415,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-25.46287,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-24.912643,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-25.156637,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-25.384832,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-26.445839,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-26.308205,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-26.642498,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-26.168224,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-26.945755,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-25.236116,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-26.729958,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-26.024996,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-27.259295,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-25.07455,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-24.593842,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-24.483767,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-25.204397,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-25.220243,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-24.982792,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-23.678017,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-24.577518,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-23.656126,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-24.973337,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-25.39334,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-25.584785,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-25.525795,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-25.179218,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-22.414171,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-24.36377,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-24.799202,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-25.421787,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-24.34654,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-25.439878,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-24.856373,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-25.656132,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-25.22371,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-23.891964,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-24.290339,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-23.76631,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-23.889194,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-25.274885,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-24.749763,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-25.148531,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-26.937096,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-25.09229,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-25.99694,FD,year,days_with_air_temperature_below_threshold,days,7
