region,FD_year_4C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09764_Memmingen,-55.235713958740234,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-52.64992904663086,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-53.66753005981445,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-54.426509857177734,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-53.53650665283203,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-54.32884979248047,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-54.908424377441406,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-57.96318054199219,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-55.02711868286133,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-54.6102409362793,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-59.275909423828125,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-40.95116424560547,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-44.84107208251953,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-44.33467102050781,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-42.650936126708984,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-43.702388763427734,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-48.63247299194336,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-50.01094436645508,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-48.803524017333984,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-48.60279846191406,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-51.73612594604492,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-49.037620544433594,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-53.66401672363281,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-50.28709030151367,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-49.707969665527344,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-49.403602600097656,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-52.67887878417969,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-52.683250427246094,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-49.40631866455078,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-51.076969146728516,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-52.54890823364258,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-50.33653259277344,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-51.22697067260742,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-49.42108154296875,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-50.86293029785156,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-53.63029479980469,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-47.14033889770508,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-51.068115234375,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-49.37608337402344,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-50.81257629394531,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-52.00032043457031,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-44.83136749267578,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-48.78997039794922,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-50.72355270385742,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-54.3529167175293,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-53.28105926513672,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-60.641517639160156,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-61.10734176635742,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-52.24323654174805,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-48.616355895996094,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-53.639610290527344,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-51.74715042114258,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-47.540870666503906,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-57.44002914428711,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-47.552581787109375,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-47.66791534423828,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-48.811370849609375,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-49.21748733520508,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-49.22569274902344,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-50.23102569580078,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-47.1512451171875,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-48.41913604736328,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-48.60248565673828,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-53.60639190673828,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-48.141265869140625,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-52.773597717285156,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-49.2911376953125,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-48.51152801513672,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-49.12793731689453,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-47.695770263671875,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-47.72950744628906,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-48.710716247558594,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-50.69593048095703,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-50.73905944824219,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-60.753273010253906,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-52.01607894897461,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-54.111175537109375,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-54.8797607421875,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-56.4495849609375,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-53.512786865234375,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-52.55146026611328,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-52.29785919189453,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-59.2108039855957,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-53.95227813720703,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-49.099639892578125,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-58.31269836425781,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-57.318695068359375,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-50.93113708496094,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-60.751399993896484,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-58.248191833496094,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-51.80651092529297,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-57.759185791015625,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-53.10853958129883,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-49.011207580566406,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-43.8837890625,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-45.65381622314453,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-46.82780838012695,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-46.37964630126953,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-45.75577163696289,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-48.46199417114258,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-47.10399627685547,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-41.22449493408203,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-35.68046569824219,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-41.34002685546875,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-40.3503532409668,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-37.4075927734375,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-41.27729034423828,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-40.20585250854492,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-35.40752029418945,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-35.262760162353516,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-37.568756103515625,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-34.281036376953125,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-33.652008056640625,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-36.21665573120117,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-34.816261291503906,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-45.67311096191406,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-40.589866638183594,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-44.70497131347656,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-40.29270935058594,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-37.89265823364258,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-35.26313018798828,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-35.992103576660156,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-39.090721130371094,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-42.80437469482422,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-38.07482147216797,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-38.715328216552734,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-44.15104675292969,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-38.85369873046875,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-35.863502502441406,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-41.79119110107422,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-47.01724624633789,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-47.20240783691406,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-46.21500778198242,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-47.28697204589844,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-45.35576629638672,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-52.715126037597656,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-48.345680236816406,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-45.503318786621094,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-39.25301742553711,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-44.92584991455078,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-42.42979431152344,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-39.23681640625,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-44.00944137573242,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-42.645545959472656,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-46.8302001953125,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-40.41791534423828,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-41.270896911621094,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-45.516693115234375,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-40.54900360107422,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-46.499122619628906,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-43.107574462890625,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-43.24627685546875,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-38.32942199707031,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-42.30390548706055,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-42.00877380371094,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-48.76483917236328,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-48.82132339477539,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-56.18523406982422,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-54.39459228515625,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-53.620262145996094,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-56.63145065307617,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-54.026023864746094,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-56.75398254394531,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-56.12609100341797,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-58.330162048339844,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-56.642250061035156,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-60.09127426147461,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-53.18905258178711,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-58.44427490234375,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-56.20929718017578,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-61.77678680419922,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-52.10231018066406,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-51.15576171875,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-50.69154357910156,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-53.23762130737305,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-53.75242233276367,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-51.921234130859375,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-47.82030487060547,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-49.955596923828125,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-47.00468444824219,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-52.9871826171875,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-57.8883171081543,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-59.08597946166992,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-54.63456726074219,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-55.4130859375,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-44.476009368896484,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-49.964134216308594,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-49.34120178222656,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-51.690311431884766,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-50.06177520751953,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-49.27731704711914,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-50.205047607421875,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-56.013885498046875,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-51.84607696533203,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-48.292633056640625,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-49.62837219238281,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-48.472869873046875,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-48.70051956176758,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-52.152732849121094,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-50.485286712646484,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-51.32081985473633,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-58.968711853027344,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-51.04268264770508,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-53.58198928833008,FD,year,days_with_air_temperature_below_threshold,days,7
