region,FD_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09764_Memmingen,-40.01268005371094,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-36.98479461669922,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-37.39711380004883,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-39.03876495361328,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-37.92134094238281,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-38.524383544921875,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-39.69053268432617,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-44.51597595214844,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-39.70591735839844,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-40.075435638427734,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-46.26538848876953,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-21.834217071533203,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-22.642810821533203,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-24.662673950195312,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-22.107532501220703,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-23.43468475341797,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-26.783309936523438,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-27.28626251220703,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-28.213741302490234,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-28.710704803466797,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-33.09923553466797,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-27.484037399291992,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-32.24583053588867,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-31.202369689941406,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-30.45722770690918,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-28.734249114990234,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-33.258338928222656,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-31.49693489074707,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-29.46340560913086,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-31.442859649658203,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-31.877403259277344,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-30.881052017211914,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-30.94036102294922,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-29.448423385620117,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-31.574682235717773,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-31.862485885620117,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-27.595827102661133,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-29.252819061279297,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-26.73068618774414,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-29.796268463134766,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-29.131755828857422,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-23.334678649902344,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-26.051912307739258,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-29.93730926513672,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-37.519832611083984,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-38.76548385620117,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-47.35675811767578,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-47.93389129638672,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-37.655357360839844,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-28.45520782470703,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-35.69272232055664,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-33.9138069152832,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-29.246986389160156,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-42.18598175048828,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-28.7398624420166,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-29.52973747253418,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-30.20277214050293,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-30.539913177490234,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-30.40376853942871,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-31.284555435180664,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-28.94538688659668,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-30.324209213256836,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-30.336151123046875,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-34.3829345703125,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-29.561967849731445,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-36.324859619140625,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-30.332563400268555,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-30.295635223388672,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-30.199291229248047,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-28.89642333984375,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-28.598617553710938,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-30.96290397644043,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-30.965898513793945,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-30.351011276245117,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-49.024322509765625,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-35.44182586669922,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-33.077972412109375,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-36.825584411621094,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-38.368797302246094,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-36.94816589355469,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-32.44200134277344,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-33.03623962402344,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-43.94762420654297,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-38.72122573852539,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-29.552894592285156,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-41.270198822021484,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-43.480743408203125,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-32.98870086669922,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-45.24009704589844,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-43.00339889526367,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-32.650447845458984,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-44.54375076293945,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-37.144325256347656,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-31.837249755859375,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-19.845619201660156,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-22.421062469482422,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-24.207433700561523,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-23.459651947021484,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-26.300840377807617,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-29.744455337524414,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-27.45598602294922,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-21.580692291259766,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-16.9920597076416,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-20.818157196044922,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-20.322307586669922,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-17.856901168823242,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-21.351139068603516,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-20.0557861328125,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-16.415794372558594,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-16.695201873779297,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-17.537555694580078,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-16.255084991455078,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-15.71068000793457,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-16.219844818115234,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-16.529508590698242,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-25.001834869384766,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-20.094112396240234,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-24.268470764160156,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-21.33096694946289,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-18.123321533203125,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-16.84607696533203,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-16.51020050048828,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-19.00641632080078,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-23.035749435424805,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-17.999467849731445,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-19.2065486907959,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-24.789474487304688,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-20.712682723999023,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-16.823379516601562,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-25.54085922241211,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-29.094181060791016,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-30.363595962524414,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-25.268037796020508,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-26.984935760498047,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-28.68178939819336,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-34.0382080078125,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-29.493450164794922,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-27.59273338317871,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-21.28462791442871,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-26.697250366210938,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-20.68920135498047,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-21.328933715820312,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-24.129146575927734,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-22.579469680786133,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-25.153362274169922,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-22.56438636779785,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-24.0841064453125,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-24.62911033630371,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-22.100879669189453,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-29.56978988647461,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-25.983097076416016,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-28.55324363708496,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-20.77518653869629,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-23.542255401611328,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-23.651329040527344,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-33.592872619628906,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-34.42658996582031,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-41.86090850830078,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-38.721046447753906,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-36.04554748535156,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-38.57939147949219,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-38.14580535888672,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-40.854286193847656,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-41.30017852783203,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-43.430702209472656,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-41.48973846435547,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-46.910987854003906,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-35.1555061340332,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-45.91474151611328,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-35.23765563964844,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-50.189247131347656,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-36.888694763183594,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-33.59214782714844,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-34.07440185546875,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-36.7452392578125,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-36.321739196777344,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-36.97454071044922,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-31.787376403808594,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-32.74050521850586,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-31.11902618408203,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-37.21876525878906,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-44.4774055480957,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-46.21727752685547,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-39.561458587646484,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-40.93588638305664,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-24.080297470092773,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-30.166248321533203,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-29.38007164001465,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-32.63987731933594,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-29.62217140197754,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-26.77328109741211,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-28.65118408203125,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-41.86497116088867,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-35.44404220581055,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-29.931123733520508,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-31.182329177856445,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-30.324644088745117,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-30.224454879760742,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-37.0158576965332,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-32.73973083496094,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-32.904685974121094,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-43.89954376220703,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-33.48405456542969,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-36.30968475341797,FD,year,days_with_air_temperature_below_threshold,days,7
