region,FD_year_3C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03351_Celle,-19.756799697875977,FD,year,days_with_air_temperature_below_threshold,days,7
03352_Cuxhaven,-15.561159133911133,FD,year,days_with_air_temperature_below_threshold,days,7
03353_Harburg,-19.660093307495117,FD,year,days_with_air_temperature_below_threshold,days,7
03354_Lüchow-Dannenberg,-21.358720779418945,FD,year,days_with_air_temperature_below_threshold,days,7
03355_Lüneburg,-20.453060150146484,FD,year,days_with_air_temperature_below_threshold,days,7
03356_Osterholz,-16.34687614440918,FD,year,days_with_air_temperature_below_threshold,days,7
03357_Rotenburg (Wümme),-18.487855911254883,FD,year,days_with_air_temperature_below_threshold,days,7
03358_Heidekreis,-19.90281867980957,FD,year,days_with_air_temperature_below_threshold,days,7
03359_Stade,-17.20599365234375,FD,year,days_with_air_temperature_below_threshold,days,7
03360_Uelzen,-21.297061920166016,FD,year,days_with_air_temperature_below_threshold,days,7
03361_Verden,-18.041704177856445,FD,year,days_with_air_temperature_below_threshold,days,7
03401_Delmenhorst,-16.893526077270508,FD,year,days_with_air_temperature_below_threshold,days,7
03402_Emden,-11.763846397399902,FD,year,days_with_air_temperature_below_threshold,days,7
03403_Oldenburg (Oldb),-15.58247184753418,FD,year,days_with_air_temperature_below_threshold,days,7
03404_Osnabrück,-16.6036319732666,FD,year,days_with_air_temperature_below_threshold,days,7
03405_Wilhelmshaven,-11.720402717590332,FD,year,days_with_air_temperature_below_threshold,days,7
03451_Ammerland,-15.172449111938477,FD,year,days_with_air_temperature_below_threshold,days,7
03452_Aurich,-13.043895721435547,FD,year,days_with_air_temperature_below_threshold,days,7
03453_Cloppenburg,-15.625263214111328,FD,year,days_with_air_temperature_below_threshold,days,7
03454_Emsland,-14.949861526489258,FD,year,days_with_air_temperature_below_threshold,days,7
03455_Friesland,-14.875284194946289,FD,year,days_with_air_temperature_below_threshold,days,7
03456_Grafschaft Bentheim,-14.200268745422363,FD,year,days_with_air_temperature_below_threshold,days,7
03457_Leer,-14.242891311645508,FD,year,days_with_air_temperature_below_threshold,days,7
03458_Oldenburg,-16.82652473449707,FD,year,days_with_air_temperature_below_threshold,days,7
03459_Osnabrück,-16.325576782226562,FD,year,days_with_air_temperature_below_threshold,days,7
03460_Vechta,-16.297332763671875,FD,year,days_with_air_temperature_below_threshold,days,7
03461_Wesermarsch,-14.564292907714844,FD,year,days_with_air_temperature_below_threshold,days,7
03462_Wittmund,-14.106077194213867,FD,year,days_with_air_temperature_below_threshold,days,7
04011_Bremen,-15.470378875732422,FD,year,days_with_air_temperature_below_threshold,days,7
04012_Bremerhaven,-14.289813041687012,FD,year,days_with_air_temperature_below_threshold,days,7
05111_Düsseldorf,-12.529842376708984,FD,year,days_with_air_temperature_below_threshold,days,7
05112_Duisburg,-12.423445701599121,FD,year,days_with_air_temperature_below_threshold,days,7
05113_Essen,-12.710305213928223,FD,year,days_with_air_temperature_below_threshold,days,7
05114_Krefeld,-12.568894386291504,FD,year,days_with_air_temperature_below_threshold,days,7
05116_Mönchengladbach,-13.535645484924316,FD,year,days_with_air_temperature_below_threshold,days,7
05117_Mülheim an der Ruhr,-13.302840232849121,FD,year,days_with_air_temperature_below_threshold,days,7
05119_Oberhausen,-11.93607234954834,FD,year,days_with_air_temperature_below_threshold,days,7
05120_Remscheid,-18.634662628173828,FD,year,days_with_air_temperature_below_threshold,days,7
05122_Solingen,-15.382637023925781,FD,year,days_with_air_temperature_below_threshold,days,7
05124_Wuppertal,-16.69972038269043,FD,year,days_with_air_temperature_below_threshold,days,7
05154_Kleve,-12.849348068237305,FD,year,days_with_air_temperature_below_threshold,days,7
05158_Mettmann,-13.356164932250977,FD,year,days_with_air_temperature_below_threshold,days,7
05162_Rhein-Kreis Neuss,-13.156970024108887,FD,year,days_with_air_temperature_below_threshold,days,7
05166_Viersen,-13.540667533874512,FD,year,days_with_air_temperature_below_threshold,days,7
05170_Wesel,-13.507168769836426,FD,year,days_with_air_temperature_below_threshold,days,7
05314_Bonn,-15.213567733764648,FD,year,days_with_air_temperature_below_threshold,days,7
05315_Köln,-12.715608596801758,FD,year,days_with_air_temperature_below_threshold,days,7
05316_Leverkusen,-13.112723350524902,FD,year,days_with_air_temperature_below_threshold,days,7
05334_Städteregion Aachen,-19.413576126098633,FD,year,days_with_air_temperature_below_threshold,days,7
05358_Düren,-15.591285705566406,FD,year,days_with_air_temperature_below_threshold,days,7
05362_Rhein-Erft-Kreis,-13.300990104675293,FD,year,days_with_air_temperature_below_threshold,days,7
05366_Euskirchen,-23.995561599731445,FD,year,days_with_air_temperature_below_threshold,days,7
05370_Heinsberg,-12.043035507202148,FD,year,days_with_air_temperature_below_threshold,days,7
05374_Oberbergischer Kreis,-21.641441345214844,FD,year,days_with_air_temperature_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-16.02468490600586,FD,year,days_with_air_temperature_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-16.30014419555664,FD,year,days_with_air_temperature_below_threshold,days,7
05512_Bottrop,-12.044241905212402,FD,year,days_with_air_temperature_below_threshold,days,7
05513_Gelsenkirchen,-12.086853981018066,FD,year,days_with_air_temperature_below_threshold,days,7
05515_Münster,-14.936419486999512,FD,year,days_with_air_temperature_below_threshold,days,7
05554_Borken,-14.73941707611084,FD,year,days_with_air_temperature_below_threshold,days,7
05558_Coesfeld,-14.804614067077637,FD,year,days_with_air_temperature_below_threshold,days,7
05562_Recklinghausen,-13.958572387695312,FD,year,days_with_air_temperature_below_threshold,days,7
05566_Steinfurt,-15.556427955627441,FD,year,days_with_air_temperature_below_threshold,days,7
05570_Warendorf,-15.21491813659668,FD,year,days_with_air_temperature_below_threshold,days,7
05711_Bielefeld,-17.05417251586914,FD,year,days_with_air_temperature_below_threshold,days,7
05754_Gütersloh,-15.767550468444824,FD,year,days_with_air_temperature_below_threshold,days,7
05758_Herford,-16.142715454101562,FD,year,days_with_air_temperature_below_threshold,days,7
05762_Höxter,-21.367542266845703,FD,year,days_with_air_temperature_below_threshold,days,7
05766_Lippe,-19.104448318481445,FD,year,days_with_air_temperature_below_threshold,days,7
05770_Minden-Lübbecke,-16.50387954711914,FD,year,days_with_air_temperature_below_threshold,days,7
05774_Paderborn,-18.812788009643555,FD,year,days_with_air_temperature_below_threshold,days,7
05911_Bochum,-13.137964248657227,FD,year,days_with_air_temperature_below_threshold,days,7
05913_Dortmund,-13.846240997314453,FD,year,days_with_air_temperature_below_threshold,days,7
05914_Hagen,-18.247060775756836,FD,year,days_with_air_temperature_below_threshold,days,7
05915_Hamm,-14.130522727966309,FD,year,days_with_air_temperature_below_threshold,days,7
05916_Herne,-12.110912322998047,FD,year,days_with_air_temperature_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-16.692506790161133,FD,year,days_with_air_temperature_below_threshold,days,7
05958_Hochsauerlandkreis,-26.780433654785156,FD,year,days_with_air_temperature_below_threshold,days,7
05962_Märkischer Kreis,-22.02814483642578,FD,year,days_with_air_temperature_below_threshold,days,7
05966_Olpe,-26.012012481689453,FD,year,days_with_air_temperature_below_threshold,days,7
05970_Siegen-Wittgenstein,-28.150283813476562,FD,year,days_with_air_temperature_below_threshold,days,7
05974_Soest,-17.548519134521484,FD,year,days_with_air_temperature_below_threshold,days,7
05978_Unna,-15.090473175048828,FD,year,days_with_air_temperature_below_threshold,days,7
06411_Darmstadt,-18.760360717773438,FD,year,days_with_air_temperature_below_threshold,days,7
06412_Frankfurt am Main,-18.197725296020508,FD,year,days_with_air_temperature_below_threshold,days,7
06413_Offenbach am Main,-17.36676788330078,FD,year,days_with_air_temperature_below_threshold,days,7
06414_Wiesbaden,-20.616249084472656,FD,year,days_with_air_temperature_below_threshold,days,7
06431_Bergstraße,-20.39604949951172,FD,year,days_with_air_temperature_below_threshold,days,7
06432_Darmstadt-Dieburg,-19.416736602783203,FD,year,days_with_air_temperature_below_threshold,days,7
06433_Groß-Gerau,-17.79380226135254,FD,year,days_with_air_temperature_below_threshold,days,7
06434_Hochtaunuskreis,-22.607450485229492,FD,year,days_with_air_temperature_below_threshold,days,7
06435_Main-Kinzig-Kreis,-23.728761672973633,FD,year,days_with_air_temperature_below_threshold,days,7
06436_Main-Taunus-Kreis,-19.953258514404297,FD,year,days_with_air_temperature_below_threshold,days,7
06437_Odenwaldkreis,-24.731658935546875,FD,year,days_with_air_temperature_below_threshold,days,7
06438_Offenbach,-18.5367374420166,FD,year,days_with_air_temperature_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-21.933422088623047,FD,year,days_with_air_temperature_below_threshold,days,7
06440_Wetteraukreis,-22.093351364135742,FD,year,days_with_air_temperature_below_threshold,days,7
06531_Gießen,-22.664318084716797,FD,year,days_with_air_temperature_below_threshold,days,7
06532_Lahn-Dill-Kreis,-24.87271499633789,FD,year,days_with_air_temperature_below_threshold,days,7
06533_Limburg-Weilburg,-23.077953338623047,FD,year,days_with_air_temperature_below_threshold,days,7
06534_Marburg-Biedenkopf,-24.80175018310547,FD,year,days_with_air_temperature_below_threshold,days,7
06535_Vogelsbergkreis,-26.909648895263672,FD,year,days_with_air_temperature_below_threshold,days,7
06611_Kassel,-23.169506072998047,FD,year,days_with_air_temperature_below_threshold,days,7
06631_Fulda,-28.889320373535156,FD,year,days_with_air_temperature_below_threshold,days,7
06632_Hersfeld-Rotenburg,-25.456920623779297,FD,year,days_with_air_temperature_below_threshold,days,7
06633_Kassel,-22.82291030883789,FD,year,days_with_air_temperature_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-24.831340789794922,FD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-27.154399871826172,FD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-25.65072250366211,FD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-18.764211654663086,FD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-23.270158767700195,FD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-21.900409698486328,FD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-20.61614418029785,FD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-24.536725997924805,FD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-22.548330307006836,FD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-21.344161987304688,FD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-18.534128189086914,FD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-23.914714813232422,FD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-21.497716903686523,FD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-23.562532424926758,FD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-21.985107421875,FD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-23.194677352905273,FD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-24.120872497558594,FD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-27.18518829345703,FD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-21.847576141357422,FD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-17.068418502807617,FD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-22.96052360534668,FD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-17.044715881347656,FD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-17.055681228637695,FD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-19.315185546875,FD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-17.952136993408203,FD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-20.6304931640625,FD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-16.981674194335938,FD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-17.870800018310547,FD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-19.541032791137695,FD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-19.499860763549805,FD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-20.293306350708008,FD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-21.10411262512207,FD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-15.187518119812012,FD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-22.1051082611084,FD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-20.229089736938477,FD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-17.000011444091797,FD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-17.36472511291504,FD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-19.80953598022461,FD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-20.37356948852539,FD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-21.448184967041016,FD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-24.015735626220703,FD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-23.5842342376709,FD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-26.197589874267578,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-21.424396514892578,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-22.079832077026367,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-20.894018173217773,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-21.001771926879883,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-23.395509719848633,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-24.95397186279297,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-24.64470672607422,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-29.438465118408203,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-27.20516586303711,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-19.838266372680664,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-15.368772506713867,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-17.567665100097656,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-20.19449234008789,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-18.50661849975586,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-16.387948989868164,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-24.387514114379883,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-19.55959701538086,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-22.439735412597656,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-28.134218215942383,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-21.5079402923584,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-29.028675079345703,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-20.175840377807617,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-25.20560073852539,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-21.76901626586914,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-21.022823333740234,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-28.847026824951172,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-30.501785278320312,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-31.44366455078125,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-22.205049514770508,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-23.96076011657715,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-28.136098861694336,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-30.010189056396484,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-23.779882431030273,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-30.088699340820312,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-29.334064483642578,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-29.952678680419922,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-28.76464080810547,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-11.645601272583008,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-28.271032333374023,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-31.27727508544922,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-25.93316650390625,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-24.431297302246094,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-25.927001953125,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-23.6531982421875,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-27.774681091308594,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-28.13054656982422,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-25.637935638427734,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-24.59725570678711,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-28.49004364013672,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-23.90188980102539,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-24.90186309814453,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-23.929832458496094,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-26.752944946289062,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-28.200651168823242,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-27.844635009765625,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-24.954315185546875,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-25.734813690185547,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-25.77227783203125,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-24.848114013671875,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-26.80255889892578,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-24.32525062561035,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-27.090213775634766,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-28.89801025390625,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-26.057106018066406,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-27.842281341552734,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-27.787609100341797,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-28.61276626586914,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-31.299301147460938,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-27.08743667602539,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-25.913280487060547,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-27.265094757080078,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-31.499061584472656,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-24.801158905029297,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-28.227367401123047,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-24.53070831298828,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-29.327064514160156,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-27.920089721679688,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-31.428264617919922,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-29.648582458496094,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-31.62934112548828,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-29.433265686035156,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-31.352325439453125,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-28.76443099975586,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-30.32506561279297,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-32.904502868652344,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-23.8984375,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-29.935638427734375,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-26.76702117919922,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-32.485958099365234,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-25.49579620361328,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-30.986682891845703,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-28.330135345458984,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-26.617095947265625,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-32.77570343017578,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-32.17796325683594,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-30.167739868164062,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-26.897274017333984,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-32.272117614746094,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-27.392078399658203,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-22.40583610534668,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-22.672046661376953,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-22.89340591430664,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-23.48715591430664,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-27.019519805908203,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-23.133472442626953,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-23.837440490722656,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-27.907958984375,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-24.886428833007812,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-25.468849182128906,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-28.249595642089844,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-20.208789825439453,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-24.627830505371094,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-23.135913848876953,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-22.368871688842773,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-28.091552734375,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-29.665027618408203,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-25.182144165039062,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-22.920034408569336,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-24.09368133544922,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-25.19403076171875,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-24.479080200195312,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-23.24683380126953,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-25.938655853271484,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-30.040386199951172,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-30.060440063476562,FD,year,days_with_air_temperature_below_threshold,days,7
