region,FD_year_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03405_Wilhelmshaven,-31.905677795410156,FD,year,days_with_air_temperature_below_threshold,days,7
03451_Ammerland,-36.43402862548828,FD,year,days_with_air_temperature_below_threshold,days,7
03452_Aurich,-35.74615478515625,FD,year,days_with_air_temperature_below_threshold,days,7
03453_Cloppenburg,-34.91123962402344,FD,year,days_with_air_temperature_below_threshold,days,7
03454_Emsland,-34.32606506347656,FD,year,days_with_air_temperature_below_threshold,days,7
03455_Friesland,-37.090858459472656,FD,year,days_with_air_temperature_below_threshold,days,7
03456_Grafschaft Bentheim,-33.59186553955078,FD,year,days_with_air_temperature_below_threshold,days,7
03457_Leer,-35.32777404785156,FD,year,days_with_air_temperature_below_threshold,days,7
03458_Oldenburg,-35.21977996826172,FD,year,days_with_air_temperature_below_threshold,days,7
03459_Osnabrück,-34.06796646118164,FD,year,days_with_air_temperature_below_threshold,days,7
03460_Vechta,-34.26227569580078,FD,year,days_with_air_temperature_below_threshold,days,7
03461_Wesermarsch,-35.586761474609375,FD,year,days_with_air_temperature_below_threshold,days,7
03462_Wittmund,-36.626220703125,FD,year,days_with_air_temperature_below_threshold,days,7
04011_Bremen,-35.236289978027344,FD,year,days_with_air_temperature_below_threshold,days,7
04012_Bremerhaven,-36.65959930419922,FD,year,days_with_air_temperature_below_threshold,days,7
05111_Düsseldorf,-31.99575424194336,FD,year,days_with_air_temperature_below_threshold,days,7
05112_Duisburg,-31.87808609008789,FD,year,days_with_air_temperature_below_threshold,days,7
05113_Essen,-33.00846862792969,FD,year,days_with_air_temperature_below_threshold,days,7
05114_Krefeld,-32.13377380371094,FD,year,days_with_air_temperature_below_threshold,days,7
05116_Mönchengladbach,-33.485313415527344,FD,year,days_with_air_temperature_below_threshold,days,7
05117_Mülheim an der Ruhr,-33.190818786621094,FD,year,days_with_air_temperature_below_threshold,days,7
05119_Oberhausen,-32.33767318725586,FD,year,days_with_air_temperature_below_threshold,days,7
05120_Remscheid,-35.44575500488281,FD,year,days_with_air_temperature_below_threshold,days,7
05122_Solingen,-33.18072509765625,FD,year,days_with_air_temperature_below_threshold,days,7
05124_Wuppertal,-35.05995559692383,FD,year,days_with_air_temperature_below_threshold,days,7
05154_Kleve,-32.789466857910156,FD,year,days_with_air_temperature_below_threshold,days,7
05158_Mettmann,-32.991905212402344,FD,year,days_with_air_temperature_below_threshold,days,7
05162_Rhein-Kreis Neuss,-32.563724517822266,FD,year,days_with_air_temperature_below_threshold,days,7
05166_Viersen,-33.377891540527344,FD,year,days_with_air_temperature_below_threshold,days,7
05170_Wesel,-32.83671569824219,FD,year,days_with_air_temperature_below_threshold,days,7
05314_Bonn,-33.685951232910156,FD,year,days_with_air_temperature_below_threshold,days,7
05315_Köln,-31.759647369384766,FD,year,days_with_air_temperature_below_threshold,days,7
05316_Leverkusen,-32.869110107421875,FD,year,days_with_air_temperature_below_threshold,days,7
05334_Städteregion Aachen,-33.67937469482422,FD,year,days_with_air_temperature_below_threshold,days,7
05358_Düren,-34.18511962890625,FD,year,days_with_air_temperature_below_threshold,days,7
05362_Rhein-Erft-Kreis,-32.69672393798828,FD,year,days_with_air_temperature_below_threshold,days,7
05366_Euskirchen,-35.444515228271484,FD,year,days_with_air_temperature_below_threshold,days,7
05370_Heinsberg,-34.276405334472656,FD,year,days_with_air_temperature_below_threshold,days,7
05374_Oberbergischer Kreis,-36.555572509765625,FD,year,days_with_air_temperature_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-33.5598030090332,FD,year,days_with_air_temperature_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-34.5914306640625,FD,year,days_with_air_temperature_below_threshold,days,7
05512_Bottrop,-32.44689178466797,FD,year,days_with_air_temperature_below_threshold,days,7
05513_Gelsenkirchen,-31.99132537841797,FD,year,days_with_air_temperature_below_threshold,days,7
05515_Münster,-33.741668701171875,FD,year,days_with_air_temperature_below_threshold,days,7
05554_Borken,-33.232749938964844,FD,year,days_with_air_temperature_below_threshold,days,7
05558_Coesfeld,-33.366783142089844,FD,year,days_with_air_temperature_below_threshold,days,7
05562_Recklinghausen,-32.6820182800293,FD,year,days_with_air_temperature_below_threshold,days,7
05566_Steinfurt,-33.54484558105469,FD,year,days_with_air_temperature_below_threshold,days,7
05570_Warendorf,-33.51006317138672,FD,year,days_with_air_temperature_below_threshold,days,7
05711_Bielefeld,-34.41143035888672,FD,year,days_with_air_temperature_below_threshold,days,7
05754_Gütersloh,-33.64466094970703,FD,year,days_with_air_temperature_below_threshold,days,7
05758_Herford,-34.7063102722168,FD,year,days_with_air_temperature_below_threshold,days,7
05762_Höxter,-35.81694412231445,FD,year,days_with_air_temperature_below_threshold,days,7
05766_Lippe,-35.885169982910156,FD,year,days_with_air_temperature_below_threshold,days,7
05770_Minden-Lübbecke,-34.68959045410156,FD,year,days_with_air_temperature_below_threshold,days,7
05774_Paderborn,-34.573890686035156,FD,year,days_with_air_temperature_below_threshold,days,7
05911_Bochum,-32.38250732421875,FD,year,days_with_air_temperature_below_threshold,days,7
05913_Dortmund,-32.38728713989258,FD,year,days_with_air_temperature_below_threshold,days,7
05914_Hagen,-35.43853759765625,FD,year,days_with_air_temperature_below_threshold,days,7
05915_Hamm,-33.6732177734375,FD,year,days_with_air_temperature_below_threshold,days,7
05916_Herne,-31.789264678955078,FD,year,days_with_air_temperature_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-35.11903762817383,FD,year,days_with_air_temperature_below_threshold,days,7
05958_Hochsauerlandkreis,-37.512725830078125,FD,year,days_with_air_temperature_below_threshold,days,7
05962_Märkischer Kreis,-36.73041915893555,FD,year,days_with_air_temperature_below_threshold,days,7
05966_Olpe,-38.01812744140625,FD,year,days_with_air_temperature_below_threshold,days,7
05970_Siegen-Wittgenstein,-38.617774963378906,FD,year,days_with_air_temperature_below_threshold,days,7
05974_Soest,-33.9734001159668,FD,year,days_with_air_temperature_below_threshold,days,7
05978_Unna,-33.04106140136719,FD,year,days_with_air_temperature_below_threshold,days,7
06411_Darmstadt,-34.33560562133789,FD,year,days_with_air_temperature_below_threshold,days,7
06412_Frankfurt am Main,-35.63057327270508,FD,year,days_with_air_temperature_below_threshold,days,7
06413_Offenbach am Main,-34.087921142578125,FD,year,days_with_air_temperature_below_threshold,days,7
06414_Wiesbaden,-36.1302490234375,FD,year,days_with_air_temperature_below_threshold,days,7
06431_Bergstraße,-34.557796478271484,FD,year,days_with_air_temperature_below_threshold,days,7
06432_Darmstadt-Dieburg,-34.3465690612793,FD,year,days_with_air_temperature_below_threshold,days,7
06433_Groß-Gerau,-34.40557861328125,FD,year,days_with_air_temperature_below_threshold,days,7
06434_Hochtaunuskreis,-37.72441482543945,FD,year,days_with_air_temperature_below_threshold,days,7
06435_Main-Kinzig-Kreis,-36.457786560058594,FD,year,days_with_air_temperature_below_threshold,days,7
06436_Main-Taunus-Kreis,-36.06657791137695,FD,year,days_with_air_temperature_below_threshold,days,7
06437_Odenwaldkreis,-36.26245880126953,FD,year,days_with_air_temperature_below_threshold,days,7
06438_Offenbach,-34.32187271118164,FD,year,days_with_air_temperature_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-36.39460754394531,FD,year,days_with_air_temperature_below_threshold,days,7
06440_Wetteraukreis,-36.622314453125,FD,year,days_with_air_temperature_below_threshold,days,7
06531_Gießen,-36.91544723510742,FD,year,days_with_air_temperature_below_threshold,days,7
06532_Lahn-Dill-Kreis,-37.115821838378906,FD,year,days_with_air_temperature_below_threshold,days,7
06533_Limburg-Weilburg,-37.20033264160156,FD,year,days_with_air_temperature_below_threshold,days,7
06534_Marburg-Biedenkopf,-37.78167724609375,FD,year,days_with_air_temperature_below_threshold,days,7
06535_Vogelsbergkreis,-37.26483917236328,FD,year,days_with_air_temperature_below_threshold,days,7
06611_Kassel,-37.32805633544922,FD,year,days_with_air_temperature_below_threshold,days,7
06631_Fulda,-37.40864562988281,FD,year,days_with_air_temperature_below_threshold,days,7
06632_Hersfeld-Rotenburg,-37.62016296386719,FD,year,days_with_air_temperature_below_threshold,days,7
06633_Kassel,-37.59349060058594,FD,year,days_with_air_temperature_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-37.462440490722656,FD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-38.29993438720703,FD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-37.8431396484375,FD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-35.799156188964844,FD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-35.41008758544922,FD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-37.28938293457031,FD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-34.287628173828125,FD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-35.50514221191406,FD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-35.403499603271484,FD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-35.34614562988281,FD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-37.35398864746094,FD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-35.65583801269531,FD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-36.774322509765625,FD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-37.06556701660156,FD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-34.13689422607422,FD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-34.766845703125,FD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-36.097816467285156,FD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-37.194252014160156,FD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-34.27558517456055,FD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-33.821876525878906,FD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-34.20248031616211,FD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-33.597572326660156,FD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-33.66574478149414,FD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-35.617584228515625,FD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-33.60272979736328,FD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-33.290748596191406,FD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-33.180152893066406,FD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-33.9112548828125,FD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-33.001441955566406,FD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-33.51829147338867,FD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-33.695167541503906,FD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-33.61499786376953,FD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-32.73431396484375,FD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-33.95209503173828,FD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-33.78940963745117,FD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-33.48802185058594,FD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-33.585716247558594,FD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-34.778228759765625,FD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-33.6773681640625,FD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-34.445430755615234,FD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-35.24659729003906,FD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-34.678245544433594,FD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-35.20025634765625,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-34.29905700683594,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-36.271812438964844,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-35.18557357788086,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-35.22443771362305,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-36.28673553466797,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-37.114646911621094,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-36.19908142089844,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-36.776710510253906,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-36.95135498046875,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-34.21830749511719,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-31.63780975341797,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-32.87816619873047,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-34.046478271484375,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-34.513458251953125,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-33.01862335205078,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-36.70838928222656,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-34.57789993286133,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-34.261634826660156,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-35.38523864746094,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-33.69892120361328,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-36.8031005859375,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-34.103858947753906,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-33.931236267089844,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-34.22859191894531,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-35.11964416503906,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-36.84400177001953,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-36.390289306640625,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-37.40705871582031,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-35.372772216796875,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-34.77002716064453,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-35.7027587890625,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-36.487525939941406,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-34.46723937988281,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-36.10026550292969,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-36.51891326904297,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-36.51002502441406,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-36.344871520996094,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-35.33134460449219,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-36.74676513671875,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-36.866233825683594,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-36.94061279296875,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-36.02068328857422,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-34.900856018066406,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-37.93116760253906,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-38.76057434082031,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-36.279701232910156,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-36.00935363769531,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-36.15312194824219,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-37.880279541015625,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-37.13926696777344,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-36.70005798339844,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-35.31825256347656,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-35.91252899169922,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-35.733306884765625,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-35.92988586425781,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-37.274444580078125,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-35.634666442871094,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-36.894317626953125,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-36.4765625,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-36.69654083251953,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-37.78865051269531,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-36.220115661621094,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-37.38368225097656,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-37.413482666015625,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-37.91863250732422,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-38.527565002441406,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-38.186424255371094,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-37.12763214111328,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-37.712127685546875,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-37.685211181640625,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-37.973045349121094,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-37.600372314453125,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-38.395843505859375,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-38.06780242919922,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-38.085845947265625,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-38.391502380371094,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-39.06438446044922,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-38.38452911376953,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-38.54637908935547,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-37.63176727294922,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-38.366363525390625,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-38.25151824951172,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-38.930519104003906,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-38.210838317871094,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-38.86603546142578,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-36.35657501220703,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-38.101531982421875,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-37.97731018066406,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-38.705596923828125,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-36.5450439453125,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-38.322418212890625,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-37.97874450683594,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-37.42729949951172,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-37.925270080566406,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-38.781883239746094,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-37.791831970214844,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-37.66783142089844,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-39.05842590332031,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-37.64839172363281,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-36.86425018310547,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-37.152244567871094,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-37.40245056152344,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-37.990509033203125,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-37.84137725830078,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-36.73584747314453,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-37.59137725830078,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-37.660987854003906,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-36.64240264892578,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-37.86943817138672,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-37.942466735839844,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-34.843101501464844,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-36.26768493652344,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-35.03491973876953,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-35.78587341308594,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-37.723182678222656,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-37.83367919921875,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-36.92741394042969,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-35.31310272216797,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-35.90924835205078,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-36.190818786621094,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-36.04017639160156,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-35.099815368652344,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-36.05908966064453,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-35.58203887939453,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-36.367027282714844,FD,year,days_with_air_temperature_below_threshold,days,7
