region,FD_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
12054_Potsdam,-38.777122,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-41.24137,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-39.88532,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-39.425056,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-39.11017,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-40.976856,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-40.999275,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-39.54737,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-40.660248,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-40.751575,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-39.37831,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-40.02476,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-39.979725,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-39.714935,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-42.041435,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-38.74254,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-39.99477,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-40.47555,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-39.908886,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-41.40226,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-39.140995,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-39.393517,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-41.553284,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-41.48288,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-41.30789,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-44.298717,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-44.026485,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-40.9958,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-39.4344,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-41.879593,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-40.795948,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-38.574574,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-43.31157,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-37.71337,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-38.48165,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-38.636616,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-39.10942,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-38.786964,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-39.46381,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-37.790535,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-38.62417,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-38.41384,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-41.22,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-38.36268,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-40.994354,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-38.89377,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-38.26811,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-38.59466,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-38.124714,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-37.97095,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-38.860176,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-39.772083,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-40.428787,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-45.313923,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-40.35649,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-41.345837,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-42.22315,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-42.924175,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-41.87862,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-40.783,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-40.617805,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-44.332996,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-41.57112,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-38.970764,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-43.82689,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-43.243416,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-40.35281,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-44.917686,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-43.588898,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-40.742558,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-43.60934,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-41.641113,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-39.177067,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-36.487843,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-37.82054,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-38.30822,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-38.060883,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-36.780445,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-37.933903,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-37.46255,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-34.43458,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-31.024601,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-34.294003,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-33.686695,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-32.62767,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-34.580803,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-34.114414,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-29.52133,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-29.843004,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-30.974913,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-29.396088,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-28.922544,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-30.021067,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-29.697777,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-36.740692,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-33.204906,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-35.796093,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-33.864365,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-31.610664,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-29.991335,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-30.03043,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-32.61109,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-35.41659,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-31.071587,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-31.638016,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-35.58522,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-32.786907,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-30.13476,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-33.84384,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-37.391975,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-37.540737,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-36.332893,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-36.9873,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-36.399933,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-41.396477,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-38.516735,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-36.431473,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-31.827957,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-35.69901,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-34.27979,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-31.823248,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-34.937695,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-34.507877,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-36.005413,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-32.848976,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-34.02327,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-35.556065,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-33.181374,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-37.247303,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-35.558193,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-34.653,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-31.736536,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-34.112045,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-33.92759,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-38.028103,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-37.36106,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-42.138077,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-41.349792,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-40.449944,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-41.4037,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-41.275787,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-43.139465,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-42.757896,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-43.26722,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-42.52989,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-44.139503,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-40.80538,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-43.724365,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-42.39011,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-44.87313,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-40.6027,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-39.67056,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-39.452534,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-40.770885,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-40.81637,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-40.387814,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-37.931076,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-39.632824,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-37.9817,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-40.538887,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-42.713253,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-43.63036,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-41.83668,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-41.77825,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-35.43859,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-39.224255,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-39.922146,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-40.808495,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-39.174686,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-40.390232,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-39.754242,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-42.23677,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-40.88138,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-38.503883,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-39.170338,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-38.358166,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-38.411633,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-40.87528,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-40.010994,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-40.53221,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-43.949066,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-40.35319,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-41.92217,FD,year,days_with_air_temperature_below_threshold,days,7
