region,FD_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
08117_Göppingen,-55.94294738769531,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-54.175350189208984,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-55.78496551513672,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-52.646392822265625,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-53.545372009277344,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-54.37110900878906,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-55.852561950683594,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-54.440208435058594,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-56.54606628417969,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-55.77404022216797,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-53.33142852783203,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-50.19850158691406,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-51.712791442871094,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-53.106178283691406,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-54.62507629394531,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-53.698265075683594,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-54.80857467651367,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-53.894203186035156,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-54.48313522338867,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-53.85820770263672,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-53.92755889892578,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-55.88756561279297,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-54.2545166015625,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-56.12092590332031,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-55.407752990722656,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-55.007789611816406,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-55.09856414794922,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-55.315826416015625,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-56.398189544677734,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-54.87257385253906,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-57.212928771972656,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-55.031593322753906,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-55.7664794921875,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-54.41777038574219,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-55.04170608520508,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-55.5169677734375,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-55.82172393798828,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-54.736106872558594,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-56.204383850097656,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-56.138389587402344,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-55.55775833129883,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-56.93632888793945,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-53.230464935302734,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-55.085426330566406,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-55.954647064208984,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-61.86224365234375,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-55.10895538330078,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-53.948238372802734,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-54.39065170288086,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-58.63213348388672,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-55.718109130859375,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-55.37549591064453,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-53.465415954589844,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-56.83080291748047,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-53.63079833984375,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-54.67552185058594,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-56.049495697021484,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-53.717201232910156,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-56.42069625854492,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-55.67081069946289,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-54.28605651855469,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-54.792091369628906,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-55.17802429199219,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-54.365089416503906,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-56.608211517333984,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-59.83231735229492,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-58.96645736694336,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-59.935325622558594,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-59.28596496582031,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-57.89295196533203,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-57.01326370239258,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-59.065589904785156,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-58.25529479980469,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-58.0831298828125,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-59.27898025512695,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-58.09601593017578,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-58.49186706542969,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-59.22581481933594,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-59.72194290161133,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-58.82091522216797,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-57.85868835449219,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-58.470726013183594,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-59.49311065673828,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-59.37220001220703,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-59.42301940917969,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-59.25541687011719,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-57.13887405395508,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-59.40067672729492,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-59.568904876708984,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-58.993003845214844,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-57.20570373535156,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-59.151676177978516,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-59.75680923461914,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-57.82735824584961,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-58.58831024169922,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-59.934268951416016,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-59.14339065551758,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-58.25611877441406,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-58.63151550292969,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-57.70541763305664,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-57.252891540527344,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-57.359336853027344,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-57.68876266479492,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-58.00599670410156,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-57.28334045410156,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-57.24032211303711,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-57.77381896972656,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-58.11370086669922,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-55.72410202026367,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-57.32593536376953,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-57.53171157836914,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-53.792991638183594,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-56.857486724853516,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-54.6844482421875,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-54.55842590332031,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-58.956233978271484,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-59.599456787109375,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-58.1789665222168,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-55.512062072753906,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-54.0316276550293,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-55.88043212890625,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-56.6071662902832,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-54.506683349609375,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-54.247982025146484,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-54.760894775390625,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-57.1192626953125,FD,year,days_with_air_temperature_below_threshold,days,7
