region,FD_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09671_Aschaffenburg,-30.498062133789062,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-31.83734130859375,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-31.753631591796875,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-31.574371337890625,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-30.11376190185547,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-31.043228149414062,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-30.69525146484375,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-30.52703857421875,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-30.239822387695312,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-29.993759155273438,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-28.754478454589844,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-29.582351684570312,FD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-29.534400939941406,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-30.28270721435547,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-29.864662170410156,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-29.767776489257812,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-29.461090087890625,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-29.46490478515625,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-27.96813201904297,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-28.543724060058594,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-29.120758056640625,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-30.67230987548828,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-27.34832763671875,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-27.984031677246094,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-28.39376449584961,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-28.883079528808594,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-28.090560913085938,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-28.500286102294922,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-30.086166381835938,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-30.868431091308594,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-29.890785217285156,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-31.308326721191406,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-30.207778930664062,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-30.608184814453125,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-31.336990356445312,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-30.58319854736328,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-30.85222625732422,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-30.95020294189453,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-30.590431213378906,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-31.554786682128906,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-31.216758728027344,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-30.74193572998047,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-31.207069396972656,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-30.117591857910156,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-30.759605407714844,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-31.228599548339844,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-30.651443481445312,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-31.742889404296875,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-34.892601013183594,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-33.76055908203125,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-35.53820037841797,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-32.162208557128906,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-34.52197265625,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-37.11307144165039,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-34.65548324584961,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-35.098602294921875,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-30.981529235839844,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-31.07177734375,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-31.112342834472656,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-31.15186309814453,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-31.288558959960938,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-31.652198791503906,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-31.62273406982422,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-31.71624755859375,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-31.376190185546875,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-30.04254150390625,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-30.889816284179688,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-31.640274047851562,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-30.736236572265625,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-29.432945251464844,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-29.681686401367188,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-30.0018310546875,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-30.216659545898438,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-30.99217987060547,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-30.46820068359375,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-30.76610565185547,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-29.648895263671875,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-30.01911163330078,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-29.84729766845703,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-29.320167541503906,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-29.87248992919922,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-29.39472198486328,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-29.689117431640625,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-29.97997283935547,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-31.79938507080078,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-31.637069702148438,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-32.634429931640625,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-30.46668243408203,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-31.044937133789062,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-31.360626220703125,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-30.180747985839844,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-31.830299377441406,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-30.412460327148438,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-30.383377075195312,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-32.63977813720703,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-29.666343688964844,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-30.17736053466797,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-32.465965270996094,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-29.939849853515625,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-30.77507781982422,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-31.945938110351562,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-29.86742401123047,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-31.897132873535156,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-31.05780792236328,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-31.873985290527344,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-31.911773681640625,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-34.88166046142578,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-35.440574645996094,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-33.62910842895508,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-34.70774459838867,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-29.143112182617188,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-29.857589721679688,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-29.428497314453125,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-29.29703140258789,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-26.208576202392578,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-29.146648406982422,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-28.60207748413086,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-28.198528289794922,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-29.330455780029297,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-29.292789459228516,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-26.931415557861328,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-26.79116439819336,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-27.55500030517578,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-26.33642578125,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-25.886646270751953,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-27.472522735595703,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-26.576168060302734,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-29.436912536621094,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-28.34103775024414,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-29.578060150146484,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-27.86809539794922,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-27.325653076171875,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-26.537677764892578,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-26.839370727539062,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-27.683002471923828,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-29.525630950927734,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-27.464813232421875,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-27.635028839111328,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-29.403491973876953,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-27.85095977783203,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-26.704509735107422,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-29.368343353271484,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-30.550552368164062,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-30.536880493164062,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-29.773658752441406,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-30.39383316040039,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-30.136688232421875,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-31.47821807861328,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-30.575138092041016,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-29.040611267089844,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-28.158340454101562,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-29.319324493408203,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-27.954235076904297,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-28.197681427001953,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-29.306476593017578,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-28.377483367919922,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-29.06244659423828,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-28.11113739013672,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-28.824928283691406,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-28.85491180419922,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-28.040340423583984,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-29.275863647460938,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-30.126422882080078,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-28.13159942626953,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-27.08721923828125,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-29.048580169677734,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-28.99053955078125,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-29.028076171875,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-27.57623291015625,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-29.70703887939453,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-30.21184539794922,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-30.222267150878906,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-29.17571258544922,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-30.877113342285156,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-31.95410919189453,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-31.506248474121094,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-31.821975708007812,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-31.41889190673828,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-31.918846130371094,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-31.209197998046875,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-32.234413146972656,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-32.07769012451172,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-31.20740509033203,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-31.911773681640625,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-31.057144165039062,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-31.378860473632812,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-31.586570739746094,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-31.64789581298828,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-31.651702880859375,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-30.700958251953125,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-30.528167724609375,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-30.134727478027344,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-30.03612518310547,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-28.51842498779297,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-27.4422607421875,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-29.316307067871094,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-27.413246154785156,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-28.809326171875,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-30.42211151123047,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-31.235977172851562,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-30.652801513671875,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-30.498626708984375,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-35.506412506103516,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-32.94752502441406,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-30.123077392578125,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-31.153518676757812,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-31.12108612060547,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-29.835662841796875,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-30.44573974609375,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-29.500198364257812,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-30.117706298828125,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-31.493118286132812,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-31.318038940429688,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-31.89435577392578,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-30.743377685546875,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-31.778045654296875,FD,year,days_with_air_temperature_below_threshold,days,7
