region,FD_year_3C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09763_Kempten (Allgäu),-42.81452941894531,FD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-40.72549819946289,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-39.67046356201172,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-39.789981842041016,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-41.608604431152344,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-40.19296646118164,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-40.32746887207031,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-41.71254348754883,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-42.47998046875,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-40.67176818847656,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-41.224334716796875,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-45.16322326660156,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-32.395668029785156,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-35.893672943115234,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-35.088199615478516,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-33.15546417236328,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-34.138587951660156,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-38.38414001464844,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-38.38706588745117,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-38.219749450683594,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-38.327789306640625,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-40.24148178100586,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-38.21349334716797,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-41.36408996582031,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-39.32136154174805,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-38.903961181640625,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-38.80596923828125,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-41.033180236816406,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-40.86769485473633,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-38.72173309326172,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-40.47760009765625,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-40.968563079833984,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-39.49309539794922,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-40.72260284423828,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-39.144466400146484,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-39.611080169677734,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-42.59300994873047,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-36.78609085083008,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-40.26829147338867,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-40.108619689941406,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-40.528099060058594,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-41.7390022277832,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-37.53157424926758,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-39.061439514160156,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-40.86567306518555,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-41.17498016357422,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-40.80581283569336,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-44.5433235168457,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-44.99895477294922,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-40.48004150390625,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-38.54409408569336,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-41.21840286254883,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-40.175479888916016,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-37.59109115600586,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-43.5008544921875,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-37.182254791259766,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-38.084564208984375,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-37.86786651611328,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-38.79766082763672,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-38.79340362548828,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-39.14098358154297,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-37.540809631347656,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-38.07860565185547,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-38.03110885620117,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-41.84918212890625,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-37.7912483215332,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-41.23149108886719,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-38.66578674316406,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-38.20454788208008,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-38.48590850830078,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-37.84972381591797,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-37.920772552490234,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-38.187381744384766,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-39.95722198486328,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-39.690589904785156,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-45.69574737548828,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-39.527488708496094,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-41.112159729003906,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-42.187957763671875,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-43.23799133300781,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-41.42424392700195,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-41.41750717163086,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-40.580772399902344,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-43.08653259277344,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-41.57060623168945,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-38.412620544433594,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-43.60014343261719,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-43.287620544433594,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-40.09165573120117,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-45.820274353027344,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-43.796905517578125,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-40.774925231933594,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-43.408199310302734,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-41.16897201538086,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-38.82281494140625,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-36.376869201660156,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-36.98448944091797,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-37.31794357299805,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-37.21295166015625,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-36.210636138916016,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-36.83548355102539,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-37.23048400878906,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-32.63964080810547,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-29.68691635131836,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-33.000308990478516,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-32.25768280029297,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-30.16852378845215,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-32.42646789550781,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-31.805347442626953,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-28.92516326904297,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-28.505264282226562,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-29.75174331665039,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-27.98837661743164,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-27.59331512451172,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-29.332958221435547,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-28.012582778930664,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-36.59437561035156,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-32.30775451660156,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-35.618202209472656,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-32.49797439575195,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-30.669811248779297,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-28.47563934326172,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-28.575916290283203,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-31.19582748413086,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-34.15220260620117,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-29.62407875061035,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-30.114757537841797,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-34.98542785644531,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-30.77571678161621,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-28.7313289642334,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-33.848819732666016,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-37.19978332519531,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-37.8118782043457,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-35.47258758544922,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-36.83713912963867,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-36.43928909301758,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-41.148963928222656,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-38.213226318359375,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-36.225128173828125,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-31.260332107543945,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-35.61246871948242,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-34.25901794433594,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-31.296493530273438,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-35.38064956665039,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-34.79023742675781,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-36.137996673583984,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-32.5072135925293,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-34.16926574707031,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-35.765174865722656,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-33.25419616699219,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-36.89395523071289,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-34.38664627075195,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-34.631500244140625,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-31.47292709350586,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-34.52872085571289,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-34.349365234375,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-37.78105163574219,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-37.09234619140625,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-41.459903717041016,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-40.662872314453125,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-40.060935974121094,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-40.53631591796875,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-40.743141174316406,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-42.49553680419922,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-43.10912322998047,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-43.56153869628906,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-42.502525329589844,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-44.221046447753906,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-40.438507080078125,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-43.76752853393555,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-42.74274444580078,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-45.463218688964844,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-39.788822174072266,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-39.31424331665039,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-38.87034225463867,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-40.47482681274414,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-40.28464126586914,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-40.11528015136719,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-37.668556213378906,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-39.35011291503906,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-37.49275588989258,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-39.672855377197266,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-42.41644287109375,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-45.11358642578125,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-40.616432189941406,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-41.58018493652344,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-35.357383728027344,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-38.89341354370117,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-39.06882095336914,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-40.66094970703125,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-39.09687042236328,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-39.903648376464844,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-39.68600082397461,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-42.5699462890625,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-40.33803939819336,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-37.89558029174805,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-38.73291778564453,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-37.91475296020508,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-38.09284591674805,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-41.00462341308594,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-40.08266830444336,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-40.569583892822266,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-43.008419036865234,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-40.03364562988281,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-41.58363342285156,FD,year,days_with_air_temperature_below_threshold,days,7
