region,FD_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
11000_Berlin,-16.228807,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-15.869632,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-16.573694,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-17.04992,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-16.117323,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-17.25366,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-16.701735,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-16.538052,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-16.24555,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-17.183565,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-17.184341,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-16.693249,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-17.040424,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-17.099684,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-16.426805,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-16.764637,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-16.832096,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-16.625195,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-17.687553,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-16.3954,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-16.803484,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-17.149845,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-16.767624,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-17.502853,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-16.967365,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-16.683825,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-17.670599,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-17.828909,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-17.660536,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-18.766333,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-18.563944,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-17.564108,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-16.819817,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-17.916185,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-17.409452,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-16.359339,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-18.360836,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-15.927511,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-16.330309,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-16.265993,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-16.354204,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-16.258673,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-16.486689,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-15.810488,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-16.342342,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-16.121696,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-17.336266,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-15.960626,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-17.55507,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-16.248585,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-16.010368,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-16.032093,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-15.986221,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-15.845206,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-16.540367,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-16.85113,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-17.097952,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-19.281,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-17.20982,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-17.56139,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-17.998327,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-18.066828,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-17.939142,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-17.25862,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-17.079954,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-18.775955,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-17.781708,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-16.389585,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-18.497263,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-18.49856,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-17.18398,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-18.854164,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-18.540714,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-17.274046,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-18.560045,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-17.680336,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-16.648586,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-15.829272,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-16.314837,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-16.353447,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-16.33041,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-15.552734,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-16.33741,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-15.772977,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-14.70256,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-13.239153,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-14.663591,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-14.636055,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-14.140783,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-14.679492,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-14.429454,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-13.119963,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-13.190429,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-13.728789,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-12.961474,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-12.800805,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-13.36776,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-13.072705,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-16.322687,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-14.852403,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-15.935934,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-14.96894,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-14.061843,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-13.177023,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-13.225731,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-14.178676,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-15.464154,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-13.740581,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-13.986755,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-15.793642,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-14.388637,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-13.248841,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-14.670382,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-16.036003,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-16.087917,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-15.564424,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-15.853231,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-15.654125,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-17.730387,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-16.750843,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-16.05435,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-13.931807,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-15.485228,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-14.967273,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-13.927195,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-14.928495,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-14.989854,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-15.811593,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-14.455203,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-14.768198,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-15.647992,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-14.530466,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-16.258287,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-15.549865,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-15.222342,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-13.945129,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-15.04655,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-14.912293,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-16.546146,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-16.146471,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-17.732328,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-17.358593,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-17.303278,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-17.655949,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-17.418097,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-18.42602,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-18.09646,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-18.214523,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-17.830395,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-18.513453,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-17.370687,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-18.433487,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-17.877472,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-18.94488,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-17.183765,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-16.80659,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-16.71963,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-17.254818,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-17.258606,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-17.12475,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-16.298832,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-16.766104,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-16.150602,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-17.233713,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-17.830795,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-18.024647,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-17.966064,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-17.749062,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-15.593277,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-16.328613,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-16.80816,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-17.108244,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-16.305748,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-17.1127,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-16.742884,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-17.975231,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-17.385445,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-16.267365,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-16.38693,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-16.093897,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-16.069881,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-17.399742,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-16.955406,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-17.219852,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-18.645702,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-17.186638,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-17.905807,FD,year,days_with_air_temperature_below_threshold,days,7
