region,FD_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09762_Kaufbeuren,-14.233856201171875,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-15.363319396972656,FD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-12.761611938476562,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-10.333244323730469,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-10.664173126220703,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-11.302967071533203,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-10.746429443359375,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-11.227149963378906,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-13.21512222290039,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-14.874954223632812,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-12.261016845703125,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-11.169364929199219,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-14.950141906738281,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-7.958839416503906,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-9.212593078613281,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-8.65097427368164,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-7.898189544677734,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-8.875503540039062,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-10.23257064819336,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-4.951839447021484,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-5.4929351806640625,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-7.554756164550781,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-8.290359497070312,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-5.076839447021484,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-7.348426818847656,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-7.211589813232422,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-8.998023986816406,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-6.340728759765625,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-8.057064056396484,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-6.9394683837890625,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-8.067840576171875,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-8.05136489868164,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-7.6272125244140625,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-6.852336883544922,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-7.318084716796875,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-7.901039123535156,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-7.177165985107422,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-7.057468414306641,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-7.603656768798828,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-7.252300262451172,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-7.203437805175781,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-7.331905364990234,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-6.836254119873047,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-6.719997406005859,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-7.048896789550781,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-6.794017791748047,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-9.648208618164062,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-11.52596664428711,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-15.368370056152344,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-16.03076171875,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-9.887794494628906,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-9.06640625,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-10.752311706542969,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-9.599655151367188,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-8.762161254882812,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-14.101509094238281,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-7.162693023681641,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-8.373016357421875,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-8.854785919189453,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-7.025318145751953,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-7.09405517578125,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-8.542678833007812,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-5.920200347900391,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-7.25933837890625,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-6.921085357666016,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-9.586769104003906,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-6.9879913330078125,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-10.262798309326172,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-6.991973876953125,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-6.80169677734375,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-6.922370910644531,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-6.787738800048828,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-6.860927581787109,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-7.302051544189453,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-8.833206176757812,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-8.96026611328125,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-16.11382293701172,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-8.75887680053711,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-6.311557769775391,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-8.862388610839844,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-10.681346893310547,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-8.880653381347656,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-8.5703125,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-9.32696533203125,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-13.686286926269531,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-9.834659576416016,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-7.688060760498047,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-13.580909729003906,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-13.853050231933594,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-8.626148223876953,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-16.469253540039062,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-13.714813232421875,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-9.672630310058594,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-13.6474609375,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-10.644012451171875,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-8.757064819335938,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-6.187244415283203,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-5.9009552001953125,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-6.407020568847656,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-5.871860504150391,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-5.5606231689453125,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-7.0236968994140625,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-5.730396270751953,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-4.295520782470703,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-3.1255264282226562,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-4.0043182373046875,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-4.090618133544922,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-3.5151309967041016,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-4.072765350341797,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-3.690093994140625,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-3.364542007446289,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-3.3786983489990234,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-3.682718276977539,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-3.2606258392333984,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-3.3335189819335938,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-3.4018287658691406,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-3.2548446655273438,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-7.119091033935547,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-5.17030143737793,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-6.5198822021484375,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-5.218791961669922,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-4.189990997314453,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-3.2269344329833984,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-3.1243820190429688,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-3.794872283935547,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-4.848278045654297,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-3.668792724609375,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-3.9152793884277344,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-6.136680603027344,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-4.065876007080078,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-3.1443729400634766,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-5.70965576171875,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-6.704593658447266,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-6.863712310791016,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-6.676914215087891,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-6.7218475341796875,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-6.5211334228515625,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-8.09719467163086,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-7.637630462646484,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-8.667247772216797,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-6.050636291503906,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-8.184318542480469,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-8.324718475341797,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-6.015415191650391,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-6.106437683105469,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-8.232440948486328,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-9.204471588134766,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-7.068904876708984,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-6.992256164550781,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-9.052085876464844,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-7.304737091064453,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-10.158294677734375,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-7.760738372802734,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-8.889404296875,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-6.844478607177734,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-7.323814392089844,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-7.113689422607422,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-11.957435607910156,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-11.227378845214844,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-13.15993881225586,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-10.216686248779297,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-10.677017211914062,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-12.24410629272461,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-9.729991912841797,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-11.264949798583984,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-11.4793701171875,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-12.020282745361328,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-11.250484466552734,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-14.082710266113281,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-10.616771697998047,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-13.578704833984375,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-11.561134338378906,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-16.880020141601562,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-11.04507064819336,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-8.575927734375,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-8.80230712890625,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-9.580299377441406,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-9.302864074707031,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-10.055633544921875,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-7.593040466308594,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-8.687984466552734,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-8.367633819580078,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-10.521366119384766,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-14.855720520019531,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-15.036735534667969,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-13.031269073486328,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-14.106117248535156,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-8.712127685546875,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-6.586406707763672,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-7.868961334228516,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-8.061973571777344,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-6.278041839599609,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-7.223121643066406,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-7.244647979736328,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-13.3062744140625,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-10.638755798339844,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-8.529842376708984,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-7.862819671630859,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-6.831687927246094,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-6.858493804931641,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-9.762252807617188,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-8.838619232177734,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-9.12259292602539,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-13.844467163085938,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-8.639789581298828,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-8.531475067138672,FD,year,days_with_air_temperature_below_threshold,days,7
