region,SU35_year_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
08236_Enzkreis,0.70444673,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,0.15677154,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.52991027,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,0.7198508,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,0.40913808,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,0.73232144,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,0.77565646,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,0.15700448,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,0.06899225,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,0.105480075,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,0.2993896,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,0.49019852,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,0.26718742,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,0.16530576,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,0.4814769,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,0.14664735,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,0.2845682,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,0.34388998,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,0.24872121,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,0.24273132,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,0.20036894,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,0.14031897,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,0.1445224,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.59286124,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,0.77463657,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,0.33410293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,0.3961788,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,0.21831432,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,0.2867103,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,0.5630991,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,0.08311417,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,0.048294708,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,0.42936152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,0.301542,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,0.5361318,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,0.4537217,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,0.5307211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,0.27789664,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,0.012646466,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,0.1533025,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,0.034794487,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,0.47940612,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,0.25651014,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,0.63881415,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,0.60601264,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,0.21641818,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,0.13536158,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,0.18313625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,0.076670446,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,0.5651732,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,0.579836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,0.6701758,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,0.77616906,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,0.6641572,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,0.81905425,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,0.69936764,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,0.17834729,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,0.6201892,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,0.56438833,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,0.6652624,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,0.14335276,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,0.6244938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,0.65500283,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,0.7179499,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,0.44561762,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,0.5009217,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,0.654064,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,0.79894143,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.33704862,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,0.3851755,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,0.4433098,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,0.32979578,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,0.43283385,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,0.3345993,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,0.64495486,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,0.48574185,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,0.20008558,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,0.67860806,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,0.7926895,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,0.32009104,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,0.36929524,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,0.5529142,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,0.6226391,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,0.13183542,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,0.13954575,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,0.6729787,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,0.31736872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,0.54776794,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,0.5752581,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,0.13134111,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,0.25630593,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,0.3430073,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,0.5543761,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,0.14089917,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,0.5169503,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,0.5222714,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.90702987,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,0.964185,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,0.86769426,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,0.96068996,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.69323224,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,0.95449173,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,0.6708343,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,0.82301635,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,0.5166618,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,0.87822473,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.6394357,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,0.7718833,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,0.5129572,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.71282613,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,0.6069649,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,0.4626302,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,0.7137789,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,0.9979568,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,0.84510005,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,0.87047756,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,0.8804674,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,0.9221184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,0.7503928,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,0.5274717,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,0.4494654,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,0.69467694,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,0.8822962,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,0.6523537,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,0.68608516,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,0.8440071,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,0.8762271,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,0.41677266,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,0.42239234,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,0.04298512,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,0.06447281,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.014125265,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),0.034588274,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,0.1511859,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,0.14608274,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,0.4611615,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,0.38406464,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,0.5096846,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,0.39189342,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,0.36503673,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.09827392,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),0.09066561,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,0.042320468,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,0.1658599,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,0.51418614,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,0.013227469,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,0.694415,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,0.44323006,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.562695,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,0.5739283,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,0.65015954,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,0.61409044,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,0.34067214,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,1.1482918,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.9384487,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,0.9273187,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,1.1629381,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,1.2117505,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),1.047819,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),1.0964099,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.97111386,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,0.92807066,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,0.8537508,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,1.1608875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,1.1451156,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,0.9185618,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,0.9990389,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,0.82160735,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,1.1472235,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,1.0910152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,0.72006047,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,0.9528022,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,0.6828904,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,1.1579554,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,1.0944577,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,0.6778576,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,0.38283578,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,0.29999247,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,0.49253187,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,0.44916627,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,0.45991805,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,0.38712564,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,0.2391511,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,0.3670651,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,0.4391607,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,0.5497757,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,0.31487623,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,0.35422036,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,0.106274575,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,0.4489062,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,0.17792657,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,0.41315782,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,0.7703883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,0.9055867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,0.8589825,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,0.81752,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,1.0067447,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,0.40820485,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,1.0401368,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,1.1387789,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,0.9606496,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,1.0898725,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,1.0660222,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,1.0799416,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_15088_Region_um_Halle_(Saale),1.0104043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),1.1242015,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,0.8849484,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,0.9518933,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,0.7480573,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,1.0577675,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,0.7981728,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,0.83800584,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,0.411307,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,0.9485081,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,0.59807587,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,0.9992439,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,0.9486084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,0.8561196,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,1.070395,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.49215454,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,0.6335547,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,0.6418788,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,0.59645456,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,0.5562024,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,0.57132524,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,0.27220157,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,0.12705857,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_16071_Region_um_Weimar,0.5624273,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,0.5405328,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_16063_06636_Region_um_Eisenach,0.35351294,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,0.4088055,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,0.3110264,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,0.36591956,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,0.34646645,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,0.48276654,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,0.6436038,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,0.2625513,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,0.3478555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,0.80233824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,0.35083833,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16070_Ilm-Kreis,0.22276239,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16071_Weimarer Land,0.56493616,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16072_Sonneberg,0.20381412,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16073_Saalfeld-Rudolstadt,0.26028857,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16074_Saale-Holzland-Kreis,0.5471867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16075_Saale-Orla-Kreis,0.23775156,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16076_Greiz,0.41777763,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16077_Altenburger Land,0.7225616,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
