region,SU35_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
08215_Karlsruhe,6.186053276062012,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,4.233036994934082,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,5.724174499511719,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,5.762746810913086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,5.772064208984375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,6.9992194175720215,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,4.341874599456787,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,5.5415730476379395,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,2.6298134326934814,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,3.743528366088867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,1.4870285987854004,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,4.280754089355469,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,1.2499843835830688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,3.196265697479248,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,4.3730950355529785,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,2.5224270820617676,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,4.297496795654297,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,4.181647777557373,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,1.275848388671875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,0.7394554018974304,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,1.342023253440857,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,1.6086549758911133,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,3.0954933166503906,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,1.773136854171753,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,1.3772332668304443,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,3.222160816192627,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,1.3019824028015137,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,2.1544594764709473,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,2.4383914470672607,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,1.933707356452942,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,1.8662089109420776,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,1.4378246068954468,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,1.0236965417861938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,1.1736595630645752,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,4.172861099243164,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,4.912771701812744,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,2.3186111450195312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,2.5755627155303955,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,1.4431993961334229,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,1.7235057353973389,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,3.7838897705078125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,0.8066387176513672,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,0.5155143737792969,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,3.188042163848877,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,2.246772527694702,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,3.89523983001709,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,3.387148380279541,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,3.7774996757507324,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,2.107111930847168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,0.1800849884748459,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,1.3703787326812744,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,0.4777107834815979,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,3.535067319869995,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,1.8348487615585327,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,4.33543586730957,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,4.3242411613464355,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,1.4417370557785034,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,1.0248024463653564,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,1.4163501262664795,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,0.767955482006073,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,4.209845066070557,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,4.347398281097412,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,4.698878288269043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,4.970187664031982,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,4.321342945098877,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,4.762253284454346,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,4.457888603210449,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,1.6350865364074707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,4.262200355529785,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,4.202480316162109,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,4.686302185058594,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,1.4150549173355103,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,4.4756317138671875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,4.295285224914551,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,4.996153354644775,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,3.001336097717285,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,3.0767946243286133,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,4.216381072998047,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,4.660004615783691,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,2.4245505332946777,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,2.756195306777954,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,2.9981870651245117,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,2.7424070835113525,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,3.2178702354431152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,2.4076719284057617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,4.188488960266113,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,3.298135757446289,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,1.7525885105133057,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,4.019131183624268,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,4.231183052062988,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,2.1633808612823486,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,2.2987256050109863,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,3.26078200340271,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,3.7216739654541016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,1.3907597064971924,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,1.5396227836608887,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,4.008667945861816,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,2.1558923721313477,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,3.2267649173736572,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,3.7320103645324707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,1.3812165260314941,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,1.777092695236206,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,2.259570360183716,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,3.553382635116577,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,1.4024102687835693,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,3.5181658267974854,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,3.6138968467712402,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,4.859385967254639,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,5.084803581237793,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,4.648228645324707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,4.886814117431641,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,4.160218238830566,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,4.540201663970947,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,4.128739833831787,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,4.5064849853515625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,3.512974739074707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,4.941108226776123,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,4.04166316986084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,4.578087329864502,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,3.3446784019470215,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,4.6157379150390625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,4.02857780456543,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,3.3781492710113525,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,4.184420585632324,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,4.886300563812256,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,4.76588773727417,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,4.690003871917725,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,5.265241622924805,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,5.535181045532227,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,4.160293102264404,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,3.1091666221618652,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,2.6170287132263184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,4.0648908615112305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,5.3533220291137695,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,4.149953842163086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,4.002631187438965,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,4.769155502319336,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,5.237760066986084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,3.330343008041382,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,3.1920814514160156,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,0.6016637682914734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,0.7739995121955872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.29704856872558594,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),0.5086780190467834,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,1.3090265989303589,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,1.2762399911880493,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,3.6308536529541016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,3.1334667205810547,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,3.5193872451782227,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,3.0168681144714355,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,2.668513298034668,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.670066237449646,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),0.7468688488006592,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,0.5963333249092102,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,1.6880282163619995,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,3.5852530002593994,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,0.2877635359764099,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,4.276055335998535,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,2.869614601135254,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,3.7200911045074463,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,3.848189353942871,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,3.772475481033325,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,4.247087478637695,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,2.3362698554992676,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,4.195138931274414,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,3.8297183513641357,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,3.590735673904419,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,4.901334762573242,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,4.893052577972412,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),4.2443060874938965,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),4.379966735839844,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,3.8683340549468994,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,3.546491861343384,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,3.6746113300323486,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,4.723494529724121,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,4.877336502075195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,3.6679208278656006,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,4.134361267089844,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,3.614006519317627,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,4.840564727783203,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,4.343236923217773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,3.1888113021850586,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,3.967414379119873,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,3.0401735305786133,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,4.902179718017578,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,4.567352294921875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,2.989161968231201,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,2.177464008331299,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,1.755750298500061,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,2.461207628250122,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,2.379857063293457,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,2.5753560066223145,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,2.2018485069274902,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,1.23773992061615,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,2.01741623878479,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,2.1299023628234863,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,2.6617252826690674,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,2.1782870292663574,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,2.6146860122680664,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,1.0427831411361694,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,2.832756996154785,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,1.6353236436843872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,2.829897165298462,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,3.741321086883545,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,4.541464328765869,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,4.043753623962402,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,3.893599033355713,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,4.574457168579102,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,2.494703769683838,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,4.837262153625488,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,5.022790431976318,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,4.822762489318848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,4.8219990730285645,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,4.369877815246582,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,4.326986312866211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_15088_Region_um_Halle_(Saale),4.622524261474609,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),4.807711124420166,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,3.7737107276916504,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,3.937889814376831,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,3.2910780906677246,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,4.451019287109375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,3.5099124908447266,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,4.526644229888916,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,2.2037911415100098,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,4.133819580078125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,3.032198905944824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,4.604364395141602,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,4.111408233642578,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,3.5354342460632324,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,4.4140119552612305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,3.009895086288452,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,3.7021408081054688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,3.752394199371338,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,3.5180675983428955,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,3.436725378036499,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,3.46893572807312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,1.8906590938568115,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,1.2104395627975464,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_16071_Region_um_Weimar,3.4330289363861084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,3.228684425354004,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_16063_06636_Region_um_Eisenach,2.3969004154205322,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,2.558682680130005,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,2.1906485557556152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,2.2578072547912598,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,2.431033134460449,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,2.8070921897888184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,3.558164596557617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,1.8035552501678467,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,2.3825886249542236,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,4.315727233886719,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,2.2583353519439697,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16070_Ilm-Kreis,1.724710464477539,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16071_Weimarer Land,3.4564452171325684,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16072_Sonneberg,1.4504172801971436,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16073_Saalfeld-Rudolstadt,1.8891832828521729,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16074_Saale-Holzland-Kreis,3.435997486114502,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16075_Saale-Orla-Kreis,1.8564469814300537,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16076_Greiz,2.8228378295898438,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16077_Altenburger Land,4.196444034576416,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
