region,SU35_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03403_Oldenburg (Oldb),3.1469850540161133,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,3.824887275695801,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,3.420196533203125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,1.693088173866272,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,1.0803717374801636,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,2.8599209785461426,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,1.525521159172058,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,3.6030325889587402,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,3.3636531829833984,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,1.8554961681365967,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,3.428764820098877,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,2.2949657440185547,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,3.7820870876312256,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,3.78554105758667,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,4.012371063232422,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,2.4314041137695312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,1.642940878868103,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,3.518341302871704,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,3.8924484252929688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,2.81284236907959,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,2.87691068649292,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,4.127624988555908,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,4.273201942443848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,4.114435195922852,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,4.239326000213623,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,3.727578639984131,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,3.836928606033325,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,4.208535671234131,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,4.3599348068237305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,4.179354667663574,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,4.04591178894043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,3.843409538269043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,4.047950744628906,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,4.077507972717285,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,4.318683624267578,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,2.926518678665161,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,2.715808868408203,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,3.4045815467834473,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,3.454456329345703,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,2.9054512977600098,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,2.8879330158233643,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,3.9151370525360107,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,3.6938223838806152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,4.474610328674316,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,4.095196723937988,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,4.2565412521362305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,4.383693695068359,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,4.746922969818115,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,4.9634599685668945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,4.063649654388428,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,4.403954982757568,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,2.498762607574463,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,3.6801137924194336,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,4.863814830780029,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,2.2449142932891846,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,4.139173984527588,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,2.714275598526001,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,3.618591070175171,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,4.338187217712402,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,4.015636444091797,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,4.140141487121582,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,4.028250694274902,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,4.246589660644531,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,4.040548324584961,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,4.254563331604004,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,3.820378303527832,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,3.8254172801971436,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,4.037107467651367,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,3.898559808731079,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,4.391914367675781,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,3.9464144706726074,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,3.7915258407592773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,4.332137107849121,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,3.807574987411499,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,3.690110206604004,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,3.730524778366089,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,4.295088768005371,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,3.393338680267334,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,3.6991066932678223,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,4.035861015319824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,3.5805792808532715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,3.872905731201172,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,2.8868556022644043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,2.6859326362609863,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,3.9170188903808594,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,4.506164073944092,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,4.055019855499268,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,4.199999809265137,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,2.7151081562042236,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,1.778334617614746,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,2.286022424697876,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,2.0455105304718018,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,2.1012072563171387,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,3.450915813446045,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,3.9059581756591797,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,7.630455017089844,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,7.87846040725708,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,6.186210632324219,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,7.359579086303711,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,6.136466979980469,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,7.846320152282715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,6.476217746734619,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,5.950016975402832,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,7.588831901550293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,7.406601905822754,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,8.497089385986328,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,4.971731662750244,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,5.408404350280762,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,6.048394680023193,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,6.283570766448975,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,5.528189182281494,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,6.623290538787842,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,8.13778305053711,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,4.929838180541992,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,5.955265045166016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,5.105418682098389,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,3.751370906829834,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,4.819750785827637,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,4.061872482299805,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,3.654686450958252,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,3.7709531784057617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,3.908336877822876,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,3.295024871826172,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,4.048562526702881,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,3.8419344425201416,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,4.049463272094727,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,2.8480002880096436,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,3.92075777053833,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,4.311062335968018,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,5.360228538513184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,3.198748826980591,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),3.090243339538574,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,5.834741592407227,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,3.4547016620635986,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,4.156664848327637,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,4.530020713806152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,4.483544826507568,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,4.024898529052734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,5.0534348487854,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,3.4258265495300293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,4.367504596710205,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,4.924823760986328,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,4.10943603515625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,2.651756763458252,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,1.7472808361053467,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,4.304527282714844,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),10.024503707885742,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),10.074118614196777,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,6.282289505004883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,5.637030124664307,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,7.17645263671875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,6.976205348968506,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,10.025033950805664,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,10.090375900268555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,7.435359954833984,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,7.532057285308838,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,7.099171161651611,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,7.494548320770264,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,5.7706708908081055,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,5.67106819152832,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,9.07456111907959,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,10.016818046569824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,7.97775411605835,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,9.119304656982422,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,5.83616828918457,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,5.942305564880371,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,7.7146806716918945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,6.935503959655762,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,6.355529308319092,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,9.543316841125488,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,5.803404808044434,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,5.781183242797852,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,7.205124855041504,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,8.573087692260742,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,9.931665420532227,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,7.141237258911133,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,5.777584075927734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,6.764423847198486,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,7.161863327026367,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,5.506720066070557,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,6.248770236968994,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,4.637631893157959,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,8.110787391662598,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,6.869932651519775,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,8.461762428283691,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,8.802581787109375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,8.428483009338379,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,7.194664478302002,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,5.619476318359375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,6.992319583892822,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,4.108125686645508,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,4.648662567138672,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,6.573976516723633,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,6.259528636932373,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,9.395818710327148,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,10.023759841918945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,9.230574607849121,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,6.63275671005249,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,8.561527252197266,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,8.486173629760742,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
