region,SU35_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
08211_08216_Region_um_Baden-Baden,-0.2743972837924957,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,-0.32145610451698303,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-0.003864578902721405,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,-0.004041239619255066,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,-0.004856601357460022,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,-0.2656005024909973,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-0.01860317587852478,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,-0.008928880095481873,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.018649257719516754,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,-0.052916839718818665,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,-0.3408854007720947,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,-0.020883135497570038,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-0.27998316287994385,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,-0.35084670782089233,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,-0.2177141308784485,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,-0.39672258496284485,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,-0.15194562077522278,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.1001453697681427,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,-0.14159059524536133,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,-0.08098988234996796,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,-0.12953194975852966,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,-0.17580103874206543,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,-0.12779781222343445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-0.02042081207036972,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,-0.04638108238577843,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,-0.1294425129890442,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,-0.13905125856399536,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,-0.1309289187192917,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,-0.1482567936182022,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,-0.28113120794296265,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,-0.10183891654014587,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,-0.14380678534507751,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,-0.1656121462583542,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,-0.13435932993888855,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,-0.1497877538204193,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,-0.12375359982252121,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,-0.18220406770706177,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,-0.11879836767911911,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-0.3347548246383667,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,-0.2875600755214691,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,-0.23022030293941498,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,-0.34980204701423645,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,-0.0758095309138298,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,-0.08378538489341736,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,-0.3381890058517456,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,-0.03829169273376465,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-0.05294787138700485,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,-0.28690290451049805,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,-0.12926335632801056,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,-0.3023282289505005,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,-0.31759095191955566,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,-0.3748062551021576,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,-0.23267291486263275,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,-0.01559824775904417,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,-0.07506205141544342,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,-0.04613984748721123,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,-0.4070431888103485,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,-0.11975076794624329,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,-0.384357213973999,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-0.34763970971107483,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,-0.07606299221515656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,-0.12629860639572144,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,-0.10072898864746094,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,-0.05205095559358597,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,-0.4569174647331238,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,-0.4523369073867798,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,-0.3770422041416168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,-0.4202881157398224,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,-0.4359164535999298,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,-0.4769587218761444,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,-0.36632591485977173,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,-0.10396678745746613,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,-0.3516722321510315,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,-0.45716267824172974,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,-0.3750375211238861,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,-0.09959118813276291,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,-0.44810041785240173,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,-0.43349090218544006,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,-0.5105138421058655,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,-0.3089577555656433,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,-0.32425457239151,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,-0.35013797879219055,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,-0.16829609870910645,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-0.27192550897598267,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,-0.32186707854270935,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,-0.30831941962242126,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,-0.30427074432373047,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,-0.30085843801498413,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,-0.26950252056121826,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,-0.36157137155532837,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,-0.34788885712623596,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,-0.267939031124115,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,-0.34340977668762207,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,-0.35683244466781616,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,-0.273338258266449,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,-0.2666666507720947,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,-0.3419976830482483,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,-0.36666667461395264,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,-0.2782664895057678,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,-0.32290902733802795,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,-0.34274742007255554,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,-0.27370738983154297,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,-0.34017693996429443,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,-0.32037353515625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,-0.27540460228919983,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,-0.2221955806016922,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,-0.2800983190536499,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,-0.33916422724723816,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-0.24160230159759521,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,-0.3424384593963623,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,-0.3649142384529114,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-0.19703668355941772,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,-0.2653103768825531,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-0.18024230003356934,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,-0.11157423257827759,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-0.27628952264785767,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,-0.09682959318161011,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-0.27665993571281433,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,-0.20458728075027466,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,-0.3412197530269623,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,-0.24847960472106934,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-0.3150123953819275,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,-0.25912678241729736,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,-0.3167899250984192,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-0.3609570860862732,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,-0.3287794888019562,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,-0.31967729330062866,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-0.21666091680526733,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,-0.08883465826511383,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,-0.4284503161907196,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,-0.43596646189689636,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,-0.4148213863372803,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,-0.3907698392868042,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,-0.12031853199005127,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,-0.3708353638648987,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,-0.3458426296710968,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,-0.37353795766830444,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,-0.3766130805015564,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,-0.32591181993484497,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,-0.3574948310852051,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,-0.4281265437602997,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,-0.4172700047492981,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-0.3046097755432129,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,-0.3356248736381531,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-0.056542493402957916,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,-0.13424748182296753,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-0.05200252681970596,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),-0.12496105581521988,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-0.15056458115577698,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,-0.2794477641582489,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,-0.3403010368347168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,-0.2746202349662781,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,-0.3037729859352112,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,-0.20448963344097137,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,-0.16361024975776672,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-0.11416268348693848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),-0.14447258412837982,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,-0.05416722595691681,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,-0.10075396299362183,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,-0.3289296329021454,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,-0.04880152642726898,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,-0.11385166645050049,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,-0.29547128081321716,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-0.2096799910068512,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,-0.2921295166015625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,-0.17678174376487732,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,-0.22988960146903992,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,-0.31600186228752136,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,-0.46854284405708313,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-0.5508483052253723,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,-0.6700462102890015,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,-0.9728877544403076,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,-0.96097731590271,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-0.941218376159668,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),-1.2073338031768799,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-0.5406222939491272,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,-0.6311957836151123,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,-0.4971006512641907,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,-0.9286040663719177,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,-0.6132073998451233,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,-0.5854083895683289,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,-0.9069477319717407,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,-0.46338313817977905,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,-0.7681969404220581,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,-0.9560538530349731,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,-0.46632081270217896,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,-0.5166475772857666,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,-0.30933478474617004,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,-0.974103569984436,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,-0.7135238647460938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,-0.5737678408622742,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,-0.17032334208488464,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,-0.1265839785337448,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-0.12343133985996246,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,-0.08034973591566086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,-0.3798004984855652,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,-0.17258833348751068,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,-0.13279582560062408,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,-0.0612412691116333,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,-0.45770567655563354,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,-0.16286510229110718,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-0.360442578792572,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,-0.48355352878570557,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,-0.2499963343143463,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,-0.3742760121822357,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,-0.3199903666973114,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,-0.516504168510437,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-0.3625386953353882,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,-0.382394015789032,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,-0.48559844493865967,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,-0.6283536553382874,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,-0.5619907379150391,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-0.3245004117488861,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-0.30422723293304443,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,-0.24837720394134521,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,-0.36904048919677734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,-0.33528566360473633,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-0.33442267775535583,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,-0.27753645181655884,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-0.1867418736219406,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),-0.20151159167289734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-0.2608758807182312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,-0.2702535092830658,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,-0.2724314332008362,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,-0.26384395360946655,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,-0.19213369488716125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,-0.2875939607620239,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,-0.1188405454158783,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,-0.37532609701156616,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,-0.11721592396497726,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,-0.18529336154460907,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,-0.24685373902320862,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,-0.47993022203445435,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,-0.39428576827049255,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-0.2502517104148865,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,-0.2771190404891968,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-0.24425888061523438,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,-0.4335029125213623,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-0.41959625482559204,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,-0.5029626488685608,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-0.2589859664440155,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,-0.16871868073940277,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_16071_Region_um_Weimar,-0.38249003887176514,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,-0.4950985312461853,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-0.2410290241241455,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,-0.19399143755435944,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,-0.2576092481613159,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,-0.3594919741153717,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,-0.2745005488395691,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,-0.17112445831298828,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,-0.14705753326416016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,-0.2535111606121063,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,-0.2832031846046448,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,-0.13430118560791016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,-0.283720999956131,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
