region,SU35_year_4C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03451_Ammerland,0.8731378316879272,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,0.6359739303588867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,1.1304985284805298,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,1.4147942066192627,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,0.6040771007537842,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,1.8937733173370361,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,0.9007353186607361,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,1.0754990577697754,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,1.7639448642730713,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,1.5330357551574707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,0.7240729331970215,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,0.5900024175643921,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,1.0889434814453125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,1.6472249031066895,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,0.7183431386947632,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,0.6757645606994629,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,3.8504488468170166,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,4.046149253845215,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,3.542001724243164,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,4.1583452224731445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,3.3022303581237793,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,3.5706377029418945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,3.601006507873535,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,3.9886293411254883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,3.330195903778076,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,3.1512703895568848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,3.7090330123901367,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,3.464305877685547,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,3.530449390411377,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,4.218570709228516,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,1.768521785736084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,1.2784631252288818,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,2.528357982635498,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,2.6922152042388916,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,1.8505390882492065,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,1.7504463195800781,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,2.714322090148926,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,2.959015369415283,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,4.024836540222168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,3.2883388996124268,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,3.084165096282959,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,3.0128886699676514,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,3.8665270805358887,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,4.666285991668701,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,3.3040482997894287,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,3.9725191593170166,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,1.5841460227966309,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,2.446772575378418,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,3.854893684387207,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,1.3115074634552002,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,3.076176166534424,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,1.3758862018585205,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,2.558596611022949,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,2.9473841190338135,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,3.4284400939941406,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,3.821742296218872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,3.5459680557250977,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,4.011005401611328,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,2.386866569519043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,2.785452365875244,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,2.360118865966797,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,2.6302852630615234,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,3.3837642669677734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,2.181307792663574,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,2.481637477874756,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,1.8814537525177002,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,2.4931225776672363,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,2.3768250942230225,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,1.8772609233856201,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,1.5885095596313477,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,1.491984486579895,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,1.8985958099365234,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,1.4837803840637207,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,3.19380521774292,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,3.357595920562744,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.976228713989258,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,3.1843461990356445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,1.75160551071167,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,1.6780469417572021,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,2.3497474193573,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,2.634799003601074,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,3.481898784637451,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,4.021582126617432,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,1.878450870513916,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,0.6431684494018555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,1.0058921575546265,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,0.7796124219894409,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,0.8536351919174194,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,1.8359222412109375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,3.0320982933044434,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,6.508332252502441,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,7.184854507446289,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,4.61129093170166,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,7.043888092041016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,4.573529243469238,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,8.313495635986328,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,4.947634220123291,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,5.263230323791504,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,6.078564167022705,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,5.923798084259033,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,7.868971824645996,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,3.2040178775787354,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,3.5229005813598633,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,4.683344841003418,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,5.472320556640625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,3.42941951751709,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,5.0544891357421875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,7.91861629486084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,2.6209590435028076,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,3.9515116214752197,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,3.212157726287842,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,2.0936012268066406,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,2.685117483139038,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,2.2338881492614746,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,1.7953245639801025,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,1.609602928161621,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,1.984595775604248,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,1.5715553760528564,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,2.0719540119171143,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,1.6748520135879517,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,2.0141522884368896,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,1.223311185836792,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,1.753087043762207,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,2.393751621246338,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,3.205869674682617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,1.6551437377929688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),1.5269116163253784,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,3.5796327590942383,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,1.7175254821777344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,2.337919235229492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,2.697530746459961,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,2.461517572402954,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,2.183537006378174,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,2.827052593231201,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,1.6582481861114502,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,2.4056649208068848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,2.787734270095825,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,2.1638851165771484,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,1.5555038452148438,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,0.942520022392273,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,2.362490177154541,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),10.414384841918945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),10.234071731567383,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,4.245065689086914,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,3.116783618927002,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,5.3281941413879395,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,5.109104156494141,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,10.389825820922852,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,10.433385848999023,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,6.237768173217773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,6.374660491943359,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,5.439596176147461,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,5.996013641357422,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,3.5845627784729004,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,3.569936513900757,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,7.7676568031311035,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,10.614355087280273,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,6.790317535400391,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,7.443765640258789,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,3.709010124206543,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,3.8115198612213135,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,5.955625057220459,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,5.3569416999816895,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,4.286774635314941,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,7.901862621307373,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,3.4427294731140137,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,3.398197650909424,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,5.359562873840332,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,7.115039825439453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,10.233203887939453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,5.314327716827393,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,3.585577964782715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,5.290766716003418,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,6.543947219848633,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,3.9707484245300293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,4.76271915435791,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,2.7783865928649902,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,6.156126022338867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,4.744351387023926,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,6.284590244293213,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,7.485317230224609,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,6.186773300170898,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,4.249456405639648,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,3.677058458328247,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,4.129530906677246,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,2.430098295211792,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,2.9136924743652344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,4.307491302490234,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,3.739565134048462,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,7.537593841552734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,9.130071640014648,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,7.2821760177612305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,4.455740451812744,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
