region,SU35_year_3C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03257_Schaumburg,10.177511215209961,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03351_Celle,10.546066284179688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03352_Cuxhaven,5.6358323097229,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03353_Harburg,8.537338256835938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03354_Lüchow-Dannenberg,10.496969223022461,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03355_Lüneburg,9.54989242553711,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03356_Osterholz,7.707408428192139,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03357_Rotenburg (Wümme),8.326305389404297,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03358_Heidekreis,9.599201202392578,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03359_Stade,6.357555389404297,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03360_Uelzen,9.568645477294922,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,9.916339874267578,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,8.271745681762695,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,8.833983421325684,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,4.276633262634277,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,3.2648491859436035,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),6.749910354614258,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_Oldenburg (Oldb),6.957296371459961,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,9.092475891113281,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,8.511483192443848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,3.7391154766082764,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,2.5786993503570557,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,6.3883771896362305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,3.4575271606445312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,7.928267478942871,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,7.716338634490967,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,4.101098537445068,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,8.244949340820312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,5.4312744140625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,8.217035293579102,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,8.960868835449219,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,8.920629501342773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,5.196434497833252,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,3.729208469390869,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,7.586809158325195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,8.452354431152344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,5.513185977935791,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,5.642730236053467,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,10.354817390441895,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,10.68348503112793,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,9.892353057861328,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,10.004997253417969,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,9.143403053283691,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,8.692678451538086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,10.106189727783203,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,10.43570613861084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,10.043760299682617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,9.90284538269043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,9.483054161071777,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,9.729864120483398,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,9.67276382446289,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,9.310646057128906,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,7.636780738830566,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,6.1980085372924805,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,8.699224472045898,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,8.2473783493042,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,7.678431510925293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,7.208527088165283,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,9.34498119354248,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,9.558085441589355,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,10.943421363830566,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,9.74826431274414,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,9.819097518920898,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,10.291561126708984,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,10.88254165649414,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,11.868371963500977,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,10.092649459838867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,10.102254867553711,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,5.844365119934082,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,8.65104866027832,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,11.474451065063477,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,5.909942626953125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,9.527071952819824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,7.118509769439697,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,8.976308822631836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,10.217520713806152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,9.71068000793457,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,9.61751937866211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,9.48639965057373,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,9.266290664672852,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,9.754942893981934,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,10.17376708984375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,9.256710052490234,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,9.586084365844727,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,9.953019142150879,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,9.286552429199219,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,10.435154914855957,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,9.455519676208496,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,9.310800552368164,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,10.289717674255371,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,9.447829246520996,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,8.942827224731445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,8.840925216674805,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,10.302721977233887,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,8.402043342590332,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,9.008871078491211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,8.46613883972168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,9.13697624206543,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,9.240530967712402,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,7.712203025817871,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,7.340887546539307,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,9.66197395324707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,10.84154224395752,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,9.629690170288086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,8.795279502868652,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,7.380583763122559,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,5.096868515014648,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,6.346739292144775,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,5.607463836669922,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,5.622009754180908,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,8.615257263183594,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,10.000139236450195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,17.055755615234375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,17.699827194213867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,14.519145965576172,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,16.546146392822266,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,14.418020248413086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,17.712684631347656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,14.677715301513672,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,13.793501853942871,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,16.558074951171875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,16.555702209472656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,18.5972957611084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,12.015387535095215,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,13.09707260131836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,13.875473022460938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,14.660246849060059,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,12.472387313842773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,15.265214920043945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,17.789615631103516,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,11.378353118896484,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,14.103486061096191,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,12.88597583770752,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,9.869417190551758,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,11.685369491577148,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,10.496227264404297,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,9.918658256530762,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,9.124455451965332,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,9.520477294921875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,8.977250099182129,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,10.237847328186035,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,9.402704238891602,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,10.172759056091309,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,7.5194783210754395,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,9.538020133972168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,10.304184913635254,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,12.401262283325195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,7.509767055511475,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),8.208771705627441,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,13.027844429016113,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,8.44286060333252,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,9.675374984741211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,10.528820037841797,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,10.474902153015137,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,9.701578140258789,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,11.518233299255371,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,8.922714233398438,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,9.86982536315918,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,11.01156234741211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,9.70035171508789,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,6.623961925506592,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,4.719200134277344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,9.740806579589844,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),20.341787338256836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),20.244815826416016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,13.517478942871094,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,11.896905899047852,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,15.003084182739258,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,14.614938735961914,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,20.3670597076416,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,20.40142822265625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,16.662635803222656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,17.237586975097656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,15.099265098571777,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,16.01980972290039,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,12.484477996826172,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,12.236367225646973,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,18.357099533081055,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,19.974092483520508,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,17.200185775756836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,19.356374740600586,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,12.70255184173584,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,12.964070320129395,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,17.39516830444336,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,15.046348571777344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,14.088754653930664,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,18.965301513671875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,12.422260284423828,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,12.32166862487793,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,15.058653831481934,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,17.563024520874023,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,20.184803009033203,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,16.11989402770996,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,12.50169563293457,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,14.052135467529297,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,14.93326473236084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,12.005011558532715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,12.905512809753418,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,10.146512985229492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,16.601123809814453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,14.108314514160156,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,17.013734817504883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,17.567840576171875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,16.959625244140625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,14.566390991210938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,12.038772583007812,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,14.253202438354492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,9.638192176818848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,10.44491195678711,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,13.444849967956543,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,12.970986366271973,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,18.66567611694336,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,19.510887145996094,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,18.40048599243164,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,13.533426284790039,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,17.721858978271484,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,17.85133171081543,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
