region,SU35_year_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
08215_Karlsruhe,0.8742098212242126,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,0.4769611656665802,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,0.793435275554657,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,0.8145347237586975,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.8451751470565796,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,1.2368733882904053,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,0.24415777623653412,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,0.7630418539047241,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,0.17677031457424164,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,0.16312238574028015,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,0.05639336258172989,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,0.32376787066459656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,0.04185634106397629,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.2964126169681549,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,0.2555096745491028,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,0.22607474029064178,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,0.4135962426662445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,0.44225263595581055,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,0.03914262726902962,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,0.008856657892465591,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,0.012130001559853554,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,0.08589689433574677,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,0.27458909153938293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,0.09444134682416916,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,0.044945329427719116,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,0.13413318991661072,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,0.027197496965527534,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_08425_09775_Region_um_Ulm,0.057376161217689514,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,0.0876501053571701,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,0.04738645628094673,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,0.05176399648189545,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,0.036343418061733246,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,0.03297213837504387,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,0.025142069905996323,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.1557990312576294,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,0.29478752613067627,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_09184_09179_09174_Region_um_München,0.1744895577430725,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,0.22011324763298035,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_09187_Region_um_Rosenheim,0.12863461673259735,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,0.11912223696708679,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,0.21799907088279724,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,0.03922278806567192,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,0.01880807802081108,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,0.1651363968849182,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,0.1671721488237381,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,0.10000446438789368,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,0.2013947069644928,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,0.18031908571720123,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,0.11693434417247772,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,0.00537681020796299,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,0.056847747415304184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,0.012565254233777523,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,0.18066899478435516,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,0.15204983949661255,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,0.18414801359176636,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,0.18108925223350525,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,0.1283416599035263,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,0.05938921868801117,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,0.0972895398736,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,0.039767295122146606,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_09274_Region_um_Landshut,0.1836884766817093,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,0.23855775594711304,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_09275_Region_um_Passau,0.27968788146972656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,0.2677533030509949,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_09278_Region_um_Straubing,0.18797311186790466,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,0.19646595418453217,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,0.29863792657852173,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,0.034312959760427475,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,0.1800043284893036,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,0.18005403876304626,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,0.28067827224731445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,0.018207993358373642,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,0.23014044761657715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,0.19043415784835815,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,0.20622847974300385,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_09371_Region_um_Amberg,0.09764833748340607,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,0.11517579853534698,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_09375_Region_um_Regensburg,0.1478426605463028,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,0.28600770235061646,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.06108281761407852,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,0.08046431839466095,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,0.09691691398620605,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,0.05560129135847092,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,0.07272541522979736,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,0.061279453337192535,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,0.1392505168914795,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,0.09274082630872726,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,0.019412696361541748,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_09471_Region_um_Bamberg,0.21995559334754944,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,0.2666666805744171,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_09472_Region_um_Bayreuth,0.047762028872966766,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,0.06666667014360428,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_09473_Region_um_Coburg,0.13011318445205688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,0.1666666716337204,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_09475_Region_um_Hof,0.006321892142295837,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,0.21088847517967224,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,0.04595521092414856,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,0.1323477029800415,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,0.17129649221897125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,0.005258701741695404,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09476_Kronach,0.048348426818847656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09477_Kulmbach,0.05981244146823883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09478_Lichtenfels,0.12515951693058014,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,0.004947282373905182,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_09571_Region_um_Ansbach,0.1811712682247162,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09561_Ansbach,0.16653114557266235,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,0.36256518959999084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09562_Erlangen,0.42828288674354553,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,0.33343636989593506,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09563_Fürth,0.42172971367836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.20455218851566315,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09564_Nürnberg,0.4876049757003784,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_09576_09564_Region_um_Schwabach,0.20766770839691162,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09565_Schwabach,0.30236324667930603,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09571_Ansbach,0.18239542841911316,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09572_Erlangen-Höchstadt,0.3539298176765442,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.19179320335388184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09573_Fürth,0.2632012665271759,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09574_Nürnberger Land,0.14201265573501587,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.22293034195899963,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09576_Roth,0.14754371345043182,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09577_Weißenburg-Gunzenhausen,0.09973964840173721,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,0.25267651677131653,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09661_Aschaffenburg,0.43541857600212097,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_09678_Region_um_Schweinfurt,0.28070664405822754,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09662_Schweinfurt,0.2951612174510956,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_09679_Region_um_Würzburg,0.25859153270721436,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09663_Würzburg,0.2771974802017212,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09671_Aschaffenburg,0.29277727007865906,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09672_Bad Kissingen,0.13370150327682495,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09673_Rhön-Grabfeld,0.09491098672151566,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09674_Haßberge,0.2049165964126587,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09675_Kitzingen,0.29377833008766174,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09676_Miltenberg,0.2095842808485031,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09677_Main-Spessart,0.21982045471668243,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09678_Schweinfurt,0.28008416295051575,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09679_Würzburg,0.2566973567008972,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_09772_09771_Region_um_Augsburg,0.08625517040491104,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09761_Augsburg,0.11728106439113617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_09777_Region_um_Kaufbeuren,0.011270507238805294,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09762_Kaufbeuren,0.026816152036190033,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),0.0017826594412326813,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09763_Kempten (Allgäu),0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_09778_08436_Region_um_Memmingen,0.04165302962064743,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09764_Memmingen,0.028811581432819366,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09771_Aichach-Friedberg,0.09203319251537323,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09772_Augsburg,0.08413097262382507,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09773_Dillingen a.d. Donau,0.13693943619728088,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09774_Günzburg,0.06622094660997391,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09775_Neu-Ulm,0.08006823062896729,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.02812574803829193,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09776_Lindau (Bodensee),0.026457838714122772,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09777_Ostallgäu,0.010947484523057938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09778_Unterallgäu,0.029141731560230255,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09779_Donau-Ries,0.12389583140611649,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
09780_Oberallgäu,0.0018608709797263145,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10041_Regionalverband Saarbrücken,0.27791425585746765,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10042_Merzig-Wadern,0.11542347073554993,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.1923884004354477,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10043_Neunkirchen,0.2009716033935547,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10044_Saarlouis,0.2355831265449524,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10045_Saarpfalz-Kreis,0.1715395450592041,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
10046_St. Wendel,0.06850545108318329,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
11000_Berlin,0.46808943152427673,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.347295880317688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12051_Brandenburg an der Havel,0.3663675785064697,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_12071_Region_um_Cottbus,0.3729339838027954,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12052_Cottbus,0.4631807804107666,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.3230060935020447,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12053_Frankfurt (Oder),0.3909549415111542,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.39260149002075195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12054_Potsdam,0.4044598639011383,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12060_Barnim,0.31569719314575195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12061_Dahme-Spreewald,0.3951176106929779,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12062_Elbe-Elster,0.45621612668037415,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12063_Havelland,0.33168745040893555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12064_Märkisch-Oderland,0.33098864555358887,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12065_Oberhavel,0.26393115520477295,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12066_Oberspreewald-Lausitz,0.40684622526168823,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12067_Oder-Spree,0.36296868324279785,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12068_Ostprignitz-Ruppin,0.19205617904663086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12069_Potsdam-Mittelmark,0.38005006313323975,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12070_Prignitz,0.1581604927778244,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12071_Spree-Neiße,0.36372172832489014,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12072_Teltow-Fläming,0.4137132167816162,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
12073_Uckermark,0.14172863960266113,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_13072_Region_um_Rostock,0.07800623029470444,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13003_Rostock,0.0673457533121109,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_13076_13074_Region_um_Schwerin,0.1530960202217102,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13004_Schwerin,0.18141958117485046,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13071_Mecklenburgische Seenplatte,0.11012883484363556,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13072_Rostock,0.07879051566123962,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13073_Vorpommern-Rügen,0.051391564309597015,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13074_Nordwestmecklenburg,0.10897015035152435,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13075_Vorpommern-Greifswald,0.10984403640031815,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
13076_Ludwigslust-Parchim,0.15087734162807465,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,0.06935882568359375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14511_Chemnitz,0.04548686370253563,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14521_Erzgebirgskreis,0.009933942928910255,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14522_Mittelsachsen,0.08655295521020889,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14523_Vogtlandkreis,0.014336144551634789,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14524_Zwickau,0.10677844285964966,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,0.18147920072078705,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14612_Dresden,0.33528757095336914,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14625_Bautzen,0.2531510591506958,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14626_Görlitz,0.21694374084472656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14627_Meißen,0.3761492967605591,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,0.06088835000991821,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_14729_14730_Region_um_Leipzig,0.3564421534538269,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14713_Leipzig,0.5128319263458252,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14729_Leipzig,0.33347421884536743,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
14730_Nordsachsen,0.4128279983997345,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,0.4758838713169098,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15001_Dessau-Roßlau,0.4617396593093872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_15088_Region_um_Halle_(Saale),0.38316643238067627,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15002_Halle (Saale),0.46264076232910156,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,0.3184524476528168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15003_Magdeburg,0.43631410598754883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15081_Altmarkkreis Salzwedel,0.22669312357902527,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15082_Anhalt-Bitterfeld,0.43493929505348206,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15083_Börde,0.2277693748474121,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15084_Burgenlandkreis,0.23841369152069092,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15085_Harz,0.11693789064884186,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15086_Jerichower Land,0.3377341628074646,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15087_Mansfeld-Südharz,0.181953564286232,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15088_Saalekreis,0.375372052192688,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15089_Salzlandkreis,0.37805992364883423,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15090_Stendal,0.2665574550628662,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
15091_Wittenberg,0.4370886981487274,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.15499410033226013,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16051_Erfurt,0.19600851833820343,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,0.1649191528558731,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16052_Gera,0.1496538519859314,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,0.1376580446958542,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16053_Jena,0.18577337265014648,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,0.04703137278556824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16054_Suhl,0.004652364179491997,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_16071_Region_um_Weimar,0.12861229479312897,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16055_Weimar,0.12619595229625702,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_16063_06636_Region_um_Eisenach,0.06616710871458054,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16056_Eisenach,0.07209993898868561,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16061_Eichsfeld,0.04446106776595116,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16062_Nordhausen,0.06293206661939621,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16063_Wartburgkreis,0.05896982550621033,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16064_Unstrut-Hainich-Kreis,0.11251327395439148,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16065_Kyffhäuserkreis,0.20384907722473145,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16066_Schmalkalden-Meiningen,0.02620592713356018,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16067_Gotha,0.07874768227338791,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16068_Sömmerda,0.33448874950408936,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16069_Hildburghausen,0.07232007384300232,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16070_Ilm-Kreis,0.05731555446982384,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16071_Weimarer Land,0.12888918817043304,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16072_Sonneberg,0.030445361509919167,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16073_Saalfeld-Rudolstadt,0.05381891876459122,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16074_Saale-Holzland-Kreis,0.13567841053009033,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16075_Saale-Orla-Kreis,0.021616213023662567,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16076_Greiz,0.0894765853881836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
16077_Altenburger Land,0.25546443462371826,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
