region,ci_name,ci_frequency,standard_name,units,mid_month,SU35_year_4C_rcp85_ensemble-robustness
08437_Sigmaringen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09161_09176_09185_09186_Region_um_Ingolstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09161_Ingolstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09162_09184_09179_09174_Region_um_München,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09162_München,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09163_09187_Region_um_Rosenheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09163_Rosenheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09171_Altötting,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09172_Berchtesgadener Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09173_Bad Tölz-Wolfratshausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09174_Dachau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09175_Ebersberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09176_Eichstätt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09177_Erding,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09178_Freising,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09179_Fürstenfeldbruck,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09180_Garmisch-Partenkirchen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09181_Landsberg am Lech,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09182_Miesbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09183_Mühldorf a. Inn,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09184_München,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09185_Neuburg-Schrobenhausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09186_Pfaffenhofen a.d. Ilm,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09187_Rosenheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09188_Starnberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09189_Traunstein,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09190_Weilheim-Schongau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09261_09274_Region_um_Landshut,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09261_Landshut,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09262_09275_Region_um_Passau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09262_Passau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09263_09278_Region_um_Straubing,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09263_Straubing,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09271_Deggendorf,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09272_Freyung-Grafenau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09273_Kelheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09274_Landshut,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09275_Passau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09276_Regen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09277_Rottal-Inn,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09278_Straubing-Bogen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09279_Dingolfing-Landau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09361_09371_Region_um_Amberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09361_Amberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09362_09375_Region_um_Regensburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09362_Regensburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09363_09374_Region_um_Weiden_in_der_Oberpfalz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09363_Weiden i.d. OPf.,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09371_Amberg-Sulzbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09372_Cham,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09373_Neumarkt i.d. OPf.,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09374_Neustadt a.d. Waldnaab,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09375_Regensburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09376_Schwandorf,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09377_Tirschenreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09461_09471_Region_um_Bamberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09461_Bamberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09462_09472_Region_um_Bayreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09462_Bayreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09463_09473_Region_um_Coburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09463_Coburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09464_09475_Region_um_Hof,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09464_Hof,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09471_Bamberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09472_Bayreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09473_Coburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09474_Forchheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09475_Hof,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09476_Kronach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09477_Kulmbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09478_Lichtenfels,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09479_Wunsiedel i. Fichtelgebirge,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09561_09571_Region_um_Ansbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09561_Ansbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09562_09572_09564_09563_Region_um_Erlangen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09562_Erlangen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09563_09573_09562_09564_Region_um_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09563_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09564_Nürnberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09565_09576_09564_Region_um_Schwabach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09565_Schwabach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09571_Ansbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09572_Erlangen-Höchstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09573_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09574_Nürnberger Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09575_Neustadt a.d. Aisch-Bad Windsheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09576_Roth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09577_Weißenburg-Gunzenhausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09661_09671_09676_Region_um_Aschaffenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09661_Aschaffenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09662_09678_Region_um_Schweinfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09662_Schweinfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09663_09679_Region_um_Würzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09663_Würzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09671_Aschaffenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09672_Bad Kissingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09673_Rhön-Grabfeld,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09674_Haßberge,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09675_Kitzingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09676_Miltenberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09677_Main-Spessart,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09678_Schweinfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09679_Würzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09761_09772_09771_Region_um_Augsburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09761_Augsburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09762_09777_Region_um_Kaufbeuren,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09762_Kaufbeuren,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09763_09780_Region_um_Kempten_(Allgäu),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09763_Kempten (Allgäu),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09764_09778_08436_Region_um_Memmingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09764_Memmingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09771_Aichach-Friedberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09772_Augsburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09773_Dillingen a.d. Donau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09774_Günzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09775_Neu-Ulm,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09776_Lindau (Bodensee),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09777_Ostallgäu,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09778_Unterallgäu,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09779_Donau-Ries,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09780_Oberallgäu,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
10041_Regionalverband Saarbrücken,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
10042_Merzig-Wadern,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
10043_Neunkirchen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
10044_Saarlouis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
10045_Saarpfalz-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
10046_St. Wendel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
11000_Berlin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12051_Brandenburg an der Havel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12052_12071_Region_um_Cottbus,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12052_Cottbus,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12053_12067_12064_Region_um_Frankfurt_(Oder),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12053_Frankfurt (Oder),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12054_12063_12069_11000_12051_Region_um_Potsdam,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12054_Potsdam,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12060_Barnim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12061_Dahme-Spreewald,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12062_Elbe-Elster,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12063_Havelland,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12064_Märkisch-Oderland,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12065_Oberhavel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12066_Oberspreewald-Lausitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12067_Oder-Spree,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12068_Ostprignitz-Ruppin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12069_Potsdam-Mittelmark,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12070_Prignitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12071_Spree-Neiße,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12072_Teltow-Fläming,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
12073_Uckermark,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13003_13072_Region_um_Rostock,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13003_Rostock,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13004_13076_13074_Region_um_Schwerin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13004_Schwerin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13071_Mecklenburgische Seenplatte,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13072_Rostock,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13073_Vorpommern-Rügen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13074_Nordwestmecklenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13075_Vorpommern-Greifswald,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
13076_Ludwigslust-Parchim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14511_14524_14521_14522_Region_um_Chemnitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14511_Chemnitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14521_Erzgebirgskreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14522_Mittelsachsen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14523_Vogtlandkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14524_Zwickau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14612_14627_14625_14628_Region_um_Dresden,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14612_Dresden,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14625_Bautzen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14626_Görlitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14627_Meißen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14628_Sächsische Schweiz-Osterzgebirge,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14713_14729_14730_Region_um_Leipzig,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14713_Leipzig,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14729_Leipzig,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
14730_Nordsachsen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15001_15091_15082_Region_um_Dessau-Rolau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15001_Dessau-Roßlau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15002_15088_Region_um_Halle_(Saale),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15002_Halle (Saale),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15003_15083_15089_15086_Region_um_Magdeburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15003_Magdeburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15081_Altmarkkreis Salzwedel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15082_Anhalt-Bitterfeld,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15083_Börde,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15084_Burgenlandkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15085_Harz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15086_Jerichower Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15087_Mansfeld-Südharz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15088_Saalekreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15089_Salzlandkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15090_Stendal,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
15091_Wittenberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16051_Erfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16052_16076_15084_16074_Region_um_Gera,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16052_Gera,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16053_16074_16071_16055_Region_um_Jena,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16053_Jena,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16054_16066_16069_16070_Region_um_Suhl,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16054_Suhl,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16055_16071_Region_um_Weimar,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16055_Weimar,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16056_16063_06636_Region_um_Eisenach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16056_Eisenach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16061_Eichsfeld,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16062_Nordhausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16063_Wartburgkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16064_Unstrut-Hainich-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16065_Kyffhäuserkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16066_Schmalkalden-Meiningen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16067_Gotha,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16068_Sömmerda,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16069_Hildburghausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16070_Ilm-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16071_Weimarer Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16072_Sonneberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16073_Saalfeld-Rudolstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16074_Saale-Holzland-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16075_Saale-Orla-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16076_Greiz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
16077_Altenburger Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
