region,SU35_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03459_Osnabrück,9.698318481445312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,9.252140998840332,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,5.834690093994141,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,4.167849540710449,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,7.5925445556640625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,8.434425354003906,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,5.785606384277344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,5.996616363525391,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,13.824759483337402,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,14.312140464782715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,13.387639999389648,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,13.633125305175781,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,11.841649055480957,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,11.983527183532715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,13.7738037109375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,14.32640266418457,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,13.826830863952637,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,13.634417533874512,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,12.628877639770508,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,12.690367698669434,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,13.120476722717285,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,12.76742172241211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,10.023945808410645,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,8.434243202209473,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,11.531607627868652,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,11.161352157592773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,9.951510429382324,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,9.318853378295898,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,12.875066757202148,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,12.634685516357422,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,14.569448471069336,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,13.516392707824707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,13.435710906982422,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,13.741293907165527,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,14.646249771118164,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,15.558320999145508,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,13.361337661743164,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,13.68979263305664,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,8.946029663085938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,12.430574417114258,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,15.108611106872559,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,8.278608322143555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,13.753874778747559,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,9.236396789550781,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,11.989700317382812,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,13.638069152832031,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,12.929916381835938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,12.872227668762207,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,12.28607177734375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,12.633333206176758,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,11.571524620056152,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,12.373594284057617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,11.916826248168945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,11.692033767700195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,12.772747039794922,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,11.064204216003418,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,11.972217559814453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,10.190301895141602,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,10.206523895263672,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,11.742568016052246,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,10.184112548828125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,9.959044456481934,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,9.483315467834473,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,10.521772384643555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,9.723699569702148,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,11.434514999389648,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,11.987363815307617,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,11.332460403442383,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,11.717131614685059,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,9.433304786682129,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,9.007426261901855,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,11.210649490356445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,12.870923042297363,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,12.389544486999512,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,12.393363952636719,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,9.178035736083984,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,6.781960487365723,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,7.941407680511475,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,7.572418212890625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,7.9476728439331055,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,10.483689308166504,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,11.946249008178711,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,24.29593849182129,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,25.272674560546875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,20.079389572143555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,23.60382080078125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,20.081172943115234,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,25.019182205200195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,20.51879119873047,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,19.24183464050293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,24.052541732788086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,23.4869441986084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,26.536746978759766,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,16.253408432006836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,17.950639724731445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,19.289688110351562,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,20.2386417388916,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,17.668739318847656,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,21.42409324645996,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,25.506879806518555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,15.545808792114258,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,19.0688533782959,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,16.6792049407959,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,13.03088665008545,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,15.208780288696289,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,13.366241455078125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,12.62952995300293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,10.602035522460938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,11.666242599487305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,11.986382484436035,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,12.816404342651367,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,11.312005996704102,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,12.639755249023438,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,9.677279472351074,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,11.12387752532959,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,13.781307220458984,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,16.92346954345703,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,10.526558876037598,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),10.745742797851562,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,18.45595359802246,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,12.029966354370117,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,13.32498836517334,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,14.28424072265625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,13.795388221740723,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,12.969576835632324,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,15.362348556518555,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,11.763976097106934,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,14.47445297241211,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,15.901145935058594,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,13.622360229492188,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,9.5308198928833,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,7.264256000518799,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,14.313236236572266,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),30.51113510131836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),29.994129180908203,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,20.034305572509766,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,17.920242309570312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,22.43323516845703,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,21.888866424560547,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,30.509489059448242,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,30.440004348754883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,23.550249099731445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,24.23908042907715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,22.35659408569336,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,23.39263153076172,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,18.84294319152832,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,18.60511016845703,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,27.396953582763672,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,30.5350341796875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,25.07798194885254,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,28.247711181640625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,19.076467514038086,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,19.5179443359375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,24.63853645324707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,22.077312469482422,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,20.178007125854492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,28.719566345214844,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,18.558822631835938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,18.300167083740234,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,22.51116943359375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,26.173810958862305,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,30.314844131469727,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,22.702165603637695,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,18.859451293945312,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,21.84221649169922,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,22.826709747314453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,18.88184356689453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,20.82970428466797,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,16.948448181152344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,24.914148330688477,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,22.006900787353516,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,25.019229888916016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,25.887155532836914,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,24.934480667114258,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,21.380088806152344,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,18.219501495361328,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,20.12677574157715,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,16.042285919189453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,16.73992919921875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,21.505054473876953,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,20.86992645263672,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,28.227848052978516,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,29.870389938354492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,27.750810623168945,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,21.623779296875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,26.004629135131836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,25.9848575592041,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
