region,ci_name,ci_frequency,standard_name,units,mid_month,SU35_year_1.5C_rcp85_ensemble-robustness
08337_Waldshut,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08415_Reutlingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08416_Tübingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08417_Zollernalbkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08421_08425_09775_Region_um_Ulm,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08421_Ulm,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08425_Alb-Donau-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08426_Biberach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08435_Bodenseekreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08436_Ravensburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
08437_Sigmaringen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09161_09176_09185_09186_Region_um_Ingolstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2.0
09161_Ingolstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09162_09184_09179_09174_Region_um_München,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09162_München,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09163_09187_Region_um_Rosenheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09163_Rosenheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09171_Altötting,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09172_Berchtesgadener Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09173_Bad Tölz-Wolfratshausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09174_Dachau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09175_Ebersberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09176_Eichstätt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09177_Erding,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09178_Freising,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09179_Fürstenfeldbruck,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09180_Garmisch-Partenkirchen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09181_Landsberg am Lech,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09182_Miesbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09183_Mühldorf a. Inn,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09184_München,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09185_Neuburg-Schrobenhausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09186_Pfaffenhofen a.d. Ilm,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,2.0
09187_Rosenheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09188_Starnberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09189_Traunstein,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09190_Weilheim-Schongau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09261_09274_Region_um_Landshut,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09261_Landshut,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09262_09275_Region_um_Passau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09262_Passau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09263_09278_Region_um_Straubing,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09263_Straubing,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09271_Deggendorf,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09272_Freyung-Grafenau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09273_Kelheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09274_Landshut,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09275_Passau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09276_Regen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09277_Rottal-Inn,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09278_Straubing-Bogen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09279_Dingolfing-Landau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09361_09371_Region_um_Amberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09361_Amberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09362_09375_Region_um_Regensburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09362_Regensburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09363_09374_Region_um_Weiden_in_der_Oberpfalz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09363_Weiden i.d. OPf.,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09371_Amberg-Sulzbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09372_Cham,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09373_Neumarkt i.d. OPf.,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09374_Neustadt a.d. Waldnaab,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09375_Regensburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09376_Schwandorf,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09377_Tirschenreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09461_09471_Region_um_Bamberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09461_Bamberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09462_09472_Region_um_Bayreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09462_Bayreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09463_09473_Region_um_Coburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09463_Coburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09464_09475_Region_um_Hof,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09464_Hof,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09471_Bamberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09472_Bayreuth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09473_Coburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09474_Forchheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09475_Hof,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09476_Kronach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09477_Kulmbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09478_Lichtenfels,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09479_Wunsiedel i. Fichtelgebirge,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09561_09571_Region_um_Ansbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09561_Ansbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09562_09572_09564_09563_Region_um_Erlangen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09562_Erlangen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09563_09573_09562_09564_Region_um_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09563_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09564_Nürnberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09565_09576_09564_Region_um_Schwabach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09565_Schwabach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09571_Ansbach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09572_Erlangen-Höchstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09573_Fürth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09574_Nürnberger Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09575_Neustadt a.d. Aisch-Bad Windsheim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09576_Roth,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09577_Weißenburg-Gunzenhausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09661_09671_09676_Region_um_Aschaffenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09661_Aschaffenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09662_09678_Region_um_Schweinfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09662_Schweinfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09663_09679_Region_um_Würzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09663_Würzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09671_Aschaffenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09672_Bad Kissingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09673_Rhön-Grabfeld,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09674_Haßberge,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09675_Kitzingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09676_Miltenberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09677_Main-Spessart,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09678_Schweinfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09679_Würzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09761_09772_09771_Region_um_Augsburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09761_Augsburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09762_09777_Region_um_Kaufbeuren,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09762_Kaufbeuren,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09763_09780_Region_um_Kempten_(Allgäu),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09763_Kempten (Allgäu),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09764_09778_08436_Region_um_Memmingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09764_Memmingen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
09771_Aichach-Friedberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09772_Augsburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09773_Dillingen a.d. Donau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09774_Günzburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09775_Neu-Ulm,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09776_Lindau (Bodensee),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09777_Ostallgäu,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09778_Unterallgäu,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09779_Donau-Ries,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
09780_Oberallgäu,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
10041_Regionalverband Saarbrücken,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
10042_Merzig-Wadern,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
10043_Neunkirchen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
10044_Saarlouis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
10045_Saarpfalz-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
10046_St. Wendel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
11000_Berlin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12051_Brandenburg an der Havel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12052_12071_Region_um_Cottbus,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12052_Cottbus,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12053_12067_12064_Region_um_Frankfurt_(Oder),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12053_Frankfurt (Oder),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12054_12063_12069_11000_12051_Region_um_Potsdam,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12054_Potsdam,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12060_Barnim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12061_Dahme-Spreewald,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12062_Elbe-Elster,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12063_Havelland,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12064_Märkisch-Oderland,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12065_Oberhavel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12066_Oberspreewald-Lausitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12067_Oder-Spree,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12068_Ostprignitz-Ruppin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12069_Potsdam-Mittelmark,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12070_Prignitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12071_Spree-Neiße,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12072_Teltow-Fläming,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
12073_Uckermark,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13003_13072_Region_um_Rostock,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13003_Rostock,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13004_13076_13074_Region_um_Schwerin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13004_Schwerin,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13071_Mecklenburgische Seenplatte,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13072_Rostock,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13073_Vorpommern-Rügen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13074_Nordwestmecklenburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13075_Vorpommern-Greifswald,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
13076_Ludwigslust-Parchim,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14511_14524_14521_14522_Region_um_Chemnitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14511_Chemnitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14521_Erzgebirgskreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14522_Mittelsachsen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14523_Vogtlandkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14524_Zwickau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14612_14627_14625_14628_Region_um_Dresden,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14612_Dresden,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14625_Bautzen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14626_Görlitz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14627_Meißen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14628_Sächsische Schweiz-Osterzgebirge,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14713_14729_14730_Region_um_Leipzig,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14713_Leipzig,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14729_Leipzig,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
14730_Nordsachsen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15001_15091_15082_Region_um_Dessau-Rolau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15001_Dessau-Roßlau,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15002_15088_Region_um_Halle_(Saale),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15002_Halle (Saale),SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15003_15083_15089_15086_Region_um_Magdeburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15003_Magdeburg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15081_Altmarkkreis Salzwedel,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15082_Anhalt-Bitterfeld,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15083_Börde,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15084_Burgenlandkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15085_Harz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15086_Jerichower Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15087_Mansfeld-Südharz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15088_Saalekreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15089_Salzlandkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15090_Stendal,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
15091_Wittenberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16051_Erfurt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16052_16076_15084_16074_Region_um_Gera,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16052_Gera,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16053_16074_16071_16055_Region_um_Jena,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16053_Jena,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16054_16066_16069_16070_Region_um_Suhl,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16054_Suhl,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,
16055_16071_Region_um_Weimar,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16055_Weimar,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16056_16063_06636_Region_um_Eisenach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16056_Eisenach,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16061_Eichsfeld,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16062_Nordhausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16063_Wartburgkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16064_Unstrut-Hainich-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16065_Kyffhäuserkreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16066_Schmalkalden-Meiningen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16067_Gotha,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16068_Sömmerda,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16069_Hildburghausen,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16070_Ilm-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16071_Weimarer Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16072_Sonneberg,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16073_Saalfeld-Rudolstadt,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16074_Saale-Holzland-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16075_Saale-Orla-Kreis,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16076_Greiz,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
16077_Altenburger Land,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7,1.0
