region,SU35_year_4C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
01001_01059_Region_um_Flensburg,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01001_Flensburg,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01002_01057_01058_Region_um_Kiel,0.01510948222130537,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01002_Kiel,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-0.009625043720006943,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01003_Lübeck,-0.0243581123650074,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,0.015065338462591171,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01004_Neumünster,0.02978084795176983,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01051_Dithmarschen,0.011020584031939507,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01053_Herzogtum Lauenburg,0.004907646682113409,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01054_Nordfriesland,0.000806072901468724,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01055_Ostholstein,-0.012496136128902435,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01056_Pinneberg,0.025368424132466316,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01057_Plön,0.0012500707525759935,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01058_Rendsburg-Eckernförde,0.012771106325089931,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01059_Schleswig-Flensburg,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01060_Segeberg,0.013852439820766449,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01061_Steinburg,0.021013246849179268,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
01062_Stormarn,-0.01584978774189949,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
02000_Hamburg,-0.022484954446554184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.023083627223968506,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03101_Braunschweig,0.03333333507180214,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.009637445211410522,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03102_Salzgitter,0.020882951095700264,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,0.0164369884878397,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03103_Wolfsburg,0.003292888170108199,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03151_Gifhorn,0.012237255461513996,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03153_Goslar,-0.005957234650850296,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03154_Helmstedt,0.030302047729492188,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03155_Northeim,3.3885684388224036e-05,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03157_Peine,0.021998323500156403,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03158_Wolfenbüttel,0.008106373250484467,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03159_Göttingen,-0.0027878712862730026,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03241_Region Hannover,0.018496977165341377,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03251_Diepholz,0.02670469507575035,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03252_Hameln-Pyrmont,0.010136652737855911,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03254_Hildesheim,0.009301319718360901,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03255_Holzminden,0.00032382449717260897,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03256_Nienburg (Weser),0.05025922879576683,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03257_Schaumburg,0.014842823147773743,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03351_Celle,-0.008012015372514725,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03352_Cuxhaven,0.006807501893490553,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03353_Harburg,0.010261992923915386,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03354_Lüchow-Dannenberg,0.010971363633871078,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03355_Lüneburg,0.017404552549123764,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03356_Osterholz,0.04554024711251259,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03357_Rotenburg (Wümme),0.02711462788283825,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03358_Heidekreis,-0.011151885613799095,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03359_Stade,0.014748897403478622,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03360_Uelzen,-0.0014861375093460083,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,0.023662427440285683,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.032558999955654144,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,0.03333598002791405,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,0.03048550710082054,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,0.008110416121780872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
